# The list includes all known detector with corresponding 
#   1) the name, 
#   2) the minimum frequency in GHz, 
#   3) the maximum frequencies in GHz, 
#   4) the bin widthin in GHz and 
#   5) the noise of the detector in W/(m^2 Hz sr)
#
PIXIE  3.00e+01  1.00e+03  1.50e+01  5.00e-26
PIXIE_fine  3.00e+01  1.00e+03  1.00e+00  5.00e-26
Litebird  3.00e+01  1.00e+03  1.00e+00  5.00e-26
