# In the file there is: nu, G_T, Y_SZ, M_mu, S_i (i=1-6)
66 6
3.0000000000e+01 7.3635110485e-01 -1.4386129889e+00 -1.0580371854e+00 1.4274591293e-01 3.4526272553e-02 6.8058525429e-03 1.0541552808e-03 1.3749502737e-04 1.5511784096e-05
4.5000000002e+01 1.6096723901e+00 -3.0526345499e+00 -1.2971738747e+00 1.2522639883e-01 1.4325790607e-02 -1.3289090491e-03 -1.0158932774e-03 -2.6121323633e-04 -4.7051771597e-05
6.0000000003e+01 2.7491121801e+00 -4.9960518363e+00 -1.3480560819e+00 8.1588818684e-02 -3.9143360281e-03 -4.3684428996e-03 -8.0042493204e-04 -1.9432372364e-05 2.5968713133e-05
7.5000000005e+01 4.0814295358e+00 -7.0095616703e+00 -1.2287535870e+00 2.9830655071e-02 -1.4776555174e-02 -3.6576700113e-03 1.7623622089e-05 1.4987340882e-04 3.2248401179e-05
9.0000000006e+01 5.5250780376e+00 -8.8287902405e+00 -9.6610964013e-01 -1.7462643156e-02 -1.7792064254e-02 -1.3261770076e-03 5.7987355291e-04 1.3931361390e-04 1.6341055913e-06
1.0500000001e+02 6.9971867866e+00 -1.0217873003e+01 -5.9277166580e-01 -5.2828303305e-02 -1.4829124658e-02 1.0075725416e-03 6.8499029646e-04 3.1045071927e-05 -2.2584620995e-05
1.2000000001e+02 8.4199376764e+00 -1.0995810170e+01 -1.4405035363e-01 -7.3086294840e-02 -8.4863719823e-03 2.5093298652e-03 4.5042373570e-04 -6.7718436147e-05 -2.5064011949e-05
1.3500000001e+02 9.7257099152e+00 -1.1052516964e+01 3.4502288211e-01 -7.8420509604e-02 -1.1891153994e-03 2.9478264709e-03 7.9279588153e-05 -1.1522378670e-04 -1.2327113514e-05
1.5000000001e+02 1.0860620037e+01 -1.0353735139e+01 8.4215648719e-01 -7.1182095200e-02 5.2605379272e-03 2.4886202316e-03 -2.5804671767e-04 -1.0584882074e-04 4.6287540521e-06
1.6500000001e+02 1.1786352549e+01 -8.9359554799e+00 1.3196066092e+00 -5.4882750754e-02 9.7962107443e-03 1.4712611644e-03 -4.6465471816e-04 -5.7996881303e-05 1.6927938647e-05
1.8000000002e+02 1.2480404852e+01 -6.8938570896e+00 1.7552755174e+00 -3.3357930662e-02 1.2016436580e-02 2.5663713225e-04 -5.1367119330e-04 3.0104645892e-06 2.0623515544e-05
1.9500000002e+02 1.2935030875e+01 -4.3633719502e+00 2.1331400238e+00 -1.0165612804e-02 1.2023558311e-02 -8.6074216819e-04 -4.2724511569e-04 5.5713718125e-05 1.6197593011e-05
2.1000000002e+02 1.3155252017e+01 -1.5034096630e+00 2.4431165734e+00 1.1785014682e-02 1.0243720553e-02 -1.6874327418e-03 -2.5021041611e-04 8.8206613450e-05 9.1384527881e-06
2.2500000002e+02 1.3156318852e+01 1.5212712949e+00 2.6805054749e+00 3.0385819400e-02 7.2419686542e-03 -2.1364028582e-03 -4.2242114488e-05 9.4887056956e-05 -2.4668026739e-06
2.4000000002e+02 1.2960969798e+01 4.5543451192e+00 2.8451647904e+00 4.4363134683e-02 3.6228436288e-03 -2.2036290606e-03 1.5416121902e-04 7.8907993347e-05 -1.1919541781e-05
2.5500000002e+02 1.2596764333e+01 7.4584667255e+00 2.9405518622e+00 5.3179757589e-02 -7.9488751620e-05 -1.9444331112e-03 3.0607239713e-04 4.7457058209e-05 -1.7286678121e-05
2.7000000002e+02 1.2093687178e+01 1.0121899306e+01 2.9727454581e+00 5.6892885662e-02 -3.4439161251e-03 -1.4472835050e-03 3.9572059422e-04 9.1615970479e-06 -1.8044015239e-05
2.8500000003e+02 1.1482140894e+01 1.2461545811e+01 2.9495313833e+00 5.5990529847e-02 -6.1803182479e-03 -8.1185059276e-04 4.1902312113e-04 -2.7983078412e-05 -1.4789287926e-05
3.0000000003e+02 1.0791376730e+01 1.4423018143e+01 2.8796046506e+00 5.1240323901e-02 -8.1270200895e-03 -1.2936639719e-04 3.8152145889e-04 -5.4913891538e-05 -9.3315834509e-06
3.1500000003e+02 1.0048361658e+01 1.5978509931e+01 2.7719154281e+00 4.3522198160e-02 -9.2282374791e-03 5.1280135940e-04 2.9815655587e-04 -7.4611547797e-05 -2.2274027841e-06
3.3000000003e+02 9.2770441757e+00 1.7123237021e+01 2.6351656895e+00 3.3767256741e-02 -9.5177812652e-03 1.0597411664e-03 1.8469067120e-04 -8.2076449801e-05 4.8116294713e-06
3.4500000003e+02 8.4979607820e+00 1.7871121959e+01 2.4774491258e+00 2.2844331664e-02 -9.0889950812e-03 1.4736709874e-03 5.7855067001e-05 -7.7936554338e-05 1.0638392602e-05
3.6000000003e+02 7.7281162423e+00 1.8250266315e+01 2.3060179008e+00 1.1517351078e-02 -8.0719600216e-03 1.7366118968e-03 -6.7339476347e-05 -6.4232320244e-05 1.4531781872e-05
3.7500000004e+02 6.9810706215e+00 1.8298609735e+01 2.1271552804e+00 4.1719448244e-04 -6.6133710408e-03 1.8471793788e-03 -1.7886498140e-04 -4.3803645804e-05 1.6197672134e-05
3.9000000004e+02 6.2671715180e+00 1.8060038204e+01 1.9461319044e+00 -9.9661692695e-03 -4.8624752959e-03 1.8180126227e-03 -2.6945432124e-04 -1.8581459853e-05 1.4743945683e-05
4.0500000004e+02 5.5938785528e+00 1.7581088018e+01 1.7672244628e+00 -1.9288392230e-02 -2.9526917039e-03 1.6657053650e-03 -3.3141220706e-04 5.7034689088e-06 1.2669237744e-05
4.2000000004e+02 4.9661370417e+00 1.6908301269e+01 1.5937778706e+00 -2.7323911628e-02 -1.0058137557e-03 1.4172038472e-03 -3.6459717739e-04 2.8352531001e-05 9.2341530329e-06
4.3500000004e+02 4.3867676232e+00 1.6086223088e+01 1.4282950396e+00 -3.3959185342e-02 8.7999840653e-04 1.0992014453e-03 -3.6991237134e-04 4.7483380696e-05 4.9788042720e-06
4.5000000004e+02 3.8568476199e+00 1.5155987881e+01 1.2725415131e+00 -3.9169579001e-02 2.6292427705e-03 7.3784989933e-04 -3.5020346355e-04 6.1864416583e-05 4.3403678652e-07
4.6500000004e+02 3.3760676507e+00 1.4154417138e+01 1.1276552521e+00 -4.2999292250e-02 4.1883392304e-03 3.5705364728e-04 -3.0959281192e-04 7.0883951423e-05 -3.9341363874e-06
4.8000000005e+02 2.9430533400e+00 1.3113540712e+01 9.9425454363e-01 -4.5543526131e-02 5.5231493765e-03 -2.2919239092e-05 -2.5326324308e-04 7.4220319168e-05 -8.1170895380e-06
4.9500000005e+02 2.5556468984e+00 1.2060452826e+01 8.7253927147e-01 -4.6928063807e-02 6.6182497491e-03 -3.8480688419e-04 -1.8525772616e-04 7.2664822479e-05 -1.1002496829e-05
5.1000000005e+02 2.2111470216e+00 1.1017419859e+01 7.6238260915e-01 -4.7300894725e-02 7.4703864631e-03 -7.1611503163e-04 -1.1093927882e-04 6.6729790325e-05 -1.2979465253e-05
5.2500000005e+02 1.9065081425e+00 1.0002166588e+01 6.6341160975e-01 -4.6817230544e-02 8.0879586272e-03 -1.0080362076e-03 -3.4586054405e-05 5.7234900455e-05 -1.3995304820e-05
5.4000000005e+02 1.6385017752e+00 9.0282789392e+00 5.7507620727e-01 -4.5631576602e-02 8.4873365533e-03 -1.2552391450e-03 4.0169978560e-05 4.5087909470e-05 -1.4078280964e-05
5.5500000005e+02 1.4038437057e+00 8.1056729676e+00 4.9670687856e-01 -4.3891310415e-02 8.6902477152e-03 -1.4553773823e-03 1.1042232867e-04 3.1202357151e-05 -1.3317886175e-05
5.7000000006e+02 1.1992912700e+00 7.2410909091e+00 4.2756169781e-01 -4.1733507121e-02 8.7216814731e-03 -1.6092158095e-03 1.7407977275e-04 1.5875005840e-05 -1.1830570058e-05
5.8500000006e+02 1.0217150814e+00 6.4385950549e+00 3.6686380332e-01 -3.9277082241e-02 8.6075632669e-03 -1.7172733415e-03 2.2952497814e-04 1.0917283370e-06 -9.7780944724e-06
6.0000000006e+02 8.6814941943e-01 5.7000387522e+00 3.1383043875e-01 -3.6629563466e-02 8.3740750676e-03 -1.7837174476e-03 2.7596005456e-04 -1.3177106783e-05 -7.3439113702e-06
6.1500000006e+02 7.3582518986e-01 5.0255008686e+00 2.6769476726e-01 -3.3881071265e-02 8.0461550991e-03 -1.8128464758e-03 3.1307763156e-04 -2.6436546487e-05 -4.6811185735e-06
6.3000000006e+02 6.2218896428e-01 4.4136756841e+00 2.2772162212e-01 -3.1106248936e-02 7.6468610160e-03 -1.8094864530e-03 3.4100362415e-04 -3.8323426999e-05 -1.9302620536e-06
6.4500000006e+02 5.2491116401e-01 3.8622144999e+00 1.9321827557e-01 -2.8365234969e-02 7.1969095231e-03 -1.7786703433e-03 3.6019820064e-04 -4.8598055066e-05 7.8650954501e-07
6.6000000006e+02 4.4188600812e-01 3.3680184616e+00 1.6354120010e-01 -2.5705735132e-02 6.7146394877e-03 -1.7258689802e-03 3.7152134264e-04 -5.7541622687e-05 3.4676461680e-06
6.7500000007e+02 3.7122541648e-01 2.9274843573e+00 1.3809967631e-01 -2.3161273968e-02 6.2150808071e-03 -1.6547563576e-03 3.7548653448e-04 -6.4195977928e-05 5.8201327302e-06
6.9000000007e+02 3.1124866568e-01 2.5367066530e+00 1.1635697965e-01 -2.0757948776e-02 5.7113673441e-03 -1.5703416601e-03 3.7323239536e-04 -6.9122939917e-05 7.9035485107e-06
7.0500000007e+02 2.6046924378e-01 2.1916399274e+00 9.7829761271e-02 -1.8512277200e-02 5.2139380470e-03 -1.4765724080e-03 3.6574060269e-04 -7.2419062023e-05 9.6840959492e-06
7.2000000007e+02 2.1758004401e-01 1.8882263121e+00 8.2086130036e-02 -1.6433656091e-02 4.7309901327e-03 -1.3769059580e-03 3.5397788413e-04 -7.4221944505e-05 1.1145572123e-05
7.3500000007e+02 1.8143777620e-01 1.6224926459e+00 6.8742846040e-02 -1.4525714012e-02 4.2687206340e-03 -1.2742968695e-03 3.3886239628e-04 -7.4695883868e-05 1.2286586025e-05
