500 20
6.3057733 6.3114998 6.3172262 6.3229527 6.3286791 6.3344056 6.340132 6.3458585 6.3515849 6.3573114 6.3630378 6.3687643 6.3744907 6.3802172 6.3859436 6.3916701 6.3973966 6.403123 6.4088495 6.4145759 6.4203024 6.4260288 6.4317553 6.4374817 6.4432082 6.4489346 6.4546611 6.4603875 6.466114 6.4718404 6.4775669 6.4832933 6.4890198 6.4947462 6.5004727 6.5061991 6.5119256 6.517652 6.5233785 6.5291049 6.5348314 6.5405578 6.5462843 6.5520107 6.5577372 6.5634636 6.5691901 6.5749165 6.580643 6.5863694 6.5920959 6.5978223 6.6035488 6.6092752 6.6150017 6.6207281 6.6264546 6.632181 6.6379075 6.6436339 6.6493604 6.6550868 6.6608133 6.6665397 6.6722662 6.6779926 6.6837191 6.6894455 6.695172 6.7008985 6.7066249 6.7123514 6.7180778 6.7238043 6.7295307 6.7352572 6.7409836 6.7467101 6.7524365 6.758163 6.7638894 6.7696159 6.7753423 6.7810688 6.7867952 6.7925217 6.7982481 6.8039746 6.809701 6.8154275 6.8211539 6.8268804 6.8326068 6.8383333 6.8440597 6.8497862 6.8555126 6.8612391 6.8669655 6.872692 6.8784184 6.8841449 6.8898713 6.8955978 6.9013242 6.9070507 6.9127771 6.9185036 6.92423 6.9299565 6.9356829 6.9414094 6.9471358 6.9528623 6.9585887 6.9643152 6.9700416 6.9757681 6.9814945 6.987221 6.9929474 6.9986739 7.0044003 7.0101268 7.0158533 7.0215797 7.0273062 7.0330326 7.0387591 7.0444855 7.050212 7.0559384 7.0616649 7.0673913 7.0731178 7.0788442 7.0845707 7.0902971 7.0960236 7.10175 7.1074765 7.1132029 7.1189294 7.1246558 7.1303823 7.1361087 7.1418352 7.1475616 7.1532881 7.1590145 7.164741 7.1704674 7.1761939 7.1819203 7.1876468 7.1933732 7.1990997 7.2048261 7.2105526 7.216279 7.2220055 7.2277319 7.2334584 7.2391848 7.2449113 7.2506377 7.2563642 7.2620906 7.2678171 7.2735435 7.27927 7.2849964 7.2907229 7.2964493 7.3021758 7.3079022 7.3136287 7.3193552 7.3250816 7.3308081 7.3365345 7.342261 7.3479874 7.3537139 7.3594403 7.3651668 7.3708932 7.3766197 7.3823461 7.3880726 7.393799 7.3995255 7.4052519 7.4109784 7.4167048 7.4224313 7.4281577 7.4338842 7.4396106 7.4453371 7.4510635 7.45679 7.4625164 7.4682429 7.4739693 7.4796958 7.4854222 7.4911487 7.4968751 7.5026016 7.508328 7.5140545 7.5197809 7.5255074 7.5312338 7.5369603 7.5426867 7.5484132 7.5541396 7.5598661 7.5655925 7.571319 7.5770454 7.5827719 7.5884983 7.5942248 7.5999512 7.6056777 7.6114041 7.6171306 7.622857 7.6285835 7.63431 7.6400364 7.6457629 7.6514893 7.6572158 7.6629422 7.6686687 7.6743951 7.6801216 7.685848 7.6915745 7.6973009 7.7030274 7.7087538 7.7144803 7.7202067 7.7259332 7.7316596 7.7373861 7.7431125 7.748839 7.7545654 7.7602919 7.7660183 7.7717448 7.7774712 7.7831977 7.7889241 7.7946506 7.800377 7.8061035 7.8118299 7.8175564 7.8232828 7.8290093 7.8347357 7.8404622 7.8461886 7.8519151 7.8576415 7.863368 7.8690944 7.8748209 7.8805473 7.8862738 7.8920002 7.8977267 7.9034531 7.9091796 7.914906 7.9206325 7.9263589 7.9320854 7.9378119 7.9435383 7.9492648 7.9549912 7.9607177 7.9664441 7.9721706 7.977897 7.9836235 7.9893499 7.9950764 8.0008028 8.0065293 8.0122557 8.0179822 8.0237086 8.0294351 8.0351615 8.040888 8.0466144 8.0523409 8.0580673 8.0637938 8.0695202 8.0752467 8.0809731 8.0866996 8.092426 8.0981525 8.1038789 8.1096054 8.1153318 8.1210583 8.1267847 8.1325112 8.1382376 8.1439641 8.1496905 8.155417 8.1611434 8.1668699 8.1725963 8.1783228 8.1840492 8.1897757 8.1955021 8.2012286 8.206955 8.2126815 8.2184079 8.2241344 8.2298608 8.2355873 8.2413137 8.2470402 8.2527667 8.2584931 8.2642196 8.269946 8.2756725 8.2813989 8.2871254 8.2928518 8.2985783 8.3043047 8.3100312 8.3157576 8.3214841 8.3272105 8.332937 8.3386634 8.3443899 8.3501163 8.3558428 8.3615692 8.3672957 8.3730221 8.3787486 8.384475 8.3902015 8.3959279 8.4016544 8.4073808 8.4131073 8.4188337 8.4245602 8.4302866 8.4360131 8.4417395 8.447466 8.4531924 8.4589189 8.4646453 8.4703718 8.4760982 8.4818247 8.4875511 8.4932776 8.499004 8.5047305 8.5104569 8.5161834 8.5219098 8.5276363 8.5333627 8.5390892 8.5448156 8.5505421 8.5562686 8.561995 8.5677215 8.5734479 8.5791744 8.5849008 8.5906273 8.5963537 8.6020802 8.6078066 8.6135331 8.6192595 8.624986 8.6307124 8.6364389 8.6421653 8.6478918 8.6536182 8.6593447 8.6650711 8.6707976 8.676524 8.6822505 8.6879769 8.6937034 8.6994298 8.7051563 8.7108827 8.7166092 8.7223356 8.7280621 8.7337885 8.739515 8.7452414 8.7509679 8.7566943 8.7624208 8.7681472 8.7738737 8.7796001 8.7853266 8.791053 8.7967795 8.8025059 8.8082324 8.8139588 8.8196853 8.8254117 8.8311382 8.8368646 8.8425911 8.8483175 8.854044 8.8597704 8.8654969 8.8712234 8.8769498 8.8826763 8.8884027 8.8941292 8.8998556 8.9055821 8.9113085 8.917035 8.9227614 8.9284879 8.9342143 8.9399408 8.9456672 8.9513937 8.9571201 8.9628466 8.968573 8.9742995 8.9800259 8.9857524 8.9914788 8.9972053 9.0029317 9.0086582 9.0143846 9.0201111 9.0258375 9.031564 9.0372904 9.0430169 9.0487433 9.0544698 9.0601962 9.0659227 9.0716491 9.0773756 9.083102 9.0888285 9.0945549 9.1002814 9.1060078 9.1117343 9.1174607 9.1231872 9.1289136 9.1346401 9.1403665 9.146093 9.1518194 9.1575459 9.1632723 
8.28798169e+00 1.40481488e+01 1.34562716e+01 1.28832103e+01 1.14646816e+01 1.04363012e+01 9.63367887e+00 9.00032976e+00 8.50930747e+00 8.05784942e+00 -6.90775528e+02 6.85541401e+00 5.96223620e+00 6.51009446e+00 4.26885729e+00 2.57956908e+00 1.21168943e+00 6.51208791e-02 -9.29102025e-01 -2.11520252e+00 -2.50981138e+00 -3.63644369e+00 -3.33299695e+01 
8.31647085e+00 1.40490336e+01 1.34563161e+01 1.28843786e+01 1.14666076e+01 1.04390965e+01 9.63763103e+00 9.00584006e+00 8.51671971e+00 8.06737546e+00 -6.90775528e+02 6.86882300e+00 5.97222972e+00 6.51956540e+00 4.27914469e+00 2.59079106e+00 1.22399213e+00 7.88796786e-02 -9.13212662e-01 -2.09619315e+00 -2.49141108e+00 -3.61137641e+00 -3.33303337e+01 
8.34485675e+00 1.40499256e+01 1.34563611e+01 1.28855534e+01 1.14685424e+01 1.04419015e+01 9.64159380e+00 9.01135974e+00 8.52413665e+00 8.07689677e+00 -6.90775528e+02 6.88220549e+00 5.98224488e+00 6.52905675e+00 4.28944258e+00 2.60201950e+00 1.23630624e+00 9.26617902e-02 -8.97295756e-01 -2.07716582e+00 -2.47298816e+00 -3.58633167e+00 -3.33306853e+01 
8.37311653e+00 1.40508249e+01 1.34564067e+01 1.28867347e+01 1.14704860e+01 1.04447164e+01 9.64556715e+00 9.01688877e+00 8.53155828e+00 8.08641337e+00 -6.90775528e+02 6.89556166e+00 5.99228155e+00 6.53856836e+00 4.29975085e+00 2.61325434e+00 1.24863178e+00 1.06467129e-01 -8.81351528e-01 -2.05812072e+00 -2.45454276e+00 -3.56130947e+00 -3.33310481e+01 
8.40128869e+00 1.40517315e+01 1.34564529e+01 1.28879226e+01 1.14724384e+01 1.04475410e+01 9.64955096e+00 9.02242702e+00 8.53898448e+00 8.09592521e+00 -6.90775528e+02 6.90889152e+00 6.00233932e+00 6.54809983e+00 4.31006920e+00 2.62449536e+00 1.26096858e+00 1.20295421e-01 -8.65380401e-01 -2.03905830e+00 -2.43607519e+00 -3.53631007e+00 -3.33313840e+01 
8.42936565e+00 1.40526456e+01 1.34564997e+01 1.28891171e+01 1.14743996e+01 1.04503752e+01 9.65354518e+00 9.02797443e+00 8.54641523e+00 8.10543229e+00 -6.90775528e+02 6.92219520e+00 6.01241799e+00 6.55765097e+00 4.32039745e+00 2.63574248e+00 1.27331660e+00 1.34146544e-01 -8.49382635e-01 -2.01997880e+00 -2.41758561e+00 -3.51133352e+00 -3.33317015e+01 
8.45734143e+00 1.40535672e+01 1.34565470e+01 1.28903181e+01 1.14763696e+01 1.04532191e+01 9.65754976e+00 9.03353094e+00 8.55385049e+00 8.11493463e+00 -6.90775528e+02 6.93547286e+00 6.02251735e+00 6.56722153e+00 4.33073545e+00 2.64699560e+00 1.28567582e+00 1.48020357e-01 -8.33358512e-01 -2.00088249e+00 -2.39907423e+00 -3.48637989e+00 -3.33320070e+01 
8.48520315e+00 1.40544962e+01 1.34565949e+01 1.28915256e+01 1.14783482e+01 1.04560726e+01 9.66156463e+00 9.03909650e+00 8.56129024e+00 8.12443226e+00 -6.90775528e+02 6.94872465e+00 6.03263722e+00 6.57681134e+00 4.34108306e+00 2.65825466e+00 1.29804621e+00 1.61916748e-01 -8.17308280e-01 -1.98176960e+00 -2.38054120e+00 -3.46144922e+00 -3.33323141e+01 
8.51295892e+00 1.40554328e+01 1.34566435e+01 1.28927398e+01 1.14803356e+01 1.04589357e+01 9.66558974e+00 9.04467102e+00 8.56873441e+00 8.13392516e+00 -6.90775528e+02 6.96195066e+00 6.04277732e+00 6.58642013e+00 4.35144007e+00 2.66951953e+00 1.31042770e+00 1.75835540e-01 -8.01232256e-01 -1.96264045e+00 -2.36198677e+00 -3.43654161e+00 -3.33326154e+01 
8.54063365e+00 1.40563771e+01 1.34566926e+01 1.28939605e+01 1.14823317e+01 1.04618083e+01 9.66962498e+00 9.05025441e+00 8.57618292e+00 8.14341328e+00 -6.90775528e+02 6.97515092e+00 6.05293730e+00 6.59604754e+00 4.36180620e+00 2.68079000e+00 1.32282015e+00 1.89776485e-01 -7.85130835e-01 -1.94349544e+00 -2.34341121e+00 -3.41165730e+00 -3.33328866e+01 
8.56820519e+00 1.40573291e+01 1.34567423e+01 1.28951877e+01 1.14843364e+01 1.04646904e+01 9.67367031e+00 9.05584663e+00 8.58363577e+00 8.15289666e+00 -6.90775528e+02 6.98832563e+00 6.06311702e+00 6.60569341e+00 4.37218137e+00 2.69206607e+00 1.33522360e+00 2.03739511e-01 -7.69004222e-01 -1.92433475e+00 -2.32481468e+00 -3.38679626e+00 -3.33331504e+01 
8.59568030e+00 1.40582888e+01 1.34567926e+01 1.28964216e+01 1.14863499e+01 1.04675819e+01 9.67772567e+00 9.06144760e+00 8.59109290e+00 8.16237530e+00 -6.90775528e+02 7.00147488e+00 6.07331622e+00 6.61535749e+00 4.38256536e+00 2.70334760e+00 1.34763796e+00 2.17724438e-01 -7.52852734e-01 -1.90515870e+00 -2.30619742e+00 -3.36195859e+00 -3.33334008e+01 
8.62305590e+00 1.40592564e+01 1.34568436e+01 1.28976620e+01 1.14883719e+01 1.04704828e+01 9.68179099e+00 9.06705726e+00 8.59855428e+00 8.17184920e+00 -6.90775528e+02 7.01459880e+00 6.08353466e+00 6.62503954e+00 4.39295802e+00 2.71463451e+00 1.36006320e+00 2.31731119e-01 -7.36676657e-01 -1.88596758e+00 -2.28755964e+00 -3.33714439e+00 -3.33336414e+01 
