# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
    2       1.470948640595e-10       2.818964498550e-15       3.146237433608e-13       0.000000000000e+00 
    3       1.394662917936e-10       2.959037411029e-15       3.275271291357e-13       0.000000000000e+00 
    4       1.324229025228e-10       2.199757033817e-15       2.899075068115e-13       0.000000000000e+00 
    5       1.272689746575e-10       1.351291748294e-15       2.383847202812e-13       0.000000000000e+00 
    6       1.237945437727e-10       7.631254928492e-16       1.902417390227e-13       0.000000000000e+00 
    7       1.216102037205e-10       4.431566420003e-16       1.532598440572e-13       0.000000000000e+00 
    8       1.203075092880e-10       2.904907514564e-16       1.287280865516e-13       0.000000000000e+00 
    9       1.197229532648e-10       2.212734288354e-16       1.149700312658e-13       0.000000000000e+00 
   10       1.196869764237e-10       1.911826379211e-16       1.093636415762e-13       0.000000000000e+00 
   11       1.200043996125e-10       1.819909862058e-16       1.094818955517e-13       0.000000000000e+00 
   12       1.206775866076e-10       1.875136738184e-16       1.134504136575e-13       0.000000000000e+00 
   13       1.215925187793e-10       2.061262139231e-16       1.199457599402e-13       0.000000000000e+00 
   14       1.227016815283e-10       2.376963932395e-16       1.281572681560e-13       0.000000000000e+00 
   15       1.240067672102e-10       2.825364511396e-16       1.375524656970e-13       0.000000000000e+00 
   16       1.254224882415e-10       3.410998396539e-16       1.477836096754e-13       0.000000000000e+00 
   17       1.270075854120e-10       4.138991587754e-16       1.585882315083e-13       0.000000000000e+00 
   18       1.286865302824e-10       5.015281854501e-16       1.696826081862e-13       0.000000000000e+00 
   19       1.304569936018e-10       6.048403406018e-16       1.809064547240e-13       0.000000000000e+00 
   20       1.322987860369e-10       7.246115974120e-16       1.920956324925e-13       0.000000000000e+00 
   21       1.342189979600e-10       8.618633384246e-16       2.030857116227e-13       0.000000000000e+00 
   22       1.362010982211e-10       1.017638125126e-15       2.137054559896e-13       0.000000000000e+00 
   23       1.382533470397e-10       1.193043636914e-15       2.238872707425e-13       0.000000000000e+00 
   24       1.403670326193e-10       1.389174788504e-15       2.335848990646e-13       0.000000000000e+00 
   25       1.425341634061e-10       1.607166854239e-15       2.426877469326e-13       0.000000000000e+00 
   26       1.447330281061e-10       1.848141923806e-15       2.510689769689e-13       0.000000000000e+00 
   27       1.469724743070e-10       2.113225028036e-15       2.586731612944e-13       0.000000000000e+00 
   28       1.492592614429e-10       2.403524649059e-15       2.654633794756e-13       0.000000000000e+00 
   29       1.515989506918e-10       2.720170239715e-15       2.713670727930e-13       0.000000000000e+00 
   30       1.539819876213e-10       3.064274644070e-15       2.762965011788e-13       0.000000000000e+00 
   31       1.563877364411e-10       3.436921153708e-15       2.801655003072e-13       0.000000000000e+00 
   32       1.588219588009e-10       3.839177789562e-15       2.829193625451e-13       0.000000000000e+00 
   33       1.612906010171e-10       4.272081657571e-15       2.845162239133e-13       0.000000000000e+00 
   34       1.637913519523e-10       4.736637715623e-15       2.849146795433e-13       0.000000000000e+00 
   35       1.663227403094e-10       5.233840757216e-15       2.840567135326e-13       0.000000000000e+00 
   36       1.688762491659e-10       5.764655460646e-15       2.818786010426e-13       0.000000000000e+00 
   37       1.714399358063e-10       6.330005115278e-15       2.783180012758e-13       0.000000000000e+00 
   38       1.740228124958e-10       6.930763614178e-15       2.733236851480e-13       0.000000000000e+00 
   39       1.766373478355e-10       7.567755272431e-15       2.668488873288e-13       0.000000000000e+00 
   40       1.792923243697e-10       8.241752710266e-15       2.588487077691e-13       0.000000000000e+00 
   41       1.819917906517e-10       8.953487590442e-15       2.492794296587e-13       0.000000000000e+00 
   42       1.847326672825e-10       9.703695054048e-15       2.380961957336e-13       0.000000000000e+00 
   43       1.875055492730e-10       1.049307813486e-14       2.252545829040e-13       0.000000000000e+00 
   44       1.902946921555e-10       1.132229260886e-14       2.107111813617e-13       0.000000000000e+00 
   45       1.930841835962e-10       1.219193452602e-14       1.944258798710e-13       0.000000000000e+00 
   46       1.958798869979e-10       1.310250397487e-14       1.763696356911e-13       0.000000000000e+00 
   47       1.986931713430e-10       1.405442643221e-14       1.565189558510e-13       0.000000000000e+00 
   48       2.015346554096e-10       1.504805902183e-14       1.348538608729e-13       0.000000000000e+00 
