# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.04437e-05 to 8.47366 h/Mpc,
# number of wavenumbers equal to 612
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       1.044373177903e-05      -3.334086252425e-04      -2.500857385141e-04      -2.500857468585e-04      -3.334071481236e-04      -2.519162120335e-04      -2.501665149700e-04       5.986777815248e-01       5.980744061275e-01 
       2.330927604903e-05      -1.660041556792e-03      -1.245757291600e-03      -1.245757498621e-03      -1.660004917132e-03      -1.254777135410e-03      -1.246158682127e-03       5.986747550355e-01       5.980717506955e-01 
       3.621997333865e-05      -4.004944818223e-03      -3.007940310160e-03      -3.007941516742e-03      -4.004731338367e-03      -3.029299031177e-03      -3.008905288212e-03       5.986693934805e-01       5.980670456815e-01 
       4.921047778906e-05      -7.384039260472e-03      -5.552440687576e-03      -5.552444797255e-03      -7.383312473584e-03      -5.590747908432e-03      -5.554210784465e-03       5.986616528526e-01       5.980602522143e-01 
       6.231601551152e-05      -1.182201160535e-02      -8.903537494251e-03      -8.903548055720e-03      -1.182014496411e-02      -8.962601469479e-03      -8.906352313721e-03       5.986514619599e-01       5.980513067214e-01 
       7.557269794060e-05      -1.735253265554e-02      -1.309441746575e-02      -1.309444029382e-02      -1.734850105395e-02      -1.317693903276e-02      -1.309851387279e-02       5.986387238097e-01       5.980401230099e-01 
       8.901784518625e-05      -2.401856944966e-02      -1.816779086323e-02      -1.816783477006e-02      -2.401082226898e-02      -1.827499442175e-02      -1.817340171369e-02       5.986233130285e-01       5.980265894710e-01 
       1.026903236755e-04      -3.187278542977e-02      -2.417670505701e-02      -2.417678273442e-02      -3.185909447961e-02      -2.430788433939e-02      -2.418405730541e-02       5.986050736847e-01       5.980105674613e-01 
       1.166309024082e-04      -4.097801811310e-02      -3.118557785803e-02      -3.118570695089e-02      -4.095529374392e-02      -3.133752892448e-02      -3.119488982741e-02       5.985838179565e-01       5.979918891984e-01 
       1.308826321835e-04      -5.140782262199e-02      -3.927147875484e-02      -3.927168319501e-02      -5.137188728322e-02      -3.943778554288e-02      -3.928295631037e-02       5.985593206186e-01       5.979703539285e-01 
       1.454912521628e-04      -6.324705841049e-02      -4.852569366277e-02      -4.852600532963e-02      -6.319236696062e-02      -4.869582182620e-02      -4.853952493349e-02       5.985313163883e-01       5.979457246900e-01 
       1.605056280722e-04      -7.659248876909e-02      -5.905561644719e-02      -5.905607724692e-02      -7.651178118070e-02      -5.921375856691e-02      -5.907196464006e-02       5.984994938221e-01       5.979177228153e-01 
       1.759782261780e-04      -9.155334968984e-02      -7.098702010817e-02      -7.098768459503e-02      -9.143721770249e-02      -7.111061875568e-02      -7.100601382556e-02       5.984634903318e-01       5.978860234139e-01 
       1.919656267993e-04      -1.082518248793e-01      -8.446677031386e-02      -8.446770902624e-02      -1.080881665352e-01      -8.452462321561e-02      -8.448849061572e-02       5.984228835179e-01       5.978502475557e-01 
       2.085290804757e-04      -1.268233268629e-01      -9.966605650986e-02      -9.966736017413e-02      -1.265966664052e-01      -9.961587921970e-02      -9.969051966145e-02       5.983771840755e-01       5.978099551231e-01 
