# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=1
# for k=1.04437e-05 to 8.47366 h/Mpc,
# number of wavenumbers equal to 612
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       1.044373177903e-05      -1.706773646091e+00      -1.280080399734e+00      -1.280080399725e+00      -1.706773638278e+00      -1.281632318974e+00      -1.280235822057e+00       5.735052148605e-01       5.732870919224e-01 
       2.330927604903e-05      -1.709904873977e+00      -1.282432866515e+00      -1.282432867039e+00      -1.709904662298e+00      -1.283987440097e+00      -1.282588572141e+00       5.735120820417e-01       5.732942993921e-01 
       3.621997333865e-05      -1.715491917497e+00      -1.286643923628e+00      -1.286643926888e+00      -1.715490654944e+00      -1.288202539024e+00      -1.286800128392e+00       5.735083736937e-01       5.732912063294e-01 
       4.921047778906e-05      -1.723545160534e+00      -1.292744418650e+00      -1.292744430260e+00      -1.723540835430e+00      -1.294307297354e+00      -1.292901328851e+00       5.734963472379e-01       5.732800668343e-01 
       6.231601551152e-05      -1.734063169238e+00      -1.300766913934e+00      -1.300766943931e+00      -1.734052081323e+00      -1.302332608744e+00      -1.300924720205e+00       5.734844719299e-01       5.732693471960e-01 
       7.557269794060e-05      -1.747105165176e+00      -1.310802703445e+00      -1.310802768118e+00      -1.747081276831e+00      -1.312367419547e+00      -1.310961579883e+00       5.734686441598e-01       5.732549589804e-01 
       8.901784518625e-05      -1.762716898661e+00      -1.322947177376e+00      -1.322947301722e+00      -1.762671133607e+00      -1.324504042452e+00      -1.323107274184e+00       5.734510179255e-01       5.732390638718e-01 
       1.026903236755e-04      -1.780955335013e+00      -1.337321730769e+00      -1.337321950385e+00      -1.780874728634e+00      -1.338859816339e+00      -1.337483166273e+00       5.734332848888e-01       5.732233661933e-01 
       1.166309024082e-04      -1.801915914113e+00      -1.354096630377e+00      -1.354096994604e+00      -1.801782711524e+00      -1.355600047196e+00      -1.354259485952e+00       5.734098854812e-01       5.732023183939e-01 
       1.308826321835e-04      -1.825665193924e+00      -1.373447861725e+00      -1.373448437791e+00      -1.825455516741e+00      -1.374893946710e+00      -1.373612165026e+00       5.733833207342e-01       5.731784425243e-01 
       1.454912521628e-04      -1.852286040964e+00      -1.395592982988e+00      -1.395593861061e+00      -1.851968583455e+00      -1.396950844250e+00      -1.395758696820e+00       5.733536413269e-01       5.731518056557e-01 
       1.605056280722e-04      -1.881868658843e+00      -1.420795016122e+00      -1.420796313479e+00      -1.881402909598e+00      -1.422023093878e+00      -1.420962017630e+00       5.733183786670e-01       5.731199625683e-01 
       1.759782261780e-04      -1.914485234806e+00      -1.449348272343e+00      -1.449350151339e+00      -1.913819447315e+00      -1.450391837918e+00      -1.449516339636e+00       5.732794750678e-01       5.730848757309e-01 
       1.919656267993e-04      -1.950203309136e+00      -1.481603755962e+00      -1.481606393167e+00      -1.949272310224e+00      -1.482391027343e+00      -1.481772503239e+00       5.732366545547e-01       5.730462952499e-01 
       2.085290804757e-04      -1.989078733128e+00      -1.517977006195e+00      -1.517980662893e+00      -1.987800361006e+00      -1.518414643279e+00      -1.518145896073e+00       5.731871940748e-01       5.730015275391e-01 
       2.257351088475e-04      -2.031125131525e+00      -1.558940718478e+00      -1.558945709444e+00      -2.029397140950e+00      -1.558907735068e+00      -1.559108973603e+00       5.731319962905e-01       5.729515037356e-01 
       2.436561506599e-04      -2.076317722081e+00      -1.605048725809e+00      -1.605055479666e+00      -2.074013262392e+00      -1.604389331941e+00      -1.605215305573e+00       5.730708436021e-01       5.728960357729e-01 
