# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=1
# for k=1.045e-05 to 8.48764 h/Mpc,
# number of wavenumbers equal to 612
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.146012510269e-03      -2.382268722346e+00      -8.395346760029e+00      -8.397070707585e+00      -2.332702351316e+00      -8.393260335180e+00       5.658354473707e-01       5.658434876869e-01 
       1.221598126720e-03      -2.406454618242e+00      -9.354202313958e+00      -9.356257120634e+00      -2.370540483175e+00      -9.351849833315e+00       5.650481901471e-01       5.650515155157e-01 
       1.300834972303e-03      -2.437924683036e+00      -1.042252366284e+01      -1.042494823343e+01      -2.415644202540e+00      -1.041987798705e+01       5.642035027153e-01       5.642032418015e-01 
       1.383599172303e-03      -2.461240044814e+00      -1.160700468942e+01      -1.160983390269e+01      -2.450611443749e+00      -1.160402181011e+01       5.633004229157e-01       5.632983865640e-01 
       1.469737934874e-03      -2.462423209773e+00      -1.291368936861e+01      -1.291696317419e+01      -2.459895438606e+00      -1.291031742776e+01       5.623366635575e-01       5.623347462662e-01 
       1.559076324033e-03      -2.435303060330e+00      -1.434807015135e+01      -1.435181948766e+01      -2.436595875301e+00      -1.434424265428e+01       5.613164641563e-01       5.613160480466e-01 
       1.651424225675e-03      -2.385684103434e+00      -1.591486734016e+01      -1.591912294803e+01      -2.386773984908e+00      -1.591051832354e+01       5.602411017886e-01       5.602426672818e-01 
       1.746582964833e-03      -2.330561662654e+00      -1.761809877717e+01      -1.762289178132e+01      -2.328411771535e+00      -1.761317045933e+01       5.591129317311e-01       5.591160202644e-01 
       1.844351177716e-03      -2.291393601876e+00      -1.946110974770e+01      -1.946647094774e+01      -2.284139591358e+00      -1.945555498963e+01       5.579344896655e-01       5.579380279764e-01 
       1.944529704896e-03      -2.283797781108e+00      -2.144658489234e+01      -2.145254930878e+01      -2.270426962577e+00      -2.144036791978e+01       5.567100531095e-01       5.567128937284e-01 
       2.046925420592e-03      -2.308689189228e+00      -2.357660541082e+01      -2.358321543928e+01      -2.288584901615e+00      -2.356969609033e+01       5.554407747708e-01       5.554422109730e-01 
       2.151354028418e-03      -2.350368125688e+00      -2.585276406513e+01      -2.586006594459e+01      -2.323212700727e+00      -2.584512542772e+01       5.541301816281e-01       5.541302073331e-01 
       2.257641930146e-03      -2.383652413894e+00      -2.827611508702e+01      -2.828416922628e+01      -2.349905251219e+00      -2.826770691477e+01       5.527805843630e-01       5.527797992382e-01 
       2.365627314046e-03      -2.387164588723e+00      -3.084730413165e+01      -3.085618568908e+01      -2.348822770250e+00      -3.083808610418e+01       5.513933023199e-01       5.513925390219e-01 
       2.475160621195e-03      -2.355442664602e+00      -3.356667286459e+01      -3.357646715327e+01      -2.316382542422e+00      -3.355661028340e+01       5.499724763790e-01       5.499723629511e-01 
       2.586104540896e-03      -2.302427870242e+00      -3.643416774254e+01      -3.644497384875e+01      -2.267680682967e+00      -3.642324603975e+01       5.485192196303e-01       5.485199051913e-01 
       2.698333668320e-03      -2.253494071917e+00      -3.944952507175e+01      -3.946145879698e+01      -2.227460751258e+00      -3.943775870356e+01       5.470374607132e-01       5.470386295121e-01 
       2.811733934794e-03      -2.230321222996e+00      -4.261226014226e+01      -4.262544264263e+01      -2.214740233847e+00      -4.259968046440e+01       5.455290070460e-01       5.455301360823e-01 
       2.926201898116e-03      -2.237875890399e+00      -4.592170908172e+01      -4.593626979728e+01      -2.230770446490e+00      -4.590835686243e+01       5.439967517687e-01       5.439974394196e-01 
       3.041643959153e-03      -2.261903714243e+00      -4.937702126557e+01      -4.939309459273e+01      -2.258318944977e+00      -4.936293287450e+01       5.424421426009e-01       5.424423143910e-01 
       3.157975553037e-03      -2.278885891137e+00      -5.297729077733e+01      -5.299500813024e+01      -2.273128714851e+00      -5.296248660911e+01       5.408678132416e-01       5.408677043120e-01 
       3.275120348689e-03      -2.272006303954e+00      -5.672133922491e+01      -5.674084507234e+01      -2.260087582468e+00      -5.670584192919e+01       5.392741567319e-01       5.392741133574e-01 
       3.393009479076e-03      -2.242499994665e+00      -6.060812879998e+01      -6.062955034299e+01      -2.223254654455e+00      -6.059194845121e+01       5.376640212923e-01       5.376642666360e-01 
       3.511580816066e-03      -2.208480692160e+00      -6.463641933767e+01      -6.465988654565e+01      -2.182763361469e+00      -6.461958019851e+01       5.360390225004e-01       5.360395351869e-01 
       3.630778297517e-03      -2.191922027778e+00      -6.880488924683e+01      -6.883053248832e+01      -2.160684407277e+00      -6.878742961957e+01       5.344003958574e-01       5.344009618555e-01 
       3.750551309848e-03      -2.202739017573e+00      -7.311222156522e+01      -7.314017065161e+01      -2.165674845000e+00      -7.309418557506e+01       5.327497888306e-01       5.327501706335e-01 
       3.870854126296e-03      -2.231162603724e+00      -7.755699376238e+01      -7.758738227609e+01      -2.187192888725e+00      -7.753842363387e+01       5.310880556311e-01       5.310881547731e-01 
       3.991645399134e-03      -2.253982743868e+00      -8.213793848574e+01      -8.217090035921e+01      -2.203363607440e+00      -8.211886417495e+01       5.294173185295e-01       5.294172262620e-01 
       4.112887702883e-03      -2.250437660194e+00      -8.685332697310e+01      -8.688902660877e+01      -2.196773894262e+00      -8.683379380469e+01       5.277368151866e-01       5.277367298716e-01 
       4.234547124897e-03      -2.216608026950e+00      -9.170206470160e+01      -9.174063862828e+01      -2.166163036549e+00      -9.168209343196e+01       5.260495925415e-01       5.260496572143e-01 
       4.356592899374e-03      -2.168093109332e+00      -9.668239582333e+01      -9.672402994309e+01      -2.125160230970e+00      -9.666205863696e+01       5.243551001982e-01       5.243553535667e-01 
       4.478997080815e-03      -2.129083157024e+00      -1.017929244022e+02      -1.018378060580e+02      -2.094966562210e+00      -1.017723090074e+02       5.226549336881e-01       5.226552729771e-01 
       4.601734253050e-03      -2.115649353501e+00      -1.070322469904e+02      -1.070805785038e+02      -2.088710708619e+00      -1.070114633044e+02       5.209502963660e-01       5.209505622425e-01 
       4.724781270161e-03      -2.125234843695e+00      -1.123985571173e+02      -1.124505866338e+02      -2.101354917700e+00      -1.123777527334e+02       5.192406015337e-01       5.192406945474e-01 
       4.848117025885e-03      -2.139783076212e+00      -1.178906598223e+02      -1.179466201995e+02      -2.114072045811e+00      -1.178699593326e+02       5.175278299978e-01       5.175277709527e-01 
       4.971722248393e-03      -2.139782657143e+00      -1.235068127763e+02      -1.235669718629e+02      -2.109050377524e+00      -1.234863603072e+02       5.158115945966e-01       5.158114943168e-01 
       5.095579317586e-03      -2.118740699857e+00      -1.292455394707e+02      -1.293101613533e+02      -2.083069783398e+00      -1.292254738100e+02       5.140924965656e-01       5.140924674110e-01 
       5.219672102396e-03      -2.087286000803e+00      -1.351056057868e+02      -1.351749631824e+02      -2.049499866791e+00      -1.350860806369e+02       5.123723271901e-01       5.123724052499e-01 
       5.343985815788e-03      -2.064073395174e+00      -1.410852837532e+02      -1.411596505539e+02      -2.027503729291e+00      -1.410664658999e+02       5.106505411923e-01       5.106506726793e-01 
       5.468506885453e-03      -2.060680689163e+00      -1.471832396402e+02      -1.472629113154e+02      -2.027123885393e+00      -1.471653213116e+02       5.089282472039e-01       5.089283410505e-01 
       5.593222838389e-03      -2.072176829878e+00      -1.533977710041e+02      -1.534830339565e+02      -2.041737731324e+00      -1.533809344672e+02       5.072050534486e-01       5.072050548203e-01 
       5.718122197776e-03      -2.080757341533e+00      -1.597273600232e+02      -1.598185310762e+02      -2.053508572874e+00      -1.597118036735e+02       5.054813122318e-01       5.054812415378e-01 
       5.843194390744e-03      -2.069757432699e+00      -1.661711070066e+02      -1.662684511172e+02      -2.047398122804e+00      -1.661569765556e+02       5.037589952360e-01       5.037589271388e-01 
       5.968429665788e-03      -2.037732618941e+00      -1.727267339814e+02      -1.728305722826e+02      -2.022867187324e+00      -1.727142232906e+02       5.020360350061e-01       5.020360370540e-01 
       6.093819018741e-03      -1.997988754413e+00      -1.793933785427e+02      -1.795040227701e+02      -1.990906443081e+00      -1.793826813803e+02       5.003153191663e-01       5.003154206384e-01 
       6.219354126332e-03      -1.988528136141e+00      -1.861705629435e+02      -1.862883229736e+02      -1.982299273299e+00      -1.861618921286e+02       4.985920649608e-01       4.985921442445e-01 
       6.345027286494e-03      -1.999601519971e+00      -1.930571127436e+02      -1.931823037043e+02      -1.986979906519e+00      -1.930506807498e+02       4.968679404111e-01       4.968679437965e-01 
       6.470831364649e-03      -1.993993903111e+00      -2.000472380224e+02      -2.001802594343e+02      -1.980755765034e+00      -2.000433131485e+02       4.951504387999e-01       4.951504378169e-01 
       6.596759745336e-03      -1.986676134683e+00      -2.071428744848e+02      -2.072840630409e+02      -1.973701429405e+00      -2.071416783447e+02       4.934364834246e-01       4.934364836989e-01 
       6.722806288582e-03      -1.979871965861e+00      -2.143419431213e+02      -2.144916854177e+02      -1.966893258282e+00      -2.143437418392e+02       4.917239529906e-01       4.917239530056e-01 
       6.848965290503e-03      -1.972994497673e+00      -2.216435167017e+02      -2.218022181217e+02      -1.960057629421e+00      -2.216485925168e+02       4.900142126401e-01       4.900142126358e-01 
       6.975231447686e-03      -1.966120636570e+00      -2.290460990811e+02      -2.292141848423e+02      -1.953229747027e+00      -2.290547519050e+02       4.883074933182e-01       4.883074933194e-01 
       7.101599824952e-03      -1.959260883572e+00      -2.365482748102e+02      -2.367261600290e+02      -1.946414721621e+00      -2.365607968588e+02       4.866036644800e-01       4.866036644796e-01 
       7.228065826131e-03      -1.952409475033e+00      -2.441482227485e+02      -2.443364194737e+02      -1.939608299256e+00      -2.441649891921e+02       4.849020792074e-01       4.849020792075e-01 
       7.354625167555e-03      -1.945573380522e+00      -2.518452331437e+02      -2.520442090073e+02      -1.932817016679e+00      -2.518665820498e+02       4.832042544011e-01       4.832042544011e-01 
       7.481273853967e-03      -1.938700185079e+00      -2.596333276302e+02      -2.598435209405e+02      -1.925988993797e+00      -2.596595757746e+02       4.814972483827e-01       4.814972483827e-01 
       7.608008156622e-03      -1.931883238426e+00      -2.675188123462e+02      -2.677407656721e+02      -1.919216742004e+00      -2.675503609339e+02       4.798041855198e-01       4.798041855198e-01 
       7.734824593334e-03      -1.925090893574e+00      -2.754985473759e+02      -2.757326973671e+02      -1.912468931537e+00      -2.755357099569e+02       4.781172328790e-01       4.781172328790e-01 
       7.861719910302e-03      -1.918297982686e+00      -2.835675478055e+02      -2.838144851822e+02      -1.905720557498e+00      -2.836107710043e+02       4.764301393759e-01       4.764301393759e-01 
       7.988691065514e-03      -1.911527404808e+00      -2.917277746912e+02      -2.919879556346e+02      -1.898994366721e+00      -2.917773903289e+02       4.747485916798e-01       4.747485916798e-01 
       8.115735213591e-03      -1.904767285940e+00      -2.999760552634e+02      -3.002500147993e+02      -1.892278573570e+00      -3.000324636317e+02       4.730696433925e-01       4.730696433925e-01 
       8.242849691924e-03      -1.898024656269e+00      -3.083121598440e+02      -3.086004337505e+02      -1.885580149736e+00      -3.083757620076e+02       4.713950374341e-01       4.713950374341e-01 
       8.370032007988e-03      -1.891299244565e+00      -3.167346965797e+02      -3.170378300589e+02      -1.878898829503e+00      -3.168059023771e+02       4.697247073758e-01       4.697247073758e-01 
       8.497279827711e-03      -1.884584273531e+00      -3.252411859040e+02      -3.255597417131e+02      -1.872227887235e+00      -3.253204214616e+02       4.680569718088e-01       4.680569718088e-01 
       8.624590964808e-03      -1.877887166152e+00      -3.338315977288e+02      -3.341661280183e+02      -1.865574689049e+00      -3.339192802347e+02       4.663936722623e-01       4.663936722623e-01 
       8.751963370988e-03      -1.871208471601e+00      -3.425046821213e+02      -3.428557828356e+02      -1.858939780135e+00      -3.426012664907e+02       4.647349450338e-01       4.647349450338e-01 
       8.879395126956e-03      -1.864548647433e+00      -3.512593068217e+02      -3.516275432347e+02      -1.852323615192e+00      -3.513652227259e+02       4.630809037979e-01       4.630809037979e-01 
       9.006884434132e-03      -1.857903082959e+00      -3.600927626723e+02      -3.604788185105e+02      -1.845721644166e+00      -3.602085414421e+02       4.614304110414e-01       4.614304110414e-01 
       9.134429607028e-03      -1.851277410004e+00      -3.690046805663e+02      -3.694091830606e+02      -1.839139460204e+00      -3.691308060229e+02       4.597848650510e-01       4.597848650510e-01 
       9.262029066230e-03      -1.844664859678e+00      -3.779938156668e+02      -3.784174572199e+02      -1.832570280499e+00      -3.781308274148e+02       4.581425701247e-01       4.581425701247e-01 
       9.389681331919e-03      -1.838070467475e+00      -3.870595834985e+02      -3.875030096698e+02      -1.826019128817e+00      -3.872079819172e+02       4.565047822042e-01       4.565047822042e-01 
       9.517385017893e-03      -1.831491954110e+00      -3.961998902876e+02      -3.966638466424e+02      -1.819483751388e+00      -3.963602614684e+02       4.548709378469e-01       4.548709378469e-01 
       9.645138826050e-03      -1.824931310724e+00      -4.054139405922e+02      -4.058991260923e+02      -1.812966127682e+00      -4.055868317236e+02       4.532415319206e-01       4.532415319206e-01 
       9.772941541283e-03      -1.818385833712e+00      -4.146998880907e+02      -4.152070743226e+02      -1.806463570496e+00      -4.148859087973e+02       4.516158926240e-01       4.516158926240e-01 
       9.900792026762e-03      -1.811858913883e+00      -4.240572656900e+02      -4.245871682008e+02      -1.799979452504e+00      -4.242569785319e+02       4.499948631260e-01       4.499948631260e-01 
       1.002868921957e-02      -1.805353294520e+00      -4.334853046870e+02      -4.340386681864e+02      -1.793516494916e+00      -4.336992973128e+02       4.483791237291e-01       4.483791237291e-01 
       1.015663212664e-02      -1.798866423047e+00      -4.429826207948e+02      -4.435601772579e+02      -1.787072159581e+00      -4.432114709059e+02       4.467680398952e-01       4.467680398952e-01 
       1.028461982104e-02      -1.792395165182e+00      -4.525472757070e+02      -4.531498320286e+02      -1.780643332544e+00      -4.527916254347e+02       4.451608331361e-01       4.451608331361e-01 
       1.041265143846e-02      -1.785941113187e+00      -4.621783945283e+02      -4.628067233025e+02      -1.774231599681e+00      -4.624388575392e+02       4.435578999203e-01       4.435578999203e-01 
       1.054072617402e-02      -1.779502997793e+00      -4.718745125492e+02      -4.725294142911e+02      -1.767835697999e+00      -4.721517269576e+02       4.419589244998e-01       4.419589244998e-01 
       1.066884327926e-02      -1.773084838823e+00      -4.816354446071e+02      -4.823176643431e+02      -1.761459626711e+00      -4.819300017632e+02       4.403649066778e-01       4.403649066778e-01 
       1.079700205935e-02      -1.766681774770e+00      -4.914587917649e+02      -4.921691803478e+02      -1.755098551248e+00      -4.917713738252e+02       4.387746378121e-01       4.387746378121e-01 
       1.092520187054e-02      -1.760297320898e+00      -5.013444839825e+02      -5.020838288999e+02      -1.748755962008e+00      -5.016757196157e+02       4.371889905021e-01       4.371889905021e-01 
       1.105344211774e-02      -1.753929424753e+00      -5.112907868068e+02      -5.120599475342e+02      -1.742429819811e+00      -5.116413665153e+02       4.356074549529e-01       4.356074549529e-01 
       1.118172225228e-02      -1.747579436090e+00      -5.212969357876e+02      -5.220967621500e+02      -1.736121466966e+00      -5.216675423700e+02       4.340303667415e-01       4.340303667415e-01 
       1.131004176988e-02      -1.741247133651e+00      -5.313616925119e+02      -5.321930678577e+02      -1.729830685135e+00      -5.317530378134e+02       4.324576712839e-01       4.324576712839e-01 
       1.143840020866e-02      -1.734931456836e+00      -5.414836388084e+02      -5.423474891396e+02      -1.723556419909e+00      -5.418964715411e+02       4.308891049772e-01       4.308891049772e-01 
       1.156679714741e-02      -1.728633558599e+00      -5.516619488678e+02      -5.525591791711e+02      -1.717299820152e+00      -5.520970004764e+02       4.293249550381e-01       4.293249550381e-01 
       1.169523220388e-02      -1.722353300089e+00      -5.618956092731e+02      -5.628271394418e+02      -1.711060744648e+00      -5.623536243895e+02       4.277651861619e-01       4.277651861619e-01 
       1.182370503324e-02      -1.716089841612e+00      -5.721832811019e+02      -5.731500854704e+02      -1.704838357903e+00      -5.726650511347e+02       4.262095894756e-01       4.262095894756e-01 
       1.195221532664e-02      -1.709843989621e+00      -5.825242003524e+02      -5.835272404426e+02      -1.698633460809e+00      -5.830305063368e+02       4.246583652023e-01       4.246583652023e-01 
       1.208076280985e-02      -1.703615431230e+00      -5.929171860129e+02      -5.939574417776e+02      -1.692445742968e+00      -5.934488252477e+02       4.231114357420e-01       4.231114357420e-01 
       1.220934724206e-02      -1.697403962949e+00      -6.033610235810e+02      -6.044394873215e+02      -1.686275004487e+00      -6.039188045083e+02       4.215687511219e-01       4.215687511219e-01 
       1.233796841467e-02      -1.691210266672e+00      -6.138549897288e+02      -6.149726568798e+02      -1.680121921086e+00      -6.144397238640e+02       4.200304802716e-01       4.200304802716e-01 
       1.246662615021e-02      -1.685033193808e+00      -6.243975876718e+02      -6.255554752688e+02      -1.673985352904e+00      -6.250101056570e+02       4.184963382259e-01       4.184963382259e-01 
       1.259532030139e-02      -1.678873184608e+00      -6.349878892320e+02      -6.361870307460e+02      -1.667865738702e+00      -6.356290361398e+02       4.169664346755e-01       4.169664346755e-01 
       1.272405075012e-02      -1.672731314969e+00      -6.456253928856e+02      -6.468668014503e+02      -1.661764145311e+00      -6.462959969022e+02       4.154410363278e-01       4.154410363278e-01 
       1.285281740668e-02      -1.666605990608e+00      -6.563085002881e+02      -6.575932244481e+02      -1.655678988170e+00      -6.570094204518e+02       4.139197470425e-01       4.139197470425e-01 
       1.298162020888e-02      -1.660497761351e+00      -6.670364313581e+02      -6.683655323170e+02      -1.649610813269e+00      -6.677685378608e+02       4.124027033173e-01       4.124027033173e-01 
       1.311045912139e-02      -1.654406856344e+00      -6.778083025119e+02      -6.791828420791e+02      -1.643559848324e+00      -6.785724665760e+02       4.108899620809e-01       4.108899620809e-01 
       1.323933413499e-02      -1.648332905233e+00      -6.886229655202e+02      -6.900440309527e+02      -1.637525725629e+00      -6.894200805405e+02       4.093814314073e-01       4.093814314073e-01 
       1.336824526596e-02      -1.642276251550e+00      -6.994795611476e+02      -7.009482520715e+02      -1.631508787185e+00      -7.003105314724e+02       4.078771967962e-01       4.078771967962e-01 
       1.349719255553e-02      -1.636236223065e+00      -7.103768245200e+02      -7.118942594565e+02      -1.625508365522e+00      -7.112425712021e+02       4.063770913805e-01       4.063770913805e-01 
       1.362617606930e-02      -1.630213611218e+00      -7.213141890016e+02      -7.228814995522e+02      -1.619525245905e+00      -7.222156444777e+02       4.048813114763e-01       4.048813114763e-01 
       1.375519589679e-02      -1.624207569150e+00      -7.322903424102e+02      -7.339086800452e+02      -1.613558586945e+00      -7.332284566721e+02       4.033896467362e-01       4.033896467362e-01 
       1.388425215096e-02      -1.618218740091e+00      -7.433045289349e+02      -7.449750517050e+02      -1.607609030234e+00      -7.442802579787e+02       4.019022575586e-01       4.019022575586e-01 
       1.401334496781e-02      -1.612245900576e+00      -7.543553222091e+02      -7.560792208749e+02      -1.601675358528e+00      -7.553696505002e+02       4.004188396320e-01       4.004188396320e-01 
       1.414247450603e-02      -1.606290129396e+00      -7.654423175172e+02      -7.672207825586e+02      -1.595758643318e+00      -7.664962295222e+02       3.989396608295e-01       3.989396608295e-01 
       1.427164094666e-02      -1.600350891720e+00      -7.765643720677e+02      -7.783986028824e+02      -1.589858352970e+00      -7.776588604573e+02       3.974645882426e-01       3.974645882426e-01 
       1.440084449274e-02      -1.594428864509e+00      -7.877209347583e+02      -7.896121336716e+02      -1.583975159661e+00      -7.888569950003e+02       3.959937899152e-01       3.959937899152e-01 
       1.453008536914e-02      -1.588523040257e+00      -7.989106318081e+02      -8.008600222323e+02      -1.578108062296e+00      -8.000892779915e+02       3.945270155740e-01       3.945270155740e-01 
       1.465936382220e-02      -1.582633475766e+00      -8.101325842549e+02      -8.121413978136e+02      -1.572257117438e+00      -8.113548379215e+02       3.930642793594e-01       3.930642793594e-01 
       1.478868011964e-02      -1.576760755821e+00      -8.213862316283e+02      -8.234556891332e+02      -1.566422906044e+00      -8.226531055157e+02       3.916057265111e-01       3.916057265111e-01 
       1.491803455030e-02      -1.570904696860e+00      -8.326705354453e+02      -8.348018688180e+02      -1.560605246924e+00      -8.339830522854e+02       3.901513117311e-01       3.901513117311e-01 
