# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.05328e-05 to 7.02536 h/Mpc,
# number of wavenumbers equal to 695
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.053275999661e-05      -2.105206188184e+00      -1.578905173627e+00      -1.578905173621e+00      -2.105206172539e+00      -1.579059279317e+00       4.740263735333e-01       4.738805447862e-01 
       2.353367978878e-05      -2.110430752766e+00      -1.582835886057e+00      -1.582835886633e+00      -2.110430370967e+00      -1.582990371046e+00       4.740259877420e-01       4.738805958742e-01 
       3.658113420873e-05      -2.119639715822e+00      -1.589804538154e+00      -1.589804541417e+00      -2.119637489549e+00      -1.589959681176e+00       4.740227688865e-01       4.738781547918e-01 
       4.971088695145e-05      -2.132826147394e+00      -1.599874462402e+00      -1.599874474014e+00      -2.132818555942e+00      -1.600030524376e+00       4.740168414471e-01       4.738733495165e-01 
       6.295930386358e-05      -2.150014915003e+00      -1.613165666970e+00      -1.613165697018e+00      -2.149995462998e+00      -1.613322884340e+00       4.740007918960e-01       4.738587703146e-01 
       7.636368325188e-05      -2.171155202222e+00      -1.629778250587e+00      -1.629778315902e+00      -2.171113338483e+00      -1.629936820817e+00       4.739859253203e-01       4.738457275136e-01 
       8.996259693745e-05      -2.196262527298e+00      -1.649905597036e+00      -1.649905723696e+00      -2.196182449516e+00      -1.650065672695e+00       4.739651456531e-01       4.738271364315e-01 
       1.037962466700e-04      -2.225301059981e+00      -1.673747105499e+00      -1.673747329313e+00      -2.225160602784e+00      -1.673908777736e+00       4.739436507879e-01       4.738081956495e-01 
       1.179068405510e-04      -2.258235816406e+00      -1.701565882358e+00      -1.701566253439e+00      -2.258004716354e+00      -1.701729166151e+00       4.739205728329e-01       4.737880528010e-01 
       1.323389941499e-04      -2.295013771699e+00      -1.733682835934e+00      -1.733683422883e+00      -2.294651903372e+00      -1.733847651210e+00       4.738927535823e-01       4.737635651888e-01 
       1.471401609971e-04      -2.335534880983e+00      -1.770464419511e+00      -1.770465313522e+00      -2.334990386200e+00      -1.770630567280e+00       4.738614686657e-01       4.737360190969e-01 
       1.623610970701e-04      -2.379654125762e+00      -1.812346726516e+00      -1.812348045791e+00      -2.378861080666e+00      -1.812513858764e+00       4.738266107780e-01       4.737053208837e-01 
       1.780563636773e-04      -2.427165271946e+00      -1.859845860411e+00      -1.859847757466e+00      -2.426040981503e+00      -1.860013444598e+00       4.737861982686e-01       4.736695041769e-01 
       1.942848727279e-04      -2.477773804230e+00      -1.913560646542e+00      -1.913563327296e+00      -2.476215767441e+00      -1.913727931290e+00       4.737395432344e-01       4.736278942087e-01 
       2.111104776259e-04      -2.531079767203e+00      -1.974180608358e+00      -1.974184322076e+00      -2.528963002810e+00      -1.974346557205e+00       4.736898301808e-01       4.735836820625e-01 
       2.286026118135e-04      -2.586552511167e+00      -2.042528094351e+00      -2.042533158360e+00      -2.583725525932e+00      -2.042691328986e+00       4.736332484487e-01       4.735330683151e-01 
