# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       9.006539160943e+13       9.317940710245e-26       5.145921022631e-09       1.750152676602e+22       1.417042934533e+04       1.573348995891e-10       1.276265268261e+18       2.971128107029e-09       1.810551317112e+44       1.799741104917e+33       9.811596719217e+33       3.404911261107e-08       1.252483074190e+44       3.063034391419e+44       6.620701671294e-18       2.000000000000e+00 
       8.943931639467e+13       9.448848459284e-26       5.182300810702e-09       1.725905431200e+22       1.417042934533e+04       1.584362438863e-10       1.267393513665e+18       2.991926003778e-09       1.760730780460e+44       1.762469556675e+33       9.608404493706e+33       3.404911261107e-08       1.218018776871e+44       2.978749557445e+44       6.713715909074e-18       1.999999999999e+00 
       8.881759324197e+13       9.581595331288e-26       5.218680598773e-09       1.701994115866e+22       1.417042934533e+04       1.595452975935e-10       1.258583429657e+18       3.012869485804e-09       1.712281144399e+44       1.725969879623e+33       9.409420256119e+33       3.404911261107e-08       1.184502825932e+44       2.896783970443e+44       6.808036903880e-18       1.999999999999e+00 
       8.820019189868e+13       9.716207164097e-26       5.255060386844e-09       1.678414076506e+22       1.417042934533e+04       1.606621146766e-10       1.249834587545e+18       3.033959572205e-09       1.665164686165e+44       1.690226088776e+33       9.214556861574e+33       3.404911261107e-08       1.151909125938e+44       2.817073812212e+44       6.903683014343e-18       1.999999999998e+00 
       8.758708232243e+13       9.852710158545e-26       5.291440174915e-09       1.655160723501e+22       1.417042934533e+04       1.617867494794e-10       1.241146561613e+18       3.055197289210e-09       1.619344721000e+44       1.655222530189e+33       9.023728969908e+33       3.404911261107e-08       1.120212299515e+44       2.739557020621e+44       7.000672857011e-18       1.999999999997e+00 
       8.697823467967e+13       9.991130883562e-26       5.329638952389e-09       1.632229530823e+22       1.417042934533e+04       1.629192567257e-10       1.232518929110e+18       3.076583670234e-09       1.574785573594e+44       1.620943874099e+33       8.836853008301e+33       3.404911261107e-08       1.089387667592e+44       2.664173241291e+44       7.099025309979e-18       1.999999999996e+00 
       8.637361934426e+13       1.013149628134e-25       5.366018740460e-09       1.609616035145e+22       1.417042934533e+04       1.640596915228e-10       1.223951270218e+18       3.098119755926e-09       1.531452550306e+44       1.587375108216e+33       8.653847134674e+33       3.404911261107e-08       1.059411230189e+44       2.590863780597e+44       7.198759516559e-18       1.999999999995e+00 
       8.577320689599e+13       1.027383367260e-25       5.404217517935e-09       1.587315834980e+22       1.417042934533e+04       1.652081093635e-10       1.215443168042e+18       3.119806594217e-09       1.489311912151e+44       1.554501531143e+33       8.474631201850e+33       3.404911261107e-08       1.030259647727e+44       2.519571559978e+44       7.299894889007e-18       1.999999999994e+00 
       8.517696811915e+13       1.041817076187e-25       5.440597306006e-09       1.565324589818e+22       1.417042934533e+04       1.663645661290e-10       1.206994208582e+18       3.141645240377e-09       1.448330848536e+44       1.522308745941e+33       8.299126722450e+33       3.404911261107e-08       1.001910222855e+44       2.450241071489e+44       7.402451112302e-18       1.999999999994e+00 
       8.458487400115e+13       1.056453564290e-25       5.478796083480e-09       1.543638019285e+22       1.417042934533e+04       1.675291180919e-10       1.198603980717e+18       3.163636757059e-09       1.408477451704e+44       1.490782653822e+33       8.127256834522e+33       3.404911261107e-08       9.743408827823e+43       2.382818334583e+44       7.506448147978e-18       1.999999999993e+00 
       8.399689573103e+13       1.071295680415e-25       5.518813850358e-09       1.522251902310e+22       1.417042934533e+04       1.687018219185e-10       1.190272076183e+18       3.185782214358e-09       1.369720691902e+44       1.459909447977e+33       7.958946267876e+33       3.404911261107e-08       9.475301620897e+43       2.317250854086e+44       7.611906238009e-18       1.999999999992e+00 
       8.341300469814e+13       1.086346313429e-25       5.557012627833e-09       1.501162076300e+22       1.417042934533e+04       1.698827346720e-10       1.181998089556e+18       3.208082689859e-09       1.332030393213e+44       1.429675607526e+33       7.794121311126e+33       3.404911261107e-08       9.214571860169e+43       2.253487579322e+44       7.718845908746e-18       1.999999999991e+00 
       8.283317249071e+13       1.101608392786e-25       5.595211405307e-09       1.480364436334e+22       1.417042934533e+04       1.710719138147e-10       1.173781618229e+18       3.230539268688e-09       1.295377210063e+44       1.400067891599e+33       7.632709779402e+33       3.404911261107e-08       8.961016542097e+43       2.191478864363e+44       7.827287974918e-18       1.999999999990e+00 
       8.225737089444e+13       1.117084889096e-25       5.635229172185e-09       1.459854934362e+22       1.417042934533e+04       1.722694172114e-10       1.165622262392e+18       3.253153043568e-09       1.259732604377e+44       1.371073333536e+33       7.474640982738e+33       3.404911261107e-08       8.714438249143e+43       2.131176429380e+44       7.937253543677e-18       1.999999999990e+00 
       8.168557189121e+13       1.132778814703e-25       5.673427949660e-09       1.439629578415e+22       1.417042934533e+04       1.734753031319e-10       1.157519625017e+18       3.275925114873e-09       1.225068823353e+44       1.342679235210e+33       7.319845695116e+33       3.404911261107e-08       8.474644996064e+43       2.072533323046e+44       8.048764018711e-18       1.999999999989e+00 
       8.111774765760e+13       1.148693224271e-25       5.713445716538e-09       1.419684431832e+22       1.417042934533e+04       1.746896302538e-10       1.149473311834e+18       3.298856590677e-09       1.191358877859e+44       1.314873161463e+33       7.168256124147e+33       3.404911261107e-08       8.241450080431e+43       2.015503885986e+44       8.161841104410e-18       1.999999999988e+00 
       8.055387056366e+13       1.164831215379e-25       5.753463483416e-09       1.400015612492e+22       1.417042934533e+04       1.759124576656e-10       1.141482931315e+18       3.321948586812e-09       1.158576521413e+44       1.287642934662e+33       7.019805881380e+33       3.404911261107e-08       8.014671937265e+43       1.960043715222e+44       8.276506810085e-18       1.999999999988e+00 
       7.999391317146e+13       1.181195929123e-25       5.793481250294e-09       1.380619292058e+22       1.417042934533e+04       1.771438448692e-10       1.133548094652e+18       3.345202226919e-09       1.126696229756e+44       1.260976629366e+33       6.874429953230e+33       3.404911261107e-08       7.794133997669e+43       1.906109629604e+44       8.392783454259e-18       1.999999999987e+00 
       7.943784823382e+13       1.197790550732e-25       5.835318006575e-09       1.361491695232e+22       1.417042934533e+04       1.783838517833e-10       1.125668415742e+18       3.368618642507e-09       1.095693180972e+44       1.234862567102e+33       6.732064672502e+33       3.404911261107e-08       7.579664551354e+43       1.853659636187e+44       8.510693669007e-18       1.999999999986e+00 
       7.888564869297e+13       1.214618310179e-25       5.875335773453e-09       1.342629099020e+22       1.417042934533e+04       1.796325387458e-10       1.117843511164e+18       3.392198973005e-09       1.065543236164e+44       1.209289311251e+33       6.592647690513e+33       3.404911261107e-08       7.371096612945e+43       1.802652897536e+44       8.630260404362e-18       1.999999999986e+00 
       7.833728767921e+13       1.231682482818e-25       5.917172529735e-09       1.324027832009e+22       1.417042934533e+04       1.808899665170e-10       1.110073000163e+18       3.415944365816e-09       1.036222920661e+44       1.184245662039e+33       6.456117949780e+33       3.404911261107e-08       7.168267791965e+43       1.753049699934e+44       8.751506932782e-18       1.999999999985e+00 
       7.779273850965e+13       1.248986390019e-25       5.957190296613e-09       1.305684273648e+22       1.417042934533e+04       1.821561962826e-10       1.102356504630e+18       3.439855976376e-09       1.007709405738e+44       1.159720651635e+33       6.322415657287e+33       3.404911261107e-08       6.971020166400e+43       1.704811422453e+44       8.874456853680e-18       1.999999999984e+00 
       7.725197468684e+13       1.266533399813e-25       5.999027052894e-09       1.287594853551e+22       1.417042934533e+04       1.834312896566e-10       1.094693649087e+18       3.463934968211e-09       9.799804908440e+43       1.135703539342e+33       6.191482258292e+33       3.404911261107e-08       6.779200159740e+43       1.657900506891e+44       8.999134098016e-18       1.999999999984e+00 
       7.671496989756e+13       1.284326927547e-25       6.040863809176e-09       1.269756050794e+22       1.417042934533e+04       1.847153086842e-10       1.087084060662e+18       3.488182512988e-09       9.530145863146e+43       1.112183806899e+33       6.063260410689e+33       3.404911261107e-08       6.592658421409e+43       1.612280428527e+44       9.125562932958e-18       1.999999999983e+00 
       7.618169801148e+13       1.302370436552e-25       6.084519554861e-09       1.252164393233e+22       1.417042934533e+04       1.860083158450e-10       1.079527369079e+18       3.512599790579e-09       9.267906965640e+43       1.089151153869e+33       5.937693959890e+33       3.404911261107e-08       6.411249710473e+43       1.567915667681e+44       9.253767966602e-18       1.999999999982e+00 
       7.565213307992e+13       1.320667438815e-25       6.126356311142e-09       1.234816456832e+22       1.417042934533e+04       1.873103740559e-10       1.072023206632e+18       3.537187989112e-09       9.012884037369e+43       1.066595493133e+33       5.814727914236e+33       3.404911261107e-08       6.234832782562e+43       1.524771682062e+44       9.383774152764e-18       1.999999999982e+00 
       7.512624933457e+13       1.339221495663e-25       6.170012056828e-09       1.217708864988e+22       1.417042934533e+04       1.886215466743e-10       1.064571208175e+18       3.561948305036e-09       8.764878518120e+43       1.044506946470e+33       5.694308420911e+33       3.404911261107e-08       6.063270279898e+43       1.482814879869e+44       9.515606795835e-18       1.999999999981e+00 
       7.460402118627e+13       1.358036218455e-25       6.211848813109e-09       1.200838287881e+22       1.417042934533e+04       1.899418975010e-10       1.057171011097e+18       3.586881943171e-09       8.523697311413e+43       1.022875840231e+33       5.576382742359e+33       3.404911261107e-08       5.896428624344e+43       1.442012593642e+44       9.649291555708e-18       1.999999999981e+00 
       7.408542322370e+13       1.377115269288e-25       6.255504558794e-09       1.184201441825e+22       1.417042934533e+04       1.912714907835e-10       1.049822255310e+18       3.611990116773e-09       8.289152634162e+43       1.001692701100e+33       5.460899233187e+33       3.404911261107e-08       5.734177913402e+43       1.402333054821e+44       9.784854452773e-18       1.999999999980e+00 
       7.357043021222e+13       1.396462361706e-25       6.299160304479e-09       1.167795088625e+22       1.417042934533e+04       1.926103912190e-10       1.042524583227e+18       3.637274047590e-09       8.061061870468e+43       9.809482519506e+32       5.347807317545e+33       3.404911261107e-08       5.576391819074e+43       1.363745369017e+44       9.922321872979e-18       1.999999999980e+00 
