# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.045e-05 to 8.48764 h/Mpc,
# number of wavenumbers equal to 612
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.045004358465e-05      -2.113679386439e+00      -1.585260054250e+00      -1.585260054279e+00      -2.113679365948e+00      -1.585415245103e+00       4.719078320117e-01       4.717625105447e-01 
       2.333031646003e-05      -2.118917913018e+00      -1.589201185945e+00      -1.589201186656e+00      -2.118917411580e+00      -1.589356758347e+00       4.719003659679e-01       4.717554834935e-01 
       3.625588232309e-05      -2.128096158938e+00      -1.596146010083e+00      -1.596146014673e+00      -2.128093240933e+00      -1.596302241403e+00       4.718976620890e-01       4.717535479822e-01 
       4.926151484748e-05      -2.141240291212e+00      -1.606182188248e+00      -1.606182204204e+00      -2.141230342692e+00      -1.606339341100e+00       4.718912246606e-01       4.717482246376e-01 
       6.238256282054e-05      -2.158349089975e+00      -1.619408157363e+00      -1.619408198526e+00      -2.158323619321e+00      -1.619566469996e+00       4.718802040967e-01       4.717386594204e-01 
       7.565526530539e-05      -2.179418710765e+00      -1.635957840052e+00      -1.635957929886e+00      -2.179363939304e+00      -1.636117517750e+00       4.718635164417e-01       4.717237792022e-01 
       8.911707687974e-05      -2.204433921459e+00      -1.655998657610e+00      -1.655998831558e+00      -2.204329216882e+00      -1.656159861315e+00       4.718414246936e-01       4.717038561681e-01 
       1.028070072767e-04      -2.233352359637e+00      -1.679720499266e+00      -1.679720806423e+00      -2.233168907441e+00      -1.679883332264e+00       4.718206970208e-01       4.716856569608e-01 
       1.167659797859e-04      -2.266140175296e+00      -1.707382684759e+00      -1.707383194281e+00      -2.265838615221e+00      -1.707547179922e+00       4.717995797922e-01       4.716674448825e-01 
       1.310372128073e-04      -2.302760650536e+00      -1.739311271102e+00      -1.739312076265e+00      -2.302289039126e+00      -1.739477373628e+00       4.717704298241e-01       4.716415921521e-01 
       1.456666289547e-04      -2.343097419754e+00      -1.775851115248e+00      -1.775852342502e+00      -2.342388673252e+00      -1.776018661097e+00       4.717386078219e-01       4.716134690810e-01 
       1.607032960497e-04      -2.387009291957e+00      -1.817426236235e+00      -1.817428047159e+00      -2.385978593673e+00      -1.817594922927e+00       4.717042493435e-01       4.715832225206e-01 
       1.761999041630e-04      -2.434294928589e+00      -1.864541674024e+00      -1.864544293124e+00      -2.432835951505e+00      -1.864711042215e+00       4.716640828746e-01       4.715475977280e-01 
       1.922132824965e-04      -2.484663493190e+00      -1.917774454150e+00      -1.917778133359e+00      -2.482645588591e+00      -1.917943809872e+00       4.716191155819e-01       4.715076127913e-01 
       2.088049592348e-04      -2.537735292542e+00      -1.977801672486e+00      -1.977806768093e+00      -2.534999455632e+00      -1.977970096183e+00       4.715693466088e-01       4.714632741069e-01 
       2.260417664219e-04      -2.592985965748e+00      -2.045414846905e+00      -2.045421801929e+00      -2.589340332269e+00      -2.045581101909e+00       4.715124799017e-01       4.714122971302e-01 
       2.439964902501e-04      -2.649747443286e+00      -2.121526965234e+00      -2.121536358185e+00      -2.644964171624e+00      -2.121689460713e+00       4.714503492481e-01       4.713565145150e-01 
