# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.045e-05 to 8.48764 h/Mpc,
# number of wavenumbers equal to 612
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.045004358465e-05      -1.604784175910e+00      -1.203588161604e+00      -1.203588161610e+00      -1.604784174398e+00      -1.204176604180e+00       5.988860828646e-01       5.979867031343e-01 
       2.333031646003e-05      -1.606130191766e+00      -1.204598352487e+00      -1.204598352652e+00      -1.606130156060e+00      -1.205187287737e+00       5.988766108435e-01       5.979778329663e-01 
       3.625588232309e-05      -1.608434428043e+00      -1.206329970145e+00      -1.206329971207e+00      -1.608434218520e+00      -1.206919745921e+00       5.988786940857e-01       5.979809957493e-01 
       4.926151484748e-05      -1.611808874183e+00      -1.208870951656e+00      -1.208870955535e+00      -1.611808152768e+00      -1.209461951963e+00       5.988682225614e-01       5.979721120453e-01 
       6.238256282054e-05      -1.616220616731e+00      -1.212202322908e+00      -1.212202333126e+00      -1.616218757004e+00      -1.212794912486e+00       5.988595305683e-01       5.979654991520e-01 
       7.565526530539e-05      -1.621737320323e+00      -1.216382878953e+00      -1.216382901480e+00      -1.621733290910e+00      -1.216977437374e+00       5.988439504119e-01       5.979525217994e-01 
       8.911707687974e-05      -1.628395194833e+00      -1.221450660084e+00      -1.221450704556e+00      -1.628387418945e+00      -1.222047567004e+00       5.988228526303e-01       5.979345910134e-01 
       1.028070072767e-04      -1.636220111087e+00      -1.227437618218e+00      -1.227437696371e+00      -1.636206383781e+00      -1.228037245769e+00       5.988031583483e-01       5.979185885891e-01 
       1.167659797859e-04      -1.645290338309e+00      -1.234420405241e+00      -1.234420535070e+00      -1.645267557115e+00      -1.235023132672e+00       5.987805124441e-01       5.979002412227e-01 
       1.310372128073e-04      -1.655685851196e+00      -1.242480905462e+00      -1.242481110065e+00      -1.655649833752e+00      -1.243087112879e+00       5.987530365063e-01       5.978777077626e-01 
       1.456666289547e-04      -1.667486067043e+00      -1.251706453534e+00      -1.251706766742e+00      -1.667431233132e+00      -1.252316517653e+00       5.987217263047e-01       5.978520314466e-01 
       1.607032960497e-04      -1.680780215529e+00      -1.262198184322e+00      -1.262198646653e+00      -1.680699318296e+00      -1.262812469043e+00       5.986883611281e-01       5.978250312444e-01 
       1.761999041630e-04      -1.695692379106e+00      -1.274093942994e+00      -1.274094621028e+00      -1.695575887718e+00      -1.274712812656e+00       5.986484091043e-01       5.977922583605e-01 
       1.922132824965e-04      -1.712338707805e+00      -1.287536519463e+00      -1.287537463587e+00      -1.712174601262e+00      -1.288160284172e+00       5.986027532253e-01       5.977546668677e-01 
       2.088049592348e-04      -1.730843351120e+00      -1.302686810847e+00      -1.302688118832e+00      -1.730616111892e+00      -1.303315764710e+00       5.985544211050e-01       5.977153403728e-01 
       2.260417664219e-04      -1.751374638053e+00      -1.319761856019e+00      -1.319763641248e+00      -1.751064467794e+00      -1.320396232306e+00       5.984966637130e-01       5.976676562675e-01 
