5.0000000000000002e-05 6.4983064960190962e-01 4.2201073605030714e-01 2.9885381293559860e-01 2.2564844048565361e-01 1.7816390973894519e-01 1.4532056213767799e-01 
2.0539078156312628e-03 6.4762985875651957e-01 4.2069203204249878e-01 2.9798771322940654e-01 2.2506343806743326e-01 1.7777902034674969e-01 1.4509216359959087e-01 
4.0578156312625260e-03 6.4543605745420074e-01 4.1937795749426482e-01 2.9712500001909387e-01 2.2448084516204198e-01 1.7739566704811219e-01 1.4486454548218961e-01 
6.0617234468937891e-03 6.4324921413885860e-01 4.1806848402391761e-01 2.9626564808343880e-01 2.2390064233318480e-01 1.7701383791369132e-01 1.4463770284289926e-01 
8.0656312625250522e-03 6.4106929743787910e-01 4.1676358348881837e-01 2.9540963246243951e-01 2.2332281036376431e-01 1.7663352114488626e-01 1.4441163078464966e-01 
1.0069539078156315e-02 6.3889627616079303e-01 4.1546322798282986e-01 2.9455692845389791e-01 2.2274733025276661e-01 1.7625470507204116e-01 1.4418632445536131e-01 
1.2073446893787579e-02 6.3673011929795287e-01 4.1416738983380069e-01 2.9370751161005659e-01 2.2217418321220164e-01 1.7587737815267968e-01 1.4396177904743637e-01 
1.4077354709418842e-02 6.3457079601922084e-01 4.1287604160108266e-01 2.9286135773428817e-01 2.2160335066409395e-01 1.7550152896976912e-01 1.4373798979725835e-01 
1.6081262525050103e-02 6.3241827567266795e-01 4.1158915607307972e-01 2.9201844287783785e-01 2.2103481423752669e-01 1.7512714623001244e-01 1.4351495198469744e-01 
1.8085170340681366e-02 6.3027252778328402e-01 4.1030670626482640e-01 2.9117874333661520e-01 2.2046855576573463e-01 1.7475421876216898e-01 1.4329266093262363e-01 
2.0089078156312629e-02 6.2813352205170059e-01 4.0902866541559924e-01 2.9034223564803691e-01 2.1990455728324629e-01 1.7438273551540256e-01 1.4307111200642592e-01 
2.2092985971943892e-02 6.2600122835292149e-01 4.0775500698655748e-01 2.8950889658791845e-01 2.1934280102307499e-01 1.7401268555765673e-01 1.4285030061353837e-01 
2.4096893787575156e-02 6.2387561673506753e-01 4.0648570465841272e-01 2.8867870316741323e-01 2.1878326941395640e-01 1.7364405807405658e-01 1.4263022220297258e-01 
2.6100801603206419e-02 6.2175665741813080e-01 4.0522073232912947e-01 2.8785163262999997e-01 2.1822594507763315e-01 1.7327684236533650e-01 1.4241087226485669e-01 
2.8104709418837682e-02 6.1964432079273812e-01 4.0396006411165303e-01 2.8702766244851591e-01 2.1767081082618431e-01 1.7291102784629320e-01 1.4219224632998037e-01 
3.0108617234468945e-02 6.1753857741892793e-01 4.0270367433166787e-01 2.8620677032223546e-01 2.1711784965939987e-01 1.7254660404426470e-01 1.4197433996934639e-01 
3.2112525050100205e-02 6.1543939802493519e-01 4.0145153752538171e-01 2.8538893417399447e-01 2.1656704476219865e-01 1.7218356059763282e-01 1.4175714879372786e-01 
3.4116432865731468e-02 6.1334675350598722e-01 4.0020362843733964e-01 2.8457413214735705e-01 2.1601837950208921e-01 1.7182188725435074e-01 1.4154066845323188e-01 
3.6120340681362731e-02 6.1126061492311090e-01 3.9895992201826302e-01 2.8376234260382766e-01 2.1547183742667256e-01 1.7146157387049341e-01 1.4132489463686881e-01 
3.8124248496993994e-02 6.0918095350194845e-01 3.9772039342291787e-01 2.8295354412010304e-01 2.1492740226118628e-01 1.7110261040883198e-01 1.4110982307212763e-01 
4.0128156312625257e-02 6.0710774063158390e-01 3.9648501800800795e-01 2.8214771548536854e-01 2.1438505790608942e-01 1.7074498693743051e-01 1.4089544952455652e-01 
4.2132064128256520e-02 6.0504094786338014e-01 3.9525377133009426e-01 2.8134483569863306e-01 2.1384478843468593e-01 1.7038869362826506e-01 1.4068176979734942e-01 
4.4135971943887783e-02 6.0298054690982428e-01 3.9402662914354059e-01 2.8054488396610566e-01 2.1330657809078854e-01 1.7003372075586534e-01 1.4046877973093877e-01 
4.6139879759519047e-02 6.0092650964338434e-01 3.9280356739848465e-01 2.7974783969861106e-01 2.1277041128641921e-01 1.6968005869597719e-01 1.4025647520259216e-01 
4.8143787575150310e-02 5.9887880809537419e-01 3.9158456223883376e-01 2.7895368250904445e-01 2.1223627259954850e-01 1.6932769792424657e-01 1.4004485212601567e-01 
5.0147695390781573e-02 5.9683741445482941e-01 3.9036959000028471e-01 2.7816239220986383e-01 2.1170414677186994e-01 1.6897662901492433e-01 1.3983390645096222e-01 
5.2151603206412836e-02 5.9480230106739151e-01 3.8915862720836880e-01 2.7737394881061983e-01 2.1117401870661298e-01 1.6862684263959155e-01 1.3962363416284490e-01 
5.4155511022044099e-02 5.9277344043420166e-01 3.8795165057652098e-01 2.7658833251552367e-01 2.1064587346638791e-01 1.6827832956590452e-01 1.3941403128235524e-01 
5.6159418837675362e-02 5.9075080521080414e-01 3.8674863700417106e-01 2.7580552372104938e-01 2.1011969627106880e-01 1.6793108065635950e-01 1.3920509386508745e-01 
5.8163326653306625e-02 5.8873436820605862e-01 3.8554956357485970e-01 2.7502550301357276e-01 2.0959547249570806e-01 1.6758508686707699e-01 1.3899681800116653e-01 
6.0167234468937889e-02 5.8672410238106198e-01 3.8435440755437750e-01 2.7424825116704488e-01 2.0907318766848579e-01 1.6724033924660509e-01 1.3878919981488200e-01 
6.2171142284569152e-02 5.8471998084807808e-01 3.8316314638892451e-01 2.7347374914070066e-01 2.0855282746869122e-01 1.6689682893474059e-01 1.3858223546432616e-01 
6.4175050100200415e-02 5.8272197686947724e-01 3.8197575770329445e-01 2.7270197807679997e-01 2.0803437772473646e-01 1.6655454716136958e-01 1.3837592114103731e-01 
6.6178957915831671e-02 5.8073006385668535e-01 3.8079221929907997e-01 2.7193291929840280e-01 2.0751782441220240e-01 1.6621348524532495e-01 1.3817025306964742e-01 
6.8182865731462927e-02 5.7874421536913889e-01 3.7961250915289924e-01 2.7116655430717701e-01 2.0700315365191438e-01 1.6587363459326235e-01 1.3796522750753484e-01 
7.0186773547094183e-02 5.7676440511325300e-01 3.7843660541464408e-01 2.7040286478123760e-01 2.0649035170804947e-01 1.6553498669855279e-01 1.3776084074448067e-01 
7.2190681362725440e-02 5.7479060694139283e-01 3.7726448640574989e-01 2.6964183257301783e-01 2.0597940498627329e-01 1.6519753314019262e-01 1.3755708910233103e-01 
7.4194589178356696e-02 5.7282279485085763e-01 3.7609613061748520e-01 2.6888343970717177e-01 2.0547030003190542e-01 1.6486126558173017e-01 1.3735396893466204e-01 
7.6198496993987952e-02 5.7086094298287215e-01 3.7493151670926206e-01 2.6812766837850632e-01 2.0496302352811507e-01 1.6452617577020862e-01 1.3715147662645072e-01 
7.8202404809619208e-02 5.6890502562158463e-01 3.7377062350696683e-01 2.6737450094994392e-01 2.0445756229414311e-01 1.6419225553512543e-01 1.3694960859374905e-01 
8.0206312625250464e-02 5.6695501719307506e-01 3.7261343000131147e-01 2.6662391995051449e-01 2.0395390328355359e-01 1.6385949678740694e-01 1.3674836128336298e-01 
8.2210220440881721e-02 5.6501089226437040e-01 3.7145991534620254e-01 2.6587590807337613e-01 2.0345203358251168e-01 1.6352789151839903e-01 1.3654773117253524e-01 
8.4214128256512977e-02 5.6307262554246940e-01 3.7031005885713214e-01 2.6513044817386472e-01 2.0295194040808801e-01 1.6319743179887294e-01 1.3634771476863192e-01 
8.6218036072144233e-02 5.6114019187337227e-01 3.6916384000958530e-01 2.6438752326757087e-01 2.0245361110659016e-01 1.6286810977804619e-01 1.3614830860883412e-01 
8.8221943887775489e-02 5.5921356624112262e-01 3.6802123843746842e-01 2.6364711652844475e-01 2.0195703315191943e-01 1.6253991768261775e-01 1.3594950925983235e-01 
9.0225851703406745e-02 5.5729272376685335e-01 3.6688223393155484e-01 2.6290921128692857e-01 2.0146219414395281e-01 1.6221284781581868e-01 1.3575131331752582e-01 
9.2229759519038002e-02 5.5537763970784249e-01 3.6574680643794938e-01 2.6217379102811417e-01 2.0096908180695006e-01 1.6188689255647562e-01 1.3555371740672509e-01 
9.4233667334669258e-02 5.5346828945657645e-01 3.6461493605657064e-01 2.6144083938992813e-01 2.0047768398798543e-01 1.6156204435809018e-01 1.3535671818085854e-01 
9.6237575150300514e-02 5.5156464853981935e-01 3.6348660303965113e-01 2.6071034016134209e-01 1.9998798865540304e-01 1.6123829574792986e-01 1.3516031232168291e-01 
9.8241482965931770e-02 5.4966669261769252e-01 3.6236178779025541e-01 2.5998227728060841e-01 1.9949998389729556e-01 1.6091563932613454e-01 1.3496449653899700e-01 
1.0024539078156303e-01 5.4777439748275980e-01 3.6124047086081490e-01 2.5925663483352085e-01 1.9901365792000719e-01 1.6059406776483467e-01 1.3476926757035973e-01 
1.0224929859719428e-01 5.4588773905911980e-01 3.6012263295168001e-01 2.5853339705169925e-01 1.9852899904665788e-01 1.6027357380728371e-01 1.3457462218081112e-01 
1.0425320641282554e-01 5.4400669340150654e-01 3.5900825490968968e-01 2.5781254831089934e-01 1.9804599571569098e-01 1.5995415026700255e-01 1.3438055716259723e-01 
1.0625711422845679e-01 5.4213123669439756e-01 3.5789731772675659e-01 2.5709407312934479e-01 1.9756463647944275e-01 1.5963579002693704e-01 1.3418706933489827e-01 
1.0826102204408805e-01 5.4026134525112834e-01 3.5678980253846931e-01 2.5637795616608416e-01 1.9708491000273257e-01 1.5931848603862769e-01 1.3399415554356073e-01 
1.1026492985971931e-01 5.3839699551301334e-01 3.5568569062271060e-01 2.5566418221936926e-01 1.9660680506147560e-01 1.5900223132139180e-01 1.3380181266083196e-01 
1.1226883767535056e-01 5.3653816404847687e-01 3.5458496339829210e-01 2.5495273622505732e-01 1.9613031054131527e-01 1.5868701896151732e-01 1.3361003758509907e-01 
1.1427274549098182e-01 5.3468482755218627e-01 3.5348760242360344e-01 2.5424360325503470e-01 1.9565541543627671e-01 1.5837284211146846e-01 1.3341882724063059e-01 
1.1627665330661308e-01 5.3283696284419835e-01 3.5239358939527843e-01 2.5353676851566231e-01 1.9518210884744033e-01 1.5805969398910349e-01 1.3322817857732125e-01 
1.1828056112224433e-01 5.3099454686910530e-01 3.5130290614687587e-01 2.5283221734624312e-01 1.9471037998163479e-01 1.5774756787690283e-01 1.3303808857044069e-01 
1.2028446893787559e-01 5.2915755669519371e-01 3.5021553464757521e-01 2.5212993521750998e-01 1.9424021815014977e-01 1.5743645712120949e-01 1.3284855422038419e-01 
1.2228837675350684e-01 5.2732596951360777e-01 3.4913145700088777e-01 2.5142990773013557e-01 1.9377161276746765e-01 1.5712635513147988e-01 1.3265957255242772e-01 
1.2429228456913810e-01 5.2549976263751719e-01 3.4805065544338187e-01 2.5073212061326094e-01 1.9330455335001392e-01 1.5681725537954536e-01 1.3247114061648529e-01 
1.2629619238476936e-01 5.2367891350129603e-01 3.4697311234342404e-01 2.5003655972304611e-01 1.9283902951492624e-01 1.5650915139888533e-01 1.3228325548686948e-01 
1.2830010020040061e-01 5.2186339965970396e-01 3.4589881019993196e-01 2.4934321104123872e-01 1.9237503097884115e-01 1.5620203678390920e-01 1.3209591426205508e-01 
