5.0000000000000002e-05 -5.1985184988812660e+00 -6.3286802060574452e+00 -7.1682094180915561e+00 -7.8885544997267107e+00 -8.5351399858623971e+00 -9.1274420840905677e+00 
1.0519038076152304e-03 -5.1873444257638299e+00 -6.2904993882788593e+00 -7.0781806063799824e+00 -7.7150670842151667e+00 -8.2425929152096895e+00 -8.6797249059435817e+00 
2.0538076152304607e-03 -5.1765052295262519e+00 -6.2547923840514379e+00 -6.9984327019360988e+00 -7.5720632795163345e+00 -8.0217005722701824e+00 -8.3738669659673697e+00 
3.0557114228456912e-03 -5.1659849988714974e+00 -6.2213072833546574e+00 -6.9271655059964594e+00 -7.4515993348452412e+00 -7.8473938588981262e+00 -8.1480751210645401e+00 
4.0576152304609217e-03 -5.1557688530944903e+00 -6.1898264762915733e+00 -6.8629894640034577e+00 -7.3483491455805634e+00 -7.7053634866332059e+00 -7.9726536218142421e+00 
5.0595190380761518e-03 -5.1458428583304023e+00 -6.1601609035751625e+00 -6.8048130597747578e+00 -7.2585934162234897e+00 -7.5867785040588789e+00 -7.8313453382105829e+00 
6.0614228456913818e-03 -5.1361939519302551e+00 -6.1321454371815527e+00 -6.7517656480229418e+00 -7.1796470755216291e+00 -7.4858574982121189e+00 -7.7144064525338765e+00 
7.0633266533066119e-03 -5.1268098740523120e+00 -6.1056351387679939e+00 -6.7031432994973414e+00 -7.1095172741460750e+00 -7.3986365835027854e+00 -7.6155940863890503e+00 
8.0652304609218420e-03 -5.1176791056731750e+00 -6.0805022061000988e+00 -6.6583699891617298e+00 -7.0466899185319143e+00 -7.3222952388837612e+00 -7.5306982658860813e+00 
9.0671342685370721e-03 -5.1087908123217636e+00 -6.0566334633766976e+00 -6.6169692557116147e+00 -6.9899913947051973e+00 -7.2547644080791400e+00 -7.4567624218103230e+00 
1.0069038076152302e-02 -5.1001347929248633e+00 -6.0339282849658922e+00 -6.5785431580942504e+00 -6.9384961101804663e+00 -7.1944871491618994e+00 -7.3916407256744749e+00 
1.1070941883767532e-02 -5.0917014332266808e+00 -6.0122968670937258e+00 -6.5427564130090587e+00 -6.8914629524295741e+00 -7.1402663169847607e+00 -7.3337327302190953e+00 
1.2072845691382762e-02 -5.0834816633088984e+00 -5.9916587808364756e+00 -6.5093242736318988e+00 -6.8482905613410363e+00 -7.0911642019341299e+00 -7.2818170490711687e+00 
1.3074749498997992e-02 -5.0754669187930466e+00 -5.9719417540316933e+00 -6.4780031516107446e+00 -6.8084851736738337e+00 -7.0464344028487655e+00 -7.2349431453538360e+00 
1.4076653306613222e-02 -5.0676491053554038e+00 -5.9530806406331118e+00 -6.4485832788570869e+00 -6.7716370688797500e+00 -7.0054743719451178e+00 -7.1923586554258669e+00 
1.5078557114228452e-02 -5.0600205662265667e+00 -5.9350165444454106e+00 -6.4208829055515775e+00 -6.7374030245124743e+00 -6.9677916043672266e+00 -7.1534592253653431e+00 
1.6080460921843683e-02 -5.0525740523846618e+00 -5.9176960707086703e+00 -6.3947436687574468e+00 -6.7054930500709400e+00 -6.9329790645731384e+00 -7.1177530526561137e+00 
1.7082364729458913e-02 -5.0453026951832305e+00 -5.9010706841138303e+00 -6.3700268627413816e+00 -6.6756602188244694e+00 -6.9006970071640703e+00 -7.0848352929862637e+00 
1.8084268537074143e-02 -5.0381999811831353e+00 -5.8850961558566164e+00 -6.3466104108463437e+00 -6.6476927775216668e+00 -6.8706593135893694e+00 -7.0543692425403206e+00 
1.9086172344689373e-02 -5.0312597289824774e+00 -5.8697320855286215e+00 -6.3243863882704634e+00 -6.6214079545058331e+00 -6.8426230755890263e+00 -7.0260722719082001e+00 
2.0088076152304603e-02 -5.0244760678604496e+00 -5.8549414861892766e+00 -6.3032589811967235e+00 -6.5966470504134751e+00 -6.8163805508622852e+00 -6.9997051550019860e+00 
2.1089979959919833e-02 -5.0178434180702123e+00 -5.8406904230036698e+00 -6.2831427943240064e+00 -6.5732715088237779e+00 -6.7917528775243179e+00 -6.9750638647083152e+00 
2.2091883767535063e-02 -5.0113564726329081e+00 -5.8269476974774319e+00 -6.2639614386705365e+00 -6.5511597437302482e+00 -6.7685851100169510e+00 -6.9519731881956437e+00 
2.3093787575150293e-02 -5.0050101804999949e+00 -5.8136845706544440e+00 -6.2456463464314664e+00 -6.5302045573441250e+00 -6.7467422600455249e+00 -6.9302817031554422e+00 
2.4095691382765523e-02 -4.9987997309643779e+00 -5.8008745197303364e+00 -6.2281357709926617e+00 -6.5103110226190086e+00 -6.7261061104729336e+00 -6.9098577847735010e+00 
