# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
    2       1.475656275615e-10       3.400687042702e-15       3.361319784431e-13       0.000000000000e+00 
    3       1.398040869671e-10       3.769390848355e-15       3.575003783611e-13       0.000000000000e+00 
    4       1.325895920668e-10       2.802503895803e-15       3.188987675554e-13       0.000000000000e+00 
    5       1.272834678112e-10       1.622632400227e-15       2.608806286089e-13       0.000000000000e+00 
    6       1.237106759615e-10       8.464253174797e-16       2.041700061050e-13       0.000000000000e+00 
    7       1.214612608104e-10       4.972104272473e-16       1.592526943515e-13       0.000000000000e+00 
    8       1.201905633933e-10       3.655486045366e-16       1.290597473691e-13       0.000000000000e+00 
    9       1.196303988159e-10       2.969260188474e-16       1.124646568135e-13       0.000000000000e+00 
   10       1.195809120580e-10       2.472368518477e-16       1.065618684136e-13       0.000000000000e+00 
   11       1.199474970370e-10       2.210169719496e-16       1.080187794503e-13       0.000000000000e+00 
   12       1.206401982394e-10       2.203927295965e-16       1.139737221761e-13       0.000000000000e+00 
   13       1.215762108331e-10       2.387951326194e-16       1.222558413253e-13       0.000000000000e+00 
   14       1.226758900941e-10       2.721334956316e-16       1.315364925086e-13       0.000000000000e+00 
   15       1.239581020319e-10       3.218890307957e-16       1.413689566197e-13       0.000000000000e+00 
   16       1.254126212595e-10       3.903448118798e-16       1.515935510896e-13       0.000000000000e+00 
   17       1.269552799769e-10       4.777776598934e-16       1.622122062936e-13       0.000000000000e+00 
   18       1.285888025224e-10       5.831752207318e-16       1.734372312563e-13       0.000000000000e+00 
   19       1.303306178714e-10       7.065484231091e-16       1.851550170200e-13       0.000000000000e+00 
   20       1.321346994700e-10       8.479713091525e-16       1.970439623477e-13       0.000000000000e+00 
   21       1.340146243895e-10       1.007803455270e-15       2.087949471868e-13       0.000000000000e+00 
