# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
    2       1.457929208393e-10       6.366187076752e-16       1.636476356556e-13       0.000000000000e+00 
    3       1.395756775680e-10       7.673646616360e-16       1.758339472167e-13       0.000000000000e+00 
    4       1.336514424473e-10       8.126237458651e-16       1.752278729970e-13       0.000000000000e+00 
    5       1.292389650240e-10       8.003742636180e-16       1.697775889876e-13       0.000000000000e+00 
    6       1.262045039401e-10       7.537660705702e-16       1.625856523024e-13       0.000000000000e+00 
    7       1.242422766267e-10       6.925715560295e-16       1.559594464268e-13       0.000000000000e+00 
    8       1.230907962158e-10       6.304904230685e-16       1.509312246712e-13       0.000000000000e+00 
    9       1.225483986192e-10       5.765005524935e-16       1.479496796604e-13       0.000000000000e+00 
   10       1.224694735004e-10       5.359352323067e-16       1.471570402745e-13       0.000000000000e+00 
   11       1.227881993242e-10       5.115524757781e-16       1.484640515438e-13       0.000000000000e+00 
   12       1.234315307701e-10       5.044517658435e-16       1.516958598561e-13       0.000000000000e+00 
   13       1.243236040485e-10       5.147347519246e-16       1.566207639203e-13       0.000000000000e+00 
   14       1.253865038133e-10       5.420819198105e-16       1.629997205909e-13       0.000000000000e+00 
   15       1.266488717724e-10       5.861234941030e-16       1.706110843966e-13       0.000000000000e+00 
   16       1.280971458409e-10       6.466142495709e-16       1.791710190852e-13       0.000000000000e+00 
   17       1.296413808624e-10       7.235300552435e-16       1.884318088062e-13       0.000000000000e+00 
   18       1.312884005611e-10       8.170579716758e-16       1.982139038069e-13       0.000000000000e+00 
   19       1.330564451374e-10       9.279613712358e-16       2.083418308380e-13       0.000000000000e+00 
   20       1.348962451414e-10       1.056814050075e-15       2.185584917462e-13       0.000000000000e+00 
   21       1.368202835786e-10       1.204687525326e-15       2.287330814320e-13       0.000000000000e+00 
   22       1.388242209071e-10       1.372677701657e-15       2.387330340774e-13       0.000000000000e+00 
   23       1.408989576568e-10       1.562085732749e-15       2.483972462181e-13       0.000000000000e+00 
   24       1.430141644802e-10       1.774191016773e-15       2.575428126834e-13       0.000000000000e+00 
   25       1.451887731419e-10       2.010318794258e-15       2.660881362444e-13       0.000000000000e+00 
   26       1.474354543153e-10       2.271759799408e-15       2.739673160330e-13       0.000000000000e+00 
   27       1.497340914016e-10       2.559909812376e-15       2.810670295466e-13       0.000000000000e+00 
   28       1.520463531828e-10       2.876137604016e-15       2.872572482537e-13       0.000000000000e+00 
   29       1.543821452974e-10       3.221728908559e-15       2.924601011719e-13       0.000000000000e+00 
   30       1.567555508978e-10       3.597865962808e-15       2.966109998368e-13       0.000000000000e+00 
   31       1.591691954573e-10       4.005651100820e-15       2.996429624971e-13       0.000000000000e+00 
   32       1.616259702841e-10       4.446235156761e-15       3.014889731352e-13       0.000000000000e+00 
   33       1.641187062878e-10       4.920719584089e-15       3.020795652976e-13       0.000000000000e+00 
   34       1.666334350942e-10       5.430123186838e-15       3.013458849072e-13       0.000000000000e+00 
   35       1.691770916073e-10       5.975414812723e-15       2.992343127378e-13       0.000000000000e+00 
   36       1.717576874603e-10       6.557477439192e-15       2.956965854125e-13       0.000000000000e+00 
   37       1.743773259858e-10       7.177120135817e-15       2.906854725210e-13       0.000000000000e+00 
   38       1.770362331769e-10       7.835177295388e-15       2.841535450480e-13       0.000000000000e+00 
   39       1.797287082365e-10       8.532430804051e-15       2.760537749181e-13       0.000000000000e+00 
   40       1.824410723112e-10       9.269575996386e-15       2.663396817290e-13       0.000000000000e+00 
   41       1.851579930921e-10       1.004724286374e-14       2.549677211942e-13       0.000000000000e+00 
   42       1.878857594030e-10       1.086608205199e-14       2.419057276013e-13       0.000000000000e+00 
