# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE               BB               phiphi           Tphi             Ephi             
1694 5.6840664986e-11 1.9665033859e-12 -4.0632943822e-12 1.0050733523e-14 8.2017534988e-16 1.0498006422e-17 2.8466321174e-17
1695 5.6878002089e-11 1.9507377166e-12 -4.0565184105e-12 1.0045011431e-14 8.1822525051e-16 9.9398312232e-18 2.8178907967e-17
1696 5.6914718488e-11 1.9350228850e-12 -4.0489117800e-12 1.0039297355e-14 8.1628082430e-16 9.3951926184e-18 2.7890419360e-17
1697 5.6950757859e-11 1.9193635965e-12 -4.0404827971e-12 1.0033590104e-14 8.1434205258e-16 8.8649821035e-18 2.7600610962e-17
1698 5.6986063619e-11 1.9037645778e-12 -4.0312398175e-12 1.0027888483e-14 8.1240891652e-16 8.3500951959e-18 2.7309237239e-17
1699 5.7020578930e-11 1.8882305769e-12 -4.0211912466e-12 1.0022191289e-14 8.1048139707e-16 7.8514314413e-18 2.7016051507e-17
1700 5.7054246692e-11 1.8727663630e-12 -4.0103455389e-12 1.0016497315e-14 8.0855947494e-16 7.3698944194e-18 2.6720805937e-17
1701 5.7087009548e-11 1.8573767267e-12 -3.9987111988e-12 1.0010805347e-14 8.0664313067e-16 6.9063917493e-18 2.6423251548e-17
1702 5.7118809880e-11 1.8420664798e-12 -3.9862967803e-12 1.0005114164e-14 8.0473234458e-16 6.4618350960e-18 2.6123138211e-17
1703 5.7149589813e-11 1.8268404555e-12 -3.9731108870e-12 9.9994225411e-15 8.0282709675e-16 6.0371401757e-18 2.5820214639e-17
1704 5.7179291209e-11 1.8117035084e-12 -3.9591621725e-12 9.9937292460e-15 8.0092736708e-16 5.6332267617e-18 2.5514228395e-17
1705 5.7207855672e-11 1.7966605145e-12 -3.9444593402e-12 9.9880330406e-15 7.9903313525e-16 5.2510186907e-18 2.5204925882e-17
1706 5.7235224543e-11 1.7817163713e-12 -3.9290111435e-12 9.9823326810e-15 7.9714438073e-16 4.8914438679e-18 2.4892052346e-17
1707 5.7261338902e-11 1.7668759979e-12 -3.9128263859e-12 9.9766269169e-15 7.9526108277e-16 4.5554342735e-18 2.4575351873e-17
1708 5.7286139570e-11 1.7521443346e-12 -3.8959139210e-12 9.9709144923e-15 7.9338322041e-16 4.2439259681e-18 2.4254567389e-17
1709 5.7309567102e-11 1.7375263435e-12 -3.8782826526e-12 9.9651941449e-15 7.9151077247e-16 3.9578590986e-18 2.3929440654e-17
1710 5.7331561794e-11 1.7230270082e-12 -3.8599415347e-12 9.9594646064e-15 7.8964371758e-16 3.6981779043e-18 2.3599712264e-17
1711 5.7352068759e-11 1.7086509884e-12 -3.8409002581e-12 9.9537246650e-15 7.8778203524e-16 3.4655459428e-18 2.3265215808e-17
1712 5.7371053220e-11 1.6944015805e-12 -3.8211713148e-12 9.9479733538e-15 7.8592570921e-16 3.2594890939e-18 2.2926161217e-17
1713 5.7388485348e-11 1.6802817483e-12 -3.8007679514e-12 9.9422097641e-15 7.8407472417e-16 3.0792452389e-18 2.2582853834e-17
1714 5.7404335193e-11 1.6662944673e-12 -3.7797034843e-12 9.9364329827e-15 7.8222906462e-16 2.9240483691e-18 2.2235600477e-17
1715 5.7418572684e-11 1.6524427252e-12 -3.7579913000e-12 9.9306420923e-15 7.8038871488e-16 2.7931285801e-18 2.1884709441e-17
1716 5.7431167630e-11 1.6387295218e-12 -3.7356448548e-12 9.9248361709e-15 7.7855365908e-16 2.6857120657e-18 2.1530490500e-17
1717 5.7442089716e-11 1.6251578687e-12 -3.7126776756e-12 9.9190142924e-15 7.7672388116e-16 2.6010211125e-18 2.1173254912e-17
1718 5.7451308506e-11 1.6117307898e-12 -3.6891033593e-12 9.9131755262e-15 7.7489936489e-16 2.5382740936e-18 2.0813315417e-17
1719 5.7458793444e-11 1.5984513209e-12 -3.6649355734e-12 9.9073189372e-15 7.7308009383e-16 2.4966854630e-18 2.0450986242e-17
1720 5.7464513850e-11 1.5853225100e-12 -3.6401880558e-12 9.9014435862e-15 7.7126605137e-16 2.4754657498e-18 2.0086583101e-17
1721 5.7468438922e-11 1.5723474171e-12 -3.6148746151e-12 9.8955485294e-15 7.6945722073e-16 2.4738215524e-18 1.9720423199e-17
1722 5.7470537736e-11 1.5595291144e-12 -3.5890091306e-12 9.8896328186e-15 7.6765358490e-16 2.4909555322e-18 1.9352825236e-17
1723 5.7470779247e-11 1.5468706862e-12 -3.5626055524e-12 9.8836955011e-15 7.6585512673e-16 2.5260664086e-18 1.8984109403e-17
1724 5.7469132284e-11 1.5343752289e-12 -3.5356779018e-12 9.8777356201e-15 7.6406182885e-16 2.5783489523e-18 1.8614597390e-17
1725 5.7465565556e-11 1.5220458511e-12 -3.5082402707e-12 9.8717522141e-15 7.6227367372e-16 2.6469939801e-18 1.8244612387e-17
1726 5.7460047647e-11 1.5098856738e-12 -3.4803068225e-12 9.8657443173e-15 7.6049064360e-16 2.7311883487e-18 1.7874479082e-17
1727 5.7452547019e-11 1.4978978298e-12 -3.4518917918e-12 9.8597109592e-15 7.5871272057e-16 2.8301149490e-18 1.7504523671e-17
1728 5.7443032011e-11 1.4860854644e-12 -3.4230094844e-12 9.8536511653e-15 7.5693988652e-16 2.9429527004e-18 1.7135073852e-17
1729 5.7431470837e-11 1.4744517351e-12 -3.3936742779e-12 9.8475639563e-15 7.5517212315e-16 3.0688765445e-18 1.6766458832e-17
1730 5.7417831588e-11 1.4629998116e-12 -3.3639006211e-12 9.8414483486e-15 7.5340941196e-16 3.2070574399e-18 1.6399009329e-17
1731 5.7402082231e-11 1.4517328759e-12 -3.3337030347e-12 9.8353033540e-15 7.5165173429e-16 3.3566623559e-18 1.6033057571e-17
1732 5.7384190611e-11 1.4406541223e-12 -3.3030961112e-12 9.8291279800e-15 7.4989907125e-16 3.5168542667e-18 1.5668937303e-17
1733 5.7364124444e-11 1.4297667573e-12 -3.2720945150e-12 9.8229212295e-15 7.4815140379e-16 3.6867921460e-18 1.5306983785e-17
1734 5.7341851327e-11 1.4190739998e-12 -3.2407129823e-12 9.8166821010e-15 7.4640871267e-16 3.8656309604e-18 1.4947533796e-17
1735 5.7317338728e-11 1.4085790811e-12 -3.2089663216e-12 9.8104095884e-15 7.4467097843e-16 4.0525216644e-18 1.4590925635e-17
1736 5.7290559108e-11 1.3982848499e-12 -3.1768693711e-12 9.8041027701e-15 7.4293818244e-16 4.2467463052e-18 1.4237424077e-17
1737 5.7261505304e-11 1.3881925849e-12 -3.1444368707e-12 9.7977610759e-15 7.4121030988e-16 4.4481245967e-18 1.3886994534e-17
1738 5.7230175273e-11 1.3783031722e-12 -3.1116835889e-12 9.7913840224e-15 7.3948734673e-16 4.6566107610e-18 1.3539526995e-17
1739 5.7196566989e-11 1.3686174995e-12 -3.0786243660e-12 9.7849711240e-15 7.3776927884e-16 4.8721587276e-18 1.3194910898e-17
1740 5.7160678442e-11 1.3591364559e-12 -3.0452741134e-12 9.7785218930e-15 7.3605609188e-16 5.0947221331e-18 1.2853035130e-17
1741 5.7122507638e-11 1.3498609319e-12 -3.0116478142e-12 9.7720358398e-15 7.3434777134e-16 5.3242543205e-18 1.2513788028e-17
1742 5.7082052599e-11 1.3407918197e-12 -2.9777605231e-12 9.7655124726e-15 7.3264430257e-16 5.5607083393e-18 1.2177057377e-17
1743 5.7039311366e-11 1.3319300127e-12 -2.9436273666e-12 9.7589512975e-15 7.3094567074e-16 5.8040369442e-18 1.1842730407e-17
1744 5.6994281996e-11 1.3232764059e-12 -2.9092635430e-12 9.7523518188e-15 7.2925186086e-16 6.0541925953e-18 1.1510693797e-17
1745 5.6946962559e-11 1.3148318958e-12 -2.8746843227e-12 9.7457135385e-15 7.2756285776e-16 6.3111274574e-18 1.1180833669e-17
1746 5.6897351148e-11 1.3065973802e-12 -2.8399050482e-12 9.7390359564e-15 7.2587864612e-16 6.5747933997e-18 1.0853035591e-17
1747 5.6845445867e-11 1.2985737586e-12 -2.8049411339e-12 9.7323185706e-15 7.2419921045e-16 6.8451419950e-18 1.0527184576e-17
1748 5.6791244840e-11 1.2907619319e-12 -2.7698080670e-12 9.7255608767e-15 7.2252453507e-16 7.1221245195e-18 1.0203165076e-17
1749 5.6734746207e-11 1.2831628023e-12 -2.7345214065e-12 9.7187623686e-15 7.2085460418e-16 7.4056919524e-18 9.8808609897e-18
1750 5.6675948125e-11 1.2757772737e-12 -2.6990967843e-12 9.7119225378e-15 7.1918940175e-16 7.6957949752e-18 9.5601556545e-18
1751 5.6614848767e-11 1.2686062513e-12 -2.6635499048e-12 9.7050408739e-15 7.1752891164e-16 7.9923839716e-18 9.2409318490e-18
1752 5.6551446325e-11 1.2616506419e-12 -2.6278965450e-12 9.6981168644e-15 7.1587311751e-16 8.2954090265e-18 8.9230717919e-18
1753 5.6485739006e-11 1.2549113537e-12 -2.5921525549e-12 9.6911499946e-15 7.1422200285e-16 8.6048199261e-18 8.6064571403e-18
1754 5.6417725035e-11 1.2483892964e-12 -2.5563338572e-12 9.6841397478e-15 7.1257555099e-16 8.9205661572e-18 8.2909689898e-18
1755 5.6347402653e-11 1.2420853812e-12 -2.5204564478e-12 9.6770856051e-15 7.1093374510e-16 9.2425969064e-18 7.9764878732e-18
1756 5.6274770119e-11 1.2360005208e-12 -2.4845363956e-12 9.6699870455e-15 7.0929656815e-16 9.5708610606e-18 7.6628937597e-18
1757 5.6199825710e-11 1.2301356292e-12 -2.4485898427e-12 9.6628435461e-15 7.0766400297e-16 9.9053072052e-18 7.3500660544e-18
1758 5.6122567717e-11 1.2244916221e-12 -2.4126330048e-12 9.6556545816e-15 7.0603603221e-16 1.0245883625e-17 7.0378835971e-18
1759 5.6042994452e-11 1.2190694166e-12 -2.3766821706e-12 9.6484196247e-15 7.0441263834e-16 1.0592538303e-17 6.7262246618e-18
1760 5.5961104242e-11 1.2138699312e-12 -2.3407537026e-12 9.6411381461e-15 7.0279380367e-16 1.0945218919e-17 6.4149669555e-18
1761 5.5876899374e-11 1.2088937399e-12 -2.3048633699e-12 9.6338097054e-15 7.0117951124e-16 1.1303913013e-17 6.1040163940e-18
1762 5.5790397957e-11 1.2041400302e-12 -2.2690243405e-12 9.6264342255e-15 6.9956974748e-16 1.1668768831e-17 5.7933936902e-18
1763 5.5701622162e-11 1.1996076365e-12 -2.2332491726e-12 9.6190117206e-15 6.9796449961e-16 1.2039975479e-17 5.4831484836e-18
1764 5.5610594282e-11 1.1952953851e-12 -2.1975504800e-12 9.6115422054e-15 6.9636375466e-16 1.2417722857e-17 5.1733306295e-18
1765 5.5517336735e-11 1.1912020943e-12 -2.1619409324e-12 9.6040256947e-15 6.9476749955e-16 1.2802201660e-17 4.8639901993e-18
1766 5.5421872066e-11 1.1873265745e-12 -2.1264332555e-12 9.5964622039e-15 6.9317572102e-16 1.3193603377e-17 4.5551774811e-18
1767 5.5324222944e-11 1.1836676280e-12 -2.0910402308e-12 9.5888517487e-15 6.9158840568e-16 1.3592120293e-17 4.2469429797e-18
1768 5.5224412166e-11 1.1802240492e-12 -2.0557746959e-12 9.5811943450e-15 6.9000553998e-16 1.3997945491e-17 3.9393374171e-18
1769 5.5122462654e-11 1.1769946243e-12 -2.0206495444e-12 9.5734900094e-15 6.8842711024e-16 1.4411272851e-17 3.6324117326e-18
1770 5.5018397454e-11 1.1739781316e-12 -1.9856777263e-12 9.5657387585e-15 6.8685310260e-16 1.4832297053e-17 3.3262170834e-18
1771 5.4912239742e-11 1.1711733413e-12 -1.9508722478e-12 9.5579406094e-15 6.8528350309e-16 1.5261213579e-17 3.0208048445e-18
1772 5.4804012818e-11 1.1685790154e-12 -1.9162461715e-12 9.5500955798e-15 6.8371829754e-16 1.5698218710e-17 2.7162266093e-18
1773 5.4693740109e-11 1.1661939080e-12 -1.8818126163e-12 9.5422036874e-15 6.8215747169e-16 1.6143509533e-17 2.4125341898e-18
1774 5.4581445170e-11 1.1640167651e-12 -1.8475847577e-12 9.5342649504e-15 6.8060101108e-16 1.6597283935e-17 2.1097796171e-18
1775 5.4467151683e-11 1.1620463244e-12 -1.8135758279e-12 9.5262793876e-15 6.7904890112e-16 1.7059740611e-17 1.8080151412e-18
1776 5.4350883455e-11 1.1602813156e-12 -1.7797991156e-12 9.5182470177e-15 6.7750112707e-16 1.7531079061e-17 1.5072932319e-18
1777 5.4232664425e-11 1.1587204604e-12 -1.7462679662e-12 9.5101678602e-15 6.7595767403e-16 1.8011499591e-17 1.2076665786e-18
1778 5.4112518654e-11 1.1573624721e-12 -1.7129957823e-12 9.5020419348e-15 6.7441852696e-16 1.8501203317e-17 9.0918809094e-19
1779 5.3990470336e-11 1.1562060559e-12 -1.6799960229e-12 9.4938692614e-15 6.7288367066e-16 1.9000392162e-17 6.1191089895e-19
1780 5.3866543790e-11 1.1552499091e-12 -1.6472822044e-12 9.4856498607e-15 6.7135308979e-16 1.9509268863e-17 3.1588835337e-19
1781 5.3740763464e-11 1.1544927205e-12 -1.6148679000e-12 9.4773837533e-15 6.6982676883e-16 2.0028036964e-17 2.1174025976e-20
1782 5.3613153934e-11 1.1539331708e-12 -1.5827667402e-12 9.4690709605e-15 6.6830469215e-16 2.0556900825e-17 -2.7217829016e-19
1783 5.3483739906e-11 1.1535699325e-12 -1.5509924125e-12 9.4607115038e-15 6.6678684393e-16 2.1096065618e-17 -5.6411458035e-19
1784 5.3352546214e-11 1.1534016698e-12 -1.5195586620e-12 9.4523054051e-15 6.6527320821e-16 2.1645737331e-17 -8.5458060795e-19
1785 5.3219597820e-11 1.1534270389e-12 -1.4884792911e-12 9.4438526867e-15 6.6376376888e-16 2.2206122766e-17 -1.1435219142e-18
1786 5.3084921819e-11 1.1536444651e-12 -1.4577670995e-12 9.4353534432e-15 6.6225851049e-16 2.2777365722e-17 -1.4308810887e-18
1787 5.2948553456e-11 1.1540514744e-12 -1.4274306965e-12 9.4268080567e-15 6.6075742064e-16 2.3359354954e-17 -1.7165895583e-18
1788 5.2810530158e-11 1.1546453563e-12 -1.3974776625e-12 9.4182169836e-15 6.5926048763e-16 2.3951914641e-17 -2.0005757306e-18
1789 5.2670889537e-11 1.1554233865e-12 -1.3679156075e-12 9.4095806825e-15 6.5776769961e-16 2.4554868065e-17 -2.2827677161e-18
1790 5.2529669386e-11 1.1563828260e-12 -1.3387521704e-12 9.4008996142e-15 6.5627904461e-16 2.5168037606e-17 -2.5630933281e-18
1791 5.2386907685e-11 1.1575209217e-12 -1.3099950196e-12 9.3921742420e-15 6.5479451051e-16 2.5791244745e-17 -2.8414800822e-18
1792 5.2242642596e-11 1.1588349061e-12 -1.2816518524e-12 9.3834050314e-15 6.5331408507e-16 2.6424310061e-17 -3.1178551958e-18
1793 5.2096912467e-11 1.1603219975e-12 -1.2537303957e-12 9.3745924501e-15 6.5183775592e-16 2.7067053226e-17 -3.3921455879e-18
1794 5.1949755832e-11 1.1619793995e-12 -1.2262384057e-12 9.3657369684e-15 6.5036551054e-16 2.7719293011e-17 -3.6642778786e-18
1795 5.1801211407e-11 1.1638043015e-12 -1.1991836679e-12 9.3568390587e-15 6.4889733629e-16 2.8380847278e-17 -3.9341783885e-18
1796 5.1651318097e-11 1.1657938786e-12 -1.1725739972e-12 9.3478991958e-15 6.4743322039e-16 2.9051532984e-17 -4.2017731385e-18
1797 5.1500114990e-11 1.1679452912e-12 -1.1464172380e-12 9.3389178570e-15 6.4597314992e-16 2.9731166174e-17 -4.4669878497e-18
1798 5.1347641362e-11 1.1702556855e-12 -1.1207212643e-12 9.3298955216e-15 6.4451711185e-16 3.0419561987e-17 -4.7297479422e-18
1799 5.1193936674e-11 1.1727221929e-12 -1.0954939795e-12 9.3208326715e-15 6.4306509299e-16 3.1116534646e-17 -4.9899785355e-18
1800 5.1039040573e-11 1.1753419306e-12 -1.0707433165e-12 9.3117297908e-15 6.4161708002e-16 3.1821897464e-17 -5.2476044475e-18
1801 5.0882992896e-11 1.1781120011e-12 -1.0464772380e-12 9.3025873662e-15 6.4017305949e-16 3.2535462840e-17 -5.5025501947e-18
1802 5.0725833664e-11 1.1810294925e-12 -1.0227037362e-12 9.2934058863e-15 6.3873301780e-16 3.3257042256e-17 -5.7547399912e-18
1803 5.0567603085e-11 1.1840914782e-12 -9.9943083316e-13 9.2841858425e-15 6.3729694125e-16 3.3986446279e-17 -6.0040977486e-18
1804 5.0408341557e-11 1.1872950171e-12 -9.7666658049e-13 9.2749277284e-15 6.3586481596e-16 3.4723484557e-17 -6.2505470756e-18
1805 5.0248089663e-11 1.1906371533e-12 -9.5441905965e-13 9.2656320398e-15 6.3443662794e-16 3.5467965819e-17 -6.4940112775e-18
1806 5.0086888178e-11 1.1941149166e-12 -9.3269638187e-13 9.2562992750e-15 6.3301236306e-16 3.6219697873e-17 -6.7344133558e-18
1807 4.9924778061e-11 1.1977253218e-12 -9.1150668824e-13 9.2469299347e-15 6.3159200705e-16 3.6978487607e-17 -6.9716760081e-18
1808 4.9761800463e-11 1.2014653694e-12 -8.9085814973e-13 9.2375245220e-15 6.3017554550e-16 3.7744140983e-17 -7.2057216271e-18
1809 4.9597996722e-11 1.2053320449e-12 -8.7075896720e-13 9.2280835422e-15 6.2876296387e-16 3.8516463040e-17 -7.4364723007e-18
1810 4.9433408366e-11 1.2093223192e-12 -8.5121737151e-13 9.2186075031e-15 6.2735424748e-16 3.9295257892e-17 -7.6638498114e-18
1811 4.9268076973e-11 1.2134330878e-12 -8.3224047259e-13 9.2090969526e-15 6.2594938223e-16 4.0080296306e-17 -7.8878082143e-18
1812 4.9102043753e-11 1.2176609879e-12 -8.1383079668e-13 9.1995525921e-15 6.2454835682e-16 4.0871218170e-17 -8.1084318590e-18
1813 4.8935349966e-11 1.2220025799e-12 -7.9598972119e-13 9.1899751641e-15 6.2315116051e-16 4.1667629232e-17 -8.3258381587e-18
1814 4.8768037056e-11 1.2264544076e-12 -7.7871862311e-13 9.1803654144e-15 6.2175778249e-16 4.2469133453e-17 -8.5401450849e-18
1815 4.8600146654e-11 1.2310129987e-12 -7.6201887896e-13 9.1707240922e-15 6.2036821181e-16 4.3275332995e-17 -8.7514711682e-18
1816 4.8431720579e-11 1.2356748639e-12 -7.4589186480e-13 9.1610519502e-15 6.1898243738e-16 4.4085828228e-17 -8.9599354986e-18
1817 4.8262800838e-11 1.2404364981e-12 -7.3033895622e-13 9.1513497444e-15 6.1760044802e-16 4.4900217719e-17 -9.1656577269e-18
1818 4.8093429623e-11 1.2452943790e-12 -7.1536152834e-13 9.1416182343e-15 6.1622223242e-16 4.5718098234e-17 -9.3687580652e-18
1819 4.7923649317e-11 1.2502449684e-12 -7.0096095583e-13 9.1318581827e-15 6.1484777914e-16 4.6539064735e-17 -9.5693572876e-18
1820 4.7753502488e-11 1.2552847111e-12 -6.8713861285e-13 9.1220703558e-15 6.1347707665e-16 4.7362710377e-17 -9.7675767311e-18
1821 4.7583031894e-11 1.2604100355e-12 -6.7389587310e-13 9.1122555235e-15 6.1211011326e-16 4.8188626506e-17 -9.9635382964e-18
1822 4.7412280481e-11 1.2656173535e-12 -6.6123410980e-13 9.1024144588e-15 6.1074687719e-16 4.9016402655e-17 -1.0157364449e-17
1823 4.7241291386e-11 1.2709030602e-12 -6.4915469568e-13 9.0925479384e-15 6.0938735652e-16 4.9845626545e-17 -1.0349178219e-17
1824 4.7070107932e-11 1.2762635342e-12 -6.3765900298e-13 9.0826567421e-15 6.0803153921e-16 5.0675884078e-17 -1.0539103203e-17
1825 4.6898773632e-11 1.2816951374e-12 -6.2674840344e-13 9.0727416534e-15 6.0667941312e-16 5.1506759338e-17 -1.0727263564e-17
1826 4.6727332191e-11 1.2871942150e-12 -6.1642426830e-13 9.0628034593e-15 6.0533096597e-16 5.2337834586e-17 -1.0913784034e-17
1827 4.6555827500e-11 1.2927570954e-12 -6.0668796831e-13 9.0528429500e-15 6.0398618536e-16 5.3168690259e-17 -1.1098789912e-17
1828 4.6384303645e-11 1.2983800904e-12 -5.9754087371e-13 9.0428609194e-15 6.0264505877e-16 5.3998904969e-17 -1.1282407066e-17
1829 4.6212804898e-11 1.3040594951e-12 -5.8898435423e-13 9.0328581647e-15 6.0130757355e-16 5.4828055496e-17 -1.1464761935e-17
1830 4.6041375724e-11 1.3097915876e-12 -5.8101977908e-13 9.0228354867e-15 5.9997371695e-16 5.5655716791e-17 -1.1645981529e-17
1831 4.5870060778e-11 1.3155726293e-12 -5.7364851696e-13 9.0127936894e-15 5.9864347607e-16 5.6481461968e-17 -1.1826193428e-17
1832 4.5698904906e-11 1.3213988649e-12 -5.6687193606e-13 9.0027335807e-15 5.9731683791e-16 5.7304862306e-17 -1.2005525786e-17
1833 4.5527953147e-11 1.3272665220e-12 -5.6069140403e-13 8.9926559715e-15 5.9599378933e-16 5.8125487245e-17 -1.2184107329e-17
1834 4.5357250731e-11 1.3331718116e-12 -5.5510828800e-13 8.9825616766e-15 5.9467431708e-16 5.8942904382e-17 -1.2362067358e-17
1835 4.5186843078e-11 1.3391109277e-12 -5.5012395457e-13 8.9724515141e-15 5.9335840779e-16 5.9756679472e-17 -1.2539535747e-17
1836 4.5016773858e-11 1.3450801439e-12 -5.4573881814e-13 8.9623263044e-15 5.9204604859e-16 6.0566449502e-17 -1.2716601974e-17
1837 4.4847079136e-11 1.3510761048e-12 -5.4194947760e-13 8.9521868670e-15 5.9073722915e-16 6.1372142582e-17 -1.2893191835e-17
1838 4.4677793180e-11 1.3570955370e-12 -5.3875155685e-13 8.9420340237e-15 5.8943193968e-16 6.2173759802e-17 -1.3069189748e-17
1839 4.4508950398e-11 1.3631351525e-12 -5.3614065428e-13 8.9318685998e-15 5.8813017026e-16 6.2971302313e-17 -1.3244479636e-17
1840 4.4340585343e-11 1.3691916489e-12 -5.3411234279e-13 8.9216914240e-15 5.8683191089e-16 6.3764771327e-17 -1.3418944924e-17
1841 4.4172732706e-11 1.3752617093e-12 -5.3266216971e-13 8.9115033286e-15 5.8553715144e-16 6.4554168117e-17 -1.3592468543e-17
1842 4.4005427326e-11 1.3813420024e-12 -5.3178565682e-13 8.9013051492e-15 5.8424588169e-16 6.5339494014e-17 -1.3764932925e-17
1843 4.3838704180e-11 1.3874291822e-12 -5.3147830023e-13 8.8910977252e-15 5.8295809132e-16 6.6120750411e-17 -1.3936220003e-17
1844 4.3672598391e-11 1.3935198883e-12 -5.3173557042e-13 8.8808818993e-15 5.8167376986e-16 6.6897938762e-17 -1.4106211213e-17
1845 4.3507145225e-11 1.3996107456e-12 -5.3255291217e-13 8.8706585177e-15 5.8039290678e-16 6.7671060582e-17 -1.4274787491e-17
1846 4.3342380089e-11 1.4056983645e-12 -5.3392574452e-13 8.8604284302e-15 5.7911549142e-16 6.8440117446e-17 -1.4441829272e-17
1847 4.3178338537e-11 1.4117793406e-12 -5.3584946072e-13 8.8501924900e-15 5.7784151302e-16 6.9205110989e-17 -1.4607216493e-17
1848 4.3015056263e-11 1.4178502551e-12 -5.3831942822e-13 8.8399515538e-15 5.7657096068e-16 6.9966042911e-17 -1.4770828585e-17
1849 4.2852569109e-11 1.4239076745e-12 -5.4133098864e-13 8.8297064821e-15 5.7530382344e-16 7.0722914968e-17 -1.4932544482e-17
1850 4.2690913057e-11 1.4299481506e-12 -5.4487945768e-13 8.8194581386e-15 5.7404009020e-16 7.1475728982e-17 -1.5092242611e-17
1851 4.2530124237e-11 1.4359682203e-12 -5.4896012514e-13 8.8092073907e-15 5.7277974976e-16 7.2224486833e-17 -1.5249800899e-17
1852 4.2370238921e-11 1.4419644062e-12 -5.5356825484e-13 8.7989551093e-15 5.7152279080e-16 7.2969190465e-17 -1.5405096766e-17
1853 4.2211293526e-11 1.4479332159e-12 -5.5869908462e-13 8.7887021688e-15 5.7026920190e-16 7.3709841882e-17 -1.5558007129e-17
1854 4.2053324615e-11 1.4538711423e-12 -5.6434782626e-13 8.7784494472e-15 5.6901897155e-16 7.4446443151e-17 -1.5708408400e-17
1855 4.1896368897e-11 1.4597746634e-12 -5.7050966550e-13 8.7681978261e-15 5.6777208808e-16 7.5178996399e-17 -1.5856176483e-17
1856 4.1740463222e-11 1.4656402428e-12 -5.7717976193e-13 8.7579481906e-15 5.6652853976e-16 7.5907503818e-17 -1.6001186776e-17
1857 4.1585644590e-11 1.4714643287e-12 -5.8435324901e-13 8.7477014292e-15 5.6528831473e-16 7.6631967660e-17 -1.6143314171e-17
1858 4.1431950144e-11 1.4772433551e-12 -5.9202523401e-13 8.7374584343e-15 5.6405140100e-16 7.7352390239e-17 -1.6282433050e-17
1859 4.1279417174e-11 1.4829737407e-12 -6.0019079798e-13 8.7272201017e-15 5.6281778651e-16 7.8068773931e-17 -1.6418417288e-17
1860 4.1128083115e-11 1.4886518895e-12 -6.0884499569e-13 8.7169873305e-15 5.6158745906e-16 7.8781121178e-17 -1.6551140247e-17
1861 4.0977982520e-11 1.4942744033e-12 -6.1798229522e-13 8.7067609890e-15 5.6036040693e-16 7.9489433085e-17 -1.6680493653e-17
1862 4.0829137937e-11 1.4998387212e-12 -6.2759489179e-13 8.6965418086e-15 5.5913662068e-16 8.0193705233e-17 -1.6806444352e-17
1863 4.0681568960e-11 1.5053424853e-12 -6.3767438056e-13 8.6863304886e-15 5.5791609134e-16 8.0893931837e-17 -1.6928977998e-17
1864 4.0535295251e-11 1.5107833280e-12 -6.4821231582e-13 8.6761277312e-15 5.5669880986e-16 8.1590107140e-17 -1.7048080217e-17
1865 4.0390336542e-11 1.5161588725e-12 -6.5920021088e-13 8.6659342409e-15 5.5548476709e-16 8.2282225409e-17 -1.7163736613e-17
1866 4.0246712631e-11 1.5214667322e-12 -6.7062953808e-13 8.6557507253e-15 5.5427395378e-16 8.2970280942e-17 -1.7275932765e-17
