# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 4000,
# i.e. number of multipoles equal to 3999
#  l TT               EE               TE               BB               phiphi           Tphi             
1145 1.7457106987e-10 1.6295562543e-12 -3.9548959021e-12 0.0000000000e+00 3.8396983292e-15 7.2555614884e-17
1146 1.7433481319e-10 1.6272263018e-12 -3.8109192443e-12 0.0000000000e+00 3.8267490278e-15 7.0742951565e-17
1147 1.7408600247e-10 1.6256460009e-12 -3.6674311678e-12 0.0000000000e+00 3.8138538977e-15 6.8853474261e-17
1148 1.7382472456e-10 1.6248127007e-12 -3.5244946039e-12 0.0000000000e+00 3.8010126813e-15 6.6888053743e-17
1149 1.7355106725e-10 1.6247237114e-12 -3.3821728999e-12 0.0000000000e+00 3.7882251171e-15 6.4847568829e-17
1150 1.7326511923e-10 1.6253763035e-12 -3.2405298196e-12 0.0000000000e+00 3.7754909389e-15 6.2732906406e-17
1151 1.7296697012e-10 1.6267677083e-12 -3.0996295442e-12 0.0000000000e+00 3.7628098761e-15 6.0544961445e-17
1152 1.7265671048e-10 1.6288951174e-12 -2.9595366735e-12 0.0000000000e+00 3.7501816540e-15 5.8284637022e-17
1153 1.7233443180e-10 1.6317556830e-12 -2.8203162266e-12 0.0000000000e+00 3.7376059932e-15 5.5952844336e-17
1154 1.7200022648e-10 1.6353465174e-12 -2.6820336427e-12 0.0000000000e+00 3.7250826100e-15 5.3550502728e-17
1155 1.7165418787e-10 1.6396646930e-12 -2.5447547820e-12 0.0000000000e+00 3.7126112162e-15 5.1078539702e-17
1156 1.7129641027e-10 1.6447072424e-12 -2.4085459268e-12 0.0000000000e+00 3.7001915192e-15 4.8537890941e-17
1157 1.7092698890e-10 1.6504711583e-12 -2.2734737821e-12 0.0000000000e+00 3.6878232219e-15 4.5929500326e-17
1158 1.7054601992e-10 1.6569533929e-12 -2.1396054767e-12 0.0000000000e+00 3.6755060228e-15 4.3254319958e-17
1159 1.7015360045e-10 1.6641508585e-12 -2.0070085639e-12 0.0000000000e+00 3.6632396159e-15 4.0513310173e-17
1160 1.6974982855e-10 1.6720604268e-12 -1.8757510226e-12 0.0000000000e+00 3.6510236906e-15 3.7707439564e-17
1161 1.6933481693e-10 1.6806780232e-12 -1.7458965936e-12 0.0000000000e+00 3.6388579543e-15 3.4837818657e-17
1162 1.6890873434e-10 1.6899958951e-12 -1.6174907223e-12 0.0000000000e+00 3.6267421998e-15 3.1906102750e-17
1163 1.6847176470e-10 1.7000053092e-12 -1.4905744409e-12 0.0000000000e+00 3.6146762385e-15 2.8914094182e-17
1164 1.6802409346e-10 1.7106974533e-12 -1.3651890171e-12 0.0000000000e+00 3.6026598784e-15 2.5863609167e-17
1165 1.6756590761e-10 1.7220634372e-12 -1.2413759549e-12 0.0000000000e+00 3.5906929238e-15 2.2756477824e-17
1166 1.6709739564e-10 1.7340942918e-12 -1.1191769946e-12 0.0000000000e+00 3.5787751752e-15 1.9594544205e-17
1167 1.6661874762e-10 1.7467809692e-12 -9.9863411350e-13 0.0000000000e+00 3.5669064296e-15 1.6379666333e-17
1168 1.6613015510e-10 1.7601143423e-12 -8.7978952650e-13 0.0000000000e+00 3.5550864804e-15 1.3113716223e-17
1169 1.6563181123e-10 1.7740852051e-12 -7.6268568636e-13 0.0000000000e+00 3.5433151173e-15 9.7985799217e-18
1170 1.6512391065e-10 1.7886842720e-12 -6.4736528429e-13 0.0000000000e+00 3.5315921261e-15 6.4361575324e-18
1171 1.6460664959e-10 1.8039021777e-12 -5.3387125036e-13 0.0000000000e+00 3.5199172893e-15 3.0283632487e-18
1172 1.6408022581e-10 1.8197294775e-12 -4.2224675400e-13 0.0000000000e+00 3.5082903855e-15 -4.2287461575e-19
1173 1.6354483863e-10 1.8361566463e-12 -3.1253520445e-13 0.0000000000e+00 3.4967111896e-15 -3.9156135962e-18
1174 1.6300068892e-10 1.8531740792e-12 -2.0478025125e-13 0.0000000000e+00 3.4851794728e-15 -7.4478970461e-18
1175 1.6244797912e-10 1.8707720909e-12 -9.9025784698e-14 0.0000000000e+00 3.4736950026e-15 -1.1017754106e-17
1176 1.6188691323e-10 1.8889409157e-12 4.6840636757e-15 0.0000000000e+00 3.4622575428e-15 -1.4623199674e-17
1177 1.6131769683e-10 1.9076707071e-12 1.0630492065e-13 0.0000000000e+00 3.4508668533e-15 -1.8262234372e-17
1178 1.6074053706e-10 1.9269515377e-12 2.0579217081e-13 0.0000000000e+00 3.4395226905e-15 -2.1932844519e-17
1179 1.6015564263e-10 1.9467733992e-12 3.0310095615e-13 0.0000000000e+00 3.4282248068e-15 -2.5633002098e-17
1180 1.5956322384e-10 1.9671262021e-12 3.9818617550e-13 0.0000000000e+00 3.4169729510e-15 -2.9360664723e-17
1181 1.5896349258e-10 1.9879997755e-12 4.9100248416e-13 0.0000000000e+00 3.4057668680e-15 -3.3113775613e-17
1182 1.5835666229e-10 2.0093838668e-12 5.8150429334e-13 0.0000000000e+00 3.3946062990e-15 -3.6890263559e-17
1183 1.5774294805e-10 2.0312681418e-12 6.6964576977e-13 0.0000000000e+00 3.3834909814e-15 -4.0688042891e-17
1184 1.5712256648e-10 2.0536421842e-12 7.5538083516e-13 0.0000000000e+00 3.3724206488e-15 -4.4505013452e-17
1185 1.5649573584e-10 2.0764954958e-12 8.3866316579e-13 0.0000000000e+00 3.3613950307e-15 -4.8339060561e-17
1186 1.5586267740e-10 2.0998171796e-12 9.1945164754e-13 0.0000000000e+00 3.3504138724e-15 -5.2188464664e-17
1187 1.5522361981e-10 2.1235949871e-12 9.9772681560e-13 0.0000000000e+00 3.3394769919e-15 -5.6053135848e-17
1188 1.5457879481e-10 2.1478162592e-12 1.0734746165e-12 0.0000000000e+00 3.3285842233e-15 -5.9933394475e-17
1189 1.5392843582e-10 2.1724682409e-12 1.1466809708e-12 0.0000000000e+00 3.3177353975e-15 -6.3829562897e-17
1190 1.5327277793e-10 2.1975380814e-12 1.2173317732e-12 0.0000000000e+00 3.3069303425e-15 -6.7741965450e-17
1191 1.5261205788e-10 2.2230128339e-12 1.2854128925e-12 0.0000000000e+00 3.2961688831e-15 -7.1670928469e-17
1192 1.5194651413e-10 2.2488794552e-12 1.3509101716e-12 0.0000000000e+00 3.2854508409e-15 -7.5616780283e-17
1193 1.5127638679e-10 2.2751248056e-12 1.4138094276e-12 0.0000000000e+00 3.2747760347e-15 -7.9579851226e-17
1194 1.5060191767e-10 2.3017356487e-12 1.4740964515e-12 0.0000000000e+00 3.2641442798e-15 -8.3560473638e-17
1195 1.4992335026e-10 2.3286986512e-12 1.5317570085e-12 0.0000000000e+00 3.2535553886e-15 -8.7558981867e-17
1196 1.4924092975e-10 2.3560003827e-12 1.5867768378e-12 0.0000000000e+00 3.2430091703e-15 -9.1575712277e-17
1197 1.4855490304e-10 2.3836273153e-12 1.6391416528e-12 0.0000000000e+00 3.2325054309e-15 -9.5611003252e-17
1198 1.4786551869e-10 2.4115658236e-12 1.6888371410e-12 0.0000000000e+00 3.2220439734e-15 -9.9665195197e-17
1199 1.4717302700e-10 2.4398021846e-12 1.7358489636e-12 0.0000000000e+00 3.2116245974e-15 -1.0373863054e-16
1200 1.4647767998e-10 2.4683225771e-12 1.7801627564e-12 0.0000000000e+00 3.2012470996e-15 -1.0783165376e-16
1201 1.4577973131e-10 2.4971130819e-12 1.8217641289e-12 0.0000000000e+00 3.1909112732e-15 -1.1194461134e-16
1202 1.4507943643e-10 2.5261596814e-12 1.8606386646e-12 0.0000000000e+00 3.1806169086e-15 -1.1607785182e-16
1203 1.4437705247e-10 2.5554482593e-12 1.8967719214e-12 0.0000000000e+00 3.1703637927e-15 -1.2023172578e-16
1204 1.4367283829e-10 2.5849646006e-12 1.9301494309e-12 0.0000000000e+00 3.1601517093e-15 -1.2440658586e-16
1205 1.4296705448e-10 2.6146943912e-12 1.9607566989e-12 0.0000000000e+00 3.1499804390e-15 -1.2860278673e-16
1206 1.4225996335e-10 2.6446232179e-12 1.9885792052e-12 0.0000000000e+00 3.1398497591e-15 -1.3282068513e-16
1207 1.4155182894e-10 2.6747365679e-12 2.0136024036e-12 0.0000000000e+00 3.1297594438e-15 -1.3706063985e-16
1208 1.4084291704e-10 2.7050198291e-12 2.0358117220e-12 0.0000000000e+00 3.1197092640e-15 -1.4132301177e-16
1209 1.4013349516e-10 2.7354582891e-12 2.0551925623e-12 0.0000000000e+00 3.1096989872e-15 -1.4560816380e-16
1210 1.3942383258e-10 2.7660371358e-12 2.0717303004e-12 0.0000000000e+00 3.0997283780e-15 -1.4991646094e-16
1211 1.3871419044e-10 2.7967417777e-12 2.0854150696e-12 0.0000000000e+00 3.0897972138e-15 -1.5424798775e-16
1212 1.3800479212e-10 2.8275588103e-12 2.0962561750e-12 0.0000000000e+00 3.0799053349e-15 -1.5860169696e-16
1213 1.3729585255e-10 2.8584750611e-12 2.1042678528e-12 0.0000000000e+00 3.0700525950e-15 -1.6297625062e-16
1214 1.3658758802e-10 2.8894772697e-12 2.1094645037e-12 0.0000000000e+00 3.0602388454e-15 -1.6737030159e-16
1215 1.3588021617e-10 2.9205520870e-12 2.1118606928e-12 0.0000000000e+00 3.0504639348e-15 -1.7178249361e-16
1216 1.3517395604e-10 2.9516860756e-12 2.1114711501e-12 0.0000000000e+00 3.0407277090e-15 -1.7621146122e-16
1217 1.3446902802e-10 2.9828657095e-12 2.1083107708e-12 0.0000000000e+00 3.0310300115e-15 -1.8065582976e-16
1218 1.3376565389e-10 3.0140773738e-12 2.1023946161e-12 0.0000000000e+00 3.0213706828e-15 -1.8511421535e-16
1219 1.3306405681e-10 3.0453073644e-12 2.0937379130e-12 0.0000000000e+00 3.0117495608e-15 -1.8958522489e-16
1220 1.3236446131e-10 3.0765418883e-12 2.0823560551e-12 0.0000000000e+00 3.0021664810e-15 -1.9406745600e-16
1221 1.3166709331e-10 3.1077670627e-12 2.0682646029e-12 0.0000000000e+00 2.9926212759e-15 -1.9855949705e-16
1222 1.3097218014e-10 3.1389689156e-12 2.0514792838e-12 0.0000000000e+00 2.9831137754e-15 -2.0305992709e-16
1223 1.3027995048e-10 3.1701333850e-12 2.0320159934e-12 0.0000000000e+00 2.9736438068e-15 -2.0756731588e-16
1224 1.2959063442e-10 3.2012463191e-12 2.0098907948e-12 0.0000000000e+00 2.9642111946e-15 -2.1208022384e-16
1225 1.2890446347e-10 3.2322934758e-12 1.9851199197e-12 0.0000000000e+00 2.9548157607e-15 -2.1659720203e-16
1226 1.2822167050e-10 3.2632605229e-12 1.9577197687e-12 0.0000000000e+00 2.9454573241e-15 -2.2111679215e-16
1227 1.2754248981e-10 3.2941330376e-12 1.9277069113e-12 0.0000000000e+00 2.9361357011e-15 -2.2563752652e-16
1228 1.2686715709e-10 3.3248965063e-12 1.8950980869e-12 0.0000000000e+00 2.9268507056e-15 -2.3015792802e-16
1229 1.2619590943e-10 3.3555363249e-12 1.8599102045e-12 0.0000000000e+00 2.9176021483e-15 -2.3467651014e-16
1230 1.2552898535e-10 3.3860377978e-12 1.8221603437e-12 0.0000000000e+00 2.9083898375e-15 -2.3919177691e-16
1231 1.2486662477e-10 3.4163861386e-12 1.7818657546e-12 0.0000000000e+00 2.8992135785e-15 -2.4370222289e-16
1232 1.2420906903e-10 3.4465664693e-12 1.7390438585e-12 0.0000000000e+00 2.8900731741e-15 -2.4820633316e-16
1233 1.2355656087e-10 3.4765638203e-12 1.6937122484e-12 0.0000000000e+00 2.8809684241e-15 -2.5270258329e-16
1234 1.2290934449e-10 3.5063631303e-12 1.6458886888e-12 0.0000000000e+00 2.8718991257e-15 -2.5718943935e-16
1235 1.2226766546e-10 3.5359492461e-12 1.5955911166e-12 0.0000000000e+00 2.8628650732e-15 -2.6166535785e-16
1236 1.2163175335e-10 3.5653077606e-12 1.5428407457e-12 0.0000000000e+00 2.8538660723e-15 -2.6612899363e-16
1237 1.2100176896e-10 3.5944275390e-12 1.4876714196e-12 0.0000000000e+00 2.8449019825e-15 -2.7057982618e-16
1238 1.2037785645e-10 3.6232982221e-12 1.4301203698e-12 0.0000000000e+00 2.8359726750e-15 -2.7501754070e-16
1239 1.1976016071e-10 3.6519093908e-12 1.3702251229e-12 0.0000000000e+00 2.8270780189e-15 -2.7944182086e-16
1240 1.1914882740e-10 3.6802505660e-12 1.3080235006e-12 0.0000000000e+00 2.8182178810e-15 -2.8385234879e-16
1241 1.1854400294e-10 3.7083112079e-12 1.2435536205e-12 0.0000000000e+00 2.8093921258e-15 -2.8824880512e-16
1242 1.1794583450e-10 3.7360807168e-12 1.1768538970e-12 0.0000000000e+00 2.8006006155e-15 -2.9263086894e-16
1243 1.1735446999e-10 3.7635484323e-12 1.1079630415e-12 0.0000000000e+00 2.7918432101e-15 -2.9699821782e-16
1244 1.1677005812e-10 3.7907036334e-12 1.0369200634e-12 0.0000000000e+00 2.7831197672e-15 -3.0135052778e-16
1245 1.1619274833e-10 3.8175355384e-12 9.6376427043e-13 0.0000000000e+00 2.7744301422e-15 -3.0568747330e-16
1246 1.1562269084e-10 3.8440333047e-12 8.8853526965e-13 0.0000000000e+00 2.7657741883e-15 -3.1000872735e-16
1247 1.1506003663e-10 3.8701860290e-12 8.1127296770e-13 0.0000000000e+00 2.7571517561e-15 -3.1431396133e-16
1248 1.1450493745e-10 3.8959827466e-12 7.3201757161e-13 0.0000000000e+00 2.7485626942e-15 -3.1860284511e-16
1249 1.1395754580e-10 3.9214124318e-12 6.5080958945e-13 0.0000000000e+00 2.7400068487e-15 -3.2287504701e-16
1250 1.1341801497e-10 3.9464639977e-12 5.6768983088e-13 0.0000000000e+00 2.7314840635e-15 -3.2713023379e-16
1251 1.1288649901e-10 3.9711262957e-12 4.8269940786e-13 0.0000000000e+00 2.7229941801e-15 -3.3136807068e-16
1252 1.1236315275e-10 3.9953881159e-12 3.9587973520e-13 0.0000000000e+00 2.7145370376e-15 -3.3558822134e-16
1253 1.1184813178e-10 4.0192381867e-12 3.0727253127e-13 0.0000000000e+00 2.7061124730e-15 -3.3979034787e-16
1254 1.1134159248e-10 4.0426651747e-12 2.1691981856e-13 0.0000000000e+00 2.6977203208e-15 -3.4397411082e-16
1255 1.1084369198e-10 4.0656576847e-12 1.2486392436e-13 0.0000000000e+00 2.6893604130e-15 -3.4813916916e-16
1256 1.1035458822e-10 4.0882042593e-12 3.1147481356e-14 0.0000000000e+00 2.6810325795e-15 -3.5228518032e-16
1257 1.0987443990e-10 4.1102933794e-12 -6.4186571709e-14 0.0000000000e+00 2.6727366478e-15 -3.5641180015e-16
1258 1.0940340650e-10 4.1319134632e-12 -1.6109498943e-13 0.0000000000e+00 2.6644724430e-15 -3.6051868291e-16
1259 1.0894164829e-10 4.1530528668e-12 -2.5953421910e-13 0.0000000000e+00 2.6562397877e-15 -3.6460548133e-16
1260 1.0848932630e-10 4.1736998839e-12 -3.5946040009e-13 0.0000000000e+00 2.6480385023e-15 -3.6867184651e-16
1261 1.0804658240e-10 4.1938438687e-12 -4.6082869230e-13 0.0000000000e+00 2.6398684169e-15 -3.7271745551e-16
1262 1.0761347902e-10 4.2134786193e-12 -5.6359125438e-13 0.0000000000e+00 2.6317294080e-15 -3.7674209409e-16
1263 1.0719005872e-10 4.2325990337e-12 -6.6769924083e-13 0.0000000000e+00 2.6236213621e-15 -3.8074557490e-16
1264 1.0677636407e-10 4.2511999896e-12 -7.7310347012e-13 0.0000000000e+00 2.6155441640e-15 -3.8472771005e-16
1265 1.0637243768e-10 4.2692763447e-12 -8.7975442393e-13 0.0000000000e+00 2.6074976964e-15 -3.8868831109e-16
1266 1.0597832217e-10 4.2868229365e-12 -9.8760224657e-13 0.0000000000e+00 2.5994818401e-15 -3.9262718905e-16
1267 1.0559406020e-10 4.3038345826e-12 -1.0965967442e-12 0.0000000000e+00 2.5914964740e-15 -3.9654415442e-16
1268 1.0521969445e-10 4.3203060801e-12 -1.2066873842e-12 0.0000000000e+00 2.5835414749e-15 -4.0043901715e-16
1269 1.0485526761e-10 4.3362322061e-12 -1.3178232946e-12 0.0000000000e+00 2.5756167178e-15 -4.0431158664e-16
1270 1.0450082241e-10 4.3516077174e-12 -1.4299532631e-12 0.0000000000e+00 2.5677220756e-15 -4.0816167177e-16
1271 1.0415640162e-10 4.3664273506e-12 -1.5430257367e-12 0.0000000000e+00 2.5598574194e-15 -4.1198908085e-16
1272 1.0382204799e-10 4.3806858218e-12 -1.6569888209e-12 0.0000000000e+00 2.5520226182e-15 -4.1579362168e-16
1273 1.0349780434e-10 4.3943778270e-12 -1.7717902790e-12 0.0000000000e+00 2.5442175391e-15 -4.1957510149e-16
1274 1.0318371349e-10 4.4074980417e-12 -1.8873775312e-12 0.0000000000e+00 2.5364420470e-15 -4.2333332698e-16
1275 1.0287981829e-10 4.4200411210e-12 -2.0036976546e-12 0.0000000000e+00 2.5286960051e-15 -4.2706810430e-16
1276 1.0258616161e-10 4.4320016996e-12 -2.1206973818e-12 0.0000000000e+00 2.5209792745e-15 -4.3077923907e-16
1277 1.0230278635e-10 4.4433743918e-12 -2.2383231005e-12 0.0000000000e+00 2.5132917141e-15 -4.3446653634e-16
1278 1.0202973543e-10 4.4541537914e-12 -2.3565208527e-12 0.0000000000e+00 2.5056331813e-15 -4.3812980065e-16
1279 1.0176705180e-10 4.4643344715e-12 -2.4752363345e-12 0.0000000000e+00 2.4980035309e-15 -4.4176883595e-16
1280 1.0151477843e-10 4.4739109849e-12 -2.5944148947e-12 0.0000000000e+00 2.4904026160e-15 -4.4538344568e-16
1281 1.0127295830e-10 4.4828778636e-12 -2.7140015346e-12 0.0000000000e+00 2.4828302877e-15 -4.4897343272e-16
1282 1.0104163443e-10 4.4912296191e-12 -2.8339409072e-12 0.0000000000e+00 2.4752863951e-15 -4.5253859939e-16
1283 1.0082084987e-10 4.4989607423e-12 -2.9541773164e-12 0.0000000000e+00 2.4677707850e-15 -4.5607874749e-16
1284 1.0061064766e-10 4.5060657033e-12 -3.0746547166e-12 0.0000000000e+00 2.4602833025e-15 -4.5959367825e-16
1285 1.0041107091e-10 4.5125389515e-12 -3.1953167117e-12 0.0000000000e+00 2.4528237905e-15 -4.6308319234e-16
1286 1.0022214541e-10 4.5183760268e-12 -3.3161081829e-12 0.0000000000e+00 2.4453921003e-15 -4.6654701648e-16
1287 1.0004382757e-10 4.5235769066e-12 -3.4369801925e-12 0.0000000000e+00 2.4379881233e-15 -4.6998458221e-16
1288 9.9876055933e-11 4.5281426966e-12 -3.5578851344e-12 0.0000000000e+00 2.4306117595e-15 -4.7339524459e-16
1289 9.9718768409e-11 4.5320745235e-12 -3.6787751105e-12 0.0000000000e+00 2.4232629075e-15 -4.7677835536e-16
1290 9.9571902283e-11 4.5353735345e-12 -3.7996019299e-12 0.0000000000e+00 2.4159414641e-15 -4.8013326296e-16
1291 9.9435394216e-11 4.5380408978e-12 -3.9203171083e-12 0.0000000000e+00 2.4086473244e-15 -4.8345931253e-16
1292 9.9309180235e-11 4.5400778025e-12 -4.0408718679e-12 0.0000000000e+00 2.4013803817e-15 -4.8675584589e-16
1293 9.9193195741e-11 4.5414854587e-12 -4.1612171362e-12 0.0000000000e+00 2.3941405279e-15 -4.9002220152e-16
1294 9.9087375499e-11 4.5422650974e-12 -4.2813035459e-12 0.0000000000e+00 2.3869276531e-15 -4.9325771460e-16
1295 9.8991653644e-11 4.5424179706e-12 -4.4010814342e-12 0.0000000000e+00 2.3797416456e-15 -4.9646171693e-16
1296 9.8905963674e-11 4.5419453515e-12 -4.5205008420e-12 0.0000000000e+00 2.3725823921e-15 -4.9963353702e-16
1297 9.8830238453e-11 4.5408485344e-12 -4.6395115140e-12 0.0000000000e+00 2.3654497777e-15 -5.0277250000e-16
1298 9.8764410205e-11 4.5391288348e-12 -4.7580628972e-12 0.0000000000e+00 2.3583436855e-15 -5.0587792765e-16
1299 9.8708410518e-11 4.5367875895e-12 -4.8761041411e-12 0.0000000000e+00 2.3512639973e-15 -5.0894913841e-16
1300 9.8662170338e-11 4.5338261565e-12 -4.9935840969e-12 0.0000000000e+00 2.3442105929e-15 -5.1198544733e-16
1301 9.8625619971e-11 4.5302459152e-12 -5.1104513169e-12 0.0000000000e+00 2.3371833505e-15 -5.1498616610e-16
1302 9.8598689078e-11 4.5260482663e-12 -5.2266540538e-12 0.0000000000e+00 2.3301821465e-15 -5.1795060304e-16
1303 9.8581306678e-11 4.5212346321e-12 -5.3421402604e-12 0.0000000000e+00 2.3232068556e-15 -5.2087806307e-16
1304 9.8573401143e-11 4.5158064562e-12 -5.4568575889e-12 0.0000000000e+00 2.3162573509e-15 -5.2376784775e-16
1305 9.8574900197e-11 4.5097652038e-12 -5.5707533904e-12 0.0000000000e+00 2.3093335037e-15 -5.2661925522e-16
1306 9.8585730918e-11 4.5031123618e-12 -5.6837747141e-12 0.0000000000e+00 2.3024351834e-15 -5.2943158024e-16
1307 9.8605819733e-11 4.4958494387e-12 -5.7958683073e-12 0.0000000000e+00 2.2955622579e-15 -5.3220411413e-16
1308 9.8635092418e-11 4.4879779645e-12 -5.9069806142e-12 0.0000000000e+00 2.2887145933e-15 -5.3493614483e-16
1309 9.8673474096e-11 4.4794994912e-12 -6.0170577755e-12 0.0000000000e+00 2.2818920539e-15 -5.3762695686e-16
1310 9.8720889237e-11 4.4704155924e-12 -6.1260456283e-12 0.0000000000e+00 2.2750945021e-15 -5.4027583130e-16
1311 9.8777251070e-11 4.4607286941e-12 -6.2338931309e-12 0.0000000000e+00 2.2683218080e-15 -5.4288219747e-16
1312 9.8842429701e-11 4.4504445768e-12 -6.3405626817e-12 0.0000000000e+00 2.2615738759e-15 -5.4544608977e-16
1313 9.8916283637e-11 4.4395699012e-12 -6.4460199148e-12 0.0000000000e+00 2.2548506178e-15 -5.4796769590e-16
1314 9.8998670337e-11 4.4281113808e-12 -6.5502302834e-12 0.0000000000e+00 2.2481519443e-15 -5.5044720570e-16
1315 9.9089446210e-11 4.4160757812e-12 -6.6531590604e-12 0.0000000000e+00 2.2414777645e-15 -5.5288481113e-16
1316 9.9188466614e-11 4.4034699212e-12 -6.7547713374e-12 0.0000000000e+00 2.2348279860e-15 -5.5528070626e-16
1317 9.9295585850e-11 4.3903006720e-12 -6.8550320246e-12 0.0000000000e+00 2.2282025152e-15 -5.5763508733e-16
1318 9.9410657167e-11 4.3765749580e-12 -6.9539058504e-12 0.0000000000e+00 2.2216012567e-15 -5.5994815267e-16
1319 9.9533532750e-11 4.3622997562e-12 -7.0513573613e-12 0.0000000000e+00 2.2150241140e-15 -5.6222010281e-16
1320 9.9664063727e-11 4.3474820972e-12 -7.1473509212e-12 0.0000000000e+00 2.2084709889e-15 -5.6445114037e-16
1321 9.9802100163e-11 4.3321290645e-12 -7.2418507117e-12 0.0000000000e+00 2.2019417819e-15 -5.6664147018e-16
1322 9.9947491057e-11 4.3162477951e-12 -7.3348207308e-12 0.0000000000e+00 2.1954363919e-15 -5.6879129919e-16
1323 1.0010008434e-10 4.2998454792e-12 -7.4262247938e-12 0.0000000000e+00 2.1889547164e-15 -5.7090083652e-16
1324 1.0025972688e-10 4.2829293608e-12 -7.5160265317e-12 0.0000000000e+00 2.1824966515e-15 -5.7297029347e-16
1325 1.0042626446e-10 4.2655067374e-12 -7.6041893919e-12 0.0000000000e+00 2.1760620916e-15 -5.7499988349e-16
1326 1.0059954181e-10 4.2475849604e-12 -7.6906766374e-12 0.0000000000e+00 2.1696509300e-15 -5.7698982222e-16
1327 1.0077940257e-10 4.2291714349e-12 -7.7754513466e-12 0.0000000000e+00 2.1632630583e-15 -5.7894032747e-16
1328 1.0096568930e-10 4.2102736200e-12 -7.8584764127e-12 0.0000000000e+00 2.1568983664e-15 -5.8085161927e-16
1329 1.0115824349e-10 4.1908990291e-12 -7.9397145438e-12 0.0000000000e+00 2.1505567431e-15 -5.8272391979e-16
1330 1.0135690555e-10 4.1710552293e-12 -8.0191282624e-12 0.0000000000e+00 2.1442380756e-15 -5.8455745343e-16
1331 1.0156151479e-10 4.1507498426e-12 -8.0966799051e-12 0.0000000000e+00 2.1379422495e-15 -5.8635244679e-16
1332 1.0177190945e-10 4.1299905449e-12 -8.1723316220e-12 0.0000000000e+00 2.1316691489e-15 -5.8810912864e-16
1333 1.0198792668e-10 4.1087850669e-12 -8.2460453769e-12 0.0000000000e+00 2.1254186565e-15 -5.8982773000e-16
1334 1.0220940253e-10 4.0871411939e-12 -8.3177829464e-12 0.0000000000e+00 2.1191906535e-15 -5.9150848408e-16
1335 1.0243617197e-10 4.0650667656e-12 -8.3875059202e-12 0.0000000000e+00 2.1129850196e-15 -5.9315162631e-16
1336 1.0266806699e-10 4.0425700408e-12 -8.4551798975e-12 0.0000000000e+00 2.1068016407e-15 -5.9475726008e-16
1337 1.0290491097e-10 4.0196607927e-12 -8.5207871290e-12 0.0000000000e+00 2.1006404326e-15 -5.9632495220e-16
1338 1.0314652427e-10 3.9963492255e-12 -8.5843140129e-12 0.0000000000e+00 2.0945013179e-15 -5.9785413304e-16
1339 1.0339272607e-10 3.9726456115e-12 -8.6457469101e-12 0.0000000000e+00 2.0883842177e-15 -5.9934423035e-16
1340 1.0364333437e-10 3.9485602916e-12 -8.7050721441e-12 0.0000000000e+00 2.0822890520e-15 -6.0079466927e-16
1341 1.0389816601e-10 3.9241036750e-12 -8.7622760009e-12 0.0000000000e+00 2.0762157395e-15 -6.0220487235e-16
1342 1.0415703666e-10 3.8992862397e-12 -8.8173447291e-12 0.0000000000e+00 2.0701641977e-15 -6.0357425950e-16
1343 1.0441976081e-10 3.8741185324e-12 -8.8702645400e-12 0.0000000000e+00 2.0641343427e-15 -6.0490224804e-16
1344 1.0468615175e-10 3.8486111688e-12 -8.9210216069e-12 0.0000000000e+00 2.0581260896e-15 -6.0618825265e-16
1345 1.0495602161e-10 3.8227748336e-12 -8.9696020660e-12 0.0000000000e+00 2.0521393521e-15 -6.0743168540e-16
1346 1.0522918133e-10 3.7966202807e-12 -9.0159920156e-12 0.0000000000e+00 2.0461740426e-15 -6.0863195570e-16
1347 1.0550544067e-10 3.7701583332e-12 -9.0601775164e-12 0.0000000000e+00 2.0402300723e-15 -6.0978847036e-16
1348 1.0578460819e-10 3.7433998837e-12 -9.1021445915e-12 0.0000000000e+00 2.0343073512e-15 -6.1090063353e-16
1349 1.0606649127e-10 3.7163558946e-12 -9.1418792259e-12 0.0000000000e+00 2.0284057879e-15 -6.1196784672e-16
1350 1.0635089608e-10 3.6890373976e-12 -9.1793673673e-12 0.0000000000e+00 2.0225252897e-15 -6.1298950879e-16
1351 1.0663762762e-10 3.6614554945e-12 -9.2145949252e-12 0.0000000000e+00 2.0166657630e-15 -6.1396501596e-16
1352 1.0692648968e-10 3.6336213571e-12 -9.2475477714e-12 0.0000000000e+00 2.0108271123e-15 -6.1489376177e-16
1353 1.0721728484e-10 3.6055462270e-12 -9.2782117398e-12 0.0000000000e+00 2.0050092414e-15 -6.1577513713e-16
1354 1.0750981449e-10 3.5772414165e-12 -9.3065726261e-12 0.0000000000e+00 1.9992120526e-15 -6.1660853025e-16
1355 1.0780387882e-10 3.5487183077e-12 -9.3326161884e-12 0.0000000000e+00 1.9934354467e-15 -6.1739332670e-16
1356 1.0809927681e-10 3.5199883537e-12 -9.3563281464e-12 0.0000000000e+00 1.9876793236e-15 -6.1812890935e-16
1357 1.0839580622e-10 3.4910630779e-12 -9.3776941818e-12 0.0000000000e+00 1.9819435817e-15 -6.1881465842e-16
1358 1.0869326361e-10 3.4619540747e-12 -9.3966999385e-12 0.0000000000e+00 1.9762281180e-15 -6.1944995143e-16
1359 1.0899144433e-10 3.4326730091e-12 -9.4133310217e-12 0.0000000000e+00 1.9705328285e-15 -6.2003416321e-16
