# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 4000,
# i.e. number of multipoles equal to 3999
#  l TT               EE               TE               BB               phiphi           Tphi             
2018 3.4783117618e-11 1.0476915729e-12 -2.8973066789e-12 0.0000000000e+00 4.0240477312e-16 -1.2208867224e-16
2019 3.4807935107e-11 1.0373564140e-12 -2.8800159296e-12 0.0000000000e+00 4.0158628753e-16 -1.2186236010e-16
2020 3.4831484275e-11 1.0270889683e-12 -2.8622119275e-12 0.0000000000e+00 4.0076981572e-16 -1.2162820097e-16
2021 3.4853738312e-11 1.0168922044e-12 -2.8439030089e-12 0.0000000000e+00 3.9995535203e-16 -1.2138618636e-16
2022 3.4874670313e-11 1.0067691019e-12 -2.8250975474e-12 0.0000000000e+00 3.9914289073e-16 -1.2113630779e-16
2023 3.4894253277e-11 9.9672265123e-13 -2.8058039540e-12 0.0000000000e+00 3.9833242607e-16 -1.2087855683e-16
2024 3.4912460108e-11 9.8675585416e-13 -2.7860306772e-12 0.0000000000e+00 3.9752395221e-16 -1.2061292507e-16
2025 3.4929263617e-11 9.7687172336e-13 -2.7657862026e-12 0.0000000000e+00 3.9671746330e-16 -1.2033940414e-16
2026 3.4944636515e-11 9.6707328263e-13 -2.7450790537e-12 0.0000000000e+00 3.9591295340e-16 -1.2005798569e-16
2027 3.4958551423e-11 9.5736356686e-13 -2.7239177913e-12 0.0000000000e+00 3.9511041653e-16 -1.1976866143e-16
2028 3.4970980862e-11 9.4774562203e-13 -2.7023110138e-12 0.0000000000e+00 3.9430984667e-16 -1.1947142307e-16
2029 3.4981897260e-11 9.3822250525e-13 -2.6802673573e-12 0.0000000000e+00 3.9351123772e-16 -1.1916626237e-16
2030 3.4991272948e-11 9.2879728476e-13 -2.6577954955e-12 0.0000000000e+00 3.9271458355e-16 -1.1885317112e-16
2031 3.4999080161e-11 9.1947303996e-13 -2.6349041401e-12 0.0000000000e+00 3.9191987796e-16 -1.1853214114e-16
2032 3.5005291039e-11 9.1025286137e-13 -2.6116020402e-12 0.0000000000e+00 3.9112711471e-16 -1.1820316428e-16
2033 3.5009877624e-11 9.0113985073e-13 -2.5878979830e-12 0.0000000000e+00 3.9033628751e-16 -1.1786623244e-16
2034 3.5012811864e-11 8.9213712093e-13 -2.5638007934e-12 0.0000000000e+00 3.8954738999e-16 -1.1752133752e-16
2035 3.5014065608e-11 8.8324779607e-13 -2.5393193344e-12 0.0000000000e+00 3.8876041576e-16 -1.1716847150e-16
2036 3.5013614049e-11 8.7447474866e-13 -2.5144627830e-12 0.0000000000e+00 3.8797535864e-16 -1.1680768421e-16
2037 3.5011446056e-11 8.6581980917e-13 -2.4892414614e-12 0.0000000000e+00 3.8719221359e-16 -1.1643925750e-16
2038 3.5007553915e-11 8.5728455080e-13 -2.4636660116e-12 0.0000000000e+00 3.8641097579e-16 -1.1606353237e-16
2039 3.5001929894e-11 8.4887055182e-13 -2.4377471206e-12 0.0000000000e+00 3.8563164039e-16 -1.1568085119e-16
2040 3.4994566247e-11 8.4057939554e-13 -2.4114955200e-12 0.0000000000e+00 3.8485420249e-16 -1.1529155777e-16
2041 3.4985455212e-11 8.3241267033e-13 -2.3849219862e-12 0.0000000000e+00 3.8407865715e-16 -1.1489599730e-16
2042 3.4974589012e-11 8.2437196961e-13 -2.3580373402e-12 0.0000000000e+00 3.8330499936e-16 -1.1449451639e-16
2043 3.4961959852e-11 8.1645889189e-13 -2.3308524481e-12 0.0000000000e+00 3.8253322407e-16 -1.1408746304e-16
2044 3.4947559923e-11 8.0867504074e-13 -2.3033782208e-12 0.0000000000e+00 3.8176332621e-16 -1.1367518667e-16
2045 3.4931381402e-11 8.0102202481e-13 -2.2756256142e-12 0.0000000000e+00 3.8099530063e-16 -1.1325803811e-16
2046 3.4913416446e-11 7.9350145784e-13 -2.2476056292e-12 0.0000000000e+00 3.8022914215e-16 -1.1283636960e-16
2047 3.4893657200e-11 7.8611495865e-13 -2.2193293118e-12 0.0000000000e+00 3.7946484552e-16 -1.1241053480e-16
2048 3.4872095791e-11 7.7886415118e-13 -2.1908077532e-12 0.0000000000e+00 3.7870240548e-16 -1.1198088876e-16
2049 3.4848724331e-11 7.7175066445e-13 -2.1620520897e-12 0.0000000000e+00 3.7794181668e-16 -1.1154778798e-16
2050 3.4823534917e-11 7.6477613259e-13 -2.1330735029e-12 0.0000000000e+00 3.7718307376e-16 -1.1111159037e-16
2051 3.4796519629e-11 7.5794219487e-13 -2.1038832197e-12 0.0000000000e+00 3.7642617129e-16 -1.1067265524e-16
2052 3.4767670531e-11 7.5125049565e-13 -2.0744925125e-12 0.0000000000e+00 3.7567110379e-16 -1.1023134336e-16
2053 3.4736979673e-11 7.4470268442e-13 -2.0449126988e-12 0.0000000000e+00 3.7491786575e-16 -1.0978801688e-16
2054 3.4704439087e-11 7.3830041581e-13 -2.0151551419e-12 0.0000000000e+00 3.7416645159e-16 -1.0934303942e-16
2055 3.4670040791e-11 7.3204534958e-13 -1.9852312504e-12 0.0000000000e+00 3.7341685570e-16 -1.0889677599e-16
2056 3.4633776785e-11 7.2593915065e-13 -1.9551524787e-12 0.0000000000e+00 3.7266907241e-16 -1.0844959306e-16
2057 3.4595639054e-11 7.1998348906e-13 -1.9249303267e-12 0.0000000000e+00 3.7192309600e-16 -1.0800185850e-16
2058 3.4555619569e-11 7.1418004003e-13 -1.8945763399e-12 0.0000000000e+00 3.7117892072e-16 -1.0755394165e-16
2059 3.4513710282e-11 7.0853048391e-13 -1.8641021099e-12 0.0000000000e+00 3.7043654075e-16 -1.0710621325e-16
2060 3.4469903132e-11 7.0303650624e-13 -1.8335192737e-12 0.0000000000e+00 3.6969595023e-16 -1.0665904550e-16
2061 3.4424193126e-11 6.9769951997e-13 -1.8028392991e-12 0.0000000000e+00 3.6895714352e-16 -1.0621271754e-16
2062 3.4376587631e-11 6.9251983001e-13 -1.7720728361e-12 0.0000000000e+00 3.6822011598e-16 -1.0576713128e-16
2063 3.4327097151e-11 6.8749746274e-13 -1.7412303609e-12 0.0000000000e+00 3.6748486320e-16 -1.0532209357e-16
2064 3.4275732243e-11 6.8263244330e-13 -1.7103223905e-12 0.0000000000e+00 3.6675138072e-16 -1.0487741050e-16
2065 3.4222503523e-11 6.7792479547e-13 -1.6793594832e-12 0.0000000000e+00 3.6601966404e-16 -1.0443288739e-16
2066 3.4167421663e-11 6.7337454179e-13 -1.6483522380e-12 0.0000000000e+00 3.6528970860e-16 -1.0398832880e-16
2067 3.4110497391e-11 6.6898170347e-13 -1.6173112956e-12 0.0000000000e+00 3.6456150984e-16 -1.0354353855e-16
2068 3.4051741490e-11 6.6474630043e-13 -1.5862473374e-12 0.0000000000e+00 3.6383506312e-16 -1.0309831965e-16
2069 3.3991164801e-11 6.6066835128e-13 -1.5551710865e-12 0.0000000000e+00 3.6311036375e-16 -1.0265247438e-16
2070 3.3928778221e-11 6.5674787334e-13 -1.5240933069e-12 0.0000000000e+00 3.6238740704e-16 -1.0220580425e-16
2071 3.3864592703e-11 6.5298488261e-13 -1.4930248042e-12 0.0000000000e+00 3.6166618822e-16 -1.0175810998e-16
2072 3.3798619258e-11 6.4937939378e-13 -1.4619764254e-12 0.0000000000e+00 3.6094670249e-16 -1.0130919155e-16
2073 3.3730868952e-11 6.4593142024e-13 -1.4309590589e-12 0.0000000000e+00 3.6022894500e-16 -1.0085884815e-16
2074 3.3661352909e-11 6.4264097406e-13 -1.3999836346e-12 0.0000000000e+00 3.5951291086e-16 -1.0040687821e-16
2075 3.3590082310e-11 6.3950806599e-13 -1.3690611239e-12 0.0000000000e+00 3.5879859515e-16 -9.9953079385e-17
2076 3.3517068391e-11 6.3653270547e-13 -1.3382025400e-12 0.0000000000e+00 3.5808599288e-16 -9.9497248566e-17
2077 3.3442322447e-11 6.3371490063e-13 -1.3074189376e-12 0.0000000000e+00 3.5737509904e-16 -9.9039181860e-17
2078 3.3365855830e-11 6.3105465824e-13 -1.2767214131e-12 0.0000000000e+00 3.5666590856e-16 -9.8578674605e-17
2079 3.3287679948e-11 6.2855198379e-13 -1.2461211047e-12 0.0000000000e+00 3.5595841634e-16 -9.8115521365e-17
2080 3.3207806267e-11 6.2620688142e-13 -1.2156291924e-12 0.0000000000e+00 3.5525261723e-16 -9.7649515926e-17
2081 3.3126246310e-11 6.2401935395e-13 -1.1852568980e-12 0.0000000000e+00 3.5454850602e-16 -9.7180451300e-17
2082 3.3043011659e-11 6.2198940287e-13 -1.1550154854e-12 0.0000000000e+00 3.5384607750e-16 -9.6708119719e-17
2083 3.2958113949e-11 6.2011702832e-13 -1.1249162601e-12 0.0000000000e+00 3.5314532636e-16 -9.6232312638e-17
2084 3.2871564878e-11 6.1840222914e-13 -1.0949705701e-12 0.0000000000e+00 3.5244624729e-16 -9.5752820732e-17
2085 3.2783376198e-11 6.1684500279e-13 -1.0651898049e-12 0.0000000000e+00 3.5174883492e-16 -9.5269433896e-17
2086 3.2693561788e-11 6.1544511948e-13 -1.0355847966e-12 0.0000000000e+00 3.5105308407e-16 -9.4782023285e-17
2087 3.2602143872e-11 6.1420144251e-13 -1.0061640154e-12 0.0000000000e+00 3.5035899047e-16 -9.4290788067e-17
2088 3.2509146844e-11 6.1311260313e-13 -9.7693536106e-13 0.0000000000e+00 3.4966655008e-16 -9.3796010399e-17
2089 3.2414595203e-11 6.1217722602e-13 -9.4790676193e-13 0.0000000000e+00 3.4897575880e-16 -9.3297973547e-17
2090 3.2318513552e-11 6.1139392933e-13 -9.1908617471e-13 0.0000000000e+00 3.4828661248e-16 -9.2796961885e-17
2091 3.2220926605e-11 6.1076132461e-13 -8.9048158462e-13 0.0000000000e+00 3.4759910695e-16 -9.2293260893e-17
2092 3.2121859175e-11 6.1027801685e-13 -8.6210100542e-13 0.0000000000e+00 3.4691323799e-16 -9.1787157168e-17
2093 3.2021336187e-11 6.0994260443e-13 -8.3395247939e-13 0.0000000000e+00 3.4622900135e-16 -9.1278938413e-17
2094 3.1919382670e-11 6.0975367916e-13 -8.0604407745e-13 0.0000000000e+00 3.4554639274e-16 -9.0768893449e-17
2095 3.1816023757e-11 6.0970982623e-13 -7.7838389913e-13 0.0000000000e+00 3.4486540783e-16 -9.0257312210e-17
2096 3.1711284692e-11 6.0980962422e-13 -7.5098007259e-13 0.0000000000e+00 3.4418604223e-16 -8.9744485747e-17
2097 3.1605190822e-11 6.1005164511e-13 -7.2384075473e-13 0.0000000000e+00 3.4350829155e-16 -8.9230706228e-17
2098 3.1497767602e-11 6.1043445422e-13 -6.9697413113e-13 0.0000000000e+00 3.4283215133e-16 -8.8716266940e-17
2099 3.1389040594e-11 6.1095661025e-13 -6.7038841617e-13 0.0000000000e+00 3.4215761708e-16 -8.8201462290e-17
2100 3.1279035468e-11 6.1161666526e-13 -6.4409185298e-13 0.0000000000e+00 3.4148468427e-16 -8.7686587808e-17
2101 3.1167777998e-11 6.1241316464e-13 -6.1809271356e-13 0.0000000000e+00 3.4081334833e-16 -8.7171940145e-17
2102 3.1055294068e-11 6.1334464713e-13 -5.9239929872e-13 0.0000000000e+00 3.4014360466e-16 -8.6657817078e-17
2103 3.0941609669e-11 6.1440964479e-13 -5.6701993820e-13 0.0000000000e+00 3.3947544860e-16 -8.6144517508e-17
2104 3.0826750899e-11 6.1560668301e-13 -5.4196299064e-13 0.0000000000e+00 3.3880887548e-16 -8.5632341463e-17
2105 3.0710743963e-11 6.1693428050e-13 -5.1723684366e-13 0.0000000000e+00 3.3814388055e-16 -8.5121590101e-17
2106 3.0593615175e-11 6.1839094924e-13 -4.9284991385e-13 0.0000000000e+00 3.3748045906e-16 -8.4612565708e-17
2107 3.0475390958e-11 6.1997519455e-13 -4.6881064684e-13 0.0000000000e+00 3.3681860619e-16 -8.4105571702e-17
2108 3.0356097839e-11 6.2168551500e-13 -4.4512751730e-13 0.0000000000e+00 3.3615831711e-16 -8.3600912632e-17
2109 3.0235762457e-11 6.2352040247e-13 -4.2180902900e-13 0.0000000000e+00 3.3549958692e-16 -8.3098894181e-17
2110 3.0114411557e-11 6.2547834209e-13 -3.9886371485e-13 0.0000000000e+00 3.3484241069e-16 -8.2599823168e-17
2111 2.9992072661e-11 6.2755768495e-13 -3.7629932726e-13 0.0000000000e+00 3.3418678368e-16 -8.2103919803e-17
2112 2.9868776066e-11 6.2975626520e-13 -3.5412040316e-13 0.0000000000e+00 3.3353270196e-16 -8.1611053795e-17
2113 2.9744552860e-11 6.3207178026e-13 -3.3233068220e-13 0.0000000000e+00 3.3288016180e-16 -8.1121006418e-17
2114 2.9619434255e-11 6.3450191788e-13 -3.1093391484e-13 0.0000000000e+00 3.3222915941e-16 -8.0633558089e-17
2115 2.9493451584e-11 6.3704435616e-13 -2.8993386236e-13 0.0000000000e+00 3.3157969099e-16 -8.0148488364e-17
2116 2.9366636308e-11 6.3969676350e-13 -2.6933429690e-13 0.0000000000e+00 3.3093175269e-16 -7.9665575940e-17
2117 2.9239020011e-11 6.4245679860e-13 -2.4913900143e-13 0.0000000000e+00 3.3028534063e-16 -7.9184598652e-17
2118 2.9110634401e-11 6.4532211046e-13 -2.2935176979e-13 0.0000000000e+00 3.2964045089e-16 -7.8705333473e-17
2119 2.8981511312e-11 6.4829033834e-13 -2.0997640670e-13 0.0000000000e+00 3.2899707951e-16 -7.8227556513e-17
2120 2.8851682702e-11 6.5135911180e-13 -1.9101672775e-13 0.0000000000e+00 3.2835522252e-16 -7.7751043018e-17
2121 2.8721180654e-11 6.5452605063e-13 -1.7247655945e-13 0.0000000000e+00 3.2771487588e-16 -7.7275567368e-17
2122 2.8590037377e-11 6.5778876486e-13 -1.5435973919e-13 0.0000000000e+00 3.2707603553e-16 -7.6800903076e-17
2123 2.8458285205e-11 6.6114485477e-13 -1.3667011530e-13 0.0000000000e+00 3.2643869738e-16 -7.6326822788e-17
2124 2.8325956596e-11 6.6459191084e-13 -1.1941154704e-13 0.0000000000e+00 3.2580285729e-16 -7.5853098283e-17
2125 2.8193084136e-11 6.6812751378e-13 -1.0258790460e-13 0.0000000000e+00 3.2516851110e-16 -7.5379500468e-17
2126 2.8059700535e-11 6.7174923448e-13 -8.6203069143e-14 0.0000000000e+00 3.2453565461e-16 -7.4905799382e-17
2127 2.7925838631e-11 6.7545463402e-13 -7.0260932776e-14 0.0000000000e+00 3.2390428357e-16 -7.4431764191e-17
2128 2.7791531385e-11 6.7924126365e-13 -5.4765398595e-14 0.0000000000e+00 3.2327439370e-16 -7.3957163188e-17
2129 2.7656811887e-11 6.8310666478e-13 -3.9720380684e-14 0.0000000000e+00 3.2264598071e-16 -7.3481763795e-17
2130 2.7521713351e-11 6.8704836898e-13 -2.5129804122e-14 0.0000000000e+00 3.2201904023e-16 -7.3005332555e-17
2131 2.7386269121e-11 6.9106389794e-13 -1.0997605003e-14 0.0000000000e+00 3.2139356789e-16 -7.2527635140e-17
2132 2.7250512663e-11 6.9515076350e-13 2.6722695577e-15 0.0000000000e+00 3.2076955926e-16 -7.2048436342e-17
2133 2.7114477575e-11 6.9930646758e-13 1.5875861412e-14 0.0000000000e+00 3.2014700988e-16 -7.1567500078e-17
2134 2.6978197577e-11 7.0352850222e-13 2.8609201365e-14 0.0000000000e+00 3.1952591527e-16 -7.1084589383e-17
2135 2.6841706520e-11 7.0781434956e-13 4.0868309167e-14 0.0000000000e+00 3.1890627089e-16 -7.0599466415e-17
2136 2.6705037659e-11 7.1216147312e-13 5.2649990176e-14 0.0000000000e+00 3.1828807238e-16 -7.0111951683e-17
2137 2.6568221487e-11 7.1656729164e-13 6.3954231352e-14 0.0000000000e+00 3.1767131611e-16 -6.9622102194e-17
2138 2.6431287892e-11 7.2102920506e-13 7.4781821665e-14 0.0000000000e+00 3.1705599864e-16 -6.9130034522e-17
2139 2.6294266870e-11 7.2554460315e-13 8.5133556912e-14 0.0000000000e+00 3.1644211648e-16 -6.8635865694e-17
2140 2.6157188529e-11 7.3011086554e-13 9.5010239731e-14 0.0000000000e+00 3.1582966612e-16 -6.8139713185e-17
2141 2.6020083092e-11 7.3472536167e-13 1.0441267961e-13 0.0000000000e+00 3.1521864400e-16 -6.7641694922e-17
2142 2.5882980889e-11 7.3938545077e-13 1.1334169288e-13 0.0000000000e+00 3.1460904655e-16 -6.7141929282e-17
2143 2.5745912365e-11 7.4408848191e-13 1.2179810278e-13 0.0000000000e+00 3.1400087015e-16 -6.6640535094e-17
2144 2.5608908078e-11 7.4883179393e-13 1.2978273937e-13 0.0000000000e+00 3.1339411116e-16 -6.6137631638e-17
2145 2.5471998696e-11 7.5361271542e-13 1.3729643965e-13 0.0000000000e+00 3.1278876590e-16 -6.5633338648e-17
2146 2.5335215000e-11 7.5842856477e-13 1.4434004747e-13 0.0000000000e+00 3.1218483065e-16 -6.5127776310e-17
2147 2.5198587884e-11 7.6327665011e-13 1.5091441363e-13 0.0000000000e+00 3.1158230168e-16 -6.4621065265e-17
2148 2.5062148355e-11 7.6815426929e-13 1.5702039581e-13 0.0000000000e+00 3.1098117520e-16 -6.4113326606e-17
2149 2.4925927532e-11 7.7305870992e-13 1.6265885864e-13 0.0000000000e+00 3.1038144742e-16 -6.3604681882e-17
2150 2.4789956646e-11 7.7798724929e-13 1.6783067366e-13 0.0000000000e+00 3.0978311448e-16 -6.3095253099e-17
2151 2.4654267044e-11 7.8293715442e-13 1.7253671938e-13 0.0000000000e+00 3.0918617252e-16 -6.2585162714e-17
2152 2.4518890184e-11 7.8790568201e-13 1.7677788124e-13 0.0000000000e+00 3.0859061762e-16 -6.2074533646e-17
2153 2.4383857637e-11 7.9289007843e-13 1.8055505166e-13 0.0000000000e+00 3.0799644585e-16 -6.1563489266e-17
2154 2.4249201088e-11 7.9788757974e-13 1.8386913003e-13 0.0000000000e+00 3.0740365324e-16 -6.1052153406e-17
2155 2.4114952337e-11 8.0289541164e-13 1.8672102271e-13 0.0000000000e+00 3.0681223577e-16 -6.0540650353e-17
2156 2.3981143295e-11 8.0791078947e-13 1.8911164306e-13 0.0000000000e+00 3.0622218942e-16 -6.0029104854e-17
2157 2.3847805990e-11 8.1293091820e-13 1.9104191144e-13 0.0000000000e+00 3.0563351010e-16 -5.9517642114e-17
2158 2.3714972560e-11 8.1795299243e-13 1.9251275523e-13 0.0000000000e+00 3.0504619372e-16 -5.9006387799e-17
2159 2.3582675261e-11 8.2297419637e-13 1.9352510881e-13 0.0000000000e+00 3.0446023613e-16 -5.8495468034e-17
2160 2.3450946460e-11 8.2799170380e-13 1.9407991361e-13 0.0000000000e+00 3.0387563317e-16 -5.7985009404e-17
2161 2.3319816859e-11 8.3300277664e-13 1.9417873131e-13 0.0000000000e+00 3.0329238080e-16 -5.7475138862e-17
2162 2.3189310129e-11 8.3800506132e-13 1.9382558814e-13 0.0000000000e+00 3.0271047570e-16 -5.6965983453e-17
2163 2.3059448239e-11 8.4299629435e-13 1.9302514308e-13 0.0000000000e+00 3.0212991466e-16 -5.6457670586e-17
2164 2.2930253231e-11 8.4797420399e-13 1.9178207584e-13 0.0000000000e+00 3.0155069446e-16 -5.5950328131e-17
2165 2.2801747224e-11 8.5293651024e-13 1.9010108686e-13 0.0000000000e+00 3.0097281185e-16 -5.5444084422e-17
2166 2.2673952412e-11 8.5788092479e-13 1.8798689735e-13 0.0000000000e+00 3.0039626356e-16 -5.4939068251e-17
2167 2.2546891062e-11 8.6280515108e-13 1.8544424929e-13 0.0000000000e+00 2.9982104627e-16 -5.4435408874e-17
2168 2.2420585520e-11 8.6770688423e-13 1.8247790548e-13 0.0000000000e+00 2.9924715664e-16 -5.3933236011e-17
2169 2.2295058204e-11 8.7258381104e-13 1.7909264958e-13 0.0000000000e+00 2.9867459131e-16 -5.3432679842e-17
2170 2.2170331612e-11 8.7743361002e-13 1.7529328606e-13 0.0000000000e+00 2.9810334687e-16 -5.2933871012e-17
2171 2.2046428312e-11 8.8225395134e-13 1.7108464034e-13 0.0000000000e+00 2.9753341990e-16 -5.2436940632e-17
2172 2.1923370953e-11 8.8704249682e-13 1.6647155869e-13 0.0000000000e+00 2.9696480693e-16 -5.1942020276e-17
2173 2.1801182257e-11 8.9179689995e-13 1.6145890838e-13 0.0000000000e+00 2.9639750448e-16 -5.1449241983e-17
2174 2.1679885022e-11 8.9651480586e-13 1.5605157759e-13 0.0000000000e+00 2.9583150904e-16 -5.0958738259e-17
2175 2.1559502123e-11 9.0119385132e-13 1.5025447552e-13 0.0000000000e+00 2.9526681704e-16 -5.0470642076e-17
2176 2.1440056510e-11 9.0583166471e-13 1.4407253237e-13 0.0000000000e+00 2.9470342493e-16 -4.9985086873e-17
2177 2.1321571211e-11 9.1042586604e-13 1.3751069940e-13 0.0000000000e+00 2.9414132908e-16 -4.9502206556e-17
2178 2.1204069328e-11 9.1497406692e-13 1.3057394891e-13 0.0000000000e+00 2.9358052586e-16 -4.9022135499e-17
2179 2.1087574041e-11 9.1947387056e-13 1.2326727429e-13 0.0000000000e+00 2.9302101161e-16 -4.8545008545e-17
2180 2.0972108605e-11 9.2392287175e-13 1.1559569007e-13 0.0000000000e+00 2.9246278262e-16 -4.8070961005e-17
2181 2.0857696353e-11 9.2831865686e-13 1.0756423190e-13 0.0000000000e+00 2.9190583517e-16 -4.7600128661e-17
2182 2.0744360693e-11 9.3265880384e-13 9.9177956598e-14 0.0000000000e+00 2.9135016550e-16 -4.7132647764e-17
2183 2.0632125113e-11 9.3694088219e-13 9.0441942173e-14 0.0000000000e+00 2.9079576983e-16 -4.6668655035e-17
2184 2.0521013172e-11 9.4116245295e-13 8.1361287854e-14 0.0000000000e+00 2.9024264432e-16 -4.6208287668e-17
2185 2.0411048512e-11 9.4532106871e-13 7.1941114109e-14 0.0000000000e+00 2.8969078514e-16 -4.5751683327e-17
2186 2.0302252539e-11 9.4941444575e-13 6.2186861733e-14 0.0000000000e+00 2.8914018857e-16 -4.5298953561e-17
2187 2.0194637488e-11 9.5344098168e-13 5.2105191235e-14 0.0000000000e+00 2.8859085152e-16 -4.4850103849e-17
2188 2.0088213315e-11 9.5739924128e-13 4.1703089524e-14 0.0000000000e+00 2.8804277103e-16 -4.4405113018e-17
2189 1.9982990002e-11 9.6128778459e-13 3.0987571431e-14 0.0000000000e+00 2.8749594411e-16 -4.3963959785e-17
2190 1.9878977559e-11 9.6510516693e-13 1.9965679735e-14 0.0000000000e+00 2.8695036776e-16 -4.3526622758e-17
2191 1.9776186020e-11 9.6884993893e-13 8.6444852040e-15 0.0000000000e+00 2.8640603894e-16 -4.3093080430e-17
2192 1.9674625449e-11 9.7252064644e-13 -2.9689133784e-15 0.0000000000e+00 2.8586295458e-16 -4.2663311185e-17
2193 1.9574305933e-11 9.7611583063e-13 -1.4867389177e-14 0.0000000000e+00 2.8532111159e-16 -4.2237293295e-17
2194 1.9475237588e-11 9.7963402790e-13 -2.7043787272e-14 0.0000000000e+00 2.8478050686e-16 -4.1815004920e-17
2195 1.9377430555e-11 9.8307376991e-13 -3.9490924631e-14 0.0000000000e+00 2.8424113724e-16 -4.1396424108e-17
2196 1.9280895003e-11 9.8643358359e-13 -5.2201590067e-14 0.0000000000e+00 2.8370299955e-16 -4.0981528797e-17
2197 1.9185641126e-11 9.8971199108e-13 -6.5168544216e-14 0.0000000000e+00 2.8316609060e-16 -4.0570296809e-17
2198 1.9091679146e-11 9.9290750981e-13 -7.8384519497e-14 0.0000000000e+00 2.8263040715e-16 -4.0162705857e-17
2199 1.8999019311e-11 9.9601865241e-13 -9.1842220083e-14 0.0000000000e+00 2.8209594597e-16 -3.9758733540e-17
2200 1.8907671895e-11 9.9904392675e-13 -1.0553432186e-13 0.0000000000e+00 2.8156270375e-16 -3.9358357346e-17
2201 1.8817647202e-11 1.0019818359e-12 -1.1945347242e-13 0.0000000000e+00 2.8103067720e-16 -3.8961554648e-17
2202 1.8728955558e-11 1.0048308783e-12 -1.3359229099e-13 0.0000000000e+00 2.8049986298e-16 -3.8568302709e-17
2203 1.8641607319e-11 1.0075895473e-12 -1.4794336842e-13 0.0000000000e+00 2.7997025772e-16 -3.8178578677e-17
2204 1.8555612867e-11 1.0102563317e-12 -1.6249926716e-13 0.0000000000e+00 2.7944185803e-16 -3.7792359587e-17
2205 1.8470982611e-11 1.0128297156e-12 -1.7725252120e-13 0.0000000000e+00 2.7891466050e-16 -3.7409622361e-17
2206 1.8387726986e-11 1.0153081779e-12 -1.9219563608e-13 0.0000000000e+00 2.7838866168e-16 -3.7030343809e-17
2207 1.8305856455e-11 1.0176901931e-12 -2.0732108880e-13 0.0000000000e+00 2.7786385809e-16 -3.6654500625e-17
2208 1.8225381507e-11 1.0199742308e-12 -2.2262132784e-13 0.0000000000e+00 2.7734024624e-16 -3.6282069392e-17
2209 1.8146312659e-11 1.0221587555e-12 -2.3808877308e-13 0.0000000000e+00 2.7681782259e-16 -3.5913026576e-17
2210 1.8068660454e-11 1.0242422273e-12 -2.5371581583e-13 0.0000000000e+00 2.7629658360e-16 -3.5547348533e-17
2211 1.7992433226e-11 1.0262232989e-12 -2.6949486309e-13 0.0000000000e+00 2.7577652581e-16 -3.5184998673e-17
2212 1.7917630373e-11 1.0281014108e-12 -2.8541847098e-13 0.0000000000e+00 2.7525764637e-16 -3.4825888889e-17
2213 1.7844249041e-11 1.0298762004e-12 -3.0147921218e-13 0.0000000000e+00 2.7473994253e-16 -3.4469917875e-17
2214 1.7772286354e-11 1.0315473045e-12 -3.1766963156e-13 0.0000000000e+00 2.7422341153e-16 -3.4116983932e-17
2215 1.7701739412e-11 1.0331143593e-12 -3.3398224623e-13 0.0000000000e+00 2.7370805057e-16 -3.3766984966e-17
2216 1.7632605296e-11 1.0345770005e-12 -3.5040954542e-13 0.0000000000e+00 2.7319385683e-16 -3.3419818490e-17
2217 1.7564881066e-11 1.0359348633e-12 -3.6694399052e-13 0.0000000000e+00 2.7268082747e-16 -3.3075381623e-17
2218 1.7498563756e-11 1.0371875823e-12 -3.8357801500e-13 0.0000000000e+00 2.7216895963e-16 -3.2733571086e-17
2219 1.7433650384e-11 1.0383347917e-12 -4.0030402440e-13 0.0000000000e+00 2.7165825042e-16 -3.2394283205e-17
2220 1.7370137942e-11 1.0393761250e-12 -4.1711439632e-13 0.0000000000e+00 2.7114869691e-16 -3.2057413913e-17
2221 1.7308023401e-11 1.0403112151e-12 -4.3400148032e-13 0.0000000000e+00 2.7064029616e-16 -3.1722858742e-17
2222 1.7247303712e-11 1.0411396945e-12 -4.5095759798e-13 0.0000000000e+00 2.7013304522e-16 -3.1390512830e-17
2223 1.7187975803e-11 1.0418611951e-12 -4.6797504277e-13 0.0000000000e+00 2.6962694109e-16 -3.1060270916e-17
2224 1.7130036581e-11 1.0424753484e-12 -4.8504608013e-13 0.0000000000e+00 2.6912198075e-16 -3.0732027340e-17
2225 1.7073482928e-11 1.0429817851e-12 -5.0216294731e-13 0.0000000000e+00 2.6861816116e-16 -3.0405676047e-17
2226 1.7018311708e-11 1.0433801355e-12 -5.1931785346e-13 0.0000000000e+00 2.6811547926e-16 -3.0081110580e-17
2227 1.6964519761e-11 1.0436700293e-12 -5.3650297952e-13 0.0000000000e+00 2.6761393196e-16 -2.9758224084e-17
2228 1.6912103906e-11 1.0438510957e-12 -5.5371047821e-13 0.0000000000e+00 2.6711351614e-16 -2.9436909303e-17
2229 1.6861060940e-11 1.0439229634e-12 -5.7093247400e-13 0.0000000000e+00 2.6661422866e-16 -2.9117058582e-17
2230 1.6811387636e-11 1.0438852604e-12 -5.8816106310e-13 0.0000000000e+00 2.6611606635e-16 -2.8798563865e-17
2231 1.6763080747e-11 1.0437376143e-12 -6.0538831338e-13 0.0000000000e+00 2.6561902602e-16 -2.8481316694e-17
2232 1.6716137004e-11 1.0434796521e-12 -6.2260626437e-13 0.0000000000e+00 2.6512310446e-16 -2.8165208211e-17
