# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000,
# i.e. number of multipoles equal to 2999
#  l TT               EE               TE               BB               phiphi           Tphi             
1348 1.0696292826e-10 3.5605308988e-12 -8.0298273795e-12 1.2712278618e-14 2.0343073512e-15 -6.1090063353e-16
1349 1.0716214697e-10 3.5379609299e-12 -8.0600839950e-12 1.2708886016e-14 2.0284057879e-15 -6.1196784672e-16
1350 1.0736324283e-10 3.5151781509e-12 -8.0884974825e-12 1.2705565476e-14 2.0225252897e-15 -6.1298950879e-16
1351 1.0756605587e-10 3.4921917627e-12 -8.1150579619e-12 1.2702315286e-14 2.0166657630e-15 -6.1396501596e-16
1352 1.0777042516e-10 3.4690110242e-12 -8.1397555319e-12 1.2699133722e-14 2.0108271123e-15 -6.1489376177e-16
1353 1.0797618879e-10 3.4456452518e-12 -8.1625802699e-12 1.2696019049e-14 2.0050092414e-15 -6.1577513713e-16
1354 1.0818318385e-10 3.4221038201e-12 -8.1835222320e-12 1.2692969518e-14 1.9992120526e-15 -6.1660853025e-16
1355 1.0839124646e-10 3.3983961614e-12 -8.2025714531e-12 1.2689983369e-14 1.9934354467e-15 -6.1739332670e-16
1356 1.0860021174e-10 3.3745317662e-12 -8.2197179468e-12 1.2687058830e-14 1.9876793236e-15 -6.1812890935e-16
1357 1.0880991382e-10 3.3505201833e-12 -8.2349517053e-12 1.2684194115e-14 1.9819435817e-15 -6.1881465842e-16
1358 1.0902018585e-10 3.3263710199e-12 -8.2482626995e-12 1.2681387428e-14 1.9762281180e-15 -6.1944995143e-16
1359 1.0923085998e-10 3.3020939413e-12 -8.2596408791e-12 1.2678636960e-14 1.9705328285e-15 -6.2003416321e-16
1360 1.0944176737e-10 3.2776986716e-12 -8.2690761722e-12 1.2675940889e-14 1.9648576077e-15 -6.2056666590e-16
1361 1.0965274410e-10 3.2531948194e-12 -8.2765616151e-12 1.2673297348e-14 1.9592023554e-15 -6.2104710771e-16
1362 1.0986364906e-10 3.2285913531e-12 -8.2821027766e-12 1.2670704334e-14 1.9535669978e-15 -6.2147625248e-16
1363 1.1007434625e-10 3.2038971199e-12 -8.2857084348e-12 1.2668159796e-14 1.9479514662e-15 -6.2185514909e-16
1364 1.1028469886e-10 3.1791210203e-12 -8.2873874572e-12 1.2665661672e-14 1.9423556913e-15 -6.2218485361e-16
1365 1.1049456932e-10 3.1542720072e-12 -8.2871488004e-12 1.2663207884e-14 1.9367796024e-15 -6.2246642923e-16
1366 1.1070381924e-10 3.1293590870e-12 -8.2850015110e-12 1.2660796342e-14 1.9312231278e-15 -6.2270094635e-16
1367 1.1091230945e-10 3.1043913187e-12 -8.2809547248e-12 1.2658424941e-14 1.9256861948e-15 -6.2288948253e-16
1368 1.1111989996e-10 3.0793778149e-12 -8.2750176682e-12 1.2656091565e-14 1.9201687297e-15 -6.2303312257e-16
1369 1.1132644999e-10 3.0543277414e-12 -8.2671996573e-12 1.2653794081e-14 1.9146706574e-15 -6.2313295845e-16
1370 1.1153181798e-10 3.0292503172e-12 -8.2575100988e-12 1.2651530345e-14 1.9091919021e-15 -6.2319008939e-16
1371 1.1173586153e-10 3.0041548151e-12 -8.2459584897e-12 1.2649298198e-14 1.9037323866e-15 -6.2320562186e-16
1372 1.1193843747e-10 2.9790505613e-12 -8.2325544180e-12 1.2647095466e-14 1.8982920328e-15 -6.2318066959e-16
1373 1.1213940179e-10 2.9539469358e-12 -8.2173075623e-12 1.2644919964e-14 1.8928707614e-15 -6.2311635357e-16
1374 1.1233860970e-10 2.9288533721e-12 -8.2002276925e-12 1.2642769491e-14 1.8874684921e-15 -6.2301380208e-16
1375 1.1253591560e-10 2.9037793580e-12 -8.1813246697e-12 1.2640641833e-14 1.8820851434e-15 -6.2287415071e-16
1376 1.1273117306e-10 2.8787344350e-12 -8.1606084464e-12 1.2638534763e-14 1.8767206327e-15 -6.2269854233e-16
1377 1.1292423486e-10 2.8537281988e-12 -8.1380890670e-12 1.2636446038e-14 1.8713748765e-15 -6.2248812718e-16
1378 1.1311495295e-10 2.8287702992e-12 -8.1137766673e-12 1.2634373402e-14 1.8660477899e-15 -6.2224406280e-16
1379 1.1330317848e-10 2.8038704403e-12 -8.0876814755e-12 1.2632314586e-14 1.8607392870e-15 -6.2196751411e-16
1380 1.1348876177e-10 2.7790383805e-12 -8.0598138119e-12 1.2630267307e-14 1.8554492810e-15 -6.2165965339e-16
1381 1.1367155235e-10 2.7542839329e-12 -8.0301840891e-12 1.2628229266e-14 1.8501776837e-15 -6.2132166028e-16
1382 1.1385139889e-10 2.7296169648e-12 -7.9988028124e-12 1.2626198151e-14 1.8449244058e-15 -6.2095472185e-16
1383 1.1402814927e-10 2.7050473985e-12 -7.9656805797e-12 1.2624171638e-14 1.8396893571e-15 -6.2056003255e-16
1384 1.1420165054e-10 2.6805852108e-12 -7.9308280820e-12 1.2622147386e-14 1.8344724461e-15 -6.2013879427e-16
1385 1.1437174892e-10 2.6562404335e-12 -7.8942561035e-12 1.2620123041e-14 1.8292735803e-15 -6.1969221632e-16
1386 1.1453830038e-10 2.6320226273e-12 -7.8559775650e-12 1.2618096305e-14 1.8240926717e-15 -6.1922122617e-16
1387 1.1470120235e-10 2.6079392980e-12 -7.8160136778e-12 1.2616065142e-14 1.8189296552e-15 -6.1872559819e-16
1388 1.1486036235e-10 2.5839974637e-12 -7.7743878554e-12 1.2614027575e-14 1.8137844701e-15 -6.1820481576e-16
1389 1.1501568742e-10 2.5602041795e-12 -7.7311236762e-12 1.2611981613e-14 1.8086570552e-15 -6.1765835967e-16
1390 1.1516708414e-10 2.5365665378e-12 -7.6862448836e-12 1.2609925256e-14 1.8035473481e-15 -6.1708570818e-16
1391 1.1531445864e-10 2.5130916677e-12 -7.6397753865e-12 1.2607856489e-14 1.7984552856e-15 -6.1648633698e-16
1392 1.1545771655e-10 2.4897867357e-12 -7.5917392595e-12 1.2605773288e-14 1.7933808036e-15 -6.1585971919e-16
1393 1.1559676307e-10 2.4666589457e-12 -7.5421607434e-12 1.2603673615e-14 1.7883238368e-15 -6.1520532534e-16
1394 1.1573150292e-10 2.4437155384e-12 -7.4910642453e-12 1.2601555422e-14 1.7832843194e-15 -6.1452262343e-16
1395 1.1586184036e-10 2.4209637925e-12 -7.4384743392e-12 1.2599416647e-14 1.7782621842e-15 -6.1381107883e-16
1396 1.1598767915e-10 2.3984110235e-12 -7.3844157659e-12 1.2597255217e-14 1.7732573634e-15 -6.1307015436e-16
1397 1.1610892263e-10 2.3760645849e-12 -7.3289134336e-12 1.2595069048e-14 1.7682697881e-15 -6.1229931023e-16
1398 1.1622547364e-10 2.3539318675e-12 -7.2719924182e-12 1.2592856043e-14 1.7632993884e-15 -6.1149800408e-16
1399 1.1633723455e-10 2.3320202997e-12 -7.2136779637e-12 1.2590614093e-14 1.7583460936e-15 -6.1066569092e-16
1400 1.1644410727e-10 2.3103373476e-12 -7.1539954821e-12 1.2588341077e-14 1.7534098320e-15 -6.0980182319e-16
1401 1.1654599322e-10 2.2888905153e-12 -7.0929705542e-12 1.2586034862e-14 1.7484905308e-15 -6.0890585070e-16
1402 1.1664279338e-10 2.2676873444e-12 -7.0306289297e-12 1.2583693302e-14 1.7435881165e-15 -6.0797722066e-16
1403 1.1673440822e-10 2.2467354144e-12 -6.9669965275e-12 1.2581314241e-14 1.7387025144e-15 -6.0701537767e-16
1404 1.1682073775e-10 2.2260423429e-12 -6.9020994359e-12 1.2578895509e-14 1.7338336491e-15 -6.0601976370e-16
1405 1.1690168152e-10 2.2056157856e-12 -6.8359639133e-12 1.2576434926e-14 1.7289814439e-15 -6.0498981810e-16
1406 1.1697713858e-10 2.1854634358e-12 -6.7686163881e-12 1.2573930296e-14 1.7241458213e-15 -6.0392497759e-16
1407 1.1704700752e-10 2.1655930254e-12 -6.7000834593e-12 1.2571379415e-14 1.7193267031e-15 -6.0282467626e-16
1408 1.1711118643e-10 2.1460123244e-12 -6.6303918966e-12 1.2568780064e-14 1.7145240096e-15 -6.0168834557e-16
1409 1.1716957296e-10 2.1267291409e-12 -6.5595686408e-12 1.2566130014e-14 1.7097376606e-15 -6.0051541433e-16
1410 1.1722206424e-10 2.1077513214e-12 -6.4876408042e-12 1.2563427021e-14 1.7049675747e-15 -5.9930530869e-16
1411 1.1726856909e-10 2.0890860307e-12 -6.4146362457e-12 1.2560668975e-14 1.7002136746e-15 -5.9805773752e-16
1412 1.1730904456e-10 2.0707375836e-12 -6.3405853025e-12 1.2557854334e-14 1.6954759026e-15 -5.9677355152e-16
1413 1.1734345975e-10 2.0527095907e-12 -6.2655190769e-12 1.2554981691e-14 1.6907542052e-15 -5.9545389301e-16
1414 1.1737178369e-10 2.0350056766e-12 -6.1894688636e-12 1.2552049634e-14 1.6860485280e-15 -5.9409991135e-16
1415 1.1739398534e-10 2.0176294800e-12 -6.1124661497e-12 1.2549056741e-14 1.6813588160e-15 -5.9271276299e-16
1416 1.1741003358e-10 2.0005846537e-12 -6.0345426156e-12 1.2546001584e-14 1.6766850133e-15 -5.9129361147e-16
1417 1.1741989725e-10 1.9838748646e-12 -5.9557301349e-12 1.2542882728e-14 1.6720270632e-15 -5.8984362744e-16
1418 1.1742354509e-10 1.9675037937e-12 -5.8760607748e-12 1.2539698728e-14 1.6673849080e-15 -5.8836398867e-16
1419 1.1742094579e-10 1.9514751360e-12 -5.7955667966e-12 1.2536448135e-14 1.6627584894e-15 -5.8685588004e-16
1420 1.1741206797e-10 1.9357926007e-12 -5.7142806560e-12 1.2533129490e-14 1.6581477483e-15 -5.8532049361e-16
1421 1.1739688018e-10 1.9204599114e-12 -5.6322350035e-12 1.2529741328e-14 1.6535526247e-15 -5.8375902858e-16
1422 1.1737535090e-10 1.9054808056e-12 -5.5494626844e-12 1.2526282175e-14 1.6489730576e-15 -5.8217269130e-16
1423 1.1734744854e-10 1.8908590351e-12 -5.4659967398e-12 1.2522750551e-14 1.6444089856e-15 -5.8056269534e-16
1424 1.1731314144e-10 1.8765983659e-12 -5.3818704063e-12 1.2519144967e-14 1.6398603461e-15 -5.7893026144e-16
1425 1.1727239788e-10 1.8627025785e-12 -5.2971171167e-12 1.2515463928e-14 1.6353270757e-15 -5.7727661755e-16
1426 1.1722518607e-10 1.8491754674e-12 -5.2117705003e-12 1.2511705930e-14 1.6308091105e-15 -5.7560299886e-16
1427 1.1717147413e-10 1.8360208414e-12 -5.1258643832e-12 1.2507869462e-14 1.6263063854e-15 -5.7391064778e-16
1428 1.1711123015e-10 1.8232425237e-12 -5.0394327886e-12 1.2503953006e-14 1.6218188346e-15 -5.7220081396e-16
1429 1.1704442211e-10 1.8108443519e-12 -4.9525099375e-12 1.2499955035e-14 1.6173463915e-15 -5.7047475432e-16
1430 1.1697101795e-10 1.7988301780e-12 -4.8651302484e-12 1.2495874016e-14 1.6128889887e-15 -5.6873373305e-16
1431 1.1689098553e-10 1.7872038680e-12 -4.7773283381e-12 1.2491708408e-14 1.6084465578e-15 -5.6697902164e-16
1432 1.1680429264e-10 1.7759693027e-12 -4.6891390222e-12 1.2487456660e-14 1.6040190298e-15 -5.6521189885e-16
1433 1.1671090700e-10 1.7651303773e-12 -4.6005973150e-12 1.2483117217e-14 1.5996063346e-15 -5.6343365077e-16
1434 1.1661079626e-10 1.7546910012e-12 -4.5117384301e-12 1.2478688514e-14 1.5952084013e-15 -5.6164557080e-16
1435 1.1650392800e-10 1.7446550984e-12 -4.4225977807e-12 1.2474168979e-14 1.5908251585e-15 -5.5984895971e-16
1436 1.1639028045e-10 1.7350258845e-12 -4.3332100957e-12 1.2469557210e-14 1.5864565378e-15 -5.5804466553e-16
1437 1.1626987466e-10 1.7258036904e-12 -4.2436067573e-12 1.2464852511e-14 1.5821024883e-15 -5.5623169840e-16
1438 1.1614274266e-10 1.7169881162e-12 -4.1538184371e-12 1.2460054362e-14 1.5777629625e-15 -5.5440860167e-16
1439 1.1600891674e-10 1.7085787527e-12 -4.0638759780e-12 1.2455162239e-14 1.5734379122e-15 -5.5257391066e-16
1440 1.1586842952e-10 1.7005751807e-12 -3.9738103944e-12 1.2450175620e-14 1.5691272886e-15 -5.5072615265e-16
1441 1.1572131388e-10 1.6929769714e-12 -3.8836528728e-12 1.2445093978e-14 1.5648310422e-15 -5.4886384688e-16
1442 1.1556760299e-10 1.6857836862e-12 -3.7934347722e-12 1.2439916786e-14 1.5605491227e-15 -5.4698550450e-16
1443 1.1540733033e-10 1.6789948769e-12 -3.7031876237e-12 1.2434643514e-14 1.5562814792e-15 -5.4508962859e-16
1444 1.1524052967e-10 1.6726100854e-12 -3.6129431317e-12 1.2429273632e-14 1.5520280599e-15 -5.4317471414e-16
1445 1.1506723505e-10 1.6666288437e-12 -3.5227331734e-12 1.2423806605e-14 1.5477888126e-15 -5.4123924801e-16
1446 1.1488748082e-10 1.6610506742e-12 -3.4325897997e-12 1.2418241900e-14 1.5435636840e-15 -5.3928170895e-16
1447 1.1470130163e-10 1.6558750894e-12 -3.3425452352e-12 1.2412578980e-14 1.5393526204e-15 -5.3730056757e-16
1448 1.1450873241e-10 1.6511015916e-12 -3.2526318785e-12 1.2406817306e-14 1.5351555673e-15 -5.3529428632e-16
1449 1.1430980838e-10 1.6467296738e-12 -3.1628823025e-12 1.2400956339e-14 1.5309724693e-15 -5.3326131950e-16
1450 1.1410456508e-10 1.6427588186e-12 -3.0733292549e-12 1.2394995535e-14 1.5268032706e-15 -5.3120011322e-16
1451 1.1389303832e-10 1.6391884988e-12 -2.9840056583e-12 1.2388934353e-14 1.5226479144e-15 -5.2910910539e-16
1452 1.1367526422e-10 1.6360181775e-12 -2.8949446103e-12 1.2382772245e-14 1.5185063432e-15 -5.2698672572e-16
1453 1.1345127919e-10 1.6332473074e-12 -2.8061793844e-12 1.2376508665e-14 1.5143784990e-15 -5.2483139570e-16
1454 1.1322111994e-10 1.6308753316e-12 -2.7177434298e-12 1.2370143062e-14 1.5102643229e-15 -5.2264152858e-16
1455 1.1298482349e-10 1.6289016829e-12 -2.6296703716e-12 1.2363674888e-14 1.5061637553e-15 -5.2041552936e-16
1456 1.1274242713e-10 1.6273257843e-12 -2.5419940117e-12 1.2357103587e-14 1.5020767358e-15 -5.1815179478e-16
1457 1.1249396848e-10 1.6261470484e-12 -2.4547483285e-12 1.2350428606e-14 1.4980032034e-15 -5.1584871330e-16
1458 1.1223948543e-10 1.6253648782e-12 -2.3679674774e-12 1.2343649388e-14 1.4939430962e-15 -5.1350466509e-16
1459 1.1197901621e-10 1.6249786662e-12 -2.2816857914e-12 1.2336765375e-14 1.4898963518e-15 -5.1111802201e-16
1460 1.1171259930e-10 1.6249877949e-12 -2.1959377806e-12 1.2329776006e-14 1.4858629069e-15 -5.0868714761e-16
1461 1.1144028039e-10 1.6253910856e-12 -2.1107561309e-12 1.2322680885e-14 1.4818427013e-15 -5.0621107527e-16
1462 1.1116213298e-10 1.6261851387e-12 -2.0261656734e-12 1.2315480273e-14 1.4778356897e-15 -5.0369155018e-16
1463 1.1087823796e-10 1.6273659767e-12 -1.9421893546e-12 1.2308174600e-14 1.4738418298e-15 -5.0113100774e-16
1464 1.1058867673e-10 1.6289295937e-12 -1.8588502340e-12 1.2300764301e-14 1.4698610788e-15 -4.9853189737e-16
1465 1.1029353124e-10 1.6308719556e-12 -1.7761714843e-12 1.2293249812e-14 1.4658933935e-15 -4.9589668241e-16
1466 1.0999288397e-10 1.6331889994e-12 -1.6941763910e-12 1.2285631573e-14 1.4619387297e-15 -4.9322784026e-16
1467 1.0968681791e-10 1.6358766341e-12 -1.6128883533e-12 1.2277910031e-14 1.4579970428e-15 -4.9052786232e-16
1468 1.0937541660e-10 1.6389307398e-12 -1.5323308839e-12 1.2270085631e-14 1.4540682875e-15 -4.8779925407e-16
1469 1.0905876411e-10 1.6423471680e-12 -1.4525276094e-12 1.2262158827e-14 1.4501524180e-15 -4.8504453504e-16
1470 1.0873694506e-10 1.6461217418e-12 -1.3735022701e-12 1.2254130074e-14 1.4462493878e-15 -4.8226623888e-16
1471 1.0841004457e-10 1.6502502551e-12 -1.2952787208e-12 1.2245999830e-14 1.4423591497e-15 -4.7946691339e-16
1472 1.0807814834e-10 1.6547284735e-12 -1.2178809303e-12 1.2237768557e-14 1.4384816560e-15 -4.7664912049e-16
1473 1.0774134257e-10 1.6595521336e-12 -1.1413329821e-12 1.2229436723e-14 1.4346168583e-15 -4.7381543629e-16
1474 1.0739971402e-10 1.6647169429e-12 -1.0656590743e-12 1.2221004796e-14 1.4307647075e-15 -4.7096845110e-16
1475 1.0705334998e-10 1.6702185804e-12 -9.9088351996e-13 1.2212473251e-14 1.4269251541e-15 -4.6811076945e-16
1476 1.0670233829e-10 1.6760526957e-12 -9.1703074721e-13 1.2203842564e-14 1.4230981478e-15 -4.6524501014e-16
1477 1.0634676733e-10 1.6822149097e-12 -8.4412529939e-13 1.2195113217e-14 1.4192836377e-15 -4.6237380622e-16
1478 1.0598672601e-10 1.6887008139e-12 -7.7219183529e-13 1.2186285693e-14 1.4154815721e-15 -4.5949980505e-16
1479 1.0562230379e-10 1.6955059710e-12 -7.0125512934e-13 1.2177360482e-14 1.4116918991e-15 -4.5662566831e-16
1480 1.0525359068e-10 1.7026259141e-12 -6.3134007176e-13 1.2168338074e-14 1.4079145657e-15 -4.5375407202e-16
1481 1.0488067723e-10 1.7100561475e-12 -5.6247166877e-13 1.2159218966e-14 1.4041495184e-15 -4.5088770658e-16
1482 1.0450365454e-10 1.7177921459e-12 -4.9467504277e-13 1.2150003656e-14 1.4003967033e-15 -4.4802927678e-16
1483 1.0412261425e-10 1.7258293547e-12 -4.2797543253e-13 1.2140692649e-14 1.3966560656e-15 -4.4518150182e-16
1484 1.0373764856e-10 1.7341631900e-12 -3.6239819334e-13 1.2131286449e-14 1.3929275499e-15 -4.4234711536e-16
1485 1.0334885020e-10 1.7427890384e-12 -2.9796879725e-13 1.2121785569e-14 1.3892111002e-15 -4.3952886552e-16
1486 1.0295631434e-10 1.7517019951e-12 -2.3471030297e-13 1.2112190634e-14 1.3855066632e-15 -4.3672883482e-16
1487 1.0256014415e-10 1.7608960765e-12 -1.7263573804e-13 1.2102502728e-14 1.3818141985e-15 -4.3394639266e-16
1488 1.0216044532e-10 1.7703649996e-12 -1.1175564210e-13 1.2092723055e-14 1.3781336685e-15 -4.3118022275e-16
1489 1.0175732410e-10 1.7801024434e-12 -5.2080590287e-14 1.2082852823e-14 1.3744650350e-15 -4.2842900132e-16
1490 1.0135088739e-10 1.7901020486e-12 6.3788066344e-15 1.2072893252e-14 1.3708082594e-15 -4.2569139715e-16
1491 1.0094124271e-10 1.8003574178e-12 6.3611902268e-14 1.2062845566e-14 1.3671633025e-15 -4.2296607154e-16
1492 1.0052849816e-10 1.8108621151e-12 1.1960801453e-13 1.2052710999e-14 1.3635301244e-15 -4.2025167829e-16
1493 1.0011276249e-10 1.8216096663e-12 1.7435642558e-13 1.2042490790e-14 1.3599086849e-15 -4.1754686369e-16
1494 9.9694145055e-11 1.8325935588e-12 2.2784638184e-13 1.2032186186e-14 1.3562989431e-15 -4.1485026653e-16
1495 9.9272755834e-11 1.8438072412e-12 2.8006709384e-13 1.2021798444e-14 1.3527008576e-15 -4.1216051803e-16
1496 9.8848705425e-11 1.8552441237e-12 3.3100773627e-13 1.2011328826e-14 1.3491143865e-15 -4.0947624191e-16
1497 9.8422105047e-11 1.8668975779e-12 3.8065744789e-13 1.2000778601e-14 1.3455394873e-15 -4.0679605430e-16
1498 9.7993066541e-11 1.8787609364e-12 4.2900533147e-13 1.1990149047e-14 1.3419761168e-15 -4.0411856377e-16
1499 9.7561702374e-11 1.8908274934e-12 4.7604045378e-13 1.1979441450e-14 1.3384242316e-15 -4.0144237131e-16
1500 9.7128125636e-11 1.9030905038e-12 5.2175184550e-13 1.1968657102e-14 1.3348837874e-15 -3.9876607031e-16
1501 9.6692450044e-11 1.9155431838e-12 5.6612850121e-13 1.1957797304e-14 1.3313547397e-15 -3.9608824655e-16
1502 9.6254789941e-11 1.9281787106e-12 6.0915937932e-13 1.1946863363e-14 1.3278370430e-15 -3.9340747820e-16
1503 9.5815260298e-11 1.9409902224e-12 6.5083340203e-13 1.1935856594e-14 1.3243306516e-15 -3.9072233577e-16
1504 9.5373976716e-11 1.9539708180e-12 6.9113945529e-13 1.1924778321e-14 1.3208355192e-15 -3.8803138216e-16
1505 9.4931055424e-11 1.9671135573e-12 7.3006638872e-13 1.1913629875e-14 1.3173515988e-15 -3.8533317258e-16
1506 9.4486613283e-11 1.9804114607e-12 7.6760301562e-13 1.1902412592e-14 1.3138788429e-15 -3.8262625458e-16
1507 9.4040767788e-11 1.9938575095e-12 8.0373811287e-13 1.1891127820e-14 1.3104172035e-15 -3.7990916802e-16
1508 9.3593637064e-11 2.0074446454e-12 8.3846042091e-13 1.1879776912e-14 1.3069666320e-15 -3.7718044507e-16
1509 9.3145339873e-11 2.0211657707e-12 8.7175864368e-13 1.1868361228e-14 1.3035270791e-15 -3.7443861017e-16
1510 9.2695995610e-11 2.0350137483e-12 9.0362144858e-13 1.1856882138e-14 1.3000984953e-15 -3.7168218006e-16
1511 9.2245721298e-11 2.0489814663e-12 9.3403986100e-13 1.1845341057e-14 1.2966808331e-15 -3.6891006673e-16
1512 9.1794622528e-11 2.0630620338e-12 9.6301447337e-13 1.1833739559e-14 1.2932740564e-15 -3.6612279066e-16
1513 9.1342802431e-11 2.0772485873e-12 9.9054830577e-13 1.1822079269e-14 1.2898781317e-15 -3.6332127928e-16
1514 9.0890364682e-11 2.0915342254e-12 1.0166444178e-12 1.1810361816e-14 1.2864930247e-15 -3.6050646512e-16
1515 9.0437413500e-11 2.1059120087e-12 1.0413059087e-12 1.1798588843e-14 1.2831187009e-15 -3.5767928574e-16
1516 8.9984053651e-11 2.1203749604e-12 1.0645359174e-12 1.1786761998e-14 1.2797551252e-15 -3.5484068380e-16
1517 8.9530390447e-11 2.1349160655e-12 1.0863376224e-12 1.1774882941e-14 1.2764022622e-15 -3.5199160702e-16
1518 8.9076529745e-11 2.1495282711e-12 1.1067142421e-12 1.1762953338e-14 1.2730600757e-15 -3.4913300822e-16
1519 8.8622577952e-11 2.1642044861e-12 1.1256690351e-12 1.1750974866e-14 1.2697285293e-15 -3.4626584532e-16
1520 8.8168642025e-11 2.1789375815e-12 1.1432052995e-12 1.1738949212e-14 1.2664075860e-15 -3.4339108136e-16
1521 8.7714829469e-11 2.1937203901e-12 1.1593263739e-12 1.1726878068e-14 1.2630972083e-15 -3.4050968446e-16
1522 8.7261248340e-11 2.2085457064e-12 1.1740356367e-12 1.1714763140e-14 1.2597973584e-15 -3.3762262790e-16
1523 8.6808007246e-11 2.2234062866e-12 1.1873365067e-12 1.1702606139e-14 1.2565079977e-15 -3.3473089009e-16
1524 8.6355215348e-11 2.2382948487e-12 1.1992324429e-12 1.1690408789e-14 1.2532290875e-15 -3.3183545455e-16
1525 8.5902982360e-11 2.2532040720e-12 1.2097269449e-12 1.1678172819e-14 1.2499605882e-15 -3.2893730998e-16
1526 8.5451418551e-11 2.2681265976e-12 1.2188235524e-12 1.1665899969e-14 1.2467024600e-15 -3.2603745023e-16
1527 8.5000634744e-11 2.2830550278e-12 1.2265258460e-12 1.1653591990e-14 1.2434546626e-15 -3.2313687431e-16
1528 8.4550742319e-11 2.2979819266e-12 1.2328374465e-12 1.1641250638e-14 1.2402171551e-15 -3.2023658641e-16
1529 8.4101853213e-11 2.3128998191e-12 1.2377620159e-12 1.1628877682e-14 1.2369898962e-15 -3.1733759590e-16
1530 8.3654079921e-11 2.3278011916e-12 1.2413032565e-12 1.1616474899e-14 1.2337728440e-15 -3.1444091735e-16
1531 8.3207535496e-11 2.3426784919e-12 1.2434649118e-12 1.1604044074e-14 1.2305659562e-15 -3.1154757052e-16
1532 8.2762333552e-11 2.3575241286e-12 1.2442507659e-12 1.1591587002e-14 1.2273691901e-15 -3.0865858038e-16
1533 8.2318588263e-11 2.3723304716e-12 1.2436646441e-12 1.1579105487e-14 1.2241825022e-15 -3.0577497713e-16
1534 8.1876414364e-11 2.3870898518e-12 1.2417104128e-12 1.1566601344e-14 1.2210058488e-15 -3.0289779617e-16
1535 8.1435927152e-11 2.4017945610e-12 1.2383919795e-12 1.1554076394e-14 1.2178391857e-15 -3.0002807815e-16
1536 8.0997235892e-11 2.4164371972e-12 1.2337150191e-12 1.1541532431e-14 1.2146824705e-15 -2.9716670524e-16
1537 8.0560423947e-11 2.4310117052e-12 1.2276921701e-12 1.1528971104e-14 1.2115356710e-15 -2.9431390823e-16
1538 8.0125568460e-11 2.4455123454e-12 1.2203378882e-12 1.1516394031e-14 1.2083987570e-15 -2.9146975476e-16
1539 7.9692746932e-11 2.4599333502e-12 1.2116667246e-12 1.1503802838e-14 1.2052716979e-15 -2.8863431259e-16
1540 7.9262037226e-11 2.4742689232e-12 1.2016933261e-12 1.1491199160e-14 1.2021544625e-15 -2.8580764965e-16
1541 7.8833517563e-11 2.4885132395e-12 1.1904324354e-12 1.1478584638e-14 1.1990470196e-15 -2.8298983399e-16
1542 7.8407266525e-11 2.5026604455e-12 1.1778988914e-12 1.1465960925e-14 1.1959493372e-15 -2.8018093379e-16
1543 7.7983363058e-11 2.5167046591e-12 1.1641076289e-12 1.1453329677e-14 1.1928613831e-15 -2.7738101739e-16
1544 7.7561886468e-11 2.5306399695e-12 1.1490736793e-12 1.1440692563e-14 1.1897831245e-15 -2.7459015325e-16
1545 7.7142916424e-11 2.5444604368e-12 1.1328121705e-12 1.1428051258e-14 1.1867145283e-15 -2.7180840999e-16
1546 7.6726532957e-11 2.5581600928e-12 1.1153383270e-12 1.1415407444e-14 1.1836555610e-15 -2.6903585636e-16
1547 7.6312816466e-11 2.5717329401e-12 1.0966674704e-12 1.1402762814e-14 1.1806061885e-15 -2.6627256124e-16
1548 7.5901847708e-11 2.5851729525e-12 1.0768150190e-12 1.1390119067e-14 1.1775663765e-15 -2.6351859367e-16
1549 7.5493707811e-11 2.5984740750e-12 1.0557964885e-12 1.1377477911e-14 1.1745360902e-15 -2.6077402282e-16
1550 7.5088478263e-11 2.6116302234e-12 1.0336274920e-12 1.1364841063e-14 1.1715152942e-15 -2.5803891798e-16
1551 7.4686240923e-11 2.6246352847e-12 1.0103237401e-12 1.1352210246e-14 1.1685039530e-15 -2.5531334862e-16
1552 7.4287078013e-11 2.6374831166e-12 9.8590104104e-13 1.1339587193e-14 1.1655020303e-15 -2.5259738433e-16
1553 7.3891072123e-11 2.6501675478e-12 9.6037530091e-13 1.1326973647e-14 1.1625094897e-15 -2.4989109482e-16
1554 7.3498306211e-11 2.6626823779e-12 9.3376252391e-13 1.1314371355e-14 1.1595262941e-15 -2.4719454998e-16
1555 7.3108863603e-11 2.6750213772e-12 9.0607881239e-13 1.1301782076e-14 1.1565524063e-15 -2.4450781981e-16
1556 7.2722827995e-11 2.6871782867e-12 8.7734036708e-13 1.1289207575e-14 1.1535877882e-15 -2.4183097447e-16
1557 7.2340283449e-11 2.6991468183e-12 8.4756348724e-13 1.1276649626e-14 1.1506324017e-15 -2.3916408425e-16
1558 7.1961314401e-11 2.7109206544e-12 8.1676457081e-13 1.1264110013e-14 1.1476862080e-15 -2.3650721957e-16
1559 7.1586005654e-11 2.7224934479e-12 7.8496011460e-13 1.1251590527e-14 1.1447491681e-15 -2.3386045102e-16
1560 7.1214442383e-11 2.7338588226e-12 7.5216671446e-13 1.1239092966e-14 1.1418212423e-15 -2.3122384931e-16
1561 7.0846701911e-11 2.7450108904e-12 7.1840177716e-13 1.1226619039e-14 1.1389023929e-15 -2.2859748548e-16
1562 7.0482828937e-11 2.7559458106e-12 6.8368566314e-13 1.1214170071e-14 1.1359925908e-15 -2.2598143150e-16
