#x	dN/dlog[10,x] (elec)	dN/dlog[10,x] (phot)	dN/dlog[10,x] (oth)
1.412e-07	0.00000e+00	0.00000e+00	0.00000e+00
1.585e-07	0.00000e+00	0.00000e+00	0.00000e+00
1.778e-07	0.00000e+00	0.00000e+00	4.34640e-06
1.995e-07	0.00000e+00	0.00000e+00	0.00000e+00
2.239e-07	0.00000e+00	0.00000e+00	0.00000e+00
2.512e-07	0.00000e+00	0.00000e+00	0.00000e+00
2.818e-07	0.00000e+00	0.00000e+00	0.00000e+00
3.162e-07	0.00000e+00	0.00000e+00	0.00000e+00
3.548e-07	0.00000e+00	0.00000e+00	4.34640e-06
3.981e-07	0.00000e+00	0.00000e+00	0.00000e+00
4.467e-07	0.00000e+00	0.00000e+00	0.00000e+00
5.012e-07	0.00000e+00	0.00000e+00	4.34640e-06
5.623e-07	0.00000e+00	0.00000e+00	0.00000e+00
6.310e-07	0.00000e+00	0.00000e+00	0.00000e+00
7.080e-07	0.00000e+00	0.00000e+00	8.69279e-06
7.943e-07	0.00000e+00	0.00000e+00	4.34640e-06
8.912e-07	0.00000e+00	0.00000e+00	4.34640e-06
1.000e-06	0.00000e+00	0.00000e+00	0.00000e+00
1.122e-06	0.00000e+00	0.00000e+00	0.00000e+00
1.259e-06	0.00000e+00	0.00000e+00	0.00000e+00
1.412e-06	0.00000e+00	0.00000e+00	4.34640e-06
1.585e-06	0.00000e+00	0.00000e+00	4.34640e-06
1.778e-06	0.00000e+00	0.00000e+00	1.30392e-05
1.995e-06	0.00000e+00	0.00000e+00	1.73856e-05
2.239e-06	0.00000e+00	0.00000e+00	4.34640e-06
2.512e-06	0.00000e+00	0.00000e+00	1.30392e-05
2.818e-06	0.00000e+00	0.00000e+00	4.34640e-06
3.162e-06	0.00000e+00	0.00000e+00	2.60784e-05
3.548e-06	0.00000e+00	0.00000e+00	1.73856e-05
3.981e-06	0.00000e+00	0.00000e+00	2.17320e-05
4.467e-06	0.00000e+00	0.00000e+00	4.34640e-06
5.012e-06	0.00000e+00	0.00000e+00	8.69279e-06
5.623e-06	0.00000e+00	0.00000e+00	2.60784e-05
6.310e-06	0.00000e+00	0.00000e+00	1.73856e-05
7.080e-06	0.00000e+00	0.00000e+00	1.73856e-05
7.943e-06	0.00000e+00	0.00000e+00	3.04248e-05
8.912e-06	0.00000e+00	0.00000e+00	3.91176e-05
1.000e-05	0.00000e+00	0.00000e+00	4.78104e-05
1.122e-05	0.00000e+00	0.00000e+00	7.38887e-05
1.259e-05	0.00000e+00	0.00000e+00	3.91176e-05
1.412e-05	0.00000e+00	0.00000e+00	6.95423e-05
1.585e-05	0.00000e+00	0.00000e+00	7.38887e-05
1.778e-05	0.00000e+00	0.00000e+00	6.95423e-05
1.995e-05	8.69279e-06	0.00000e+00	8.25815e-05
2.239e-05	0.00000e+00	0.00000e+00	6.95423e-05
2.512e-05	2.17320e-05	0.00000e+00	9.99672e-05
2.818e-05	3.91176e-05	0.00000e+00	6.95423e-05
3.162e-05	2.17320e-05	0.00000e+00	1.21699e-04
3.548e-05	3.91176e-05	0.00000e+00	1.21699e-04
3.981e-05	4.34640e-05	0.00000e+00	1.43431e-04
4.467e-05	6.08496e-05	0.00000e+00	1.56470e-04
5.012e-05	4.78104e-05	0.00000e+00	1.91241e-04
5.623e-05	6.51959e-05	0.00000e+00	2.12973e-04
6.310e-05	7.38887e-05	0.00000e+00	2.47745e-04
7.080e-05	8.25815e-05	0.00000e+00	2.17320e-04
7.943e-05	1.13006e-04	0.00000e+00	3.12941e-04
8.912e-05	1.56470e-04	0.00000e+00	3.47712e-04
1.000e-04	2.12973e-04	0.00000e+00	3.91176e-04
1.122e-04	1.21699e-04	0.00000e+00	4.21601e-04
1.259e-04	2.17320e-04	0.00000e+00	4.78104e-04
1.412e-04	2.08627e-04	0.00000e+00	5.04182e-04
1.585e-04	2.21666e-04	0.00000e+00	6.17188e-04
1.778e-04	2.65130e-04	0.00000e+00	7.51927e-04
1.995e-04	3.34673e-04	0.00000e+00	6.08496e-04
2.239e-04	3.12941e-04	0.00000e+00	7.43234e-04
2.512e-04	3.99869e-04	0.00000e+00	1.00402e-03
2.818e-04	4.12908e-04	0.00000e+00	1.09964e-03
3.162e-04	4.95489e-04	0.00000e+00	1.16483e-03
3.548e-04	5.25914e-04	0.00000e+00	1.23872e-03
3.981e-04	6.60652e-04	0.00000e+00	1.45604e-03
4.467e-04	6.78038e-04	0.00000e+00	1.62121e-03
5.012e-04	9.25782e-04	0.00000e+00	1.89068e-03
5.623e-04	9.73593e-04	0.00000e+00	2.03846e-03
6.310e-04	1.09529e-03	0.00000e+00	2.32532e-03
7.079e-04	1.11702e-03	0.00000e+00	2.75562e-03
7.943e-04	1.19961e-03	0.00000e+00	2.74692e-03
8.913e-04	1.56470e-03	0.00000e+00	3.03379e-03
1.000e-03	1.67336e-03	0.00000e+00	3.66836e-03
1.122e-03	1.99500e-03	0.00000e+00	3.72921e-03
1.259e-03	2.15581e-03	0.00000e+00	4.65934e-03
1.412e-03	2.33402e-03	0.00000e+00	5.20699e-03
1.585e-03	2.62957e-03	0.00000e+00	5.62859e-03
1.778e-03	2.84689e-03	0.00000e+00	6.42832e-03
1.995e-03	3.48146e-03	0.00000e+00	7.24979e-03
2.239e-03	3.50754e-03	0.00000e+00	8.13646e-03
2.512e-03	4.13777e-03	0.00000e+00	8.90142e-03
2.818e-03	4.68976e-03	0.00000e+00	1.02314e-02
3.162e-03	5.47646e-03	0.00000e+00	1.12963e-02
3.548e-03	5.82417e-03	0.00000e+00	1.28914e-02
3.981e-03	6.82819e-03	0.00000e+00	1.45909e-02
4.467e-03	7.38453e-03	0.00000e+00	1.63294e-02
5.012e-03	8.62325e-03	0.00000e+00	1.84896e-02
5.623e-03	9.27521e-03	0.00000e+00	2.08627e-02
6.310e-03	1.04705e-02	0.00000e+00	2.35401e-02
7.079e-03	1.16918e-02	0.00000e+00	2.57654e-02
7.943e-03	1.34173e-02	0.00000e+00	2.93556e-02
8.913e-03	1.51342e-02	0.00000e+00	3.23155e-02
1.000e-02	1.65554e-02	0.00000e+00	3.59795e-02
1.122e-02	1.90590e-02	0.00000e+00	4.17863e-02
1.259e-02	2.13843e-02	0.00000e+00	4.58067e-02
1.413e-02	2.37835e-02	0.00000e+00	5.24175e-02
1.585e-02	2.67955e-02	0.00000e+00	5.75941e-02
1.778e-02	2.96033e-02	0.00000e+00	6.49135e-02
1.995e-02	3.38106e-02	0.00000e+00	7.22067e-02
2.239e-02	3.73921e-02	0.00000e+00	8.14949e-02
2.512e-02	4.21905e-02	0.00000e+00	9.22479e-02
2.818e-02	4.70498e-02	0.00000e+00	1.04852e-01
3.162e-02	5.33737e-02	0.00000e+00	1.16414e-01
3.548e-02	5.87633e-02	0.00000e+00	1.28271e-01
3.981e-02	6.71388e-02	0.00000e+00	1.44626e-01
4.467e-02	7.42538e-02	0.00000e+00	1.61990e-01
5.012e-02	8.35204e-02	0.00000e+00	1.82340e-01
5.623e-02	9.32302e-02	0.00000e+00	2.05724e-01
6.310e-02	1.03948e-01	0.00000e+00	2.27947e-01
7.079e-02	1.17487e-01	0.00000e+00	2.58667e-01
7.943e-02	1.31448e-01	0.00000e+00	2.87275e-01
8.912e-02	1.47291e-01	0.00000e+00	3.21951e-01
1.000e-01	1.65693e-01	0.00000e+00	3.59434e-01
1.122e-01	1.83383e-01	0.00000e+00	4.02220e-01
1.259e-01	2.04828e-01	0.00000e+00	4.43885e-01
1.412e-01	2.27647e-01	0.00000e+00	4.95272e-01
1.585e-01	2.54086e-01	0.00000e+00	5.46264e-01
1.778e-01	2.82325e-01	0.00000e+00	6.06840e-01
1.995e-01	3.12458e-01	0.00000e+00	6.67446e-01
2.239e-01	3.42153e-01	0.00000e+00	7.30351e-01
2.512e-01	3.74998e-01	0.00000e+00	7.99085e-01
2.818e-01	4.11656e-01	0.00000e+00	8.67085e-01
3.162e-01	4.45362e-01	0.00000e+00	9.29394e-01
3.548e-01	4.80273e-01	0.00000e+00	9.86006e-01
3.981e-01	5.08694e-01	0.00000e+00	1.02825e+00
4.467e-01	5.29439e-01	0.00000e+00	1.04773e+00
5.012e-01	5.41161e-01	0.00000e+00	1.03988e+00
5.623e-01	5.38466e-01	0.00000e+00	9.94073e-01
6.310e-01	5.07503e-01	0.00000e+00	8.97966e-01
7.079e-01	4.44550e-01	0.00000e+00	7.41534e-01
7.943e-01	3.47873e-01	0.00000e+00	5.25723e-01
8.912e-01	1.98413e-01	0.00000e+00	2.62831e-01
1.000e+00	2.74605e-02	0.00000e+00	3.05856e-02
