# Matter power spectrum P(k) at redshift z=0
# for k=1.04589e-05 to 0.628567 h/Mpc,
# number of wavenumbers equal to 560
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045891802372e-05       5.095662769782e+01 
       2.336771536391e-05       1.106448854810e+02 
       3.632206859452e-05       1.693078550750e+02 
       4.935698361829e-05       2.275701125402e+02 
       6.250804749865e-05       2.857885206527e+02 
       7.581174714765e-05       3.442314423399e+02 
       8.930579824199e-05       4.031290092118e+02 
       1.030294887593e-04       4.626936904973e+02 
       1.170240415604e-04       5.231308730144e+02 
       1.313330004772e-04       5.846452768044e+02 
       1.460026443707e-04       6.474454173642e+02 
       1.610824335618e-04       7.117471007847e+02 
       1.766254928535e-04       7.777764088689e+02 
       1.926891349788e-04       8.457724263095e+02 
       2.093354276361e-04       9.159898837800e+02 
       2.266318061581e-04       9.887017393209e+02 
       2.446517321527e-04       1.064201802101e+03 
       2.634753959054e-04       1.142807354711e+03 
       2.831904566827e-04       1.224861796797e+03 
       3.038928099687e-04       1.310737232336e+03 
       3.256873637314e-04       1.400836940297e+03 
       3.486887966239e-04       1.495597587493e+03 
       3.730222592028e-04       1.595491034260e+03 
       3.988239645435e-04       1.701025450670e+03 
       4.262415970786e-04       1.812745516203e+03 
       4.554344486655e-04       1.931231253699e+03 
       4.865731702292e-04       2.057095101306e+03 
       5.198390085017e-04       2.190976696643e+03 
       5.554223846820e-04       2.333534881536e+03 
       5.935206713479e-04       2.485436386166e+03 
       6.343350432800e-04       2.647340898801e+03 
       6.780663250934e-04       2.819882326079e+03 
       7.249098401002e-04       3.003646510554e+03 
       7.750493820384e-04       3.199146142708e+03 
       8.286505766913e-04       3.406794213536e+03 
       8.858540546131e-04       3.626877790906e+03 
       9.467689879877e-04       3.859534611256e+03 
       1.011467616324e-03       4.104734951535e+03 
       1.079981363672e-03       4.362271090432e+03 
       1.152299018554e-03       4.631756121776e+03 
       1.228367219336e-03       4.912632574139e+03 
       1.308093204415e-03       5.204190628263e+03 
       1.391349508805e-03       5.505571846281e+03 
       1.477980076198e-03       5.815842418898e+03 
       1.567807147303e-03       6.134023806286e+03 
       1.660638289697e-03       6.459085740014e+03 
       1.756273030894e-03       6.789993662057e+03 
       1.854508707346e-03       7.125732716472e+03 
       1.955145307549e-03       7.465326737569e+03 
