# Matter power spectrum P(k) at redshift z=0
# for k=1.06037e-05 to 0.638893 h/Mpc,
# number of wavenumbers equal to 560
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.060374350162e-05       4.904036003083e+01 
       2.369174246423e-05       1.064860145200e+02 
       3.682721725217e-05       1.629504659045e+02 
       5.004665792590e-05       2.190389451380e+02 
       6.338717712247e-05       2.750990708337e+02 
       7.688685165973e-05       3.313934661152e+02 
       9.058507539642e-05       3.881482024309e+02 
       1.045229281812e-04       4.455726913799e+02 
       1.187435657591e-04       5.038699491966e+02 
       1.332926355397e-04       5.632428668142e+02 
       1.482187231282e-04       6.238986062601e+02 
       1.635738344413e-04       6.860520705805e+02 
       1.794139179984e-04       7.499289009847e+02 
       1.957994315187e-04       8.157682291953e+02 
       2.127959561364e-04       8.838253552442e+02 
       2.304748602208e-04       9.543743946393e+02 
       2.489140127369e-04       1.027710944185e+03 
       2.681985430503e-04       1.104154772008e+03 
       2.884216397223e-04       1.184052510662e+03 
       3.096853747694e-04       1.267780285020e+03 
       3.321015316207e-04       1.355746192511e+03 
       3.557924041204e-04       1.448392486329e+03 
       3.808915199939e-04       1.546197273033e+03 
       4.075442249850e-04       1.649675450086e+03 
       4.359080435689e-04       1.759378565652e+03 
       4.661527096385e-04       1.875893151838e+03 
       4.984597378519e-04       1.999837085494e+03 
       5.330213869941e-04       2.131853418697e+03 
       5.700388562912e-04       2.272601119006e+03 
       6.097195616935e-04       2.422742240787e+03 
       6.522733707697e-04       2.582925281599e+03 
       6.979077409012e-04       2.753764556647e+03 
       7.468218115535e-04       2.935816169124e+03 
       7.991996457235e-04       3.129551511562e+03 
       8.552029845295e-04       3.335329890026e+03 
       9.149640444148e-04       3.553372532899e+03 
       9.785790087933e-04       3.783740551944e+03 
       1.046102902476e-03       4.026319393667e+03 
       1.117546456919e-03       4.280812141438e+03 
       1.192875373222e-03       4.546742787527e+03 
       1.272012098745e-03       4.823469634311e+03 
       1.354839912785e-03       5.110207761465e+03 
       1.441208838217e-03       5.406024508702e+03 
       1.530942717704e-03       5.709961611012e+03 
       1.623846741503e-03       6.020996161263e+03 
       1.719714779798e-03       6.338080308289e+03 
       1.818336019617e-03       6.660175357066e+03 
       1.919500588548e-03       6.986273668439e+03 
       2.023004023474e-03       7.315415316264e+03 
       2.128650585490e-03       7.646700226017e+03 
       2.236255520866e-03       7.979295293018e+03 
       2.345646423283e-03       8.312437935195e+03 
       2.456663873017e-03       8.645437345301e+03 
       2.569161524686e-03       8.977671647234e+03 
       2.683005796772e-03       9.308586141793e+03 
       2.798075291086e-03       9.637688346971e+03 
       2.914260044055e-03       9.964543404062e+03 
       3.031460687313e-03       1.028876983473e+04 
       3.149587574181e-03       1.061003433819e+04 
       3.268559911528e-03       1.092804804166e+04 
       3.388304923314e-03       1.124255929050e+04 
       3.508757062063e-03       1.155335353457e+04 
       3.629857277308e-03       1.186024555043e+04 
       3.751552344854e-03       1.216308087897e+04 
       3.873794257285e-03       1.246172578137e+04 
       3.996539673800e-03       1.275607450992e+04 
       4.119749426117e-03       1.304603237107e+04 
       4.243388076390e-03       1.333152943501e+04 
       4.367423522742e-03       1.361250907789e+04 
       4.491826647971e-03       1.388892564331e+04 
       4.616571007110e-03       1.416074883571e+04 
       4.741632549751e-03       1.442795767013e+04 
       4.866989373366e-03       1.469050731063e+04 
       4.992621504166e-03       1.494845788331e+04 
       5.118510702361e-03       1.520176262644e+04 
       5.244640289046e-03       1.545045872514e+04 
       5.370994992185e-03       1.569458312494e+04 
       5.497560809498e-03       1.593411221932e+04 
       5.624324886263e-03       1.616908536679e+04 
       5.751275406317e-03       1.639951642604e+04 
       5.878401494710e-03       1.662543326259e+04 
       6.005693130679e-03       1.684689062422e+04 
       6.133141069747e-03       1.706390250013e+04 
       6.260736773903e-03       1.727652666987e+04 
       6.388472348957e-03       1.748478726620e+04 
       6.516340488248e-03       1.768873924766e+04 
