# Matter power spectrum P(k) at redshift z=0
# for k=1.04322e-05 to 0.626666 h/Mpc,
# number of wavenumbers equal to 560
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.043223594944e-05       5.132431841536e+01 
       2.330803132501e-05       1.114430065830e+02 
       3.622903472054e-05       1.705279046332e+02 
       4.922998320551e-05       2.292074061510e+02 
       6.234618762886e-05       2.878401199463e+02 
       7.561384722482e-05       3.466955358938e+02 
       8.907037426653e-05       4.060045754328e+02 
       1.027547330824e-04       4.659803149130e+02 
       1.167077977830e-04       5.268286169345e+02 
       1.309727330804e-04       5.887545810550e+02 
       1.455954025875e-04       6.519670138084e+02 
       1.606248089258e-04       7.166819323142e+02 
       1.761135697938e-04       7.831255466247e+02 
       1.921184337793e-04       8.515369877645e+02 
       2.087008390430e-04       9.221709387034e+02 
       2.259275169310e-04       9.953002135870e+02 
       2.438711409136e-04       1.071218366739e+03 
       2.626110187867e-04       1.150242310121e+03 
       2.822338225346e-04       1.232714950818e+03 
       3.028343453139e-04       1.319007762639e+03 
       3.245162682958e-04       1.409523266601e+03 
       3.473929111997e-04       1.504697249278e+03 
       3.715879288878e-04       1.605000577225e+03 
       3.972359021097e-04       1.710940378708e+03 
       4.244827534128e-04       1.823060251516e+03 
       4.534858998891e-04       1.941939240661e+03 
       4.844140341564e-04       2.068188998290e+03 
       5.174464063068e-04       2.202448745866e+03 
       5.527714665741e-04       2.345377505032e+03 
       5.905847270145e-04       2.497643031526e+03 
       6.310857179075e-04       2.659907184620e+03 
       6.744739587917e-04       2.832807508361e+03 
       7.209439414897e-04       3.016935241071e+03 
       7.706792349747e-04       3.212810487231e+03 
       8.238459629354e-04       3.420855718659e+03 
       8.805860564104e-04       3.641369547755e+03 
       9.410108162514e-04       3.874502999534e+03 
       1.005195396762e-03       4.120240804599e+03 
       1.073174809055e-03       4.378390169376e+03 
       1.144941923079e-03       4.648578572203e+03 
       1.220447730488e-03       4.930261580024e+03 
       1.299603855255e-03       5.222740025399e+03 
       1.382287023329e-03       5.525165617724e+03 
       1.468344985852e-03       5.836604365729e+03 
       1.557603273236e-03       6.156081136743e+03 
       1.649872150984e-03       6.482563699743e+03 
       1.744953234855e-03       6.815012922196e+03 
       1.842645367315e-03       7.152407230245e+03 
       1.942749519631e-03       7.493762220206e+03 
       2.045072632548e-03       7.838145502924e+03 
       2.149430424254e-03       8.184686260697e+03 
       2.255649270951e-03       8.532581659445e+03 
       2.363567305840e-03       8.881098626898e+03 
       2.473034894499e-03       9.229573737122e+03 
       2.583914637725e-03       9.577410699650e+03 
       2.696081034990e-03       9.924077664374e+03 
       2.809419919149e-03       1.026910146716e+04 
       2.923827749972e-03       1.061206414229e+04 
       3.039210833010e-03       1.095259842846e+04 
       3.155484512282e-03       1.129038145756e+04 
       3.272572370732e-03       1.162513221434e+04 
       3.390405460976e-03       1.195660720444e+04 
