# Matter power spectrum P(k) at redshift z=0
# for k=1.04165e-05 to 0.625546 h/Mpc,
# number of wavenumbers equal to 560
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.041651530508e-05       5.155592930099e+01 
       2.327287337272e-05       1.119457025301e+02 
       3.617423538874e-05       1.712964598456e+02 
       4.915518073627e-05       2.302388840558e+02 
       6.225085826563e-05       2.891327709524e+02 
       7.549729851561e-05       3.482483410721e+02 
       8.893173587769e-05       4.078170459914e+02 
       1.025929449731e-04       4.680523754917e+02 
       1.165215955453e-04       5.291605302411e+02 
       1.307606302043e-04       5.913468850838e+02 
       1.453556693656e-04       6.548204747671e+02 
       1.603554476696e-04       7.197974974750e+02 
       1.758122859941e-04       7.865042968396e+02 
       1.917826028125e-04       8.551800955837e+02 
       2.083274680079e-04       9.260796117791e+02 
       2.255132012023e-04       9.994756465567e+02 
       2.434120150354e-04       1.075661676498e+03 
       2.621027014105e-04       1.154954473009e+03 
       2.816713552569e-04       1.237696732579e+03 
       3.022121255123e-04       1.324259650291e+03 
       3.238279764307e-04       1.415045386760e+03 
       3.466314335836e-04       1.510489306399e+03 
       3.707452776629e-04       1.611061787231e+03 
       3.963031351606e-04       1.717269420138e+03 
       4.234498982033e-04       1.829655275862e+03 
       4.523418867519e-04       1.948797883555e+03 
       4.831466463335e-04       2.075308490698e+03 
       5.160422559090e-04       2.209826122098e+03 
       5.512160073483e-04       2.353009889756e+03 
       5.888623159923e-04       2.505528111768e+03 
       6.291797381129e-04       2.668043823105e+03 
       6.723670135650e-04       2.841196551067e+03 
       7.186181270172e-04       3.025580485543e+03 
       7.681164909216e-04       3.221719802643e+03 
       8.210284917988e-04       3.430042276961e+03 
       8.774967912907e-04       3.650853008137e+03 
       9.376339060054e-04       3.884310624501e+03 
       1.001516669452e-03       4.130408325921e+03 
       1.069182171754e-03       4.388962265066e+03 
       1.140625660115e-03       4.659608930548e+03 
       1.215800673065e-03       4.941812402824e+03 
       1.294621411195e-03       5.234881092999e+03 
       1.376967073007e-03       5.537974407116e+03 
       1.462687665533e-03       5.850159706773e+03 
       1.551610677109e-03       6.170466008634e+03 
       1.643547986974e-03       6.497861734926e+03 
       1.738302467365e-03       6.831306539538e+03 
       1.835673873984e-03       7.169776000277e+03 
       1.935463781240e-03       7.512281441272e+03 
       2.037479467143e-03       7.857885040705e+03 
       2.141536769665e-03       8.205709625976e+03 
       2.247462014759e-03       8.554945607057e+03 
       2.355093158547e-03       8.904853025518e+03 
       2.464280299922e-03       9.254761502618e+03 
       2.574885714046e-03       9.604067820325e+03 
       2.686783540127e-03       9.952236138130e+03 
       2.799859234732e-03       1.029878623722e+04 
       2.914008879084e-03       1.064329670246e+04 
       3.029138407708e-03       1.098539645068e+04 
       3.145162807779e-03       1.132476030440e+04 
       3.262005323805e-03       1.166110475377e+04 
       3.379596690811e-03       1.199418467126e+04 
       3.497874410483e-03       1.232378547715e+04 
       3.616782078403e-03       1.264972256762e+04 
       3.736268765964e-03       1.297184104418e+04 
       3.856288457473e-03       1.329000352112e+04 
