# Matter power spectrum P(k) at redshift z=0
# for k=1.04319e-05 to 0.626638 h/Mpc,
# number of wavenumbers equal to 560
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.043185489990e-05       5.132957724077e+01 
       2.330717904240e-05       1.114543844628e+02 
       3.622770625034e-05       1.705453159627e+02 
       4.922816976460e-05       2.292307625699e+02 
       6.234387650067e-05       2.878693863523e+02 
       7.561102159650e-05       3.467306912638e+02 
       8.906701300556e-05       4.060456083737e+02 
       1.027508104490e-04       4.660272238982e+02 
       1.167032830739e-04       5.268814079549e+02 
       1.309675901971e-04       5.888132640968e+02 
       1.455895895236e-04       6.520316063066e+02 
       1.606182771640e-04       7.167524545179e+02 
       1.761062636047e-04       7.832020207704e+02 
       1.921102894114e-04       8.516194416560e+02 
       2.086917837944e-04       9.222593942444e+02 
       2.259174680928e-04       9.953946997763e+02 
       2.438600045752e-04       1.071318905039e+03 
       2.625986884965e-04       1.150348921041e+03 
       2.822201778123e-04       1.232827646499e+03 
       3.028192500170e-04       1.319126550300e+03 
       3.244995688518e-04       1.409648140978e+03 
       3.473744347286e-04       1.504828199899e+03 
       3.715674812571e-04       1.605137572910e+03 
       3.972132659898e-04       1.711083373248e+03 
       4.244576864290e-04       1.823209184616e+03 
       4.534581330063e-04       1.942094026272e+03 
       4.843832704742e-04       2.068349525268e+03 
       5.174123204896e-04       2.202614894627e+03 
       5.527337051809e-04       2.345549119412e+03 
       5.905429100229e-04       2.497819940794e+03 
       6.310394417281e-04       2.660089202445e+03 
       6.744228010281e-04       2.832994421403e+03 
       7.208874676012e-04       3.017126834166e+03 
       7.706170068360e-04       3.213006533395e+03 
       8.237775490582e-04       3.421055984614e+03 
       8.805110433276e-04       3.641573796283e+03 
       9.409288203030e-04       3.874710987287e+03 
       1.005106075328e-03       4.120452284535e+03 
       1.073077870213e-03       4.378604860596e+03 
       1.144837132777e-03       4.648796164853e+03 
       1.220334916573e-03       4.930481706467e+03 
       1.299482908099e-03       5.222962281110e+03 
       1.382157893214e-03       5.525389522013e+03 
       1.468207677636e-03       5.836829279168e+03 
       1.557457839069e-03       6.156306290253e+03 
       1.649718681922e-03       6.482788242482e+03 
       1.744791852183e-03       6.815235849631e+03 
       1.842476214230e-03       7.152627405491e+03 
       1.942572753737e-03       7.493978299811e+03 
       2.044888419437e-03       7.838356113497e+03 
       2.149238932262e-03       8.184889902274e+03 
       2.255450667069e-03       8.532776360602e+03 
       2.363361752665e-03       8.881282761239e+03 
       2.472822548087e-03       9.229744781097e+03 
       2.583695646185e-03       9.577566640045e+03 
       2.695855537662e-03       9.924216139524e+03 
       2.809188046230e-03       1.026922018737e+04 
