# Matter power spectrum P(k) at redshift z=0
# for k=1.04578e-05 to 0.628483 h/Mpc,
# number of wavenumbers equal to 560
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045775474121e-05       5.096889700707e+01 
       2.336509655534e-05       1.106714498352e+02 
       3.631797891611e-05       1.693484355558e+02 
       4.935139584048e-05       2.276245280128e+02 
       6.250092217927e-05       2.858566498730e+02 
       7.580303212422e-05       3.443132032266e+02 
       8.929542793502e-05       4.032243337583e+02 
       1.030173832752e-04       4.628025215326e+02 
       1.170101055794e-04       5.232531657070e+02 
       1.313171219071e-04       5.847809855512e+02 
       1.459846927458e-04       6.475945014257e+02 
       1.610622581612e-04       7.119095175990e+02 
       1.766029205106e-04       7.779521077811e+02 
       1.926639675527e-04       8.459613522369e+02 
       2.093074391121e-04       9.161919620199e+02 
       2.266007393464e-04       9.889168865858e+02 
       2.446172949573e-04       1.064429908978e+03 
       2.634372571402e-04       1.143048293214e+03 
       2.831482414250e-04       1.225115409027e+03 
       3.038460944593e-04       1.311003332789e+03 
       3.256356698582e-04       1.401115309969e+03 
       3.486315860674e-04       1.495887984153e+03 
       3.729589273819e-04       1.595793176645e+03 
       3.987538345723e-04       1.701339049515e+03 
       4.261639140466e-04       1.813070271965e+03 
       4.553483746697e-04       1.931566885550e+03 
       4.864777807241e-04       2.057441374171e+03 
       5.197332906748e-04       2.191333480030e+03 
       5.553052386919e-04       2.333902202506e+03 
       5.933909153483e-04       2.485814517503e+03 
       6.341914231496e-04       2.647730459595e+03 
       6.779075296552e-04       2.820284398939e+03 
       7.247345222936e-04       3.004062794415e+03 
       7.748561859753e-04       3.199579092058e+03 
       8.284381698044e-04       3.407247162687e+03 
       8.856211632657e-04       3.627355084753e+03 
       9.465144341078e-04       3.860041661511e+03 
       1.011190352044e-03       4.105278228082e+03 
       1.079680500798e-03       4.362858042474e+03 
       1.151973850037e-03       4.632394956705e+03 
       1.228017230839e-03       4.913332084873e+03 
       1.307718075248e-03       5.204959794265e+03 
       1.390949102876e-03       5.506419578923e+03 
       1.477554424691e-03       5.816777291731e+03 
       1.567356425544e-03       6.135053837733e+03 
       1.660162790871e-03       6.460218355569e+03 
       1.755773139083e-03       6.791235737591e+03 
       1.853984871874e-03       7.127090646427e+03 
       1.954598020004e-03       7.466806643459e+03 
       2.057419010640e-03       7.809460643383e+03 
       2.162263396027e-03       8.154191775204e+03 
       2.268957656923e-03       8.500207421734e+03 
       2.377340231775e-03       8.846785045957e+03 
       2.487261932270e-03       9.193271088944e+03 
       2.598585897082e-03       9.539079063105e+03 
       2.711187216575e-03       9.883685480885e+03 
       2.824952337959e-03       1.022662649124e+04 
       2.939778337071e-03       1.056749168588e+04 
       3.055572121840e-03       1.090591991481e+04 
       3.172249614594e-03       1.124159559363e+04 
       3.289734945948e-03       1.157424351088e+04 
       3.407959681872e-03       1.190362533058e+04 
       3.526862097123e-03       1.222953158409e+04 
       3.646386502175e-03       1.255178561361e+04 
       3.766482626474e-03       1.287023478214e+04 
       3.887105057956e-03       1.318475092524e+04 
       4.008212736859e-03       1.349522393117e+04 
       4.129768500720e-03       1.380156309782e+04 
       4.251738676805e-03       1.410369193478e+04 
       4.374092717976e-03       1.440155121605e+04 
       4.496802877941e-03       1.469508964620e+04 
       4.619843921991e-03       1.498427481671e+04 
       4.743192869517e-03       1.526906149938e+04 
       4.866828764909e-03       1.554941092697e+04 
       4.990732473693e-03       1.582540615762e+04 
       5.114886501090e-03       1.609696156968e+04 
       5.239274830448e-03       1.636404807903e+04 
       5.363882779289e-03       1.662675335330e+04 
       5.488696870933e-03       1.688513180553e+04 
       5.613704719929e-03       1.713910014067e+04 
       5.738894929696e-03       1.738869191873e+04 
       5.864257000976e-03       1.763387047347e+04 
       5.989781249872e-03       1.787468627512e+04 
       6.115458734382e-03       1.811122654850e+04 
       6.241281188458e-03       1.834341801387e+04 
       6.367240962763e-03       1.857146279974e+04 
       6.493330971372e-03       1.879525822881e+04 
       6.619544643765e-03       1.901484625961e+04 
       6.745875881526e-03       1.923032485729e+04 
       6.872319019245e-03       1.944171309405e+04 
       6.998868789174e-03       1.964903548000e+04 
       7.125520289226e-03       1.985225403315e+04 
       7.252268953980e-03       2.005187287210e+04 
       7.379110528364e-03       2.024716028822e+04 
       7.506041043752e-03       2.043852833551e+04 
       7.633056796225e-03       2.062600018931e+04 
       7.760154326769e-03       2.080962082719e+04 
       7.887330403232e-03       2.098947092770e+04 
       8.014582003857e-03       2.116554172627e+04 
       8.141906302231e-03       2.133787447809e+04 
       8.269300653530e-03       2.150651527335e+04 
       8.396762581919e-03       2.167150538696e+04 
       8.524289769013e-03       2.183285556354e+04 
       8.651880043283e-03       2.199065105644e+04 
       8.779531370337e-03       2.214489360693e+04 
       8.907241843983e-03       2.229569692059e+04 
       9.035009678010e-03       2.244296676335e+04 
       9.162833198623e-03       2.258683329751e+04 
       9.290710837467e-03       2.272732268104e+04 
       9.418641125199e-03       2.286442463784e+04 
       9.546622685553e-03       2.299827972139e+04 
       9.674654229859e-03       2.312879567548e+04 
       9.802734551976e-03       2.325613405870e+04 
       9.930862523606e-03       2.338019565988e+04 
       1.005903708996e-02       2.350113915203e+04 
       1.018725726573e-02       2.361895504869e+04 
       1.031552213138e-02       2.373367190262e+04 
       1.044383082969e-02       2.384538414870e+04 
       1.057218256256e-02       2.395393879053e+04 
       1.070057658803e-02       2.405960239741e+04 
       1.082901221749e-02       2.416227166977e+04 
       1.095748881321e-02       2.426203881395e+04 
       1.108600578584e-02       2.435890388018e+04 
       1.121456259229e-02       2.445292910451e+04 
       1.134315873362e-02       2.454418489017e+04 
       1.147179375314e-02       2.463259066310e+04 
       1.160046723464e-02       2.471826316612e+04 
       1.172917880071e-02       2.480110286784e+04 
       1.185792811123e-02       2.488139265426e+04 
       1.198671486190e-02       2.495890186066e+04 
       1.211553878295e-02       2.503390115854e+04 
       1.224439963787e-02       2.510624646339e+04 
       1.237329722226e-02       2.517601083773e+04 
       1.250223136278e-02       2.524325169137e+04 
       1.263120191614e-02       2.530797614719e+04 
       1.276020876819e-02       2.537022748213e+04 
       1.288925183303e-02       2.542998180528e+04 
       1.301833105229e-02       2.548740469280e+04 
       1.314744639432e-02       2.554230468949e+04 
       1.327659785355e-02       2.559495591974e+04 
       1.340578544987e-02       2.564523402128e+04 
       1.353500922804e-02       2.569322352804e+04 
       1.366426925716e-02       2.573895037391e+04 
       1.379356563021e-02       2.578239078031e+04 
       1.392289846356e-02       2.582364371715e+04 
       1.405226789662e-02       2.586276577708e+04 
       1.418167409143e-02       2.589956376276e+04 
       1.431111723237e-02       2.593434229105e+04 
       1.444059752582e-02       2.596694356877e+04 
       1.457011519991e-02       2.599747863755e+04 
       1.469967050433e-02       2.602605048914e+04 
       1.482926371003e-02       2.605241568855e+04 
       1.495889510916e-02       2.607687504761e+04 
       1.508856501483e-02       2.609929810580e+04 
       1.521827376101e-02       2.611981908629e+04 
       1.534802170247e-02       2.613841884044e+04 
       1.547780921465e-02       2.615505570166e+04 
       1.560763669366e-02       2.616984645249e+04 
       1.573750455618e-02       2.618281396741e+04 
       1.586741323955e-02       2.619386647121e+04 
       1.599736320169e-02       2.620313690419e+04 
       1.612735492121e-02       2.621069346877e+04 
       1.625738889738e-02       2.621638149531e+04 
       1.638746565031e-02       2.622039817531e+04 
