# Matter power spectrum P(k) at redshift z=0
# for k=1.04564e-05 to 0.629981 h/Mpc,
# number of wavenumbers equal to 561
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045636895265e-05       5.098371435898e+01 
       2.333389478790e-05       1.105751724826e+02 
       3.625670750376e-05       1.691436369209e+02 
       4.925955857093e-05       2.273111288073e+02 
       6.237777416461e-05       2.854329616550e+02 
       7.564756999116e-05       3.437762344078e+02 
       8.910637617942e-05       4.025698703531e+02 
       1.027931765553e-04       4.620251332519e+02 
       1.167488666519e-04       5.223461589629e+02 
       1.310166348403e-04       5.837363390996e+02 
       1.456423709732e-04       6.464027626440e+02 
       1.606751068731e-04       7.105596790081e+02 
       1.761674928202e-04       7.764314624497e+02 
       1.921763138241e-04       8.442553170446e+02 
       2.087630488093e-04       9.142838805650e+02 
       2.259944747664e-04       9.867877957717e+02 
       2.439433162616e-04       1.062058291449e+03 
       2.626889382279e-04       1.140409784521e+03 
       2.823180764160e-04       1.222182493484e+03 
       3.029255949337e-04       1.307745000813e+03 
       3.246152535645e-04       1.397496710615e+03 
       3.475004586336e-04       1.491870047124e+03 
       3.717049597047e-04       1.591332268176e+03 
       3.973634400817e-04       1.696386621317e+03 
       4.246219319891e-04       1.807572582582e+03 
       4.536379679307e-04       1.925464796695e+03 
       4.845803594377e-04       2.050670297870e+03 
       5.176284757439e-04       2.183823492000e+03 
       5.529708819790e-04       2.325578442652e+03 
       5.908031950818e-04       2.476597872315e+03 
       6.313250331899e-04       2.637538667359e+03 
       6.747359786690e-04       2.809033567649e+03 
       7.212305526559e-04       2.991669375953e+03 
       7.709923117836e-04       3.185962290039e+03 
       8.241873190224e-04       3.392331688643e+03 
       8.809573922208e-04       3.611074094195e+03 
       9.414136662289e-04       3.842339725705e+03 
       1.005631080708e-03       4.086114016896e+03 
       1.073644392279e-03       4.342206534166e+03 
       1.145446189300e-03       4.610248893239e+03 
       1.220987170020e-03       4.889702534192e+03 
       1.300178669131e-03       5.179875789685e+03 
       1.382897142060e-03       5.479930536211e+03 
       1.468990099914e-03       5.788940289058e+03 
       1.558282871403e-03       6.105941559355e+03 
       1.650585562403e-03       6.429912855178e+03 
       1.745699671153e-03       6.759825537493e+03 
       1.843423961856e-03       7.094667837829e+03 
       1.943559362001e-03       7.433464289348e+03 
       2.045912797300e-03       7.775290192279e+03 
       2.150299993700e-03       8.119281274361e+03 
       2.256547352331e-03       8.464639835566e+03 
       2.364493043512e-03       8.810636709939e+03 
       2.473987477965e-03       9.156611550561e+03 
       2.584893306303e-03       9.501970329263e+03 
       2.697085079908e-03       9.846182894616e+03 
       2.810448683725e-03       1.018877752595e+04 
       2.924880628430e-03       1.052933766571e+04 
       3.040287268375e-03       1.086749709286e+04 
       3.156583993703e-03       1.120293447078e+04 
       3.273694430475e-03       1.153536991400e+04 
       3.391549671288e-03       1.186456078021e+04 
       3.510087550309e-03       1.219029528509e+04 
       3.629251970424e-03       1.251239054802e+04 
       3.748992285766e-03       1.283069328352e+04 
       3.869262739882e-03       1.314506708205e+04 
       3.990021957825e-03       1.345540036369e+04 
       4.111232489204e-03       1.376159629862e+04 
       4.232860398614e-03       1.406357742074e+04 
       4.354874899473e-03       1.436127483726e+04 
       4.477248027330e-03       1.465463797243e+04 
       4.599954348726e-03       1.494362406738e+04 
       4.722970701975e-03       1.522819650389e+04 
       4.846275966428e-03       1.550830269846e+04 
       4.969850857125e-03       1.578400057445e+04 
       5.093677741978e-03       1.605522269815e+04 
       5.217740478961e-03       1.632199207023e+04 
       5.342024271016e-03       1.658434980166e+04 
       5.466515536661e-03       1.684227316462e+04 
       5.591201794488e-03       1.709573044383e+04 
       5.716071559969e-03       1.734481212800e+04 
       5.841114253157e-03       1.758899365468e+04 
       5.966320116041e-03       1.782924957847e+04 
       6.091680138471e-03       1.806515355737e+04 
       6.217185991665e-03       1.829673374420e+04 
       6.342829968470e-03       1.852399273501e+04 
       6.468604929617e-03       1.874703257193e+04 
       6.594504255311e-03       1.896570239949e+04 
       6.720521801564e-03       1.918025670074e+04 
       6.846651860776e-03       1.939069972158e+04 
       6.972889126088e-03       1.959698130487e+04 
       7.099228659119e-03       1.979897477740e+04 
       7.225665860727e-03       1.999727893891e+04 
       7.352196444474e-03       2.019138085140e+04 
       7.478816412525e-03       2.038124647640e+04 
       7.605522033729e-03       2.056757332392e+04 
       7.732309823656e-03       2.075033202428e+04 
       7.859176526405e-03       2.092853095020e+04 
       7.986119097999e-03       2.110327816910e+04 
       8.113134691217e-03       2.127412265416e+04 
       8.240220641726e-03       2.144126859361e+04 
       8.367374455377e-03       2.160473805041e+04 
       8.494593796576e-03       2.176519967621e+04 
       8.621876477603e-03       2.192137036368e+04 
       8.749220448815e-03       2.207388883520e+04 
       8.876623789643e-03       2.222286323409e+04 
       9.004084700301e-03       2.236835632901e+04 
       9.131601494166e-03       2.250959116990e+04 
       9.259172590745e-03       2.264830141032e+04 
       9.386796509198e-03       2.278299547004e+04 
       9.514471862356e-03       2.291479244977e+04 
       9.642197351196e-03       2.304443424964e+04 
       9.769971759736e-03       2.316882395402e+04 
       9.897793950315e-03       2.329043573053e+04 
       1.002566285922e-02       2.341032917395e+04 
       1.015357749263e-02       2.352483551048e+04 
       1.028153692289e-02       2.363752524980e+04 
       1.040954028500e-02       2.374781795222e+04 
       1.053758677341e-02       2.385302453902e+04 
       1.066567563902e-02       2.395664032917e+04 
       1.079380618640e-02       2.405761912196e+04 
       1.092197777122e-02       2.415510897416e+04 
       1.105018979780e-02       2.424942485338e+04 
       1.117844171696e-02       2.433987082346e+04 
       1.130673302387e-02       2.442899095632e+04 
       1.143506325616e-02       2.451452478653e+04 
       1.156343199211e-02       2.459799647268e+04 
       1.169183884901e-02       2.467808720975e+04 
       1.182028348156e-02       2.475576287063e+04 
       1.194876558046e-02       2.483081388630e+04 
       1.207728487107e-02       2.490320780403e+04 
       1.220584111213e-02       2.497316878018e+04 
       1.233443409462e-02       2.504025172417e+04 
       1.246306364069e-02       2.510494507885e+04 
       1.259172960265e-02       2.516730211815e+04 
       1.272043186201e-02       2.522675603256e+04 
       1.284917032868e-02       2.528366743442e+04 
       1.297794494011e-02       2.533813012274e+04 
       1.310675566059e-02       2.539158516457e+04 
       1.323560248054e-02       2.544077045016e+04 
       1.336448541590e-02       2.548882349108e+04 
       1.349340450754e-02       2.553382828484e+04 
       1.362235982072e-02       2.557769379658e+04 
       1.375135144461e-02       2.561869762185e+04 
       1.388037949185e-02       2.565631673061e+04 
       1.400944409810e-02       2.569371613311e+04 
       1.413854542171e-02       2.572822968525e+04 
       1.426768364340e-02       2.576038995710e+04 
       1.439685896588e-02       2.578987035608e+04 
       1.452607161368e-02       2.581833884472e+04 
       1.465532183285e-02       2.584354141854e+04 
       1.478460989075e-02       2.586818001177e+04 
       1.491393607592e-02       2.588965453980e+04 
       1.504330069787e-02       2.591008705002e+04 
       1.517270408698e-02       2.592834523689e+04 
       1.530214659440e-02       2.594441939366e+04 
       1.543162859198e-02       2.595855052520e+04 
       1.556115047219e-02       2.597045766965e+04 
       1.569071264809e-02       2.598114809134e+04 
       1.582031555336e-02       2.598975777600e+04 
       1.594995964226e-02       2.599673555467e+04 
       1.607964538968e-02       2.600217292172e+04 
       1.620937329120e-02       2.600572917858e+04 
       1.633914386317e-02       2.600761351826e+04 
       1.646895764275e-02       2.600823778203e+04 
       1.659881518808e-02       2.600669135056e+04 
       1.672871707836e-02       2.600332942606e+04 
       1.685866391402e-02       2.599857667979e+04 
       1.698865631687e-02       2.599259914606e+04 
       1.711869493027e-02       2.598472947534e+04 
       1.724878041936e-02       2.597511971755e+04 
       1.737891347125e-02       2.596426119596e+04 
       1.750909479523e-02       2.595199284904e+04 
       1.763932512305e-02       2.593869922568e+04 
       1.776960520918e-02       2.592367342430e+04 
       1.789993583109e-02       2.590628464630e+04 
       1.803031778950e-02       2.588878360291e+04 
       1.816075190879e-02       2.586945997305e+04 
       1.829123903722e-02       2.584795618875e+04 
       1.842178004736e-02       2.582582219327e+04 
       1.855237583641e-02       2.580238664351e+04 
       1.868302732662e-02       2.577765619228e+04 
       1.881373546562e-02       2.575166242041e+04 
       1.894450122690e-02       2.572443485215e+04 
       1.907532561022e-02       2.569606687887e+04 
       1.920620964205e-02       2.566637980117e+04 
       1.933715437604e-02       2.563559081158e+04 
       1.946816089353e-02       2.560351885083e+04 
       1.959923030401e-02       2.557037489688e+04 
       1.973036374569e-02       2.553615196078e+04 
       1.986156238598e-02       2.550070916758e+04 
       1.999282742213e-02       2.546424335298e+04 
       2.012416008173e-02       2.542725975937e+04 
       2.025556162338e-02       2.538821276451e+04 
       2.038703333726e-02       2.534891127613e+04 
       2.051857654579e-02       2.530801153135e+04 
       2.065019260429e-02       2.526646803271e+04 
       2.078188290168e-02       2.522388243669e+04 
       2.091364886116e-02       2.518075513776e+04 
       2.104549194095e-02       2.513641239019e+04 
       2.117741363506e-02       2.509048739790e+04 
       2.130941547405e-02       2.504426664439e+04 
       2.144149902583e-02       2.499705478004e+04 
       2.157366589652e-02       2.494909890116e+04 
       2.170591773124e-02       2.490024373352e+04 
       2.183825621505e-02       2.485070018727e+04 
       2.197068307385e-02       2.479996501552e+04 
       2.210320007528e-02       2.474869028749e+04 
       2.223580902973e-02       2.469683259661e+04 
       2.236851179131e-02       2.464410278596e+04 
       2.250131025889e-02       2.459028466130e+04 
       2.263420637715e-02       2.453603638489e+04 
       2.276720213769e-02       2.448101450436e+04 
       2.290029958014e-02       2.442534222888e+04 
       2.303350079333e-02       2.436891256942e+04 
       2.316680791648e-02       2.431142443933e+04 
       2.330022314046e-02       2.425358613402e+04 
       2.343374870903e-02       2.419540500168e+04 
       2.356738692020e-02       2.413614797791e+04 
       2.370114012755e-02       2.407693211126e+04 
       2.383501074164e-02       2.401653755800e+04 
       2.396900123148e-02       2.395563378468e+04 
       2.410311412599e-02       2.389407540008e+04 
       2.423735201555e-02       2.383222256003e+04 
       2.437171755359e-02       2.376975340942e+04 
       2.450621345823e-02       2.370658426872e+04 
       2.464084251399e-02       2.364317428649e+04 
       2.477560757350e-02       2.357901592679e+04 
       2.491051155935e-02       2.351445187195e+04 
       2.504555746592e-02       2.344959399745e+04 
       2.518074836133e-02       2.338414127406e+04 
       2.531608738943e-02       2.331805832389e+04 
       2.545157777183e-02       2.325179205298e+04 
       2.558722281008e-02       2.318516637880e+04 
       2.572302588782e-02       2.311765961331e+04 
       2.585899047307e-02       2.305008980058e+04 
       2.599512012059e-02       2.298214694660e+04 
       2.613141847430e-02       2.291401854497e+04 
       2.626788926981e-02       2.284488472693e+04 
       2.640453633701e-02       2.277616617735e+04 
       2.654136360276e-02       2.270641920071e+04 
       2.667837509372e-02       2.263665674303e+04 
       2.681557493919e-02       2.256678730666e+04 
       2.695296737411e-02       2.249628394642e+04 
       2.709055674220e-02       2.242556490797e+04 
