# Matter power spectrum P(k) at redshift z=0
# for k=1.0419e-05 to 0.625724 h/Mpc,
# number of wavenumbers equal to 560
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.041902320730e-05       5.151918886649e+01 
       2.327848197746e-05       1.118659447499e+02 
       3.618297720921e-05       1.711745159491e+02 
       4.916711340808e-05       2.300752228311e+02 
       6.226606523295e-05       2.889276775771e+02 
       7.551589009675e-05       3.480019777140e+02 
       8.895385072679e-05       4.075294944256e+02 
       1.026187519616e-04       4.677236525913e+02 
       1.165512960946e-04       5.287906014611e+02 
       1.307944611071e-04       5.909356695785e+02 
       1.453939061422e-04       6.543678582420e+02 
       1.603984085105e-04       7.193033388840e+02 
       1.758603363481e-04       7.859684349177e+02 
       1.918361606825e-04       8.546023559564e+02 
       2.083870100214e-04       9.254598147231e+02 
       2.255792695227e-04       9.988136145135e+02 
       2.434852251728e-04       1.074957247613e+03 
       2.621837509798e-04       1.154207510634e+03 
       2.817610337076e-04       1.236907130199e+03 
       3.023113248129e-04       1.323427348961e+03 
       3.239377026355e-04       1.414170386621e+03 
       3.467528191234e-04       1.509571672851e+03 
       3.708795940840e-04       1.610101664132e+03 
       3.964518058814e-04       1.716267034541e+03 
       4.236145106565e-04       1.828610934219e+03 
       4.525242030369e-04       1.947711966877e+03 
       4.833486112227e-04       2.074181440417e+03 
       5.162660007541e-04       2.208658398109e+03 
       5.514638481589e-04       2.351801910658e+03 
       5.891367437681e-04       2.504280191597e+03 
       6.294833994915e-04       2.666756049377e+03 
       6.727026800979e-04       2.839868650366e+03 
       7.189886520115e-04       3.024211666276e+03 
       7.685247538386e-04       3.220308560379e+03 
       8.214773316709e-04       3.428586176319e+03 
       8.779889323489e-04       3.649348509717e+03 
       9.381718804224e-04       3.882752880038e+03 
       1.002102743396e-03       4.128791069078e+03 
       1.069818281430e-03       4.387277719841e+03 
       1.141313363838e-03       4.657847819892e+03 
       1.216541123739e-03       4.939964086580e+03 
       1.295415351038e-03       5.232933718071e+03 
       1.377814849624e-03       5.535914890105e+03 
       1.463589266019e-03       5.847974860406e+03 
       1.552565775227e-03       6.168142011488e+03 
       1.644555997841e-03       6.495384738175e+03 
       1.739362604343e-03       6.828662976257e+03 
       1.836785203448e-03       7.166952775870e+03 
       1.936625272136e-03       7.509266148592e+03 
       2.038690033542e-03       7.854666120783e+03 
       2.142795305625e-03       8.202276478475e+03 
       2.248767421619e-03       8.551288599063e+03 
       2.356444365326e-03       8.900963659876e+03 
       2.465676277752e-03       9.250631974159e+03 
       2.576325485706e-03       9.599692094735e+03 
       2.688266185665e-03       9.947607411431e+03 
       2.801383894105e-03       1.029389991528e+04 
       2.915574752577e-03       1.063814864624e+04 
       3.030744754786e-03       1.097998402359e+04 
       3.146808944855e-03       1.131908024509e+04 
       3.263690621332e-03       1.165515487062e+04 
       3.381320569969e-03       1.198796330990e+04 
       3.499636339688e-03       1.231729145399e+04 
       3.618581569786e-03       1.264295507374e+04 
       3.738105371921e-03       1.296479976987e+04 
       3.858161767350e-03       1.328268841142e+04 
       3.978709177849e-03       1.359650938954e+04 
       4.099709967489e-03       1.390616580460e+04 
       4.221130031721e-03       1.421158142075e+04 
       4.342938429894e-03       1.451268908091e+04 
       4.465107057272e-03       1.480943554321e+04 
       4.587610352681e-03       1.510178447031e+04 
       4.710425038145e-03       1.538969596695e+04 
       4.833529887097e-03       1.567312720016e+04 
       4.956905518048e-03       1.595213470176e+04 
       5.080534210887e-03       1.622662042891e+04 
       5.204399743258e-03       1.649669454382e+04 
       5.328487244733e-03       1.676234935707e+04 
       5.452783066753e-03       1.702350359118e+04 
       5.577274666526e-03       1.728019991463e+04 
       5.701950503294e-03       1.753195819103e+04 
       5.826799945541e-03       1.777980825705e+04 
       5.951813187919e-03       1.802329074413e+04 
       6.076981176764e-03       1.826221717537e+04 
       6.202295543261e-03       1.849696375576e+04 
       6.327748543377e-03       1.872764944929e+04 
       6.453333003833e-03       1.895368353981e+04 
       6.579042273427e-03       1.917561318290e+04 
       6.704870179142e-03       1.939336813972e+04 
       6.830810986512e-03       1.960704486370e+04 
       6.956859363783e-03       1.981693716061e+04 
       7.083010349483e-03       2.002242244989e+04 
       7.209259323023e-03       2.022403615421e+04 
       7.335601978026e-03       2.042147668694e+04 
       7.462034298097e-03       2.061486221747e+04 
       7.588552534784e-03       2.080460046203e+04 
       7.715153187521e-03       2.099038595431e+04 
       7.841832985332e-03       2.117190548256e+04 
       7.968588870143e-03       2.134977802011e+04 
       8.095417981537e-03       2.152381741973e+04 
       8.222317642812e-03       2.169431668635e+04 
       8.349285348215e-03       2.186183303486e+04 
       8.476318751247e-03       2.202491453045e+04 
       8.603415653937e-03       2.218437861358e+04 
       8.730573996992e-03       2.234027274285e+04 
       8.857791850741e-03       2.249257776335e+04 
       8.985067406815e-03       2.264151579915e+04 
       9.112398970479e-03       2.278680783779e+04 
       9.239784953571e-03       2.292781072792e+04 
       9.367223867986e-03       2.306728912681e+04 
       9.494714319669e-03       2.320253288199e+04 
       9.622255003064e-03       2.333431087143e+04 
       9.749844695980e-03       2.346206959262e+04 
       9.877482254847e-03       2.358836101555e+04 
       1.000516661033e-02       2.370942087021e+04 
