# Matter power spectrum P(k) at redshift z=0
# for k=1.02083e-05 to 0.613853 h/Mpc,
# number of wavenumbers equal to 561
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.020825494661e-05       5.649473196543e+01 
       2.280715027484e-05       1.226656963898e+02 
       3.544840399134e-05       1.876857018956e+02 
       4.816455185420e-05       2.522373047922e+02 
       6.098864437230e-05       3.167060681059e+02 
       7.395452878925e-05       3.813789301961e+02 
       8.709713970628e-05       4.464998131526e+02 
       1.004528020551e-04       5.122922113757e+02 
       1.140595501604e-04       5.789705957096e+02 
       1.279574666637e-04       6.467473771922e+02 
       1.421890450926e-04       7.158374770416e+02 
       1.567995798230e-04       7.864619801792e+02 
       1.718375870576e-04       8.588510545885e+02 
       1.873552601718e-04       9.332465797161e+02 
       2.034089622928e-04       1.009904667018e+03 
       2.200597581707e-04       1.089097965528e+03 
       2.373739861484e-04       1.171118093242e+03 
       2.554238691793e-04       1.256277906572e+03 
       2.742881611571e-04       1.344913736249e+03 
       2.940528210741e-04       1.437387577215e+03 
       3.148117024066e-04       1.534089041656e+03 
       3.366672383203e-04       1.635437051500e+03 
       3.597310944719e-04       1.741881082002e+03 
       3.841247500969e-04       1.853901731227e+03 
       4.099799546203e-04       1.972010402429e+03 
       4.374389914261e-04       2.096747736330e+03 
       4.666546634197e-04       2.228680445866e+03 
       4.977898981807e-04       2.368396160716e+03 
       5.310168564758e-04       2.516495853210e+03 
       5.665154207015e-04       2.673583464586e+03 
       6.044709448065e-04       2.840252523186e+03 
       6.450711707576e-04       3.017069621950e+03 
       6.885022648453e-04       3.204555089835e+03 
       7.349440041994e-04       3.403161461445e+03 
       7.845642490495e-04       3.613250867764e+03 
       8.375129610588e-04       3.835072948655e+03 
       8.939161544466e-04       4.068745137897e+03 
       9.538702679837e-04       4.314237415406e+03 
       1.017437492109e-03       4.571363379822e+03 
       1.084642551594e-03       4.839778747394e+03 
       1.155471321280e-03       5.118988108586e+03 
       1.229871454125e-03       5.408359086920e+03 
       1.307754963233e-03       5.707142968784e+03 
