# Matter power spectrum P(k) at redshift z=0
# for k=1.02132e-05 to 0.614207 h/Mpc,
# number of wavenumbers equal to 561
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.021316148552e-05       5.452032989934e+01 
       2.281816585594e-05       1.183805719221e+02 
       3.546559006647e-05       1.811336166442e+02 
       4.818801740219e-05       2.434402031882e+02 
       6.101854714585e-05       3.056744831223e+02 
       7.399107725082e-05       3.681156488773e+02 
       8.714059568223e-05       4.310015348694e+02 
       1.005034841496e-04       4.945505038007e+02 
       1.141178379836e-04       5.589726019367e+02 
       1.280238059407e-04       6.244762554442e+02 
       1.422639537328e-04       6.912728793607e+02 
       1.568836550417e-04       7.595804156666e+02 
       1.719315136515e-04       8.296263266570e+02 
       1.874598200616e-04       9.016502908482e+02 
       2.035250454496e-04       9.759067791356e+02 
       2.201883750456e-04       1.052667576742e+03 
       2.375162817167e-04       1.132224305303e+03 
       2.555811386919e-04       1.214890968911e+03 
       2.744618676572e-04       1.301006503772e+03 
       2.942446146776e-04       1.390937306238e+03 
       3.150234412559e-04       1.485079675731e+03 
       3.369010109892e-04       1.583862061098e+03 
       3.599892434172e-04       1.687746995527e+03 
       3.844098955060e-04       1.797232491720e+03 
       4.102950176839e-04       1.912852681138e+03 
       4.377872156696e-04       2.035177367297e+03 
       4.670396322591e-04       2.164810101447e+03 
       4.982155463526e-04       2.302384367033e+03 
       5.314874724783e-04       2.448557382009e+03 
       5.670356369568e-04       2.604001017364e+03 
       6.050457120420e-04       2.769389457009e+03 
       6.457057132595e-04       2.945383287070e+03 
       6.892020139512e-04       3.132610019861e+03 
       7.357145087996e-04       3.331641408930e+03 
       7.854110640323e-04       3.542968407480e+03 
       8.384415174374e-04       3.766975141590e+03 
       8.949316180123e-04       4.003913784530e+03 
       9.549773961685e-04       4.253882629459e+03 
       1.018640500621e-03       4.516809793063e+03 
       1.085945002672e-03       4.792444453135e+03 
       1.156876043746e-03       5.080357310019e+03 
       1.231380501989e-03       5.379950501316e+03 
       1.309369614972e-03       5.690476446197e+03 
       1.390723267407e-03       6.011022080489e+03 
       1.475295481709e-03       6.340657697216e+03 
       1.562920564707e-03       6.678356597011e+03 
       1.653419370848e-03       7.023058789452e+03 
       1.746605223622e-03       7.373700581083e+03 
       1.842289162630e-03       7.729238049340e+03 
       1.940284321658e-03       8.088666163611e+03 
       2.040409367989e-03       8.451032791756e+03 
       2.142491030192e-03       8.815448209181e+03 
       2.246365806031e-03       9.181091480224e+03 
       2.351880976485e-03       9.547212410042e+03 
       2.458895062652e-03       9.913130355372e+03 
       2.567277856911e-03       1.027823383243e+04 
       2.676910144955e-03       1.064197686597e+04 
       2.787683216348e-03       1.100387300288e+04 
       2.899498241634e-03       1.136349253905e+04 
       3.012265575866e-03       1.172045902139e+04 
       3.125904032783e-03       1.207444045627e+04 
       3.240340160991e-03       1.242514760572e+04 
