# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1889       3.326807155239e-11       1.533363706750e-12      -5.883263629567e-13       0.000000000000e+00       3.158520780502e-16       2.782842406506e-16      -1.598947614902e-17 
 1890       3.313618539919e-11       1.539769268102e-12      -6.118142132050e-13       0.000000000000e+00       3.151350816497e-16       2.783166880929e-16      -1.606473828378e-17 
 1891       3.300637507740e-11       1.546041494294e-12      -6.357074653191e-13       0.000000000000e+00       3.144199818644e-16       2.783465539810e-16      -1.613813009172e-17 
 1892       3.287866074499e-11       1.552177400127e-12      -6.599933028676e-13       0.000000000000e+00       3.137067725978e-16       2.783737277836e-16      -1.620965055845e-17 
 1893       3.275306262209e-11       1.558173989195e-12      -6.846588514758e-13       0.000000000000e+00       3.129954476954e-16       2.783980985262e-16      -1.627929868502e-17 
 1894       3.262960099105e-11       1.564028253876e-12      -7.096911787475e-13       0.000000000000e+00       3.122860009443e-16       2.784195547901e-16      -1.634707348798e-17 
 1895       3.250829619654e-11       1.569737175315e-12      -7.350772941867e-13       0.000000000000e+00       3.115784260737e-16       2.784379847119e-16      -1.641297399935e-17 
 1896       3.238916864560e-11       1.575297723410e-12      -7.608041491200e-13       0.000000000000e+00       3.108727167545e-16       2.784532759829e-16      -1.647699926672e-17 
 1897       3.227223880773e-11       1.580706856797e-12      -7.868586366181e-13       0.000000000000e+00       3.101688665990e-16       2.784653158486e-16      -1.653914835323e-17 
 1898       3.215752721493e-11       1.585961522839e-12      -8.132275914179e-13       0.000000000000e+00       3.094668691611e-16       2.784739911081e-16      -1.659942033760e-17 
 1899       3.204505446180e-11       1.591058657609e-12      -8.398977898441e-13       0.000000000000e+00       3.087667179363e-16       2.784791881134e-16      -1.665781431422e-17 
 1900       3.193484120560e-11       1.595995185877e-12      -8.668559497315e-13       0.000000000000e+00       3.080684063613e-16       2.784807927690e-16      -1.671432939307e-17 
 1901       3.182690816633e-11       1.600768021094e-12      -8.940887303467e-13       0.000000000000e+00       3.073719278140e-16       2.784786905313e-16      -1.676896469988e-17 
 1902       3.172127612679e-11       1.605374065380e-12      -9.215827323098e-13       0.000000000000e+00       3.066772756134e-16       2.784727664079e-16      -1.682171937604e-17 
 1903       3.161796593265e-11       1.609810209511e-12      -9.493244975167e-13       0.000000000000e+00       3.059844430198e-16       2.784629049571e-16      -1.687259257870e-17 
 1904       3.151699849255e-11       1.614073332900e-12      -9.773005090607e-13       0.000000000000e+00       3.052934232342e-16       2.784489902874e-16      -1.692158348078e-17 
 1905       3.141839477813e-11       1.618160303589e-12      -1.005497191154e-12       0.000000000000e+00       3.046042093986e-16       2.784309060568e-16      -1.696869127102e-17 
 1906       3.132217582411e-11       1.622067978229e-12      -1.033900909052e-12       0.000000000000e+00       3.039167945957e-16       2.784085354723e-16      -1.701391515394e-17 
 1907       3.122836272841e-11       1.625793202071e-12      -1.062497968971e-12       0.000000000000e+00       3.032311718488e-16       2.783817612891e-16      -1.705725434998e-17 
 1908       3.113697665214e-11       1.629332808947e-12      -1.091274618012e-12       0.000000000000e+00       3.025473341221e-16       2.783504658105e-16      -1.709870809541e-17 
 1909       3.104803274827e-11       1.632684169538e-12      -1.120217330826e-12       0.000000000000e+00       3.018652748008e-16       2.783145597531e-16      -1.713827499120e-17 
 1910       3.096152189632e-11       1.635846840792e-12      -1.149313672153e-12       0.000000000000e+00       3.011849891384e-16       2.782740690869e-16      -1.717595104376e-17 
 1911       3.087742882773e-11       1.638820929121e-12      -1.178551440738e-12       0.000000000000e+00       3.005064728206e-16       2.782290488601e-16      -1.721173160921e-17 
 1912       3.079573818455e-11       1.641606543275e-12      -1.207918383120e-12       0.000000000000e+00       2.998297214856e-16       2.781795543935e-16      -1.724561204326e-17 
 1913       3.071643451926e-11       1.644203794345e-12      -1.237402193567e-12       0.000000000000e+00       2.991547307237e-16       2.781256412807e-16      -1.727758770123e-17 
 1914       3.063950229466e-11       1.646612795770e-12      -1.266990514004e-12       0.000000000000e+00       2.984814960773e-16       2.780673653890e-16      -1.730765393807e-17 
 1915       3.056492588375e-11       1.648833663336e-12      -1.296670933947e-12       0.000000000000e+00       2.978100130411e-16       2.780047828593e-16      -1.733580610833e-17 
 1916       3.049268956959e-11       1.650866515185e-12      -1.326430990432e-12       0.000000000000e+00       2.971402770615e-16       2.779379501069e-16      -1.736203956620e-17 
