# Dimensionless primordial spectrum, equal to [k^3/2pi^2] P(k)
# k [1/Mpc]                P_scalar(k)                P_gwb(k)                   ad x gwb                   P_tensor(k)
1.671949759731990040e-03   2.516875942188179138e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.177942695330590010e-10
1.699144172034625999e-03   2.515349549876448856e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.174431585733340318e-10
1.726780903884356060e-03   2.513824083265286254e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.170926136473541577e-10
1.754867149648150224e-03   2.512299541793288812e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.167426338426038416e-10
1.783410220710008025e-03   2.510775924899393571e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.163932182480385836e-10
1.812417547374237711e-03   2.509253232022877540e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.160443659540827498e-10
1.841896680799710861e-03   2.507731462603358942e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.156960760526269613e-10
1.871855294965579265e-03   2.506210616080794729e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.153483476370257682e-10
1.902301188668943871e-03   2.504690691895482652e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.150011798020954779e-10
1.933242287555045260e-03   2.503171689488058366e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.146545716441115185e-10
1.964686646180446600e-03   2.501653608299497909e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.143085222608063709e-10
1.996642450109793483e-03   2.500136447771116466e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.139630307513669581e-10
2.029118018046678195e-03   2.498620207344567536e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.136180962164324996e-10
2.062121803999142529e-03   2.497104886461842523e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.132737177580921072e-10
2.095662399480432980e-03   2.495590484565273215e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.129298944798823557e-10
2.129748535745521181e-03   2.494077001097527648e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.125866254867850852e-10
2.164389086064020130e-03   2.492564435501613419e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.122439098852250490e-10
2.199593068030074750e-03   2.491052787220874370e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.119017467830674320e-10
2.235369645909794038e-03   2.489542055698993075e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.115601352896158086e-10
2.271728133026905232e-03   2.488032240379988772e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.112190745156095322e-10
2.308677994187169520e-03   2.486523340708219014e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.108785635732215634e-10
2.346228848142262267e-03   2.485015356128376776e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.105386015760562988e-10
2.384390470093720581e-03   2.483508286085493350e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.101991876391469087e-10
2.423172794237598345e-03   2.482002130024935450e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.098603208789533464e-10
2.462585916350546866e-03   2.480496887392406453e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.095220004133599446e-10
2.502640096417919208e-03   2.478992557633945570e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.091842253616731143e-10
2.543345761304648036e-03   2.477489140195929503e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.088469948446190189e-10
2.584713507469563968e-03   2.475986634525068720e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.085103079843412472e-10
2.626754103723835752e-03   2.474485040068410767e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.081741639043988235e-10
2.669478494034320699e-03   2.472984356273336955e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.078385617297634414e-10
2.712897800372467225e-03   2.471484582587565260e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.075035005868176544e-10
2.757023325609582638e-03   2.469985718459148664e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.071689796033522393e-10
2.801866556459195207e-03   2.468487763336472677e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.068349979085642059e-10
2.847439166467244723e-03   2.466990716668260298e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.065015546330543410e-10
2.893753019050950264e-03   2.465494577903566639e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.061686489088249599e-10
2.940820170587063812e-03   2.463999346491782235e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.058362798692778382e-10
2.988652873550382699e-03   2.462505021882630146e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.055044466492116267e-10
3.037263579703311511e-03   2.461011603526168854e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.051731483848199650e-10
3.086664943337274428e-03   2.459519090872789781e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.048423842136889734e-10
3.136869824566876613e-03   2.458027483373216878e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.045121532747950561e-10
3.187891292677645996e-03   2.456536780478508273e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.041824547085027556e-10
3.239742629528195514e-03   2.455046981640053797e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.038532876565624005e-10
3.292437333007768984e-03   2.453558086309577460e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.035246512621079340e-10
3.345989120549974685e-03   2.452070093939134972e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.031965446696547426e-10
3.400411932703706255e-03   2.450583003981114155e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.028689670250972522e-10
3.455719936762139538e-03   2.449096815888234947e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.025419174757068859e-10
3.511927530450727804e-03   2.447611529113549808e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.022153951701297375e-10
3.569049345675229679e-03   2.446127143110442488e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.018893992583843487e-10
3.627100252330648419e-03   2.444643657332628022e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.015639288918596150e-10
3.686095362172158059e-03   2.443161071234153968e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.012389832233124852e-10
3.746050032748993088e-03   2.441679384269397108e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.009145614068657127e-10
3.806979871402283930e-03   2.440198595893065918e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.005906625980057872e-10
3.868900739327975347e-03   2.438718705560200162e-09   1.000000000000000036e-10   0.000000000000000000e+00   2.002672859535805311e-10
3.931828755705770589e-03   2.437239712726169650e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.999444306317971087e-10
3.995780301895269192e-03   2.435761616846674236e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.996220957922198293e-10
4.060772025700365266e-03   2.434284417377744232e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.993002805957677690e-10
4.126820845702951907e-03   2.432808113775740409e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.989789842047127541e-10
4.193943955667186335e-03   2.431332705497351518e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.986582057826771387e-10
4.262158829015324536e-03   2.429858191999596763e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.983379444946316329e-10
4.331483223376398663e-03   2.428384572739825812e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.980181995068930280e-10
4.401935185208874328e-03   2.426911847175715481e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.976989699871221805e-10
4.473533054498463057e-03   2.425440014765273042e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.973802551043218407e-10
4.546295469532399616e-03   2.423969074966832508e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.970620540288343520e-10
4.620241371751312651e-03   2.422499027239059175e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.967443659323395572e-10
4.695390010680058207e-03   2.421029871040944249e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.964271899878526269e-10
4.771760948938746048e-03   2.419561605831807739e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.961105253697220697e-10
4.849374067335232921e-03   2.418094231071298874e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.957943712536273273e-10
4.928249570040513054e-03   2.416627746219392377e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.954787268165767076e-10
5.008407989848212387e-03   2.415162150736391776e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.951635912369054449e-10
5.089870193519680126e-03   2.413697444082928162e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.948489636942732710e-10
5.172657387216019441e-03   2.412233625719958536e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.945348433696623984e-10
5.256791122018424252e-03   2.410770695108767875e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.942212294453754526e-10
5.342293299538352150e-03   2.409308651710967480e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.939081211050333263e-10
5.429186177618942899e-03   2.407847494988494560e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.935955175335728534e-10
5.517492376129123216e-03   2.406387224403615129e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.932834179172450767e-10
5.607234882852032802e-03   2.404927839418917388e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.929718214436126890e-10
5.698437059469142058e-03   2.403469339497318754e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.926607273015481977e-10
5.791122647641758041e-03   2.402011724102060489e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.923501346812319088e-10
5.885315775191450431e-03   2.400554992696710174e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.920400427741493672e-10
5.981040962380937930e-03   2.399099144745160888e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.917304507730897548e-10
6.078323128297229670e-03   2.397644179711630376e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.914213578721435379e-10
6.177187597338494422e-03   2.396190097060661882e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.911127632667003471e-10
6.277660105806499857e-03   2.394736896257122074e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.908046661534469877e-10
6.379766808606282015e-03   2.393284576766203531e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.904970657303652936e-10
6.483534286054720708e-03   2.391833138053422674e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.901899611967300337e-10
6.588989550799949878e-03   2.390382579584619764e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.898833517531069474e-10
6.696160054853222271e-03   2.388932900825960143e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.895772366013503406e-10
6.805073696735206880e-03   2.387484101243931343e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.892716149446014828e-10
6.915758828738525002e-03   2.386036180305345147e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.889664859872860743e-10
7.028244264308345507e-03   2.384589137477337595e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.886618489351124879e-10
7.142559285543126184e-03   2.383142972227366501e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.883577029950695721e-10
7.258733650817253240e-03   2.381697684023213105e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.880540473754245833e-10
7.376797602527730875e-03   2.380253272332981661e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.877508812857211947e-10
7.496781874966876834e-03   2.378809736625098198e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.874482039367772739e-10
7.618717702322991107e-03   2.377367076368312997e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.871460145406831509e-10
7.742636826811269413e-03   2.375925291031696461e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.868443123107991362e-10
7.868571506936851423e-03   2.374484380084642419e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.865430964617538409e-10
7.996554525892346499e-03   2.373044342996865231e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.862423662094420312e-10
8.126619200091946341e-03   2.371605179238401861e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.859421207710223277e-10
8.258799387844264345e-03   2.370166888279610216e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.856423593649157061e-10
8.393129498166364971e-03   2.368729469591169565e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.853430812108027831e-10
8.529644499741025759e-03   2.367292922644080534e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.850442855296224464e-10
8.668379930019773361e-03   2.365857246909663456e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.847459715435693730e-10
8.809371904473990364e-03   2.364422441859560025e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.844481384760921684e-10
8.952657125996391421e-03   2.362988506965733291e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.841507855518914274e-10
9.098272894455557494e-03   2.361555441700465186e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.838539119969174856e-10
9.246257116405743465e-03   2.360123245536356931e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.835575170383686357e-10
9.396648314954691300e-03   2.358691917946332763e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.832615999046890075e-10
9.549485639791965852e-03   2.357261458403633313e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.829661598255665265e-10
9.704808877380306092e-03   2.355831866381819747e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.826711960319310262e-10
9.862658461312821118e-03   2.354403141354773762e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.823767077559521290e-10
1.002307548283864341e-02   2.352975282796694281e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.820826942310372810e-10
1.018610170155975249e-02   2.351548290182100342e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.817891546918297883e-10
1.035177955630176179e-02   2.350122162985828624e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.814960883742068257e-10
1.052015217616159015e-02   2.348696900683034682e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.812034945152773954e-10
1.069126339173477255e-02   2.347272502749193364e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.809113723533803618e-10
1.086515774652537306e-02   2.345848968660096740e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.806197211280825907e-10
1.104188050854160164e-02   2.344426297891854520e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.803285400801766746e-10
1.122147768207980290e-02   2.343004489920894877e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.800378284516793297e-10
1.140399601970033122e-02   2.341583544223961966e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.797475854858290698e-10
1.158948303439811742e-02   2.340163460278119648e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.794578104270844743e-10
1.177798701197118117e-02   2.338744237560747769e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.791685025211222233e-10
1.196955702359042868e-02   2.337325875549542570e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.788796610148349012e-10
1.216424293857367930e-02   2.335908373722517514e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.785912851563292897e-10
1.236209543736769070e-02   2.334491731558002877e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.783033741949243521e-10
1.256316602474121490e-02   2.333075948534644503e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.780159273811491137e-10
1.276750704319264476e-02   2.331661024131405873e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.777289439667410072e-10
1.297517168657586796e-02   2.330246957827565213e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.774424232046435720e-10
1.318621401394748545e-02   2.328833749102716727e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.771563643490048003e-10
1.340068896363950761e-02   2.327421397436771021e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.768707666551751203e-10
1.361865236756082745e-02   2.326009902309953026e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.765856293797053030e-10
1.384016096573130114e-02   2.324599263202803243e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.763009517803448588e-10
1.406527242105236331e-02   2.323189479596178157e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.760167331160396084e-10
1.429404533431761007e-02   2.321780550971247340e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.757329726469302605e-10
1.452653925946781159e-02   2.320372476809496348e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.754496696343502410e-10
1.476281471909391026e-02   2.318965256592724651e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.751668233408237019e-10
1.500293322019216787e-02   2.317558889803046462e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.748844330300638159e-10
1.524695727017572923e-02   2.316153375922890321e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.746024979669706047e-10
1.549495039314631624e-02   2.314748714434997031e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.743210174176292848e-10
1.574697714643086624e-02   2.313344904822422136e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.740399906493081477e-10
1.600310313738701612e-02   2.311941946568535509e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.737594169304568021e-10
1.626339504048190596e-02   2.310539839157019696e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.734792955307042096e-10
1.652792061464893741e-02   2.309138582071868679e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.731996257208566426e-10
1.679674872092653051e-02   2.307738174797392833e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.729204067728961069e-10
1.706994934038407949e-02   2.306338616818211903e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.726416379599781455e-10
1.734759359233932485e-02   2.304939907619260787e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.723633185564301316e-10
1.762975375287204050e-02   2.303542046685784575e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.720854478377492786e-10
1.791650327363899370e-02   2.302145033503342274e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.718080250806007532e-10
1.820791680099462587e-02   2.300748867557803497e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.715310495628158659e-10
1.850407019542302245e-02   2.299353548335351771e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.712545205633901319e-10
1.880504055128583499e-02   2.297959075322479576e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.709784373624814623e-10
1.911090621689135946e-02   2.296565448005992479e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.707027992414082507e-10
1.942174681489024571e-02   2.295172665873005826e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.704276054826473313e-10
1.973764326300255292e-02   2.293780728410948881e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.701528553698324797e-10
2.005867779508234069e-02   2.292389635107558200e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.698785481877521640e-10
2.038493398252464242e-02   2.290999385450884674e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.696046832223480712e-10
2.071649675602066712e-02   2.289609978929285659e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.693312597607128584e-10
2.105345242766703748e-02   2.288221415031432016e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.690582770910884985e-10
2.139588871343421628e-02   2.286833693246303555e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.687857345028644709e-10
2.174389475600079988e-02   2.285446813063189456e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.685136312865758223e-10
2.209756114795903212e-02   2.284060773971689500e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.682419667339013318e-10
2.245697995539771771e-02   2.282675575461712837e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.679707401376617014e-10
2.282224474186896057e-02   2.281291217023477569e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.676999507918175914e-10
2.319345059274427467e-02   2.279907698147511575e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.674295979914680692e-10
2.357069413996727703e-02   2.278525018324650446e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.671596810328483868e-10
2.395407358720879482e-02   2.277143177046040795e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.668901992133285844e-10
2.434368873543112793e-02   2.275762173803135288e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.666211518314111641e-10
2.473964100886811776e-02   2.274382008087697202e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.663525381867297717e-10
2.514203348142796460e-02   2.273002679391795866e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.660843575800469221e-10
2.555097090352506997e-02   2.271624187207810805e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.658166093132524737e-10
2.596655972934872394e-02   2.270246531028428427e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.655492926893617933e-10
2.638890814457512876e-02   2.268869710346642437e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.652824070125137662e-10
2.681812609453012794e-02   2.267493724655754667e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.650159515879691927e-10
2.725432531281027707e-02   2.266118573449373416e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.647499257221086949e-10
2.769761935036891068e-02   2.264744256221415110e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.644843287224313205e-10
2.814812360507581296e-02   2.263370772466103059e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.642191598975523975e-10
2.860595535175744844e-02   2.261998121677965802e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.639544185572018024e-10
2.907123377272575332e-02   2.260626303351840830e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.636901040122223570e-10
2.954407998880380012e-02   2.259255316982869210e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.634262155745677353e-10
3.002461709085549324e-02   2.257885162066500961e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.631627525573008862e-10
3.051297017182870788e-02   2.256515838098489675e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.628997142745922242e-10
3.100926635931929715e-02   2.255147344574897071e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.626371000417177941e-10
3.151363484866476217e-02   2.253779680992088444e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.623749091750574616e-10
3.202620693657649842e-02   2.252412846846735144e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.621131409920931552e-10
3.254711605531847990e-02   2.251046841635814577e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.618517948114071608e-10
3.307649780744242179e-02   2.249681664856608555e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.615908699526802599e-10
3.361449000108768237e-02   2.248317316006703703e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.613303657366899980e-10
3.416123268585524730e-02   2.246953794583991049e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.610702814853089785e-10
3.471686818926559420e-02   2.245591100086667680e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.608106165215028981e-10
3.528154115380883332e-02   2.244229232013232600e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.605513701693289701e-10
3.585539857459817126e-02   2.242868189862490873e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.602925417539341406e-10
3.643858983763548220e-02   2.241507973133550723e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.600341306015533308e-10
3.703126675869923556e-02   2.240148581325824779e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.597761360395075762e-10
3.763358362286532699e-02   2.238790013939028828e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.595185573962023715e-10
3.824569722466999305e-02   2.237432270473180994e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.592613940011258878e-10
3.886776690892667502e-02   2.236075350428604216e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.590046451848472918e-10
3.949995461220646986e-02   2.234719253305924182e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.587483102790149367e-10
4.014242490499318056e-02   2.233363978606069328e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.584923886163547074e-10
4.079534503452449112e-02   2.232009525830269597e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.582368795306680050e-10
4.145888496832911274e-02   2.230655894480059333e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.579817823568304535e-10
4.213321743847289053e-02   2.229303084057273563e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.577270964307898582e-10
4.281851798652415442e-02   2.227951094064050474e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.574728210895644995e-10
4.351496500925045724e-02   2.226599924002830587e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.572189556712415303e-10
4.422273980505896790e-02   2.225249573376353451e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.569654995149751923e-10
4.494202662119142072e-02   2.223900041687664256e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.567124519609850323e-10
4.567301270168747096e-02   2.222551328440106391e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.564598123505543516e-10
4.641588833612782239e-02   2.221203433137325581e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.562075800260282153e-10
4.717084690917012352e-02   2.219856355283269056e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.559557543308121081e-10
4.793808495089106614e-02   2.218510094382183901e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.557043346093698664e-10
4.871780218794630885e-02   2.217164649938617881e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.554533202072221793e-10
4.951020159556351191e-02   2.215820021457420680e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.552027104709448305e-10
5.031548945038056414e-02   2.214476208443740596e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.549525047481670957e-10
5.113387538414320560e-02   2.213133210403026607e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.547027023875698557e-10
5.196557243827657629e-02   2.211791026841028371e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.544533027388839679e-10
5.281079711934331261e-02   2.210449657263794158e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.542043051528886635e-10
5.366976945540476163e-02   2.209109101177671677e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.539557089814098156e-10
5.454271305329836533e-02   2.207769358089309731e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.537075135773181818e-10
5.542985515684663300e-02   2.206430427505654908e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.534597182945278268e-10
5.633142670601351543e-02   2.205092308933952823e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.532123224879942875e-10
5.724766239702178822e-02   2.203755001881747702e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.529653255137130736e-10
5.817880074344935343e-02   2.202418505856884451e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.527187267287179099e-10
5.912508413831880916e-02   2.201082820367503279e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.524725254910790302e-10
6.008675891719680862e-02   2.199747944922045491e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.522267211599015746e-10
6.106407542232036162e-02   2.198413879029248933e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.519813130953237801e-10
6.205728806776500406e-02   2.197080622198149654e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.517363006585155849e-10
6.306665540567406303e-02   2.195748173938081896e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.514916832116766633e-10
6.409244019356456767e-02   2.194416533758676865e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.512474601180349271e-10
6.513490946272795790e-02   2.193085701169863960e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.510036307418449484e-10
6.619433458774387491e-02   2.191755675681869127e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.507601944483859951e-10
6.727099135712336087e-02   2.190426456805215271e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.505171506039607902e-10
6.836516004510238831e-02   2.189098044050722665e-09   1.000000000000000036e-10   0.000000000000000000e+00   1.502744985758935472e-10
