# Matter power spectrum P(k) at redshift z=0
# for k=1.06937e-05 to 0.641998 h/Mpc,
# number of wavenumbers equal to 559
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.069367918335e-05       4.847335968714e+01 
       2.389273647135e-05       1.052541301852e+02 
       3.714048657257e-05       1.610664212818e+02 
       5.047436019252e-05       2.165098327242e+02 
       6.393243744690e-05       2.719293495687e+02 
       7.755380432052e-05       3.275859437935e+02 
       9.137892106232e-05       3.837044891545e+02 
       1.054500076412e-04       4.404934232633e+02 
       1.198114514244e-04       4.981549158324e+02 
       1.345102422758e-04       5.568910701323e+02 
       1.495964402641e-04       6.169082693827e+02 
       1.651236810768e-04       6.784206076073e+02 
       1.811497239732e-04       7.416528235121e+02 
       1.977370465925e-04       8.068430275140e+02 
       2.149534900169e-04       8.742452925659e+02 
       2.328729560084e-04       9.441322120818e+02 
       2.515761560543e-04       1.016797454622e+03 
       2.711514084738e-04       1.092558330128e+03 
       2.916954749891e-04       1.171758220591e+03 
       3.133144214136e-04       1.254769054944e+03 
       3.361244779482e-04       1.341993365816e+03 
       3.602528625179e-04       1.433866105717e+03 
       3.858385151802e-04       1.530855815777e+03 
       4.130326727145e-04       1.633464875952e+03 
       4.419991903521e-04       1.742228612274e+03 
       4.729144933622e-04       1.857712631550e+03 
       5.059670173223e-04       1.980508162478e+03 
       5.413559766169e-04       2.111224656345e+03 
       5.792892924708e-04       2.250479336784e+03 
       6.199805232507e-04       2.398883267678e+03 
       6.636446808198e-04       2.557023820347e+03 
       7.104928965679e-04       2.725443709059e+03 
       7.607260240444e-04       2.904617254034e+03 
       8.145274272951e-04       3.094925192322e+03 
       8.720553865338e-04       3.296629446806e+03 
       9.334357217392e-04       3.509850552917e+03 
       9.987553450002e-04       3.734549452347e+03 
       1.068057459439e-03       3.970516269902e+03 
       1.141338999354e-03       4.217368516982e+03 
       1.218550658855e-03       4.474556816838e+03 
       1.299599528809e-03       4.741382399260e+03 
       1.384354025972e-03       5.017020600735e+03 
       1.472650529395e-03       5.300552121895e+03 
       1.564300991342e-03       5.590994151690e+03 
       1.659100779145e-03       5.887334405292e+03 
       1.756836109212e-03       6.188559228643e+03 
       1.857290609854e-03       6.493678184345e+03 
       1.960250745950e-03       6.801740851002e+03 
       2.065510015888e-03       7.111851310827e+03 
       2.172871966842e-03       7.423174673941e+03 
       2.282152161605e-03       7.734935146203e+03 
       2.393179273621e-03       8.046431392314e+03 
       2.505795496966e-03       8.357038673432e+03 
       2.619856446402e-03       8.666190678714e+03 
       2.735230699145e-03       8.973383371321e+03 
       2.851799102218e-03       9.278171491457e+03 
       2.969453941716e-03       9.580163743051e+03 
       3.088098045787e-03       9.879016903642e+03 
       3.207643872602e-03       1.017443242893e+04 
       3.328012618303e-03       1.046615428797e+04 
       3.449133367392e-03       1.075397174119e+04 
       3.570942298857e-03       1.103768323247e+04 
       3.693381954696e-03       1.131712951817e+04 
       3.816400572935e-03       1.159217853721e+04 
       3.939951484238e-03       1.186271702682e+04 
       4.063992569234e-03       1.212866773562e+04 
       4.188485772610e-03       1.238995457443e+04 
       4.313396669449e-03       1.264652430075e+04 
       4.438694079080e-03       1.289833999317e+04 
       4.564349721796e-03       1.314538016319e+04 
       4.690337913982e-03       1.338762996357e+04 
       4.816635297510e-03       1.362508835021e+04 
       4.943220599582e-03       1.385776668438e+04 
       5.070074419566e-03       1.408567713927e+04 
       5.197179039719e-03       1.430884651880e+04 
       5.324518257010e-03       1.452730504989e+04 
       5.452077233596e-03       1.474108545499e+04 
       5.579842363733e-03       1.495023127203e+04 
       5.707801155235e-03       1.515478545887e+04 
       5.835942123739e-03       1.535479746590e+04 
       5.964254698309e-03       1.555031853281e+04 
       6.092729137058e-03       1.574139816174e+04 
       6.221356451615e-03       1.592809539358e+04 
       6.350128339455e-03       1.611047127734e+04 
       6.479037123158e-03       1.628857364915e+04 
       6.608075695853e-03       1.646246786117e+04 
       6.737237472127e-03       1.663220922377e+04 
       6.866516343813e-03       1.679785651801e+04 
       6.995906640100e-03       1.695947867520e+04 
       7.125403091524e-03       1.711712895816e+04 
       7.255000797394e-03       1.727086511273e+04 
       7.384695196304e-03       1.742075748840e+04 
       7.514482039403e-03       1.756685226205e+04 
       7.644357366128e-03       1.770921272350e+04 
       7.774317482166e-03       1.784790890650e+04 
       7.904358939384e-03       1.798298970604e+04 
       8.034478517568e-03       1.811451599648e+04 
       8.164673207758e-03       1.824253769422e+04 
       8.294940197039e-03       1.836711864683e+04 
       8.425276854647e-03       1.848829951422e+04 
       8.555680719249e-03       1.860614428359e+04 
       8.686149487302e-03       1.872072052204e+04 
       8.816681002377e-03       1.883206215192e+04 
       8.947273245365e-03       1.894022503321e+04 
       9.077924325480e-03       1.904525084882e+04 
       9.208632471991e-03       1.914720010926e+04 
       9.339396026609e-03       1.924611676431e+04 
       9.470213436483e-03       1.934205671182e+04 
       9.601083247738e-03       1.943505630665e+04 
       9.732004099517e-03       1.952516886831e+04 
       9.862974718480e-03       1.961243640758e+04 
       9.993993913727e-03       1.969689765336e+04 
       1.012506057209e-02       1.977860655267e+04 
       1.025617365381e-02       1.985759846397e+04 
       1.038733218848e-02       1.993392106890e+04 
       1.051853527135e-02       2.000761057449e+04 
       1.064978205985e-02       2.007870903792e+04 
       1.078107177042e-02       2.014725635806e+04 
       1.091240367548e-02       2.021328600350e+04 
       1.104377710076e-02       2.027683160528e+04 
       1.117519142264e-02       2.033794959869e+04 
       1.130664606587e-02       2.039665753051e+04 
       1.143814050128e-02       2.045299078773e+04 
       1.156967424377e-02       2.050699790277e+04 
       1.170124685041e-02       2.055870266698e+04 
       1.183285791862e-02       2.060813168724e+04 
       1.196450708457e-02       2.065533010157e+04 
       1.209619402162e-02       2.070033264325e+04 
       1.222791843889e-02       2.074315556580e+04 
       1.235968007995e-02       2.078384293696e+04 
       1.249147872160e-02       2.082242111211e+04 
       1.262331417268e-02       2.085891669183e+04 
       1.275518627306e-02       2.089336894959e+04 
       1.288709489262e-02       2.092579809283e+04 
       1.301903993035e-02       2.095623271549e+04 
       1.315102131351e-02       2.098470623283e+04 
       1.328303899682e-02       2.101125278843e+04 
       1.341509296175e-02       2.103588138022e+04 
       1.354718321588e-02       2.105863257476e+04 
       1.367930979221e-02       2.107953227296e+04 
       1.381147274869e-02       2.109859751041e+04 
       1.394367216759e-02       2.111586145072e+04 
       1.407590815513e-02       2.113135636369e+04 
       1.420818084096e-02       2.114509649138e+04 
       1.434049037781e-02       2.115711149505e+04 
       1.447283694111e-02       2.116742393679e+04 
       1.460522072870e-02       2.117607053587e+04 
       1.473764196049e-02       2.118307762852e+04 
       1.487010087824e-02       2.118844993956e+04 
       1.500259774533e-02       2.119223135523e+04 
       1.513513284656e-02       2.119444147835e+04 
       1.526770648795e-02       2.119510100028e+04 
       1.540031899667e-02       2.119423210133e+04 
       1.553297072085e-02       2.119187502952e+04 
       1.566566202953e-02       2.118803489149e+04 
       1.579839331259e-02       2.118274051897e+04 
       1.593116498068e-02       2.117600473510e+04 
       1.606397746524e-02       2.116786468754e+04 
       1.619683121848e-02       2.115834047236e+04 
       1.632972671337e-02       2.114744914404e+04 
       1.646266444374e-02       2.113521593361e+04 
       1.659564492431e-02       2.112166794648e+04 
       1.672866869076e-02       2.110682914405e+04 
       1.686173629986e-02       2.109070198692e+04 
       1.699484832956e-02       2.107334995116e+04 
       1.712800537916e-02       2.105473908764e+04 
       1.726120806943e-02       2.103491953208e+04 
       1.739445704279e-02       2.101390247310e+04 
       1.752775296352e-02       2.099172616467e+04 
       1.766109651797e-02       2.096841584258e+04 
       1.779448841473e-02       2.094395639483e+04 
       1.792792938495e-02       2.091838456977e+04 
       1.806142018255e-02       2.089173041953e+04 
       1.819496158449e-02       2.086399812047e+04 
       1.832855439108e-02       2.083522823073e+04 
       1.846219942630e-02       2.080541073086e+04 
       1.859589753810e-02       2.077456614438e+04 
       1.872964959875e-02       2.074274942740e+04 
       1.886345650521e-02       2.070994299785e+04 
       1.899731917949e-02       2.067617615929e+04 
       1.913123856906e-02       2.064146463497e+04 
       1.926521564724e-02       2.060580158893e+04 
       1.939925141364e-02       2.056926412106e+04 
       1.953334689461e-02       2.053180019807e+04 
       1.966750314370e-02       2.049349684036e+04 
       1.980172124213e-02       2.045429247915e+04 
       1.993600229929e-02       2.041426898578e+04 
       2.007034745327e-02       2.037342597444e+04 
       2.020475787141e-02       2.033174339663e+04 
       2.033923475082e-02       2.028926840967e+04 
       2.047377931897e-02       2.024602990307e+04 
       2.060839283430e-02       2.020202195297e+04 
       2.074307658681e-02       2.015728207143e+04 
       2.087783189872e-02       2.011176114878e+04 
       2.101266012512e-02       2.006553613177e+04 
       2.114756265466e-02       2.001865547117e+04 
       2.128254091020e-02       1.997100179458e+04 
       2.141759634961e-02       1.992273001792e+04 
       2.155273046648e-02       1.987374847837e+04 
       2.168794479087e-02       1.982415786112e+04 
       2.182324089016e-02       1.977393997507e+04 
       2.195862036983e-02       1.972308427495e+04 
       2.209408487430e-02       1.967160898447e+04 
       2.222963608786e-02       1.961958949438e+04 
       2.236527573551e-02       1.956696983303e+04 
       2.250100558392e-02       1.951377797490e+04 
       2.263682744240e-02       1.946002079537e+04 
       2.277274316384e-02       1.940579441899e+04 
       2.290875464579e-02       1.935100910391e+04 
       2.304486383147e-02       1.929572196463e+04 
       2.318107271089e-02       1.923993599182e+04 
       2.331738332191e-02       1.918362416220e+04 
       2.345379775146e-02       1.912691304562e+04 
       2.359031813667e-02       1.906971055154e+04 
       2.372694666615e-02       1.901206397052e+04 
       2.386368558120e-02       1.895399332917e+04 
       2.400053717717e-02       1.889557258935e+04 
       2.413750380475e-02       1.883669323901e+04 
       2.427458787141e-02       1.877736692030e+04 
       2.441179184277e-02       1.871768975693e+04 
       2.454911824416e-02       1.865764794156e+04 
       2.468656966205e-02       1.859726597606e+04 
       2.482414874571e-02       1.853653763100e+04 
       2.496185820876e-02       1.847548131334e+04 
       2.509970083090e-02       1.841408721461e+04 
       2.523767945962e-02       1.835236795438e+04 
       2.537579701198e-02       1.829038675134e+04 
       2.551405647647e-02       1.822807660884e+04 
       2.565246091488e-02       1.816552463101e+04 
       2.579101346434e-02       1.810267997962e+04 
       2.592971733927e-02       1.803959342145e+04 
       2.606857583354e-02       1.797629147144e+04 
       2.620759232264e-02       1.791267067429e+04 
       2.634677026587e-02       1.784885577659e+04 
       2.648611320873e-02       1.778485739214e+04 
       2.662562478529e-02       1.772061659169e+04 
       2.676530872067e-02       1.765621104367e+04 
       2.690516883362e-02       1.759155002869e+04 
       2.704520903918e-02       1.752675017068e+04 
       2.718543335140e-02       1.746177707356e+04 
       2.732584588625e-02       1.739662395761e+04 
       2.746645086450e-02       1.733133619231e+04 
       2.760725261484e-02       1.726590042813e+04 
       2.774825557698e-02       1.720027443437e+04 
       2.788946430499e-02       1.713454775229e+04 
       2.803088347065e-02       1.706868642643e+04 
       2.817251786698e-02       1.700278790830e+04 
       2.831437241192e-02       1.693668028260e+04 
       2.845645215210e-02       1.687050160862e+04 
       2.859876226675e-02       1.680422664488e+04 
       2.874130807182e-02       1.673787300813e+04 
       2.888409502416e-02       1.667140805702e+04 
       2.902712872597e-02       1.660489970695e+04 
       2.917041492932e-02       1.653829174034e+04 
       2.931395954089e-02       1.647161468600e+04 
       2.945776862695e-02       1.640491532011e+04 
       2.960184841841e-02       1.633819320897e+04 
       2.974620531619e-02       1.627131098855e+04 
       2.989084589673e-02       1.620445934478e+04 
       3.003577691779e-02       1.613756789952e+04 
       3.018100532438e-02       1.607064873481e+04 
       3.032653825507e-02       1.600371348497e+04 
       3.047238304845e-02       1.593675351128e+04 
       3.061854724990e-02       1.586977131259e+04 
       3.076503861866e-02       1.580276413778e+04 
       3.091186513519e-02       1.573575976330e+04 
       3.105903500880e-02       1.566879470438e+04 
       3.120655668571e-02       1.560177184153e+04 
       3.135443885734e-02       1.553478668395e+04 
       3.150269046906e-02       1.546784066066e+04 
       3.165132072929e-02       1.540090050671e+04 
       3.180033911899e-02       1.533396406199e+04 
       3.194975540161e-02       1.526702837815e+04 
       3.209957963347e-02       1.520017618350e+04 
       3.224982217464e-02       1.513326672063e+04 
       3.240049370030e-02       1.506649362939e+04 
       3.255160521263e-02       1.499971132752e+04 
       3.270316805329e-02       1.493296157140e+04 
       3.285519391649e-02       1.486632874300e+04 
       3.300769486264e-02       1.479963633378e+04 
       3.316068333272e-02       1.473312220118e+04 
       3.331417216335e-02       1.466653013458e+04 
       3.346817460256e-02       1.460011700472e+04 
       3.362270432643e-02       1.453371704362e+04 
       3.377777545646e-02       1.446735631881e+04 
       3.393340257793e-02       1.440109400711e+04 
       3.408960075917e-02       1.433487112791e+04 
       3.424638557182e-02       1.426876303946e+04 
       3.440377311214e-02       1.420268551413e+04 
       3.456178002353e-02       1.413667912231e+04 
       3.472042352021e-02       1.407078915054e+04 
       3.487972141213e-02       1.400492998575e+04 
       3.503969213138e-02       1.393922245824e+04 
       3.520035475995e-02       1.387354622600e+04 
       3.536172905911e-02       1.380793727394e+04 
       3.552383550046e-02       1.374241704077e+04 
       3.568669529871e-02       1.367702708050e+04 
       3.585033044641e-02       1.361168218926e+04 
       3.601476375074e-02       1.354645791060e+04 
       3.618001887239e-02       1.348127667665e+04 
       3.634612036693e-02       1.341623400031e+04 
       3.651309372853e-02       1.335125671542e+04 
       3.668096543649e-02       1.328634637423e+04 
       3.684976300465e-02       1.322153605054e+04 
       3.701951503383e-02       1.315682305849e+04 
       3.719025126777e-02       1.309219959438e+04 
       3.736200265253e-02       1.302767444274e+04 
       3.753480139991e-02       1.296322207928e+04 
       3.770868105499e-02       1.289882482898e+04 
       3.788367656823e-02       1.283456028187e+04 
       3.805982437251e-02       1.277037184368e+04 
       3.823716246544e-02       1.270629091018e+04 
       3.841573049746e-02       1.264238450059e+04 
       3.859556986613e-02       1.257833145431e+04 
       3.877672381726e-02       1.251444071496e+04 
       3.895923755338e-02       1.245068441880e+04 
       3.914315835019e-02       1.238696377388e+04 
       3.932853568176e-02       1.232329791641e+04 
       3.951542135529e-02       1.225977853540e+04 
       3.970386965619e-02       1.219624164402e+04 
       3.989393750455e-02       1.213286762168e+04 
       4.008568462410e-02       1.206952239430e+04 
       4.027917372470e-02       1.200619415101e+04 
       4.047447069986e-02       1.194293938948e+04 
       4.067164484072e-02       1.187975838192e+04 
       4.087076906804e-02       1.181664025840e+04 
       4.107192018424e-02       1.175352275469e+04 
       4.127517914737e-02       1.169049500395e+04 
       4.148063136948e-02       1.162744543171e+04 
       4.168836704196e-02       1.156448307203e+04 
       4.189848149068e-02       1.150149558980e+04 
       4.211107556452e-02       1.143851347107e+04 
       4.232625606070e-02       1.137559827070e+04 
       4.254413619150e-02       1.131268381045e+04 
       4.276483609691e-02       1.124971465244e+04 
       4.298848340893e-02       1.118676367163e+04 
       4.321521387362e-02       1.112379474053e+04 
       4.344517203823e-02       1.106078627659e+04 
       4.367851201134e-02       1.099774451385e+04 
       4.391539830579e-02       1.093467301418e+04 
       4.415600677487e-02       1.087147763044e+04 
       4.440052565460e-02       1.080825442635e+04 
       4.464915672630e-02       1.074496634842e+04 
       4.490211661654e-02       1.068156160923e+04 
       4.515963825368e-02       1.061799221068e+04 
       4.542197250425e-02       1.055439845794e+04 
       4.568939001545e-02       1.049056873838e+04 
       4.596218329560e-02       1.042660338281e+04 
       4.624066906915e-02       1.036246994646e+04 
       4.652519095033e-02       1.029811649678e+04 
       4.681612248714e-02       1.023352509213e+04 
       4.711387063764e-02       1.016868523136e+04 
       4.741887975236e-02       1.010358165669e+04 
       4.773163615161e-02       1.003815082079e+04 
       4.805267340446e-02       9.972406748066e+03 
       4.838257843870e-02       9.906286312773e+03 
       4.872199863868e-02       9.839736425899e+03 
       4.907165012260e-02       9.772729434899e+03 
       4.943232743370e-02       9.705246273650e+03 
       4.980491493407e-02       9.637211482584e+03 
       5.019040025769e-02       9.568588135997e+03 
       5.058989026517e-02       9.499274100466e+03 
       5.100463005207e-02       9.429267378735e+03 
       5.143602570076e-02       9.358443202913e+03 
       5.188567164284e-02       9.286692772749e+03 
       5.235538372376e-02       9.213958269295e+03 
       5.284723934849e-02       9.140115249338e+03 
       5.336362645028e-02       9.065050809390e+03 
       5.390730348270e-02       8.988578317260e+03 
       5.448147320281e-02       8.910518033827e+03 
       5.508987369959e-02       8.830638413801e+03 
       5.573689091303e-02       8.748662725304e+03 
       5.642769771928e-02       8.664313066832e+03 
       5.716842534935e-02       8.577120945865e+03 
       5.796637305260e-02       8.486600754964e+03 
       5.883026065140e-02       8.392112598929e+03 
       5.977052423788e-02       8.292817573686e+03 
       6.079964448524e-02       8.187621888431e+03 
       6.193247412097e-02       8.075093790997e+03 
       6.318648685560e-02       7.953354294786e+03 
       6.458179273213e-02       7.819965343359e+03 
       6.614064780589e-02       7.671660307817e+03 
       6.788605290735e-02       7.504419800623e+03 
       6.983899427392e-02       7.313477336717e+03 
       7.201417246531e-02       7.093799396383e+03 
       7.441497526625e-02       6.841238698840e+03 
       7.702979004832e-02       6.554195123143e+03 
       7.983227600426e-02       6.235172629994e+03 
       8.278645445088e-02       5.891501740948e+03 
       8.585428733259e-02       5.534626762204e+03 
       8.900202426756e-02       5.178046477066e+03 
       9.220326427920e-02       4.835043870809e+03 
       9.543910788930e-02       4.516853114126e+03 
       9.869681524389e-02       4.231506163022e+03 
       1.019681303240e-01       3.983387722561e+03 
       1.052478355938e-01       3.773594985227e+03 
       1.085326851474e-01       3.600186777363e+03 
       1.118206791131e-01       3.458976304974e+03 
       1.151105925449e-01       3.344130360638e+03 
       1.184016777579e-01       3.248893765798e+03 
       1.216934792732e-01       3.166183713110e+03 
       1.249857198840e-01       3.089203485889e+03 
       1.282782309169e-01       3.012045377022e+03 
       1.315709096969e-01       2.930128695949e+03 
       1.348636936574e-01       2.840537010712e+03 
       1.381565446021e-01       2.742162666561e+03 
       1.414494391443e-01       2.635583882670e+03 
       1.447423629019e-01       2.522795751410e+03 
       1.480353069717e-01       2.406757266949e+03 
       1.513282657897e-01       2.290905988769e+03 
       1.546212358305e-01       2.178684049536e+03 
       1.579142148175e-01       2.073134645819e+03 
       1.612072012426e-01       1.976632393383e+03 
       1.645001940737e-01       1.890706011612e+03 
       1.677931925761e-01       1.815999671640e+03 
       1.710861962041e-01       1.752314414329e+03 
       1.743792045335e-01       1.698721737925e+03 
       1.776722172209e-01       1.653719690391e+03 
       1.809652339776e-01       1.615424973061e+03 
       1.842582545541e-01       1.581752780013e+03 
       1.875512787295e-01       1.550701851921e+03 
       1.908443063049e-01       1.520641116633e+03 
       1.941373370993e-01       1.489491025219e+03 
       1.974303709461e-01       1.456088150213e+03 
       2.007234076916e-01       1.419810152300e+03 
       2.040164471928e-01       1.380571072940e+03 
       2.073094893163e-01       1.338758675014e+03 
       2.106025339377e-01       1.295134503540e+03 
       2.138955809404e-01       1.250682395683e+03 
       2.171886302150e-01       1.206487793227e+03 
       2.204816816588e-01       1.163588052109e+03 
       2.237747351755e-01       1.122895083585e+03 
       2.270677906739e-01       1.085106629182e+03 
       2.303608480686e-01       1.050674021355e+03 
       2.336539072788e-01       1.019786511820e+03 
       2.369469682282e-01       9.923902719005e+02 
       2.402400308449e-01       9.682192143148e+02 
       2.435330950607e-01       9.468322707967e+02 
       2.468261608113e-01       9.276682078733e+02 
       2.501192280355e-01       9.101037442905e+02 
       2.534122966756e-01       8.935011220658e+02 
       2.567053666768e-01       8.772690930714e+02 
       2.599984379870e-01       8.609091286515e+02 
       2.632915105567e-01       8.440450292942e+02 
       2.665845843391e-01       8.264555066078e+02 
       2.698776592894e-01       8.080699752708e+02 
       2.731707353652e-01       7.889609611921e+02 
       2.764638125260e-01       7.693239193647e+02 
       2.797568907333e-01       7.494397643356e+02 
       2.830499699503e-01       7.296352113587e+02 
       2.863430501420e-01       7.102429856557e+02 
       2.896361312749e-01       6.915683442419e+02 
       2.929292133172e-01       6.738575900906e+02 
       2.962222962384e-01       6.572805095216e+02 
       2.995153800093e-01       6.419248997247e+02 
       3.028084646019e-01       6.277923411978e+02 
       3.061015499898e-01       6.148121661756e+02 
       3.093946361473e-01       6.028509793146e+02 
       3.126877230500e-01       5.917335120161e+02 
       3.159808106744e-01       5.812596892469e+02 
       3.192738989982e-01       5.712272451514e+02 
       3.225669879998e-01       5.614460445623e+02 
       3.258600776586e-01       5.517543485428e+02 
       3.291531679547e-01       5.420281490985e+02 
       3.324462588690e-01       5.321889061939e+02 
       3.357393503834e-01       5.222030030641e+02 
       3.390324424802e-01       5.120802359024e+02 
       3.423255351426e-01       5.018657710128e+02 
       3.456186283543e-01       4.916338452248e+02 
       3.489117220996e-01       4.814747784761e+02 
       3.522048163637e-01       4.714862593471e+02 
       3.554979111318e-01       4.617602624453e+02 
       3.587910063902e-01       4.523745735239e+02 
       3.620841021254e-01       4.433907890334e+02 
       3.653771983245e-01       4.348434704673e+02 
       3.686702949748e-01       4.267442495282e+02 
       3.719633920645e-01       4.190786209712e+02 
       3.752564895819e-01       4.118126204457e+02 
       3.785495875158e-01       4.048969589772e+02 
       3.818426858553e-01       3.982696252566e+02 
       3.851357845900e-01       3.918695291608e+02 
       3.884288837099e-01       3.856341401655e+02 
       3.917219832051e-01       3.795096050498e+02 
       3.950150830662e-01       3.734524249423e+02 
       3.983081832842e-01       3.674330248184e+02 
       4.016012838502e-01       3.614349030303e+02 
       4.048943847557e-01       3.554563237298e+02 
       4.081874859924e-01       3.495053398163e+02 
       4.114805875524e-01       3.435987999867e+02 
       4.147736894278e-01       3.377600193150e+02 
       4.180667916113e-01       3.320135140922e+02 
       4.213598940957e-01       3.263839428726e+02 
       4.246529968737e-01       3.208928713430e+02 
       4.279460999387e-01       3.155574349642e+02 
       4.312392032841e-01       3.103887296995e+02 
       4.345323069034e-01       3.053923924174e+02 
