# Matter power spectrum P(k) at redshift z=0
# for k=1.04463e-05 to 0.62767 h/Mpc,
# number of wavenumbers equal to 560
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.044632014333e-05       5.444785569077e+01 
       2.333954517449e-05       1.135568917843e+02 
       3.627816170812e-05       1.709901851321e+02 
       4.929704862203e-05       2.290933128796e+02 
       6.243166246219e-05       2.874266869523e+02 
       7.571835419929e-05       3.460797410810e+02 
       8.919469612780e-05       4.052659472626e+02 
       1.028998232634e-04       4.649553213560e+02 
       1.168747936276e-04       5.254279509157e+02 
       1.311629718417e-04       5.872148484267e+02 
       1.458104404595e-04       6.501449733502e+02 
       1.608664434049e-04       7.145490770776e+02 
       1.763838657019e-04       7.807700244240e+02 
       1.924197533085e-04       8.488924597223e+02 
       2.090358761977e-04       9.192986449387e+02 
       2.262993367395e-04       9.921645278461e+02 
       2.442832237493e-04       1.067837516134e+03 
       2.630673100628e-04       1.146618420549e+03 
       2.827387878996e-04       1.228857176281e+03 
       3.033930312526e-04       1.314925896575e+03 
       3.251343677032e-04       1.405207780121e+03 
       3.480768330084e-04       1.500140580700e+03 
       3.723448701572e-04       1.600224832856e+03 
       3.980739200841e-04       1.705939630001e+03 
       4.254108339102e-04       1.817844285467e+03 
       4.545140169809e-04       1.936508449180e+03 
       4.855531944949e-04       2.062548010653e+03 
       5.187086697663e-04       2.196602855714e+03 
       5.541699333271e-04       2.339330045502e+03 
       5.921334801177e-04       2.491397917753e+03 
       6.327997104297e-04       2.653466525104e+03 
       6.763688360511e-04       2.826172527523e+03 
       7.230357926489e-04       3.010100105625e+03 
       7.729842743999e-04       3.205770458133e+03 
       8.263801501976e-04       3.413593830572e+03 
       8.833646737152e-04       3.633872573275e+03 
       9.440480317229e-04       3.866741038173e+03 
       1.008503849115e-03       4.112185263042e+03 
       1.076765251483e-03       4.369991471645e+03 
       1.148822960250e-03       4.639793580543e+03 
       1.224625672410e-03       4.921025759686e+03 
       1.304082697353e-03       5.212993583864e+03 
       1.387068546428e-03       5.514839116330e+03 
       1.473428956271e-03       5.825631820450e+03 
       1.562987714392e-03       6.144384665276e+03 
       1.655553654795e-03       6.470093066288e+03 
       1.750927283273e-03       6.801696139273e+03 
       1.848906639927e-03       7.138187386263e+03 
       1.949292170529e-03       7.478581284330e+03 
       2.051890526918e-03       7.821942407330e+03 
       2.156517331266e-03       8.167442488252e+03 
       2.262999014047e-03       8.514229272370e+03 
       2.371173874401e-03       8.861603472121e+03 
       2.480892522368e-03       9.208924890204e+03 
       2.592017854504e-03       9.555557672374e+03 
       2.704424695816e-03       9.901000497618e+03 
       2.817999218040e-03       1.024478847927e+04 
       2.932638221075e-03       1.058650145048e+04 
       3.048248343256e-03       1.092578790265e+04 
