#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
85	-7.07	0.0000e+00	0.0000e+00	0.0000e+00	8.5114e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-7.02	1.8503e+02	0.0000e+00	0.0000e+00	9.5499e-08	1.7670e-05	0.0000e+00	0.0000e+00	1.7670e-05
85	-6.97	0.0000e+00	0.0000e+00	0.0000e+00	1.0715e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.92	0.0000e+00	0.0000e+00	0.0000e+00	1.2023e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.87	0.0000e+00	0.0000e+00	0.0000e+00	1.3490e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.82	0.0000e+00	0.0000e+00	0.0000e+00	1.5136e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.77	0.0000e+00	0.0000e+00	0.0000e+00	1.6982e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.72	3.7095e+02	0.0000e+00	0.0000e+00	1.9055e-07	7.0682e-05	0.0000e+00	0.0000e+00	7.0682e-05
85	-6.67	0.0000e+00	0.0000e+00	0.0000e+00	2.1380e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.62	0.0000e+00	0.0000e+00	0.0000e+00	2.3988e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.57	0.0000e+00	0.0000e+00	0.0000e+00	2.6915e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.52	2.3404e+02	0.0000e+00	0.0000e+00	3.0200e-07	7.0679e-05	0.0000e+00	0.0000e+00	7.0679e-05
85	-6.47	0.0000e+00	0.0000e+00	0.0000e+00	3.3884e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.42	1.8591e+02	0.0000e+00	0.0000e+00	3.8019e-07	7.0681e-05	0.0000e+00	0.0000e+00	7.0681e-05
85	-6.37	0.0000e+00	0.0000e+00	0.0000e+00	4.2658e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.32	3.6918e+01	0.0000e+00	0.0000e+00	4.7863e-07	1.7670e-05	0.0000e+00	0.0000e+00	1.7670e-05
85	-6.27	0.0000e+00	0.0000e+00	0.0000e+00	5.3703e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.22	1.1730e+02	0.0000e+00	0.0000e+00	6.0256e-07	7.0681e-05	0.0000e+00	0.0000e+00	7.0681e-05
85	-6.17	2.0908e+02	0.0000e+00	0.0000e+00	6.7608e-07	1.4136e-04	0.0000e+00	0.0000e+00	1.4136e-04
85	-6.12	2.3294e+01	0.0000e+00	0.0000e+00	7.5858e-07	1.7670e-05	0.0000e+00	0.0000e+00	1.7670e-05
85	-6.07	1.4533e+02	0.0000e+00	0.0000e+00	8.5114e-07	1.2369e-04	0.0000e+00	0.0000e+00	1.2369e-04
85	-6.02	1.1102e+02	0.0000e+00	0.0000e+00	9.5499e-07	1.0602e-04	0.0000e+00	0.0000e+00	1.0602e-04
85	-5.97	6.5963e+01	1.6491e+01	0.0000e+00	1.0715e-06	7.0680e-05	1.7670e-05	0.0000e+00	8.8351e-05
85	-5.92	4.4092e+01	0.0000e+00	0.0000e+00	1.2023e-06	5.3011e-05	0.0000e+00	0.0000e+00	5.3011e-05
85	-5.87	7.8595e+01	0.0000e+00	0.0000e+00	1.3490e-06	1.0602e-04	0.0000e+00	0.0000e+00	1.0602e-04
85	-5.82	9.3397e+01	1.1675e+01	0.0000e+00	1.5136e-06	1.4136e-04	1.7670e-05	0.0000e+00	1.5903e-04
85	-5.77	6.2431e+01	0.0000e+00	0.0000e+00	1.6982e-06	1.0602e-04	0.0000e+00	0.0000e+00	1.0602e-04
85	-5.72	1.3910e+02	9.2736e+00	0.0000e+00	1.9055e-06	2.6505e-04	1.7670e-05	0.0000e+00	2.8272e-04
85	-5.67	5.7854e+01	8.2650e+00	0.0000e+00	2.1380e-06	1.2369e-04	1.7670e-05	0.0000e+00	1.4136e-04
85	-5.62	8.8394e+01	0.0000e+00	7.3662e+00	2.3988e-06	2.1204e-04	0.0000e+00	1.7670e-05	2.2971e-04
85	-5.57	5.2520e+01	0.0000e+00	0.0000e+00	2.6915e-06	1.4136e-04	0.0000e+00	0.0000e+00	1.4136e-04
85	-5.52	3.5107e+01	0.0000e+00	0.0000e+00	3.0200e-06	1.0602e-04	0.0000e+00	0.0000e+00	1.0602e-04
85	-5.47	8.8653e+01	0.0000e+00	0.0000e+00	3.3884e-06	3.0039e-04	0.0000e+00	0.0000e+00	3.0039e-04
85	-5.42	7.9012e+01	0.0000e+00	4.6479e+00	3.8019e-06	3.0040e-04	0.0000e+00	1.7671e-05	3.1807e-04
85	-5.37	4.5565e+01	0.0000e+00	0.0000e+00	4.2658e-06	1.9437e-04	0.0000e+00	0.0000e+00	1.9437e-04
85	-5.32	7.0145e+01	0.0000e+00	7.3837e+00	4.7863e-06	3.3574e-04	0.0000e+00	3.5341e-05	3.7108e-04
85	-5.27	8.2259e+01	0.0000e+00	6.5808e+00	5.3703e-06	4.4176e-04	0.0000e+00	3.5341e-05	4.7710e-04
85	-5.22	5.8652e+01	0.0000e+00	2.9326e+00	6.0256e-06	3.5341e-04	0.0000e+00	1.7671e-05	3.7108e-04
85	-5.17	6.0114e+01	0.0000e+00	7.8408e+00	6.7608e-06	4.0642e-04	0.0000e+00	5.3011e-05	4.5943e-04
85	-5.12	6.5222e+01	2.3294e+00	9.3177e+00	7.5858e-06	4.9476e-04	1.7670e-05	7.0682e-05	5.8311e-04
85	-5.07	7.4739e+01	0.0000e+00	1.2457e+01	8.5114e-06	6.3613e-04	0.0000e+00	1.0602e-04	7.4215e-04
85	-5.02	6.4760e+01	1.8503e+00	1.6653e+01	9.5499e-06	6.1846e-04	1.7670e-05	1.5903e-04	7.9516e-04
85	-4.97	5.7718e+01	0.0000e+00	9.8946e+00	1.0715e-05	6.1846e-04	0.0000e+00	1.0602e-04	7.2448e-04
85	-4.92	6.9079e+01	1.4697e+00	1.1758e+01	1.2023e-05	8.3051e-04	1.7670e-05	1.4136e-04	9.8955e-04
85	-4.87	8.2526e+01	0.0000e+00	3.0127e+01	1.3490e-05	1.1132e-03	0.0000e+00	4.0641e-04	1.5196e-03
85	-4.82	5.1369e+01	0.0000e+00	1.9847e+01	1.5136e-05	7.7750e-04	0.0000e+00	3.0040e-04	1.0779e-03
85	-4.77	7.9078e+01	0.0000e+00	2.6012e+01	1.6982e-05	1.3429e-03	0.0000e+00	4.4175e-04	1.7847e-03
85	-4.72	7.6970e+01	0.0000e+00	3.5239e+01	1.9055e-05	1.4666e-03	0.0000e+00	6.7147e-04	2.1381e-03
85	-4.67	7.6038e+01	8.2650e-01	4.4632e+01	2.1380e-05	1.6257e-03	1.7670e-05	9.5421e-04	2.5975e-03
