#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
80	-7.10	0.0000e+00	0.0000e+00	0.0000e+00	7.9433e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-7.05	0.0000e+00	0.0000e+00	0.0000e+00	8.9125e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-7.00	1.7882e+02	0.0000e+00	0.0000e+00	1.0000e-07	1.7882e-05	0.0000e+00	0.0000e+00	1.7882e-05
80	-6.95	0.0000e+00	0.0000e+00	0.0000e+00	1.1220e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.90	0.0000e+00	0.0000e+00	0.0000e+00	1.2589e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.85	0.0000e+00	0.0000e+00	0.0000e+00	1.4125e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.80	0.0000e+00	0.0000e+00	0.0000e+00	1.5849e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.75	0.0000e+00	0.0000e+00	0.0000e+00	1.7783e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.70	3.5850e+02	0.0000e+00	0.0000e+00	1.9953e-07	7.1530e-05	0.0000e+00	0.0000e+00	7.1530e-05
80	-6.65	0.0000e+00	0.0000e+00	0.0000e+00	2.2387e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.60	0.0000e+00	7.1190e+01	0.0000e+00	2.5119e-07	0.0000e+00	1.7882e-05	0.0000e+00	1.7882e-05
80	-6.55	2.5379e+02	0.0000e+00	0.0000e+00	2.8184e-07	7.1528e-05	0.0000e+00	0.0000e+00	7.1528e-05
80	-6.50	0.0000e+00	0.0000e+00	0.0000e+00	3.1623e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.45	0.0000e+00	0.0000e+00	0.0000e+00	3.5481e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.40	1.7967e+02	0.0000e+00	0.0000e+00	3.9811e-07	7.1530e-05	0.0000e+00	0.0000e+00	7.1530e-05
80	-6.35	0.0000e+00	0.0000e+00	0.0000e+00	4.4668e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.30	1.7840e+02	0.0000e+00	0.0000e+00	5.0119e-07	8.9412e-05	0.0000e+00	0.0000e+00	8.9412e-05
80	-6.25	0.0000e+00	0.0000e+00	0.0000e+00	5.6234e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.20	2.8342e+01	0.0000e+00	0.0000e+00	6.3096e-07	1.7883e-05	0.0000e+00	0.0000e+00	1.7883e-05
80	-6.15	2.5259e+01	0.0000e+00	0.0000e+00	7.0795e-07	1.7882e-05	0.0000e+00	0.0000e+00	1.7882e-05
80	-6.10	1.1256e+02	0.0000e+00	0.0000e+00	7.9433e-07	8.9412e-05	0.0000e+00	0.0000e+00	8.9412e-05
80	-6.05	1.4045e+02	0.0000e+00	0.0000e+00	8.9125e-07	1.2518e-04	0.0000e+00	0.0000e+00	1.2518e-04
80	-6.00	7.1530e+01	0.0000e+00	0.0000e+00	1.0000e-06	7.1530e-05	0.0000e+00	0.0000e+00	7.1530e-05
80	-5.95	1.5938e+01	0.0000e+00	0.0000e+00	1.1220e-06	1.7882e-05	0.0000e+00	0.0000e+00	1.7882e-05
80	-5.90	1.4205e+02	0.0000e+00	0.0000e+00	1.2589e-06	1.7882e-04	0.0000e+00	0.0000e+00	1.7882e-04
80	-5.85	1.1394e+02	0.0000e+00	0.0000e+00	1.4125e-06	1.6094e-04	0.0000e+00	0.0000e+00	1.6094e-04
80	-5.80	1.1283e+01	0.0000e+00	0.0000e+00	1.5849e-06	1.7882e-05	0.0000e+00	0.0000e+00	1.7882e-05
80	-5.75	7.0391e+01	0.0000e+00	0.0000e+00	1.7783e-06	1.2518e-04	0.0000e+00	0.0000e+00	1.2518e-04
