#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
100	-7.00	1.0600e+03	0.0000e+00	0.0000e+00	1.0000e-07	1.0600e-04	0.0000e+00	0.0000e+00	1.0600e-04
100	-6.95	0.0000e+00	0.0000e+00	0.0000e+00	1.1220e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.90	0.0000e+00	0.0000e+00	0.0000e+00	1.2589e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.85	0.0000e+00	0.0000e+00	0.0000e+00	1.4125e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.80	0.0000e+00	0.0000e+00	0.0000e+00	1.5849e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.75	0.0000e+00	0.0000e+00	0.0000e+00	1.7783e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.70	2.6563e+02	0.0000e+00	0.0000e+00	1.9953e-07	5.3000e-05	0.0000e+00	0.0000e+00	5.3000e-05
100	-6.65	0.0000e+00	0.0000e+00	0.0000e+00	2.2387e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.60	0.0000e+00	0.0000e+00	0.0000e+00	2.5119e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.55	0.0000e+00	0.0000e+00	0.0000e+00	2.8184e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.50	1.6759e+02	0.0000e+00	0.0000e+00	3.1623e-07	5.2998e-05	0.0000e+00	0.0000e+00	5.2998e-05
100	-6.45	0.0000e+00	0.0000e+00	0.0000e+00	3.5481e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.40	8.8749e+01	0.0000e+00	0.0000e+00	3.9811e-07	3.5332e-05	0.0000e+00	0.0000e+00	3.5332e-05
100	-6.35	0.0000e+00	0.0000e+00	0.0000e+00	4.4668e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.30	1.0574e+02	0.0000e+00	0.0000e+00	5.0119e-07	5.2998e-05	0.0000e+00	0.0000e+00	5.2998e-05
100	-6.25	0.0000e+00	0.0000e+00	0.0000e+00	5.6234e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.20	1.1199e+02	0.0000e+00	0.0000e+00	6.3096e-07	7.0663e-05	0.0000e+00	0.0000e+00	7.0663e-05
100	-6.15	7.4861e+01	0.0000e+00	0.0000e+00	7.0795e-07	5.2998e-05	0.0000e+00	0.0000e+00	5.2998e-05
100	-6.10	6.6720e+01	0.0000e+00	0.0000e+00	7.9433e-07	5.2998e-05	0.0000e+00	0.0000e+00	5.2998e-05
100	-6.05	9.9107e+01	0.0000e+00	0.0000e+00	8.9125e-07	8.8329e-05	0.0000e+00	0.0000e+00	8.8329e-05
100	-6.00	3.5333e+01	0.0000e+00	0.0000e+00	1.0000e-06	3.5333e-05	0.0000e+00	0.0000e+00	3.5333e-05
100	-5.95	1.1021e+02	0.0000e+00	0.0000e+00	1.1220e-06	1.2366e-04	0.0000e+00	0.0000e+00	1.2366e-04
100	-5.90	7.0163e+01	0.0000e+00	0.0000e+00	1.2589e-06	8.8330e-05	0.0000e+00	0.0000e+00	8.8330e-05
100	-5.85	3.7519e+01	0.0000e+00	0.0000e+00	1.4125e-06	5.2997e-05	0.0000e+00	0.0000e+00	5.2997e-05
100	-5.80	1.2261e+02	0.0000e+00	0.0000e+00	1.5849e-06	1.9432e-04	0.0000e+00	0.0000e+00	1.9432e-04
100	-5.75	7.9474e+01	0.0000e+00	0.0000e+00	1.7783e-06	1.4133e-04	0.0000e+00	0.0000e+00	1.4133e-04
100	-5.70	9.7393e+01	0.0000e+00	0.0000e+00	1.9953e-06	1.9432e-04	0.0000e+00	0.0000e+00	1.9432e-04
100	-5.65	8.6801e+01	0.0000e+00	0.0000e+00	2.2387e-06	1.9432e-04	0.0000e+00	0.0000e+00	1.9432e-04
100	-5.60	1.0549e+02	0.0000e+00	0.0000e+00	2.5119e-06	2.6499e-04	0.0000e+00	0.0000e+00	2.6499e-04
100	-5.55	7.5218e+01	0.0000e+00	6.2681e+00	2.8184e-06	2.1199e-04	0.0000e+00	1.7666e-05	2.2966e-04
100	-5.50	9.4971e+01	0.0000e+00	0.0000e+00	3.1623e-06	3.0032e-04	0.0000e+00	0.0000e+00	3.0032e-04
100	-5.45	7.9664e+01	0.0000e+00	0.0000e+00	3.5481e-06	2.8266e-04	0.0000e+00	0.0000e+00	2.8266e-04
