#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
75	-7.12	0.0000e+00	0.0000e+00	0.0000e+00	7.5858e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-7.07	0.0000e+00	0.0000e+00	0.0000e+00	8.5114e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-7.02	5.5125e+02	0.0000e+00	0.0000e+00	9.5499e-08	5.2644e-05	0.0000e+00	0.0000e+00	5.2644e-05
75	-6.97	0.0000e+00	0.0000e+00	0.0000e+00	1.0715e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.92	0.0000e+00	0.0000e+00	0.0000e+00	1.2023e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.87	0.0000e+00	0.0000e+00	0.0000e+00	1.3490e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.82	0.0000e+00	0.0000e+00	0.0000e+00	1.5136e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.77	0.0000e+00	0.0000e+00	0.0000e+00	1.6982e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.72	0.0000e+00	0.0000e+00	0.0000e+00	1.9055e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.67	2.4624e+02	0.0000e+00	0.0000e+00	2.1380e-07	5.2645e-05	0.0000e+00	0.0000e+00	5.2645e-05
75	-6.62	0.0000e+00	0.0000e+00	0.0000e+00	2.3988e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.57	0.0000e+00	0.0000e+00	0.0000e+00	2.6915e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.52	5.8107e+01	0.0000e+00	0.0000e+00	3.0200e-07	1.7548e-05	0.0000e+00	0.0000e+00	1.7548e-05
75	-6.47	0.0000e+00	0.0000e+00	0.0000e+00	3.3884e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.42	0.0000e+00	0.0000e+00	0.0000e+00	3.8019e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.37	2.0568e+02	0.0000e+00	0.0000e+00	4.2658e-07	8.7738e-05	0.0000e+00	0.0000e+00	8.7738e-05
75	-6.32	2.5664e+02	0.0000e+00	0.0000e+00	4.7863e-07	1.2284e-04	0.0000e+00	0.0000e+00	1.2284e-04
75	-6.27	0.0000e+00	3.2676e+01	0.0000e+00	5.3703e-07	0.0000e+00	1.7548e-05	0.0000e+00	1.7548e-05
