#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
90	-7.05	0.0000e+00	0.0000e+00	0.0000e+00	8.9125e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-7.00	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.95	0.0000e+00	0.0000e+00	0.0000e+00	1.1220e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.90	0.0000e+00	0.0000e+00	0.0000e+00	1.2589e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.85	0.0000e+00	0.0000e+00	0.0000e+00	1.4125e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.80	0.0000e+00	0.0000e+00	0.0000e+00	1.5849e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.75	0.0000e+00	0.0000e+00	0.0000e+00	1.7783e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.70	0.0000e+00	0.0000e+00	0.0000e+00	1.9953e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.65	0.0000e+00	0.0000e+00	0.0000e+00	2.2387e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.60	0.0000e+00	0.0000e+00	0.0000e+00	2.5119e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.55	0.0000e+00	0.0000e+00	0.0000e+00	2.8184e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.50	0.0000e+00	0.0000e+00	0.0000e+00	3.1623e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.45	0.0000e+00	0.0000e+00	0.0000e+00	3.5481e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.40	0.0000e+00	0.0000e+00	0.0000e+00	3.9811e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.35	0.0000e+00	0.0000e+00	0.0000e+00	4.4668e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.30	0.0000e+00	0.0000e+00	0.0000e+00	5.0119e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.25	0.0000e+00	0.0000e+00	0.0000e+00	5.6234e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.20	0.0000e+00	0.0000e+00	0.0000e+00	6.3096e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.15	0.0000e+00	0.0000e+00	0.0000e+00	7.0795e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.10	0.0000e+00	0.0000e+00	0.0000e+00	7.9433e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.05	0.0000e+00	0.0000e+00	0.0000e+00	8.9125e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.00	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.95	0.0000e+00	0.0000e+00	0.0000e+00	1.1220e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.90	0.0000e+00	0.0000e+00	0.0000e+00	1.2589e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.85	0.0000e+00	0.0000e+00	0.0000e+00	1.4125e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.80	0.0000e+00	0.0000e+00	0.0000e+00	1.5849e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.75	0.0000e+00	0.0000e+00	0.0000e+00	1.7783e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.70	8.8020e-01	0.0000e+00	0.0000e+00	1.9953e-06	1.7562e-06	0.0000e+00	0.0000e+00	1.7562e-06
90	-5.65	0.0000e+00	0.0000e+00	0.0000e+00	2.2387e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.60	0.0000e+00	0.0000e+00	0.0000e+00	2.5119e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.55	0.0000e+00	1.4021e+03	0.0000e+00	2.8184e-06	0.0000e+00	3.9516e-03	0.0000e+00	3.9516e-03
90	-5.50	0.0000e+00	1.1107e+03	0.0000e+00	3.1623e-06	0.0000e+00	3.5125e-03	0.0000e+00	3.5125e-03
90	-5.45	0.0000e+00	1.1137e+03	0.0000e+00	3.5481e-06	0.0000e+00	3.9516e-03	0.0000e+00	3.9516e-03
90	-5.40	0.0000e+00	1.7646e+03	0.0000e+00	3.9811e-06	0.0000e+00	7.0250e-03	0.0000e+00	7.0250e-03
90	-5.35	0.0000e+00	1.9659e+03	0.0000e+00	4.4668e-06	0.0000e+00	8.7812e-03	0.0000e+00	8.7812e-03
90	-5.30	0.0000e+00	2.1024e+03	0.0000e+00	5.0119e-06	0.0000e+00	1.0537e-02	0.0000e+00	1.0537e-02
90	-5.25	0.0000e+00	2.1082e+03	0.0000e+00	5.6234e-06	0.0000e+00	1.1855e-02	0.0000e+00	1.1855e-02
90	-5.20	0.0000e+00	1.3917e+03	0.0000e+00	6.3096e-06	0.0000e+00	8.7813e-03	0.0000e+00	8.7813e-03
90	-5.15	0.0000e+00	1.6490e+03	0.0000e+00	7.0795e-06	0.0000e+00	1.1674e-02	0.0000e+00	1.1674e-02
90	-5.10	2.2111e-01	1.9355e+03	0.0000e+00	7.9433e-06	1.7563e-06	1.5374e-02	0.0000e+00	1.5376e-02
90	-5.05	0.0000e+00	2.2364e+03	0.0000e+00	8.9125e-06	0.0000e+00	1.9932e-02	0.0000e+00	1.9932e-02
90	-5.00	0.0000e+00	1.2367e+03	0.0000e+00	1.0000e-05	0.0000e+00	1.2367e-02	0.0000e+00	1.2367e-02
90	-4.95	0.0000e+00	1.4479e+03	0.0000e+00	1.1220e-05	0.0000e+00	1.6245e-02	0.0000e+00	1.6245e-02
90	-4.90	0.0000e+00	1.5694e+03	0.0000e+00	1.2589e-05	0.0000e+00	1.9758e-02	0.0000e+00	1.9758e-02
90	-4.85	0.0000e+00	1.2122e+03	1.2433e-01	1.4125e-05	0.0000e+00	1.7123e-02	1.7563e-06	1.7125e-02
90	-4.80	0.0000e+00	1.1109e+03	0.0000e+00	1.5849e-05	0.0000e+00	1.7606e-02	0.0000e+00	1.7606e-02
90	-4.75	9.8762e-02	1.1604e+03	9.8762e-02	1.7783e-05	1.7563e-06	2.0636e-02	1.7563e-06	2.0639e-02
90	-4.70	8.8020e-02	9.4631e+02	8.8020e-02	1.9953e-05	1.7562e-06	1.8881e-02	1.7562e-06	1.8885e-02
90	-4.65	7.8448e-02	7.8277e+02	0.0000e+00	2.2387e-05	1.7562e-06	1.7524e-02	0.0000e+00	1.7526e-02
90	-4.60	6.9917e-02	1.0137e+03	1.3983e-01	2.5119e-05	1.7562e-06	2.5464e-02	3.5125e-06	2.5469e-02
90	-4.55	0.0000e+00	5.6468e+02	6.2314e-02	2.8184e-05	0.0000e+00	1.5915e-02	1.7562e-06	1.5917e-02
90	-4.50	1.1107e-01	1.0081e+03	5.5537e-02	3.1623e-05	3.5125e-06	3.1880e-02	1.7562e-06	3.1885e-02
90	-4.45	0.0000e+00	7.8285e+02	2.4749e-01	3.5481e-05	0.0000e+00	2.7776e-02	8.7812e-06	2.7785e-02
90	-4.40	4.4115e-02	6.8043e+02	1.7646e-01	3.9811e-05	1.7563e-06	2.7088e-02	7.0250e-06	2.7097e-02
90	-4.35	1.1795e-01	5.6460e+02	7.8636e-02	4.4668e-05	5.2688e-06	2.5220e-02	3.5125e-06	2.5229e-02
90	-4.30	0.0000e+00	4.2986e+02	0.0000e+00	5.0119e-05	0.0000e+00	2.1544e-02	0.0000e+00	2.1544e-02
90	-4.25	9.3692e-02	5.3377e+02	3.1231e-02	5.6234e-05	5.2687e-06	3.0016e-02	1.7563e-06	3.0023e-02
90	-4.20	8.3504e-02	5.1995e+02	8.3504e-02	6.3096e-05	5.2687e-06	3.2806e-02	5.2687e-06	3.2817e-02
90	-4.15	0.0000e+00	4.4023e+02	2.4808e-02	7.0795e-05	0.0000e+00	3.1166e-02	1.7563e-06	3.1168e-02
90	-4.10	4.4219e-02	4.5353e+02	1.1055e-01	7.9433e-05	3.5125e-06	3.6025e-02	8.7813e-06	3.6037e-02
90	-4.05	1.9705e-02	3.5470e+02	1.3794e-01	8.9125e-05	1.7563e-06	3.1613e-02	1.2294e-05	3.1627e-02
90	-4.00	3.5125e-02	2.7221e+02	3.5125e-02	1.0000e-04	3.5125e-06	2.7221e-02	3.5125e-06	2.7228e-02
90	-3.95	4.6957e-02	3.1305e+02	6.2610e-02	1.1220e-04	5.2687e-06	3.5125e-02	7.0249e-06	3.5137e-02
90	-3.90	4.1851e-02	2.2397e+02	1.3950e-01	1.2589e-04	5.2687e-06	2.8196e-02	1.7563e-05	2.8218e-02
90	-3.85	2.4867e-02	2.6690e+02	9.9466e-02	1.4125e-04	3.5126e-06	3.7701e-02	1.4050e-05	3.7719e-02
90	-3.80	7.7568e-02	2.1425e+02	5.5406e-02	1.5849e-04	1.2294e-05	3.3956e-02	8.7813e-06	3.3977e-02
90	-3.75	7.9010e-02	2.4526e+02	4.9381e-02	1.7783e-04	1.4050e-05	4.3614e-02	8.7813e-06	4.3637e-02
90	-3.70	6.1616e-02	1.6064e+02	7.0418e-02	1.9953e-04	1.2294e-05	3.2052e-02	1.4050e-05	3.2078e-02
90	-3.65	5.4914e-02	1.4513e+02	1.2552e-01	2.2387e-04	1.2294e-05	3.2490e-02	2.8100e-05	3.2531e-02
90	-3.60	5.5933e-02	1.3087e+02	1.2585e-01	2.5119e-04	1.4050e-05	3.2872e-02	3.1612e-05	3.2918e-02
90	-3.55	6.2314e-02	1.4111e+02	1.1840e-01	2.8184e-04	1.7562e-05	3.9771e-02	3.3369e-05	3.9821e-02
90	-3.50	4.4430e-02	1.3502e+02	6.1091e-02	3.1623e-04	1.4050e-05	4.2696e-02	1.9319e-05	4.2729e-02
90	-3.45	3.9599e-02	1.2460e+02	9.8995e-02	3.5481e-04	1.4050e-05	4.4210e-02	3.5125e-05	4.4259e-02
90	-3.40	3.0880e-02	1.1097e+02	1.1470e-01	3.9811e-04	1.2294e-05	4.4176e-02	4.5662e-05	4.4234e-02
90	-3.35	5.1112e-02	1.0318e+02	9.4362e-02	4.4668e-04	2.2831e-05	4.6091e-02	4.2150e-05	4.6156e-02
90	-3.30	2.8034e-02	6.8378e+01	9.8117e-02	5.0119e-04	1.4050e-05	3.4270e-02	4.9175e-05	3.4333e-02
90	-3.25	4.6847e-02	8.2656e+01	9.6816e-02	5.6234e-04	2.6344e-05	4.6481e-02	5.4444e-05	4.6562e-02
90	-3.20	6.6804e-02	6.9495e+01	9.4638e-02	6.3096e-04	4.2150e-05	4.3848e-02	5.9712e-05	4.3950e-02
90	-3.15	4.4654e-02	7.0710e+01	8.6828e-02	7.0795e-04	3.1613e-05	5.0059e-02	6.1469e-05	5.0152e-02
90	-3.10	4.6431e-02	5.8804e+01	6.1907e-02	7.9433e-04	3.6881e-05	4.6710e-02	4.9175e-05	4.6796e-02
90	-3.05	4.9263e-02	5.0796e+01	8.8674e-02	8.9125e-04	4.3905e-05	4.5272e-02	7.9030e-05	4.5395e-02
90	-3.00	3.6881e-02	5.3026e+01	1.0011e-01	1.0000e-03	3.6881e-05	5.3026e-02	1.0011e-04	5.3163e-02
90	-2.95	4.8523e-02	4.2580e+01	1.0957e-01	1.1220e-03	5.4444e-05	4.7775e-02	1.2294e-04	4.7953e-02
90	-2.90	3.6271e-02	3.8600e+01	9.2073e-02	1.2589e-03	4.5662e-05	4.8595e-02	1.1591e-04	4.8756e-02
90	-2.85	5.3463e-02	3.9423e+01	7.9573e-02	1.4125e-03	7.5518e-05	5.5687e-02	1.1240e-04	5.5875e-02
90	-2.80	4.3217e-02	3.6013e+01	8.4216e-02	1.5849e-03	6.8494e-05	5.7077e-02	1.3347e-04	5.7279e-02
90	-2.75	6.5183e-02	3.1603e+01	9.5797e-02	1.7783e-03	1.1591e-04	5.6199e-02	1.7035e-04	5.6485e-02
90	-2.70	4.9291e-02	2.7311e+01	1.1003e-01	1.9953e-03	9.8349e-05	5.4493e-02	2.1953e-04	5.4811e-02
90	-2.65	5.2560e-02	2.4526e+01	1.0277e-01	2.2387e-03	1.1767e-04	5.4907e-02	2.3007e-04	5.5255e-02
90	-2.60	3.9154e-02	2.4920e+01	8.7397e-02	2.5119e-03	9.8349e-05	6.2597e-02	2.1953e-04	6.2915e-02
90	-2.55	4.9851e-02	1.9678e+01	9.2847e-02	2.8184e-03	1.4050e-04	5.5460e-02	2.6168e-04	5.5863e-02
90	-2.50	5.4426e-02	1.5921e+01	8.4972e-02	3.1623e-03	1.7211e-04	5.0348e-02	2.6870e-04	5.0789e-02
90	-2.45	4.7517e-02	1.8069e+01	9.2561e-02	3.5481e-03	1.6860e-04	6.4112e-02	3.2842e-04	6.4609e-02
90	-2.40	4.8526e-02	1.7361e+01	1.0014e-01	3.9811e-03	1.9318e-04	6.9116e-02	3.9867e-04	6.9707e-02
90	-2.35	5.1899e-02	1.2911e+01	9.0037e-02	4.4668e-03	2.3182e-04	5.7672e-02	4.0218e-04	5.8306e-02
90	-2.30	5.3262e-02	1.2007e+01	1.0302e-01	5.0119e-03	2.6694e-04	6.0180e-02	5.1634e-04	6.0963e-02
90	-2.25	4.9032e-02	9.2206e+00	1.0088e-01	5.6234e-03	2.7573e-04	5.1851e-02	5.6726e-04	5.2694e-02
90	-2.20	4.7319e-02	9.6747e+00	9.7700e-02	6.3096e-03	2.9856e-04	6.1043e-02	6.1645e-04	6.1958e-02
90	-2.15	4.6886e-02	6.8262e+00	9.2036e-02	7.0795e-03	3.3193e-04	4.8326e-02	6.5157e-04	4.9309e-02
90	-2.10	4.9083e-02	7.4085e+00	1.0126e-01	7.9433e-03	3.8988e-04	5.8848e-02	8.0436e-04	6.0042e-02
90	-2.05	5.7736e-02	7.0830e+00	1.0385e-01	8.9125e-03	5.1457e-04	6.3127e-02	9.2555e-04	6.4568e-02
90	-2.00	4.7068e-02	6.0190e+00	9.7472e-02	1.0000e-02	4.7068e-04	6.0190e-02	9.7472e-04	6.1636e-02
90	-1.95	5.0087e-02	4.7764e+00	1.0174e-01	1.1220e-02	5.6199e-04	5.3592e-02	1.1416e-03	5.5296e-02
90	-1.90	5.0919e-02	5.5112e+00	1.0519e-01	1.2589e-02	6.4103e-04	6.9382e-02	1.3242e-03	7.1348e-02
90	-1.85	4.3766e-02	3.5556e+00	1.0444e-01	1.4125e-02	6.1821e-04	5.0224e-02	1.4753e-03	5.2318e-02
90	-1.80	5.0641e-02	3.4811e+00	1.0383e-01	1.5849e-02	8.0260e-04	5.5171e-02	1.6456e-03	5.7619e-02
90	-1.75	5.3332e-02	3.3202e+00	1.0498e-01	1.7783e-02	9.4839e-04	5.9042e-02	1.8669e-03	6.1857e-02
90	-1.70	4.9557e-02	3.1777e+00	1.0633e-01	1.9953e-02	9.8878e-04	6.3403e-02	2.1215e-03	6.6513e-02
90	-1.65	4.5422e-02	2.5539e+00	1.0457e-01	2.2387e-02	1.0169e-03	5.7174e-02	2.3411e-03	6.0532e-02
90	-1.60	4.7335e-02	2.1984e+00	1.0362e-01	2.5119e-02	1.1890e-03	5.5222e-02	2.6028e-03	5.9013e-02
90	-1.55	4.9291e-02	2.0594e+00	1.0799e-01	2.8184e-02	1.3892e-03	5.8041e-02	3.0436e-03	6.2474e-02
90	-1.50	5.1705e-02	2.0318e+00	1.0741e-01	3.1623e-02	1.6350e-03	6.4252e-02	3.3966e-03	6.9284e-02
90	-1.45	5.0390e-02	1.9708e+00	1.0820e-01	3.5481e-02	1.7879e-03	6.9927e-02	3.8391e-03	7.5554e-02
90	-1.40	5.0071e-02	1.4792e+00	1.0821e-01	3.9811e-02	1.9934e-03	5.8887e-02	4.3081e-03	6.5188e-02
90	-1.35	5.5478e-02	1.2001e+00	1.0620e-01	4.4668e-02	2.4781e-03	5.3606e-02	4.7436e-03	6.0828e-02
90	-1.30	4.9830e-02	9.7521e-01	1.0863e-01	5.0119e-02	2.4974e-03	4.8876e-02	5.4444e-03	5.6818e-02
