#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
100	-7.00	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.95	0.0000e+00	0.0000e+00	0.0000e+00	1.1220e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.90	0.0000e+00	0.0000e+00	0.0000e+00	1.2589e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.85	0.0000e+00	0.0000e+00	0.0000e+00	1.4125e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.80	0.0000e+00	0.0000e+00	0.0000e+00	1.5849e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.75	0.0000e+00	0.0000e+00	0.0000e+00	1.7783e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.70	0.0000e+00	0.0000e+00	0.0000e+00	1.9953e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.65	0.0000e+00	0.0000e+00	0.0000e+00	2.2387e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.60	0.0000e+00	0.0000e+00	0.0000e+00	2.5119e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.55	0.0000e+00	0.0000e+00	0.0000e+00	2.8184e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.50	0.0000e+00	0.0000e+00	0.0000e+00	3.1623e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.45	0.0000e+00	0.0000e+00	0.0000e+00	3.5481e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.40	0.0000e+00	0.0000e+00	0.0000e+00	3.9811e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.35	0.0000e+00	0.0000e+00	0.0000e+00	4.4668e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.30	0.0000e+00	0.0000e+00	0.0000e+00	5.0119e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.25	0.0000e+00	0.0000e+00	0.0000e+00	5.6234e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.20	0.0000e+00	0.0000e+00	0.0000e+00	6.3096e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.15	0.0000e+00	0.0000e+00	0.0000e+00	7.0795e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.10	0.0000e+00	0.0000e+00	0.0000e+00	7.9433e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.05	0.0000e+00	0.0000e+00	0.0000e+00	8.9125e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.00	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-5.95	0.0000e+00	0.0000e+00	0.0000e+00	1.1220e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-5.90	0.0000e+00	0.0000e+00	0.0000e+00	1.2589e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-5.85	0.0000e+00	0.0000e+00	0.0000e+00	1.4125e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-5.80	0.0000e+00	0.0000e+00	0.0000e+00	1.5849e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-5.75	0.0000e+00	0.0000e+00	0.0000e+00	1.7783e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-5.70	0.0000e+00	0.0000e+00	0.0000e+00	1.9953e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-5.65	0.0000e+00	0.0000e+00	0.0000e+00	2.2387e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
100	-5.60	0.0000e+00	1.7308e+02	0.0000e+00	2.5119e-06	0.0000e+00	4.3476e-04	0.0000e+00	4.3476e-04
100	-5.55	0.0000e+00	6.1704e+02	0.0000e+00	2.8184e-06	0.0000e+00	1.7391e-03	0.0000e+00	1.7391e-03
100	-5.50	0.0000e+00	1.6498e+03	0.0000e+00	3.1623e-06	0.0000e+00	5.2172e-03	0.0000e+00	5.2172e-03
100	-5.45	0.0000e+00	9.8025e+02	0.0000e+00	3.5481e-06	0.0000e+00	3.4781e-03	0.0000e+00	3.4781e-03
100	-5.40	0.0000e+00	1.4197e+03	0.0000e+00	3.9811e-06	0.0000e+00	5.6519e-03	0.0000e+00	5.6519e-03
100	-5.35	0.0000e+00	1.2960e+03	0.0000e+00	4.4668e-06	0.0000e+00	5.7892e-03	0.0000e+00	5.7892e-03
100	-5.30	0.0000e+00	1.4379e+03	0.0000e+00	5.0119e-06	0.0000e+00	7.2066e-03	0.0000e+00	7.2066e-03
100	-5.25	0.0000e+00	1.4841e+03	0.0000e+00	5.6234e-06	0.0000e+00	8.3457e-03	0.0000e+00	8.3457e-03
100	-5.20	0.0000e+00	1.0666e+03	0.0000e+00	6.3096e-06	0.0000e+00	6.7301e-03	0.0000e+00	6.7301e-03
100	-5.15	2.4564e-01	1.2481e+03	0.0000e+00	7.0795e-06	1.7390e-06	8.8361e-03	0.0000e+00	8.8379e-03
100	-5.10	2.1893e-01	1.7515e+03	0.0000e+00	7.9433e-06	1.7391e-06	1.3912e-02	0.0000e+00	1.3914e-02
100	-5.05	0.0000e+00	1.6098e+03	0.0000e+00	8.9125e-06	0.0000e+00	1.4347e-02	0.0000e+00	1.4347e-02
100	-5.00	0.0000e+00	1.0639e+03	0.0000e+00	1.0000e-05	0.0000e+00	1.0639e-02	0.0000e+00	1.0639e-02
100	-4.95	0.0000e+00	1.4459e+03	0.0000e+00	1.1220e-05	0.0000e+00	1.6224e-02	0.0000e+00	1.6224e-02
100	-4.90	0.0000e+00	1.2851e+03	0.0000e+00	1.2589e-05	0.0000e+00	1.6178e-02	0.0000e+00	1.6178e-02
