#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
95	-5.17	8.5924e+01	0.0000e+00	1.0415e+01	6.7608e-06	5.8092e-04	0.0000e+00	7.0414e-05	6.5133e-04
95	-5.12	7.1937e+01	0.0000e+00	1.1603e+01	7.5858e-06	5.4570e-04	0.0000e+00	8.8017e-05	6.3372e-04
95	-5.07	8.2729e+01	0.0000e+00	1.6546e+01	8.5114e-06	7.0414e-04	0.0000e+00	1.4083e-04	8.4497e-04
95	-5.02	4.6083e+01	1.8433e+00	1.1060e+01	9.5499e-06	4.4009e-04	1.7603e-05	1.0562e-04	5.6332e-04
95	-4.97	6.5715e+01	0.0000e+00	1.6429e+01	1.0715e-05	7.0414e-04	0.0000e+00	1.7604e-04	8.8018e-04
95	-4.92	9.0780e+01	0.0000e+00	2.4892e+01	1.2023e-05	1.0914e-03	0.0000e+00	2.9927e-04	1.3907e-03
95	-4.87	5.7418e+01	1.3050e+00	2.7404e+01	1.3490e-05	7.7455e-04	1.7603e-05	3.6967e-04	1.1618e-03
95	-4.82	7.5598e+01	0.0000e+00	2.6751e+01	1.5136e-05	1.1442e-03	0.0000e+00	4.0489e-04	1.5491e-03
95	-4.77	7.4632e+01	0.0000e+00	3.3171e+01	1.6982e-05	1.2674e-03	0.0000e+00	5.6332e-04	1.8308e-03
95	-4.72	6.5594e+01	0.0000e+00	3.7877e+01	1.9055e-05	1.2499e-03	0.0000e+00	7.2174e-04	1.9716e-03
95	-4.67	7.9045e+01	0.0000e+00	3.1288e+01	2.1380e-05	1.6899e-03	0.0000e+00	6.6893e-04	2.3589e-03
95	-4.62	7.0448e+01	0.0000e+00	6.4578e+01	2.3988e-05	1.6899e-03	0.0000e+00	1.5491e-03	3.2390e-03
95	-4.57	7.4560e+01	0.0000e+00	5.6900e+01	2.6915e-05	2.0068e-03	0.0000e+00	1.5315e-03	3.5383e-03
95	-4.52	7.2862e+01	0.0000e+00	8.4521e+01	3.0200e-05	2.2004e-03	0.0000e+00	2.5525e-03	4.7529e-03
95	-4.47	6.7017e+01	0.0000e+00	8.4681e+01	3.3884e-05	2.2708e-03	0.0000e+00	2.8694e-03	5.1402e-03
95	-4.42	7.4082e+01	0.0000e+00	1.0279e+02	3.8019e-05	2.8165e-03	0.0000e+00	3.9080e-03	6.7245e-03
95	-4.37	6.5201e+01	4.1266e-01	1.2297e+02	4.2658e-05	2.7813e-03	1.7603e-05	5.2458e-03	8.0447e-03
95	-4.32	7.1719e+01	0.0000e+00	1.2836e+02	4.7863e-05	3.4327e-03	0.0000e+00	6.1436e-03	9.5763e-03
95	-4.27	6.3592e+01	0.0000e+00	1.6554e+02	5.3703e-05	3.4151e-03	0.0000e+00	8.8898e-03	1.2305e-02
95	-4.22	7.5666e+01	0.0000e+00	2.0274e+02	6.0256e-05	4.5593e-03	0.0000e+00	1.2216e-02	1.6776e-02
95	-4.17	6.7958e+01	2.6037e-01	2.1429e+02	6.7608e-05	4.5945e-03	1.7603e-05	1.4488e-02	1.9100e-02
95	-4.12	6.9617e+01	0.0000e+00	2.4691e+02	7.5858e-05	5.2810e-03	0.0000e+00	1.8730e-02	2.4011e-02
95	-4.07	6.7216e+01	0.0000e+00	2.6928e+02	8.5114e-05	5.7210e-03	0.0000e+00	2.2919e-02	2.8641e-02
95	-4.02	7.6682e+01	0.0000e+00	3.1151e+02	9.5499e-05	7.3231e-03	0.0000e+00	2.9749e-02	3.7072e-02
95	-3.97	6.7521e+01	1.6429e-01	3.6027e+02	1.0715e-04	7.2350e-03	1.7604e-05	3.8604e-02	4.5856e-02
95	-3.92	6.9549e+01	0.0000e+00	3.8595e+02	1.2023e-04	8.3616e-03	0.0000e+00	4.6401e-02	5.4763e-02
95	-3.87	7.3860e+01	0.0000e+00	4.2072e+02	1.3490e-04	9.9635e-03	0.0000e+00	5.6754e-02	6.6717e-02
95	-3.82	7.3157e+01	0.0000e+00	4.6172e+02	1.5136e-04	1.1073e-02	0.0000e+00	6.9884e-02	8.0957e-02
95	-3.77	7.2870e+01	0.0000e+00	4.9278e+02	1.6982e-04	1.2375e-02	0.0000e+00	8.3687e-02	9.6062e-02
95	-3.72	7.5386e+01	0.0000e+00	5.4451e+02	1.9055e-04	1.4365e-02	0.0000e+00	1.0375e-01	1.1812e-01
95	-3.67	7.6079e+01	8.2338e-02	5.7761e+02	2.1380e-04	1.6265e-02	1.7604e-05	1.2349e-01	1.3977e-01
95	-3.62	6.9641e+01	7.3382e-02	5.9103e+02	2.3988e-04	1.6706e-02	1.7603e-05	1.4178e-01	1.5850e-01
95	-3.57	7.3775e+01	6.5402e-02	6.3671e+02	2.6915e-04	1.9857e-02	1.7603e-05	1.7137e-01	1.9125e-01
95	-3.52	7.0240e+01	5.8291e-02	6.5862e+02	3.0200e-04	2.1212e-02	1.7604e-05	1.9890e-01	2.2013e-01
95	-3.47	7.1588e+01	5.1951e-02	6.7573e+02	3.3884e-04	2.4257e-02	1.7603e-05	2.2897e-01	2.5324e-01
95	-3.42	6.9315e+01	2.3151e-01	6.7873e+02	3.8019e-04	2.6353e-02	8.8016e-05	2.5805e-01	2.8449e-01
95	-3.37	7.4404e+01	1.6507e-01	6.7595e+02	4.2658e-04	3.1739e-02	7.0414e-05	2.8835e-01	3.2016e-01
95	-3.32	7.3888e+01	1.4712e-01	6.6712e+02	4.7863e-04	3.5365e-02	7.0414e-05	3.1931e-01	3.5474e-01
95	-3.27	7.3590e+01	3.6057e-01	6.5436e+02	5.3703e-04	3.9520e-02	1.9364e-04	3.5141e-01	3.9113e-01
95	-3.22	6.9909e+01	4.6743e-01	6.3036e+02	6.0256e-04	4.2125e-02	2.8165e-04	3.7983e-01	4.2223e-01
95	-3.17	7.5898e+01	2.8641e-01	5.9353e+02	6.7608e-04	5.1313e-02	1.9364e-04	4.0128e-01	4.5278e-01
95	-3.12	7.1705e+01	4.4092e-01	5.4924e+02	7.5858e-04	5.4394e-02	3.3447e-04	4.1664e-01	4.7137e-01
95	-3.07	7.1746e+01	5.7910e-01	5.2088e+02	8.5114e-04	6.1065e-02	4.9289e-04	4.4334e-01	5.0490e-01
95	-3.02	7.3640e+01	6.4515e-01	4.7521e+02	9.5499e-04	7.0326e-02	6.1612e-04	4.5382e-01	5.2476e-01
95	-2.97	7.1776e+01	1.0186e+00	4.2874e+02	1.0715e-03	7.6909e-02	1.0914e-03	4.5941e-01	5.3741e-01
95	-2.92	7.2141e+01	1.1421e+00	3.9387e+02	1.2023e-03	8.6732e-02	1.3731e-03	4.7354e-01	5.6164e-01
95	-2.87	7.0208e+01	1.3832e+00	3.5803e+02	1.3490e-03	9.4708e-02	1.8660e-03	4.8297e-01	5.7955e-01
95	-2.82	7.0945e+01	2.1750e+00	3.2467e+02	1.5136e-03	1.0738e-01	3.2919e-03	4.9141e-01	6.0208e-01
95	-2.77	7.2207e+01	2.5604e+00	2.8839e+02	1.6982e-03	1.2263e-01	4.3481e-03	4.8976e-01	6.1673e-01
95	-2.72	7.1395e+01	3.2334e+00	2.6235e+02	1.9055e-03	1.3604e-01	6.1612e-03	4.9989e-01	6.4209e-01
95	-2.67	7.1601e+01	3.7051e+00	2.3977e+02	2.1380e-03	1.5308e-01	7.9214e-03	5.1262e-01	6.7362e-01
95	-2.62	7.1167e+01	4.5130e+00	2.2189e+02	2.3988e-03	1.7072e-01	1.0826e-02	5.3228e-01	7.1382e-01
95	-2.57	7.2622e+01	5.5003e+00	2.0897e+02	2.6915e-03	1.9547e-01	1.4804e-02	5.6245e-01	7.7272e-01
95	-2.52	7.0758e+01	5.6483e+00	1.9619e+02	3.0200e-03	2.1369e-01	1.7057e-02	5.9248e-01	8.2322e-01
95	-2.47	7.1500e+01	6.8212e+00	1.8857e+02	3.3884e-03	2.4227e-01	2.3113e-02	6.3897e-01	9.0435e-01
95	-2.42	7.2328e+01	7.8668e+00	1.8252e+02	3.8019e-03	2.7498e-01	2.9909e-02	6.9393e-01	9.9882e-01
95	-2.37	7.0385e+01	8.6535e+00	1.8054e+02	4.2658e-03	3.0025e-01	3.6914e-02	7.7017e-01	1.1073e+00
95	-2.32	7.2145e+01	1.0508e+01	1.7967e+02	4.7863e-03	3.4531e-01	5.0293e-02	8.5996e-01	1.2556e+00
95	-2.27	6.9938e+01	1.1194e+01	1.8078e+02	5.3703e-03	3.7559e-01	6.0116e-02	9.7083e-01	1.4065e+00
95	-2.22	7.0397e+01	1.2813e+01	1.8491e+02	6.0256e-03	4.2418e-01	7.7208e-02	1.1142e+00	1.6156e+00
95	-2.17	7.0770e+01	1.4052e+01	1.8897e+02	6.7608e-03	4.7846e-01	9.5006e-02	1.2776e+00	1.8511e+00
95	-2.12	7.0826e+01	1.5560e+01	1.9469e+02	7.5858e-03	5.3727e-01	1.1803e-01	1.4769e+00	2.1322e+00
95	-2.07	7.0258e+01	1.6877e+01	2.0128e+02	8.5114e-03	5.9799e-01	1.4364e-01	1.7132e+00	2.4548e+00
95	-2.02	6.9940e+01	1.8732e+01	2.0613e+02	9.5499e-03	6.6792e-01	1.7889e-01	1.9685e+00	2.8153e+00
95	-1.97	6.8835e+01	2.0984e+01	2.1377e+02	1.0715e-02	7.3758e-01	2.2484e-01	2.2906e+00	3.2530e+00
95	-1.92	6.9028e+01	2.2772e+01	2.2082e+02	1.2023e-02	8.2990e-01	2.7378e-01	2.6549e+00	3.7585e+00
95	-1.87	6.7496e+01	2.4864e+01	2.2544e+02	1.3490e-02	9.1050e-01	3.3541e-01	3.0411e+00	4.2870e+00
95	-1.82	6.7976e+01	2.6866e+01	2.3249e+02	1.5136e-02	1.0289e+00	4.0663e-01	3.5189e+00	4.9544e+00
95	-1.77	6.7394e+01	2.8863e+01	2.3624e+02	1.6982e-02	1.1445e+00	4.9017e-01	4.0120e+00	5.6467e+00
95	-1.72	6.6422e+01	3.1086e+01	2.4142e+02	1.9055e-02	1.2656e+00	5.9234e-01	4.6002e+00	6.4582e+00
95	-1.67	6.5858e+01	3.2937e+01	2.4306e+02	2.1380e-02	1.4080e+00	7.0418e-01	5.1964e+00	7.3086e+00
95	-1.62	6.4797e+01	3.5043e+01	2.4543e+02	2.3988e-02	1.5544e+00	8.4063e-01	5.8876e+00	8.2826e+00
95	-1.57	6.4029e+01	3.7116e+01	2.4580e+02	2.6915e-02	1.7234e+00	9.9898e-01	6.6157e+00	9.3381e+00
95	-1.52	6.2705e+01	3.8615e+01	2.4566e+02	3.0200e-02	1.8937e+00	1.1662e+00	7.4187e+00	1.0479e+01
95	-1.47	6.1669e+01	4.0464e+01	2.4443e+02	3.3884e-02	2.0896e+00	1.3711e+00	8.2823e+00	1.1743e+01
95	-1.42	6.0379e+01	4.1998e+01	2.4072e+02	3.8019e-02	2.2955e+00	1.5967e+00	9.1518e+00	1.3044e+01
95	-1.37	5.8954e+01	4.3036e+01	2.3685e+02	4.2658e-02	2.5149e+00	1.8358e+00	1.0103e+01	1.4454e+01
95	-1.32	5.7555e+01	4.3963e+01	2.3219e+02	4.7863e-02	2.7548e+00	2.1042e+00	1.1113e+01	1.5972e+01
95	-1.27	5.5654e+01	4.4937e+01	2.2540e+02	5.3703e-02	2.9888e+00	2.4132e+00	1.2105e+01	1.7507e+01
95	-1.22	5.4215e+01	4.5317e+01	2.1788e+02	6.0256e-02	3.2668e+00	2.7306e+00	1.3129e+01	1.9126e+01
95	-1.17	5.2393e+01	4.5535e+01	2.0933e+02	6.7608e-02	3.5422e+00	3.0786e+00	1.4153e+01	2.0773e+01
95	-1.12	5.0454e+01	4.5565e+01	2.0029e+02	7.5858e-02	3.8273e+00	3.4565e+00	1.5193e+01	2.2477e+01
95	-1.07	4.8095e+01	4.5098e+01	1.9006e+02	8.5114e-02	4.0936e+00	3.8384e+00	1.6176e+01	2.4108e+01
95	-1.02	4.5896e+01	4.4439e+01	1.8012e+02	9.5499e-02	4.3830e+00	4.2439e+00	1.7201e+01	2.5828e+01
95	-0.97	4.3580e+01	4.3477e+01	1.6898e+02	1.0715e-01	4.6697e+00	4.6587e+00	1.8106e+01	2.7435e+01
95	-0.92	4.1205e+01	4.2411e+01	1.5825e+02	1.2023e-01	4.9540e+00	5.0989e+00	1.9026e+01	2.9079e+01
95	-0.87	3.8863e+01	4.1038e+01	1.4695e+02	1.3490e-01	5.2425e+00	5.5359e+00	1.9824e+01	3.0602e+01
95	-0.82	3.6434e+01	3.9419e+01	1.3597e+02	1.5136e-01	5.5145e+00	5.9664e+00	2.0580e+01	3.2061e+01
95	-0.77	3.3997e+01	3.7597e+01	1.2517e+02	1.6982e-01	5.7736e+00	6.3849e+00	2.1256e+01	3.3415e+01
95	-0.72	3.1570e+01	3.5723e+01	1.1441e+02	1.9055e-01	6.0156e+00	6.8068e+00	2.1800e+01	3.4623e+01
95	-0.67	2.9053e+01	3.3804e+01	1.0400e+02	2.1380e-01	6.2113e+00	7.2271e+00	2.2235e+01	3.5674e+01
95	-0.62	2.6779e+01	3.1778e+01	9.4378e+01	2.3988e-01	6.4238e+00	7.6230e+00	2.2640e+01	3.6687e+01
95	-0.57	2.4515e+01	2.9706e+01	8.4795e+01	2.6915e-01	6.5984e+00	7.9954e+00	2.2823e+01	3.7417e+01
95	-0.52	2.2278e+01	2.7573e+01	7.6305e+01	3.0200e-01	6.7278e+00	8.3269e+00	2.3044e+01	3.8099e+01
95	-0.47	2.0136e+01	2.5567e+01	6.8015e+01	3.3884e-01	6.8229e+00	8.6634e+00	2.3046e+01	3.8533e+01
95	-0.42	1.8122e+01	2.3445e+01	6.0494e+01	3.8019e-01	6.8896e+00	8.9135e+00	2.2999e+01	3.8802e+01
95	-0.37	1.6148e+01	2.1488e+01	5.3612e+01	4.2658e-01	6.8882e+00	9.1662e+00	2.2870e+01	3.8924e+01
95	-0.32	1.4441e+01	1.9546e+01	4.7303e+01	4.7863e-01	6.9119e+00	9.3555e+00	2.2641e+01	3.8908e+01
95	-0.27	1.2821e+01	1.7713e+01	4.1395e+01	5.3703e-01	6.8853e+00	9.5124e+00	2.2230e+01	3.8628e+01
95	-0.22	1.1302e+01	1.5993e+01	3.6134e+01	6.0256e-01	6.8103e+00	9.6369e+00	2.1773e+01	3.8220e+01
95	-0.17	9.9333e+00	1.4372e+01	3.1474e+01	6.7608e-01	6.7157e+00	9.7169e+00	2.1279e+01	3.7711e+01
95	-0.12	8.6517e+00	1.2864e+01	2.7180e+01	7.5858e-01	6.5630e+00	9.7580e+00	2.0618e+01	3.6939e+01
95	-0.07	7.5324e+00	1.1426e+01	2.3382e+01	8.5114e-01	6.4111e+00	9.7249e+00	1.9902e+01	3.6038e+01
95	-0.02	6.5132e+00	1.0091e+01	2.0012e+01	9.5499e-01	6.2201e+00	9.6369e+00	1.9112e+01	3.4969e+01
95	0.03	5.5856e+00	8.8422e+00	1.7056e+01	1.0715e+00	5.9850e+00	9.4746e+00	1.8276e+01	3.3736e+01
95	0.08	4.7835e+00	7.6370e+00	1.4460e+01	1.2023e+00	5.7510e+00	9.1817e+00	1.7384e+01	3.2317e+01
95	0.13	4.0651e+00	6.4523e+00	1.2179e+01	1.3490e+00	5.4837e+00	8.7040e+00	1.6428e+01	3.0616e+01
95	0.18	3.4289e+00	5.4092e+00	1.0237e+01	1.5136e+00	5.1899e+00	8.1871e+00	1.5495e+01	2.8872e+01
95	0.23	2.8785e+00	4.6069e+00	8.5267e+00	1.6982e+00	4.8883e+00	7.8237e+00	1.4480e+01	2.7192e+01
95	0.28	2.3947e+00	3.9174e+00	7.0524e+00	1.9055e+00	4.5630e+00	7.4644e+00	1.3438e+01	2.5465e+01
95	0.33	1.9826e+00	3.3143e+00	5.8039e+00	2.1380e+00	4.2387e+00	7.0857e+00	1.2408e+01	2.3733e+01
95	0.38	1.6330e+00	2.7777e+00	4.7599e+00	2.3988e+00	3.9174e+00	6.6632e+00	1.1418e+01	2.1999e+01
95	0.43	1.3319e+00	2.3183e+00	3.8694e+00	2.6915e+00	3.5849e+00	6.2397e+00	1.0415e+01	2.0239e+01
95	0.48	1.0761e+00	1.9085e+00	3.1262e+00	3.0200e+00	3.2498e+00	5.7635e+00	9.4409e+00	1.8454e+01
95	0.53	8.6346e-01	1.5651e+00	2.4959e+00	3.3884e+00	2.9258e+00	5.3032e+00	8.4571e+00	1.6686e+01
95	0.58	6.9018e-01	1.2719e+00	1.9861e+00	3.8019e+00	2.6240e+00	4.8356e+00	7.5510e+00	1.5011e+01
95	0.63	5.4614e-01	1.0227e+00	1.5668e+00	4.2658e+00	2.3297e+00	4.3627e+00	6.6837e+00	1.3376e+01
95	0.68	4.2731e-01	8.1572e-01	1.2252e+00	4.7863e+00	2.0452e+00	3.9043e+00	5.8643e+00	1.1814e+01
95	0.73	3.2874e-01	6.4283e-01	9.5225e-01	5.3703e+00	1.7655e+00	3.4522e+00	5.1139e+00	1.0332e+01
95	0.78	2.5279e-01	5.0208e-01	7.3524e-01	6.0256e+00	1.5232e+00	3.0253e+00	4.4302e+00	8.9788e+00
95	0.83	1.9277e-01	3.8708e-01	5.6541e-01	6.7608e+00	1.3033e+00	2.6170e+00	3.8226e+00	7.7429e+00
95	0.88	1.4604e-01	2.9333e-01	4.3455e-01	7.5858e+00	1.1078e+00	2.2251e+00	3.2964e+00	6.6293e+00
95	0.93	1.0992e-01	2.1977e-01	3.3189e-01	8.5114e+00	9.3557e-01	1.8706e+00	2.8248e+00	5.6310e+00
95	0.98	8.2197e-02	1.6342e-01	2.5561e-01	9.5499e+00	7.8498e-01	1.5607e+00	2.4411e+00	4.7867e+00
95	1.03	5.9905e-02	1.1865e-01	1.9728e-01	1.0715e+01	6.4190e-01	1.2714e+00	2.1139e+00	4.0272e+00
95	1.08	4.4038e-02	8.4759e-02	1.5129e-01	1.2023e+01	5.2945e-01	1.0190e+00	1.8189e+00	3.3674e+00
95	1.13	3.2737e-02	5.9381e-02	1.1645e-01	1.3490e+01	4.4161e-01	8.0103e-01	1.5709e+00	2.8135e+00
95	1.18	2.4229e-02	4.0718e-02	8.6894e-02	1.5136e+01	3.6672e-01	6.1629e-01	1.3152e+00	2.2982e+00
95	1.23	1.7954e-02	2.7422e-02	6.3927e-02	1.6982e+01	3.0491e-01	4.6569e-01	1.0856e+00	1.8562e+00
95	1.28	1.3320e-02	1.8042e-02	4.6628e-02	1.9055e+01	2.5381e-01	3.4378e-01	8.8847e-01	1.4861e+00
95	1.33	1.0010e-02	1.1702e-02	3.3614e-02	2.1380e+01	2.1402e-01	2.5018e-01	7.1866e-01	1.1829e+00
95	1.38	7.5827e-03	7.3318e-03	2.3610e-02	2.3988e+01	1.8190e-01	1.7588e-01	5.6637e-01	9.2414e-01
95	1.43	5.5985e-03	4.5265e-03	1.6207e-02	2.6915e+01	1.5068e-01	1.2183e-01	4.3623e-01	7.0875e-01
95	1.48	4.0599e-03	2.7821e-03	1.0969e-02	3.0200e+01	1.2261e-01	8.4018e-02	3.3125e-01	5.3787e-01
95	1.53	3.0355e-03	1.5705e-03	7.1931e-03	3.3884e+01	1.0286e-01	5.3215e-02	2.4373e-01	3.9980e-01
95	1.58	2.1397e-03	8.5473e-04	4.5015e-03	3.8019e+01	8.1349e-02	3.2496e-02	1.7114e-01	2.8499e-01
95	1.63	1.3931e-03	4.4650e-04	2.5527e-03	4.2658e+01	5.9429e-02	1.9047e-02	1.0889e-01	1.8737e-01
95	1.68	8.6577e-04	2.1846e-04	1.3108e-03	4.7863e+01	4.1439e-02	1.0456e-02	6.2739e-02	1.1463e-01
95	1.73	3.8647e-04	9.7027e-05	5.1955e-04	5.3703e+01	2.0755e-02	5.2106e-03	2.7902e-02	5.3867e-02
95	1.78	1.3906e-04	4.9373e-05	1.6039e-04	6.0256e+01	8.3792e-03	2.9750e-03	9.6643e-03	2.1019e-02
95	1.83	3.1766e-05	2.6557e-05	2.7599e-05	6.7608e+01	2.1476e-03	1.7955e-03	1.8659e-03	5.8091e-03
95	1.88	2.7847e-06	1.5548e-05	1.8565e-06	7.5858e+01	2.1124e-04	1.1794e-03	1.4083e-04	1.5315e-03
95	1.93	2.0681e-07	1.0341e-05	4.1365e-07	8.5114e+01	1.7603e-05	8.8017e-04	3.5207e-05	9.3298e-04
95	1.98	0.0000e+00	3.8710e-06	0.0000e+00	9.5499e+01	0.0000e+00	3.6968e-04	0.0000e+00	3.6968e-04
