#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
65	-7.19	0.0000e+00	0.0000e+00	0.0000e+00	6.4565e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-7.14	0.0000e+00	0.0000e+00	0.0000e+00	7.2444e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-7.09	0.0000e+00	0.0000e+00	0.0000e+00	8.1283e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-7.04	0.0000e+00	0.0000e+00	0.0000e+00	9.1201e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.99	5.2470e+02	0.0000e+00	0.0000e+00	1.0233e-07	5.3692e-05	0.0000e+00	0.0000e+00	5.3692e-05
65	-6.94	0.0000e+00	0.0000e+00	0.0000e+00	1.1482e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.89	0.0000e+00	0.0000e+00	0.0000e+00	1.2882e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.84	0.0000e+00	0.0000e+00	0.0000e+00	1.4454e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.79	0.0000e+00	0.0000e+00	0.0000e+00	1.6218e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.74	0.0000e+00	0.0000e+00	0.0000e+00	1.8197e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.69	0.0000e+00	0.0000e+00	0.0000e+00	2.0417e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.64	0.0000e+00	0.0000e+00	0.0000e+00	2.2909e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.59	0.0000e+00	0.0000e+00	0.0000e+00	2.5704e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.54	1.8617e+02	0.0000e+00	0.0000e+00	2.8840e-07	5.3692e-05	0.0000e+00	0.0000e+00	5.3692e-05
65	-6.49	0.0000e+00	0.0000e+00	0.0000e+00	3.2359e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.44	0.0000e+00	0.0000e+00	0.0000e+00	3.6308e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.39	1.3180e+02	0.0000e+00	0.0000e+00	4.0738e-07	5.3692e-05	0.0000e+00	0.0000e+00	5.3692e-05
65	-6.34	0.0000e+00	0.0000e+00	0.0000e+00	4.5709e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.29	1.0469e+02	0.0000e+00	0.0000e+00	5.1286e-07	5.3692e-05	0.0000e+00	0.0000e+00	5.3692e-05
65	-6.24	3.1101e+01	3.1101e+01	0.0000e+00	5.7544e-07	1.7897e-05	1.7897e-05	0.0000e+00	3.5793e-05
65	-6.19	0.0000e+00	0.0000e+00	0.0000e+00	6.4565e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
65	-6.14	4.9410e+01	0.0000e+00	0.0000e+00	7.2444e-07	3.5794e-05	0.0000e+00	0.0000e+00	3.5794e-05
65	-6.09	2.2018e+01	0.0000e+00	0.0000e+00	8.1283e-07	1.7897e-05	0.0000e+00	0.0000e+00	1.7897e-05
65	-6.04	1.5699e+02	0.0000e+00	0.0000e+00	9.1201e-07	1.4318e-04	0.0000e+00	0.0000e+00	1.4318e-04
65	-5.99	1.7490e+01	0.0000e+00	0.0000e+00	1.0233e-06	1.7897e-05	0.0000e+00	0.0000e+00	1.7897e-05
65	-5.94	6.2351e+01	0.0000e+00	0.0000e+00	1.1482e-06	7.1589e-05	0.0000e+00	0.0000e+00	7.1589e-05
65	-5.89	5.5571e+01	0.0000e+00	0.0000e+00	1.2882e-06	7.1590e-05	0.0000e+00	0.0000e+00	7.1590e-05
65	-5.84	8.6672e+01	0.0000e+00	0.0000e+00	1.4454e-06	1.2528e-04	0.0000e+00	0.0000e+00	1.2528e-04
65	-5.79	6.6212e+01	0.0000e+00	0.0000e+00	1.6218e-06	1.0738e-04	0.0000e+00	0.0000e+00	1.0738e-04
65	-5.74	2.9506e+01	0.0000e+00	0.0000e+00	1.8197e-06	5.3691e-05	0.0000e+00	0.0000e+00	5.3691e-05
65	-5.69	4.3829e+01	0.0000e+00	0.0000e+00	2.0417e-06	8.9487e-05	0.0000e+00	0.0000e+00	8.9487e-05
65	-5.64	1.0156e+02	0.0000e+00	0.0000e+00	2.2909e-06	2.3266e-04	0.0000e+00	0.0000e+00	2.3266e-04
65	-5.59	6.9629e+01	0.0000e+00	0.0000e+00	2.5704e-06	1.7897e-04	0.0000e+00	0.0000e+00	1.7897e-04
