#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
60	-7.22	0.0000e+00	0.0000e+00	0.0000e+00	6.0256e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-7.17	0.0000e+00	0.0000e+00	0.0000e+00	6.7608e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-7.12	0.0000e+00	0.0000e+00	0.0000e+00	7.5858e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-7.07	0.0000e+00	0.0000e+00	0.0000e+00	8.5114e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-7.02	7.4340e+02	0.0000e+00	0.0000e+00	9.5499e-08	7.0995e-05	0.0000e+00	0.0000e+00	7.0995e-05
60	-6.97	0.0000e+00	0.0000e+00	0.0000e+00	1.0715e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.92	0.0000e+00	0.0000e+00	0.0000e+00	1.2023e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.87	0.0000e+00	0.0000e+00	0.0000e+00	1.3490e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.82	0.0000e+00	0.0000e+00	0.0000e+00	1.5136e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.77	0.0000e+00	0.0000e+00	0.0000e+00	1.6982e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.72	3.7259e+02	0.0000e+00	0.0000e+00	1.9055e-07	7.0995e-05	0.0000e+00	0.0000e+00	7.0995e-05
60	-6.67	0.0000e+00	0.0000e+00	0.0000e+00	2.1380e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.62	0.0000e+00	0.0000e+00	0.0000e+00	2.3988e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.57	0.0000e+00	0.0000e+00	0.0000e+00	2.6915e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.52	3.5263e+02	0.0000e+00	0.0000e+00	3.0200e-07	1.0649e-04	0.0000e+00	0.0000e+00	1.0649e-04
60	-6.47	0.0000e+00	0.0000e+00	0.0000e+00	3.3884e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.42	4.6685e+01	0.0000e+00	0.0000e+00	3.8019e-07	1.7749e-05	0.0000e+00	0.0000e+00	1.7749e-05
60	-6.37	0.0000e+00	0.0000e+00	0.0000e+00	4.2658e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.32	7.4166e+01	0.0000e+00	0.0000e+00	4.7863e-07	3.5498e-05	0.0000e+00	0.0000e+00	3.5498e-05
60	-6.27	0.0000e+00	3.3051e+01	0.0000e+00	5.3703e-07	0.0000e+00	1.7749e-05	0.0000e+00	1.7749e-05
60	-6.22	0.0000e+00	0.0000e+00	0.0000e+00	6.0256e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.17	7.8758e+01	0.0000e+00	0.0000e+00	6.7608e-07	5.3247e-05	0.0000e+00	0.0000e+00	5.3247e-05
60	-6.12	9.3590e+01	2.3397e+01	0.0000e+00	7.5858e-07	7.0996e-05	1.7749e-05	0.0000e+00	8.8744e-05
60	-6.07	0.0000e+00	0.0000e+00	2.0853e+01	8.5114e-07	0.0000e+00	0.0000e+00	1.7749e-05	1.7749e-05
60	-6.02	1.3010e+02	0.0000e+00	0.0000e+00	9.5499e-07	1.2424e-04	0.0000e+00	0.0000e+00	1.2424e-04
60	-5.97	6.6258e+01	0.0000e+00	0.0000e+00	1.0715e-06	7.0996e-05	0.0000e+00	0.0000e+00	7.0996e-05
60	-5.92	0.0000e+00	0.0000e+00	0.0000e+00	1.2023e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
60	-5.87	3.9471e+01	0.0000e+00	1.3157e+01	1.3490e-06	5.3245e-05	0.0000e+00	1.7749e-05	7.0994e-05
60	-5.82	5.8632e+01	0.0000e+00	0.0000e+00	1.5136e-06	8.8743e-05	0.0000e+00	0.0000e+00	8.8743e-05
60	-5.77	5.2256e+01	0.0000e+00	0.0000e+00	1.6982e-06	8.8743e-05	0.0000e+00	0.0000e+00	8.8743e-05
60	-5.72	1.0246e+02	0.0000e+00	0.0000e+00	1.9055e-06	1.9524e-04	0.0000e+00	0.0000e+00	1.9524e-04
60	-5.67	9.1319e+01	0.0000e+00	0.0000e+00	2.1380e-06	1.9524e-04	0.0000e+00	0.0000e+00	1.9524e-04
60	-5.62	5.9191e+01	0.0000e+00	0.0000e+00	2.3988e-06	1.4199e-04	0.0000e+00	0.0000e+00	1.4199e-04
60	-5.57	7.2538e+01	0.0000e+00	0.0000e+00	2.6915e-06	1.9524e-04	0.0000e+00	0.0000e+00	1.9524e-04
60	-5.52	7.6403e+01	0.0000e+00	0.0000e+00	3.0200e-06	2.3073e-04	0.0000e+00	0.0000e+00	2.3073e-04
60	-5.47	9.4285e+01	0.0000e+00	0.0000e+00	3.3884e-06	3.1948e-04	0.0000e+00	0.0000e+00	3.1948e-04
60	-5.42	9.8036e+01	0.0000e+00	4.6685e+00	3.8019e-06	3.7272e-04	0.0000e+00	1.7749e-05	3.9047e-04
60	-5.37	4.1607e+01	0.0000e+00	0.0000e+00	4.2658e-06	1.7749e-04	0.0000e+00	0.0000e+00	1.7749e-04
60	-5.32	7.7874e+01	0.0000e+00	7.4166e+00	4.7863e-06	3.7273e-04	0.0000e+00	3.5498e-05	4.0823e-04
