#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
80	-7.10	0.0000e+00	0.0000e+00	0.0000e+00	7.9433e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-7.05	0.0000e+00	0.0000e+00	0.0000e+00	8.9125e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-7.00	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.95	0.0000e+00	0.0000e+00	0.0000e+00	1.1220e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.90	0.0000e+00	0.0000e+00	0.0000e+00	1.2589e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.85	0.0000e+00	0.0000e+00	0.0000e+00	1.4125e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.80	0.0000e+00	0.0000e+00	0.0000e+00	1.5849e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.75	0.0000e+00	0.0000e+00	0.0000e+00	1.7783e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.70	0.0000e+00	0.0000e+00	0.0000e+00	1.9953e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.65	0.0000e+00	0.0000e+00	0.0000e+00	2.2387e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.60	0.0000e+00	0.0000e+00	0.0000e+00	2.5119e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.55	0.0000e+00	0.0000e+00	0.0000e+00	2.8184e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.50	0.0000e+00	0.0000e+00	0.0000e+00	3.1623e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.45	0.0000e+00	0.0000e+00	0.0000e+00	3.5481e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.40	0.0000e+00	0.0000e+00	0.0000e+00	3.9811e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.35	0.0000e+00	0.0000e+00	0.0000e+00	4.4668e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.30	0.0000e+00	0.0000e+00	0.0000e+00	5.0119e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.25	0.0000e+00	0.0000e+00	0.0000e+00	5.6234e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.20	0.0000e+00	0.0000e+00	0.0000e+00	6.3096e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.15	0.0000e+00	0.0000e+00	0.0000e+00	7.0795e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.10	0.0000e+00	0.0000e+00	0.0000e+00	7.9433e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.05	0.0000e+00	0.0000e+00	0.0000e+00	8.9125e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.00	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.95	0.0000e+00	0.0000e+00	0.0000e+00	1.1220e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.90	0.0000e+00	0.0000e+00	0.0000e+00	1.2589e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.85	0.0000e+00	0.0000e+00	0.0000e+00	1.4125e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.80	0.0000e+00	0.0000e+00	0.0000e+00	1.5849e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.75	9.8515e-01	0.0000e+00	0.0000e+00	1.7783e-06	1.7519e-06	0.0000e+00	0.0000e+00	1.7519e-06
