#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
55	-7.26	0.0000e+00	0.0000e+00	0.0000e+00	5.4954e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.21	0.0000e+00	0.0000e+00	0.0000e+00	6.1660e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.16	0.0000e+00	0.0000e+00	0.0000e+00	6.9183e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.11	0.0000e+00	0.0000e+00	0.0000e+00	7.7625e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.06	0.0000e+00	0.0000e+00	0.0000e+00	8.7096e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.01	0.0000e+00	0.0000e+00	0.0000e+00	9.7724e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.96	0.0000e+00	0.0000e+00	0.0000e+00	1.0965e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.91	0.0000e+00	0.0000e+00	0.0000e+00	1.2303e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.86	0.0000e+00	0.0000e+00	0.0000e+00	1.3804e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.81	0.0000e+00	0.0000e+00	0.0000e+00	1.5488e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.76	0.0000e+00	0.0000e+00	0.0000e+00	1.7378e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.71	0.0000e+00	0.0000e+00	0.0000e+00	1.9498e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.66	0.0000e+00	0.0000e+00	0.0000e+00	2.1878e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.61	0.0000e+00	0.0000e+00	0.0000e+00	2.4547e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.56	0.0000e+00	0.0000e+00	0.0000e+00	2.7542e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.51	0.0000e+00	0.0000e+00	0.0000e+00	3.0903e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.46	0.0000e+00	0.0000e+00	0.0000e+00	3.4674e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.41	0.0000e+00	0.0000e+00	0.0000e+00	3.8905e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.36	0.0000e+00	0.0000e+00	0.0000e+00	4.3652e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.31	0.0000e+00	0.0000e+00	0.0000e+00	4.8978e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.26	0.0000e+00	0.0000e+00	0.0000e+00	5.4954e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.21	0.0000e+00	0.0000e+00	0.0000e+00	6.1660e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.16	0.0000e+00	0.0000e+00	0.0000e+00	6.9183e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.11	0.0000e+00	0.0000e+00	0.0000e+00	7.7625e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.06	0.0000e+00	0.0000e+00	0.0000e+00	8.7096e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.01	0.0000e+00	0.0000e+00	0.0000e+00	9.7724e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-5.96	0.0000e+00	0.0000e+00	0.0000e+00	1.0965e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-5.91	1.4155e+00	0.0000e+00	0.0000e+00	1.2303e-06	1.7414e-06	0.0000e+00	0.0000e+00	1.7414e-06
55	-5.86	0.0000e+00	0.0000e+00	0.0000e+00	1.3804e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-5.81	0.0000e+00	0.0000e+00	0.0000e+00	1.5488e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-5.76	1.0021e+00	0.0000e+00	0.0000e+00	1.7378e-06	1.7414e-06	0.0000e+00	0.0000e+00	1.7414e-06
55	-5.71	0.0000e+00	0.0000e+00	0.0000e+00	1.9498e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
55	-5.66	0.0000e+00	1.9899e+02	0.0000e+00	2.1878e-06	0.0000e+00	4.3535e-04	0.0000e+00	4.3535e-04
55	-5.61	0.0000e+00	1.7735e+02	0.0000e+00	2.4547e-06	0.0000e+00	4.3535e-04	0.0000e+00	4.3535e-04
55	-5.56	0.0000e+00	7.9034e+02	0.0000e+00	2.7542e-06	0.0000e+00	2.1768e-03	0.0000e+00	2.1768e-03
55	-5.51	0.0000e+00	1.2679e+03	0.0000e+00	3.0903e-06	0.0000e+00	3.9182e-03	0.0000e+00	3.9182e-03
55	-5.46	0.0000e+00	1.6609e+03	0.0000e+00	3.4674e-06	0.0000e+00	5.7588e-03	0.0000e+00	5.7588e-03
55	-5.41	4.4762e-01	1.9238e+03	0.0000e+00	3.8905e-06	1.7414e-06	7.4846e-03	0.0000e+00	7.4863e-03
55	-5.36	0.0000e+00	2.2479e+03	0.0000e+00	4.3652e-06	0.0000e+00	9.8126e-03	0.0000e+00	9.8126e-03
55	-5.31	0.0000e+00	2.4227e+03	0.0000e+00	4.8978e-06	0.0000e+00	1.1866e-02	0.0000e+00	1.1866e-02
55	-5.26	0.0000e+00	2.1127e+03	0.0000e+00	5.4954e-06	0.0000e+00	1.1610e-02	0.0000e+00	1.1610e-02
55	-5.21	0.0000e+00	2.5208e+03	0.0000e+00	6.1660e-06	0.0000e+00	1.5543e-02	0.0000e+00	1.5543e-02
55	-5.16	0.0000e+00	2.4165e+03	0.0000e+00	6.9183e-06	0.0000e+00	1.6718e-02	0.0000e+00	1.6718e-02
55	-5.11	0.0000e+00	2.1877e+03	0.0000e+00	7.7625e-06	0.0000e+00	1.6982e-02	0.0000e+00	1.6982e-02
55	-5.06	1.9994e-01	1.8497e+03	0.0000e+00	8.7096e-06	1.7414e-06	1.6110e-02	0.0000e+00	1.6112e-02
55	-5.01	1.7820e-01	1.3368e+03	0.0000e+00	9.7724e-06	1.7414e-06	1.3064e-02	0.0000e+00	1.3066e-02
55	-4.96	0.0000e+00	1.2702e+03	0.0000e+00	1.0965e-05	0.0000e+00	1.3928e-02	0.0000e+00	1.3928e-02
55	-4.91	0.0000e+00	1.4155e+03	0.0000e+00	1.2303e-05	0.0000e+00	1.7414e-02	0.0000e+00	1.7414e-02
55	-4.86	1.2615e-01	1.5045e+03	0.0000e+00	1.3804e-05	1.7414e-06	2.0768e-02	0.0000e+00	2.0770e-02
55	-4.81	1.1243e-01	1.2497e+03	0.0000e+00	1.5488e-05	1.7414e-06	1.9356e-02	0.0000e+00	1.9358e-02
55	-4.76	0.0000e+00	1.2274e+03	0.0000e+00	1.7378e-05	0.0000e+00	2.1331e-02	0.0000e+00	2.1331e-02
55	-4.71	8.9309e-02	8.8952e+02	0.0000e+00	1.9498e-05	1.7414e-06	1.7344e-02	0.0000e+00	1.7346e-02
55	-4.66	1.5920e-01	1.1121e+03	0.0000e+00	2.1878e-05	3.4828e-06	2.4331e-02	0.0000e+00	2.4335e-02
