#mDM	Log[E,10]	dN/dE (e+ e-)	dN/dE (gammas)	dNdE (others)	E [GeV]	E.dN/dE (e+ e-)	E.dN/dE (gammas)	E.dNdE (others)	E.dN/dE (all)
70	-7.15	0.0000e+00	0.0000e+00	0.0000e+00	7.0795e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-7.10	0.0000e+00	0.0000e+00	0.0000e+00	7.9433e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-7.05	0.0000e+00	0.0000e+00	0.0000e+00	8.9125e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-7.00	1.7542e+02	0.0000e+00	0.0000e+00	1.0000e-07	1.7542e-05	0.0000e+00	0.0000e+00	1.7542e-05
70	-6.95	0.0000e+00	0.0000e+00	0.0000e+00	1.1220e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.90	0.0000e+00	0.0000e+00	0.0000e+00	1.2589e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.85	0.0000e+00	0.0000e+00	0.0000e+00	1.4125e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.80	0.0000e+00	0.0000e+00	0.0000e+00	1.5849e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.75	0.0000e+00	0.0000e+00	0.0000e+00	1.7783e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.70	3.5168e+02	0.0000e+00	0.0000e+00	1.9953e-07	7.0169e-05	0.0000e+00	0.0000e+00	7.0169e-05
70	-6.65	0.0000e+00	0.0000e+00	0.0000e+00	2.2387e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.60	0.0000e+00	0.0000e+00	0.0000e+00	2.5119e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.55	0.0000e+00	0.0000e+00	0.0000e+00	2.8184e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.50	1.1094e+02	0.0000e+00	0.0000e+00	3.1623e-07	3.5083e-05	0.0000e+00	0.0000e+00	3.5083e-05
70	-6.45	0.0000e+00	0.0000e+00	0.0000e+00	3.5481e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.40	2.6437e+02	0.0000e+00	0.0000e+00	3.9811e-07	1.0525e-04	0.0000e+00	0.0000e+00	1.0525e-04
70	-6.35	0.0000e+00	0.0000e+00	0.0000e+00	4.4668e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.30	7.0002e+01	0.0000e+00	0.0000e+00	5.0119e-07	3.5084e-05	0.0000e+00	0.0000e+00	3.5084e-05
70	-6.25	0.0000e+00	0.0000e+00	0.0000e+00	5.6234e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.20	0.0000e+00	0.0000e+00	0.0000e+00	6.3096e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.15	9.9114e+01	0.0000e+00	0.0000e+00	7.0795e-07	7.0167e-05	0.0000e+00	0.0000e+00	7.0167e-05
70	-6.10	0.0000e+00	0.0000e+00	0.0000e+00	7.9433e-07	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
70	-6.05	7.8728e+01	0.0000e+00	0.0000e+00	8.9125e-07	7.0167e-05	0.0000e+00	0.0000e+00	7.0167e-05
70	-6.00	1.7542e+01	0.0000e+00	0.0000e+00	1.0000e-06	1.7542e-05	0.0000e+00	0.0000e+00	1.7542e-05
70	-5.95	4.6903e+01	0.0000e+00	0.0000e+00	1.1220e-06	5.2626e-05	0.0000e+00	0.0000e+00	5.2626e-05
70	-5.90	1.1147e+02	0.0000e+00	0.0000e+00	1.2589e-06	1.4033e-04	0.0000e+00	0.0000e+00	1.4033e-04
70	-5.85	3.7255e+01	0.0000e+00	0.0000e+00	1.4125e-06	5.2624e-05	0.0000e+00	0.0000e+00	5.2624e-05
70	-5.80	1.2175e+02	0.0000e+00	0.0000e+00	1.5849e-06	1.9296e-04	0.0000e+00	0.0000e+00	1.9296e-04
70	-5.75	8.8780e+01	0.0000e+00	0.0000e+00	1.7783e-06	1.5788e-04	0.0000e+00	0.0000e+00	1.5788e-04
70	-5.70	6.1541e+01	0.0000e+00	0.0000e+00	1.9953e-06	1.2279e-04	0.0000e+00	0.0000e+00	1.2279e-04
70	-5.65	8.6191e+01	0.0000e+00	0.0000e+00	2.2387e-06	1.9296e-04	0.0000e+00	0.0000e+00	1.9296e-04
70	-5.60	8.3802e+01	0.0000e+00	0.0000e+00	2.5119e-06	2.1050e-04	0.0000e+00	0.0000e+00	2.1050e-04
70	-5.55	4.9792e+01	0.0000e+00	1.2448e+01	2.8184e-06	1.4033e-04	0.0000e+00	3.5084e-05	1.7542e-04
70	-5.50	3.8830e+01	0.0000e+00	0.0000e+00	3.1623e-06	1.2279e-04	0.0000e+00	0.0000e+00	1.2279e-04
70	-5.45	8.8992e+01	0.0000e+00	0.0000e+00	3.5481e-06	3.1576e-04	0.0000e+00	0.0000e+00	3.1576e-04
70	-5.40	3.5250e+01	0.0000e+00	0.0000e+00	3.9811e-06	1.4033e-04	0.0000e+00	0.0000e+00	1.4033e-04
70	-5.35	5.8906e+01	0.0000e+00	0.0000e+00	4.4668e-06	2.6312e-04	0.0000e+00	0.0000e+00	2.6312e-04
70	-5.30	8.7501e+01	0.0000e+00	3.5000e+00	5.0119e-06	4.3854e-04	0.0000e+00	1.7541e-05	4.5608e-04
70	-5.25	5.6149e+01	0.0000e+00	1.2478e+01	5.6234e-06	3.1575e-04	0.0000e+00	7.0168e-05	3.8592e-04
70	-5.20	5.8384e+01	0.0000e+00	8.3406e+00	6.3096e-06	3.6838e-04	0.0000e+00	5.2626e-05	4.2101e-04
70	-5.15	8.9202e+01	0.0000e+00	2.4778e+00	7.0795e-06	6.3150e-04	0.0000e+00	1.7541e-05	6.4904e-04
70	-5.10	9.4960e+01	0.0000e+00	6.6251e+00	7.9433e-06	7.5429e-04	0.0000e+00	5.2625e-05	8.0692e-04
70	-5.05	7.2825e+01	0.0000e+00	5.9046e+00	8.9125e-06	6.4905e-04	0.0000e+00	5.2625e-05	7.0168e-04
70	-5.00	8.2447e+01	0.0000e+00	1.4034e+01	1.0000e-05	8.2447e-04	0.0000e+00	1.4034e-04	9.6480e-04
70	-4.95	6.4100e+01	0.0000e+00	3.4396e+01	1.1220e-05	7.1922e-04	0.0000e+00	3.8593e-04	1.1051e-03
70	-4.90	7.2457e+01	0.0000e+00	1.9508e+01	1.2589e-05	9.1218e-04	0.0000e+00	2.4559e-04	1.1578e-03
70	-4.85	7.4512e+01	0.0000e+00	2.7321e+01	1.4125e-05	1.0525e-03	0.0000e+00	3.8592e-04	1.4384e-03
70	-4.80	6.5302e+01	0.0000e+00	3.3205e+01	1.5849e-05	1.0350e-03	0.0000e+00	5.2626e-04	1.5612e-03
70	-4.75	6.2147e+01	9.8644e-01	3.3538e+01	1.7783e-05	1.1051e-03	1.7542e-05	5.9641e-04	1.7191e-03
70	-4.70	6.8576e+01	0.0000e+00	3.2529e+01	1.9953e-05	1.3683e-03	0.0000e+00	6.4904e-04	2.0173e-03
70	-4.65	6.0334e+01	0.0000e+00	3.6043e+01	2.2387e-05	1.3507e-03	0.0000e+00	8.0691e-04	2.1576e-03
70	-4.60	7.5422e+01	0.0000e+00	5.2377e+01	2.5119e-05	1.8945e-03	0.0000e+00	1.3156e-03	3.2102e-03
70	-4.55	7.4688e+01	6.2241e-01	6.7221e+01	2.8184e-05	2.1050e-03	1.7542e-05	1.8945e-03	4.0171e-03
70	-4.50	6.8230e+01	0.0000e+00	8.2653e+01	3.1623e-05	2.1576e-03	0.0000e+00	2.6137e-03	4.7713e-03
70	-4.45	7.9104e+01	4.9440e-01	8.1081e+01	3.5481e-05	2.8067e-03	1.7542e-05	2.8769e-03	5.7011e-03
70	-4.40	6.7857e+01	4.4062e-01	9.4736e+01	3.9811e-05	2.7014e-03	1.7541e-05	3.7715e-03	6.4905e-03
70	-4.35	6.8724e+01	0.0000e+00	1.0289e+02	4.4668e-05	3.0698e-03	0.0000e+00	4.5960e-03	7.6658e-03
70	-4.30	7.1401e+01	0.0000e+00	1.2530e+02	5.0119e-05	3.5785e-03	0.0000e+00	6.2799e-03	9.8585e-03
70	-4.25	6.5508e+01	0.0000e+00	1.3538e+02	5.6234e-05	3.6838e-03	0.0000e+00	7.6132e-03	1.1297e-02
70	-4.20	8.2015e+01	2.7803e-01	1.7877e+02	6.3096e-05	5.1748e-03	1.7542e-05	1.1279e-02	1.6472e-02
70	-4.15	7.4088e+01	0.0000e+00	1.9154e+02	7.0795e-05	5.2450e-03	0.0000e+00	1.3560e-02	1.8805e-02
70	-4.10	7.3097e+01	2.2083e-01	2.2769e+02	7.9433e-05	5.8063e-03	1.7541e-05	1.8086e-02	2.3910e-02
70	-4.05	6.7905e+01	0.0000e+00	2.5312e+02	8.9125e-05	6.0520e-03	0.0000e+00	2.2559e-02	2.8611e-02
70	-4.00	7.2097e+01	0.0000e+00	2.9224e+02	1.0000e-04	7.2097e-03	0.0000e+00	2.9224e-02	3.6434e-02
70	-3.95	7.3011e+01	0.0000e+00	3.1159e+02	1.1220e-04	8.1919e-03	0.0000e+00	3.4961e-02	4.3153e-02
70	-3.90	7.1063e+01	0.0000e+00	3.4250e+02	1.2589e-04	8.9463e-03	0.0000e+00	4.3118e-02	5.2065e-02
70	-3.85	6.6813e+01	0.0000e+00	3.9180e+02	1.4125e-04	9.4376e-03	0.0000e+00	5.5344e-02	6.4781e-02
70	-3.80	6.9508e+01	1.1068e-01	4.2125e+02	1.5849e-04	1.1016e-02	1.7542e-05	6.6764e-02	7.7797e-02
70	-3.75	6.9248e+01	0.0000e+00	4.6471e+02	1.7783e-04	1.2314e-02	0.0000e+00	8.2639e-02	9.4953e-02
70	-3.70	6.9190e+01	0.0000e+00	4.8988e+02	1.9953e-04	1.3805e-02	0.0000e+00	9.7744e-02	1.1155e-01
70	-3.65	6.9816e+01	0.0000e+00	5.2931e+02	2.2387e-04	1.5630e-02	0.0000e+00	1.1850e-01	1.3413e-01
70	-3.60	7.1511e+01	0.0000e+00	5.5582e+02	2.5119e-04	1.7963e-02	0.0000e+00	1.3961e-01	1.5758e-01
70	-3.55	7.3194e+01	0.0000e+00	5.7417e+02	2.8184e-04	2.0629e-02	0.0000e+00	1.6182e-01	1.8245e-01
