1.775000e+03 -3.631352e-02 3.584254e-02 -7.258989e-01 1.320773e-04
1.785000e+03 -3.572244e-02 3.458601e-02 -7.010202e-01 1.288863e-04
1.795000e+03 -3.509898e-02 3.318837e-02 -6.744851e-01 1.235682e-04
1.805000e+03 -3.444171e-02 3.172236e-02 -6.449809e-01 1.198262e-04
1.815000e+03 -3.374928e-02 3.011050e-02 -6.133736e-01 1.152443e-04
1.825000e+03 -3.302042e-02 2.839830e-02 -5.793844e-01 1.102837e-04
1.835000e+03 -3.225410e-02 2.655726e-02 -5.441065e-01 1.040230e-04
1.845000e+03 -3.144937e-02 2.462645e-02 -5.052070e-01 9.795355e-05
1.855000e+03 -3.060536e-02 2.259101e-02 -4.651417e-01 9.079287e-05
1.865000e+03 -2.972145e-02 2.046698e-02 -4.227787e-01 8.308124e-05
1.875000e+03 -2.879718e-02 1.823386e-02 -3.784686e-01 7.542159e-05
1.885000e+03 -2.783193e-02 1.591046e-02 -3.325174e-01 6.754363e-05
1.895000e+03 -2.682538e-02 1.350395e-02 -2.844833e-01 5.966568e-05
1.905000e+03 -2.577731e-02 1.101571e-02 -2.345414e-01 5.026698e-05
1.915000e+03 -2.468729e-02 8.442066e-03 -1.829919e-01 4.107955e-05
1.925000e+03 -2.355526e-02 5.786052e-03 -1.299622e-01 3.160442e-05
1.935000e+03 -2.238110e-02 3.062319e-03 -7.549783e-02 2.172083e-05
1.945000e+03 -2.116460e-02 2.655526e-04 -1.938454e-02 1.142112e-05
1.955000e+03 -1.990597e-02 -2.595793e-03 3.812631e-02 8.863084e-07
1.965000e+03 -1.860543e-02 -5.533854e-03 9.692278e-02 -1.020712e-05
1.975000e+03 -1.726307e-02 -8.535950e-03 1.574213e-01 -2.120300e-05
1.985000e+03 -1.587952e-02 -1.159220e-02 2.190269e-01 -3.288095e-05
1.995000e+03 -1.445548e-02 -1.471637e-02 2.823129e-01 -4.469436e-05
2.005000e+03 -1.299162e-02 -1.789742e-02 3.465159e-01 -5.749164e-05
2.015000e+03 -1.148924e-02 -2.113263e-02 4.117785e-01 -6.961388e-05
2.025000e+03 -9.949697e-03 -2.442403e-02 4.781010e-01 -8.233991e-05
2.035000e+03 -8.374500e-03 -2.776196e-02 5.455653e-01 -9.531874e-05
2.045000e+03 -6.765817e-03 -3.114557e-02 6.139979e-01 -1.085715e-04
2.055000e+03 -5.125960e-03 -3.457126e-02 6.832796e-01 -1.220123e-04
2.065000e+03 -3.457387e-03 -3.802933e-02 7.532550e-01 -1.356640e-04
2.075000e+03 -1.763204e-03 -4.151938e-02 8.239607e-01 -1.495600e-04
2.085000e+03 -4.666334e-05 -4.503261e-02 8.951105e-01 -1.634578e-04
2.095000e+03 1.688797e-03 -4.856379e-02 9.666486e-01 -1.776026e-04
2.105000e+03 3.439205e-03 -5.210613e-02 1.038402e+00 -1.918127e-04
2.115000e+03 5.200577e-03 -5.565223e-02 1.110275e+00 -2.061361e-04
2.125000e+03 6.968656e-03 -5.919502e-02 1.182107e+00 -2.204288e-04
2.135000e+03 8.738973e-03 -6.272627e-02 1.253703e+00 -2.347206e-04
2.145000e+03 1.050701e-02 -6.624037e-02 1.324826e+00 -2.489632e-04
2.155000e+03 1.226814e-02 -6.973236e-02 1.395821e+00 -2.629107e-04
2.165000e+03 1.401781e-02 -7.319121e-02 1.465846e+00 -2.773501e-04
2.175000e+03 1.575147e-02 -7.661708e-02 1.535446e+00 -2.917895e-04
2.185000e+03 1.746460e-02 -7.999583e-02 1.603684e+00 -3.054298e-04
2.195000e+03 1.915306e-02 -8.333455e-02 1.671330e+00 -3.193334e-04
2.205000e+03 2.081277e-02 -8.661875e-02 1.738071e+00 -3.331145e-04
2.215000e+03 2.243980e-02 -8.984677e-02 1.803364e+00 -3.465955e-04
2.225000e+03 2.403085e-02 -9.301872e-02 1.867833e+00 -3.600511e-04
2.235000e+03 2.558270e-02 -9.612672e-02 1.930898e+00 -3.734741e-04
2.245000e+03 2.709242e-02 -9.918342e-02 1.992738e+00 -3.864702e-04
2.255000e+03 2.855778e-02 -1.021750e-01 2.053231e+00 -3.990686e-04
2.265000e+03 2.997671e-02 -1.051181e-01 2.112801e+00 -4.118659e-04
2.275000e+03 3.134770e-02 -1.080089e-01 2.170349e+00 -4.243771e-04
2.285000e+03 3.266829e-02 -1.108067e-01 2.228320e+00 -4.373408e-04
2.295000e+03 3.393940e-02 -1.135740e-01 2.284259e+00 -4.493205e-04
2.305000e+03 3.515956e-02 -1.162928e-01 2.339164e+00 -4.615793e-04
2.315000e+03 3.632877e-02 -1.189598e-01 2.393479e+00 -4.738846e-04
2.325000e+03 3.744702e-02 -1.215771e-01 2.446609e+00 -4.861899e-04
2.335000e+03 3.851449e-02 -1.241616e-01 2.499014e+00 -4.982233e-04
2.345000e+03 3.953199e-02 -1.267053e-01 2.550563e+00 -5.102030e-04
2.355000e+03 4.050011e-02 -1.292120e-01 2.601484e+00 -5.221221e-04
2.365000e+03 4.141970e-02 -1.316874e-01 2.651749e+00 -5.344275e-04
2.375000e+03 4.229194e-02 -1.341346e-01 2.701422e+00 -5.462409e-04
2.385000e+03 4.311783e-02 -1.365526e-01 2.750503e+00 -5.590382e-04
2.395000e+03 4.389846e-02 -1.389443e-01 2.799443e+00 -5.708515e-04
2.405000e+03 4.463518e-02 -1.413236e-01 2.847590e+00 -5.835573e-04
2.415000e+03 4.532906e-02 -1.436814e-01 2.895879e+00 -5.960289e-04
2.425000e+03 4.598122e-02 -1.460180e-01 2.943569e+00 -6.085006e-04
2.435000e+03 4.659295e-02 -1.483546e-01 2.990924e+00 -6.210568e-04
2.445000e+03 4.716517e-02 -1.506618e-01 3.038129e+00 -6.343460e-04
