   6.0915545e-12    5.5735114e-11    5.2959333e-13    2.0138398e-12
   5.4363309e-12    4.7677140e-11    5.9242998e-13    2.3398518e-12
   4.9520194e-12    4.1925958e-11    6.4965637e-13    2.6470852e-12
   4.5754201e-12    3.7588861e-11    7.0256561e-13    2.9393956e-12
   4.2718516e-12    3.4186367e-11    7.5202031e-13    3.2194565e-12
   4.0204787e-12    3.1436457e-11    7.9863024e-13    3.4892167e-12
   3.8079302e-12    2.9161701e-11    8.4284518e-13    3.7501509e-12
   3.6251808e-12    2.7244566e-11    8.8500790e-13    4.0034074e-12
   3.4658896e-12    2.5603878e-11    9.2538656e-13    4.2499016e-12
   3.3254542e-12    2.4181682e-11    9.6419559e-13    4.4903774e-12
   3.2004429e-12    2.2935428e-11    1.0016096e-12    4.7254494e-12
   3.0882372e-12    2.1833107e-11    1.0377731e-12    4.9556323e-12
   2.9868004e-12    2.0850160e-11    1.0728072e-12    5.1813626e-12
   2.8945211e-12    1.9967416e-11    1.1068147e-12    5.4030145e-12
   2.8101057e-12    1.9169664e-11    1.1398839e-12    5.6209114e-12
   2.7325022e-12    1.8444685e-11    1.1720908e-12    5.8353354e-12
   2.6608452e-12    1.7782520e-11    1.2035020e-12    6.0465341e-12
   2.5944154e-12    1.7174995e-11    1.2341759e-12    6.2547264e-12
   2.5326095e-12    1.6615326e-11    1.2641640e-12    6.4601071e-12
   2.4749172e-12    1.6097812e-11    1.2935122e-12    6.6628500e-12
   2.4209036e-12    1.5617655e-11    1.3222613e-12    6.8631115e-12
   2.3701952e-12    1.5170759e-11    1.3504481e-12    7.0610324e-12
   2.3224698e-12    1.4753633e-11    1.3781057e-12    7.2567404e-12
   2.2774470e-12    1.4363249e-11    1.4052641e-12    7.4503517e-12
   2.2348823e-12    1.3997002e-11    1.4319505e-12    7.6419722e-12
   2.1945607e-12    1.3652613e-11    1.4581899e-12    7.8316989e-12
   2.1562926e-12    1.3328083e-11    1.4840048e-12    8.0196210e-12
   2.1199104e-12    1.3021664e-11    1.5094163e-12    8.2058206e-12
   2.0852645e-12    1.2731804e-11    1.5344435e-12    8.3903734e-12
   2.0522218e-12    1.2457129e-11    1.5591041e-12    8.5733498e-12
   2.0206627e-12    1.2196419e-11    1.5834145e-12    8.7548147e-12
   1.9904798e-12    1.1948582e-11    1.6073901e-12    8.9348290e-12
   1.9615764e-12    1.1712638e-11    1.6310448e-12    9.1134490e-12
   1.9338648e-12    1.1487708e-11    1.6543920e-12    9.2907276e-12
   1.9072656e-12    1.1272996e-11    1.6774439e-12    9.4667141e-12
   1.8817066e-12    1.1067788e-11    1.7002120e-12    9.6414550e-12
   1.8571219e-12    1.0871435e-11    1.7227071e-12    9.8149936e-12
   1.8334514e-12    1.0683342e-11    1.7449393e-12    9.9873708e-12
   1.8106399e-12    1.0502974e-11    1.7669182e-12    1.0158625e-11
   1.7886370e-12    1.0329839e-11    1.7886526e-12    1.0328793e-11
   5.9611031e-12    5.4202236e-11    5.1649374e-13    1.9477780e-12
   5.3193387e-12    4.6363395e-11    5.7790750e-13    2.2639271e-12
   4.8449393e-12    4.0767469e-11    6.3384116e-13    2.5619397e-12
   4.4760502e-12    3.6547009e-11    6.8555786e-13    2.8455349e-12
   4.1787080e-12    3.3235847e-11    7.3390005e-13    3.1172925e-12
   3.9325031e-12    3.0559705e-11    7.7946320e-13    3.3790932e-12
   3.7243361e-12    2.8345971e-11    8.2268657e-13    3.6323607e-12
   3.5453644e-12    2.6480297e-11    8.6390505e-13    3.8782043e-12
   3.3893754e-12    2.4883679e-11    9.0338068e-13    4.1175084e-12
   3.2518594e-12    2.3499732e-11    9.4132300e-13    4.3509918e-12
   3.1294537e-12    2.2287024e-11    9.7790264e-13    4.5792486e-12
   3.0195926e-12    2.1214420e-11    1.0132607e-12    4.8027762e-12
   2.9202802e-12    2.0258002e-11    1.0475157e-12    5.0219965e-12
   2.8299378e-12    1.9399116e-11    1.0807678e-12    5.2372712e-12
   2.7472978e-12    1.8622950e-11    1.1131033e-12    5.4489129e-12
   2.6713296e-12    1.7917608e-11    1.1445965e-12    5.6571943e-12
   2.6011852e-12    1.7273411e-11    1.1753125e-12    5.8623547e-12
   2.5361602e-12    1.6682393e-11    1.2053081e-12    6.0646060e-12
   2.4756635e-12    1.6137941e-11    1.2346338e-12    6.2641362e-12
   2.4191952e-12    1.5634517e-11    1.2633344e-12    6.4611136e-12
   2.3663293e-12    1.5167450e-11    1.2914498e-12    6.6556894e-12
   2.3167000e-12    1.4732759e-11    1.3190158e-12    6.8479998e-12
   2.2699916e-12    1.4327029e-11    1.3460650e-12    7.0381685e-12
   2.2259296e-12    1.3947327e-11    1.3726265e-12    7.2263076e-12
   2.1842744e-12    1.3591112e-11    1.3987270e-12    7.4125197e-12
   2.1448154e-12    1.3256165e-11    1.4243908e-12    7.5968987e-12
   2.1073672e-12    1.2940544e-11    1.4496401e-12    7.7795307e-12
   2.0717651e-12    1.2642544e-11    1.4744952e-12    7.9604952e-12
   2.0378630e-12    1.2360658e-11    1.4989749e-12    8.1398655e-12
   2.0055304e-12    1.2093547e-11    1.5230966e-12    8.3177094e-12
   1.9746502e-12    1.1840022e-11    1.5468763e-12    8.4940902e-12
