500 41 22
3.4003637 3.4119126 3.4234615 3.4350104 3.4465594 3.4581083 3.4696572 3.4812061 3.492755 3.5043039 3.5158529 3.5274018 3.5389507 3.5504996 3.5620485 3.5735974 3.5851463 3.5966953 3.6082442 3.6197931 3.631342 3.6428909 3.6544398 3.6659887 3.6775377 3.6890866 3.7006355 3.7121844 3.7237333 3.7352822 3.7468312 3.7583801 3.769929 3.7814779 3.7930268 3.8045757 3.8161246 3.8276736 3.8392225 3.8507714 3.8623203 3.8738692 3.8854181 3.8969671 3.908516 3.9200649 3.9316138 3.9431627 3.9547116 3.9662605 3.9778095 3.9893584 4.0009073 4.0124562 4.0240051 4.035554 4.0471029 4.0586519 4.0702008 4.0817497 4.0932986 4.1048475 4.1163964 4.1279454 4.1394943 4.1510432 4.1625921 4.174141 4.1856899 4.1972388 4.2087878 4.2203367 4.2318856 4.2434345 4.2549834 4.2665323 4.2780813 4.2896302 4.3011791 4.312728 4.3242769 4.3358258 4.3473747 4.3589237 4.3704726 4.3820215 4.3935704 4.4051193 4.4166682 4.4282171 4.4397661 4.451315 4.4628639 4.4744128 4.4859617 4.4975106 4.5090596 4.5206085 4.5321574 4.5437063 4.5552552 4.5668041 4.578353 4.589902 4.6014509 4.6129998 4.6245487 4.6360976 4.6476465 4.6591954 4.6707444 4.6822933 4.6938422 4.7053911 4.71694 4.7284889 4.7400379 4.7515868 4.7631357 4.7746846 4.7862335 4.7977824 4.8093313 4.8208803 4.8324292 4.8439781 4.855527 4.8670759 4.8786248 4.8901738 4.9017227 4.9132716 4.9248205 4.9363694 4.9479183 4.9594672 4.9710162 4.9825651 4.994114 5.0056629 5.0172118 5.0287607 5.0403096 5.0518586 5.0634075 5.0749564 5.0865053 5.0980542 5.1096031 5.1211521 5.132701 5.1442499 5.1557988 5.1673477 5.1788966 5.1904455 5.2019945 5.2135434 5.2250923 5.2366412 5.2481901 5.259739 5.271288 5.2828369 5.2943858 5.3059347 5.3174836 5.3290325 5.3405814 5.3521304 5.3636793 5.3752282 5.3867771 5.398326 5.4098749 5.4214238 5.4329728 5.4445217 5.4560706 5.4676195 5.4791684 5.4907173 5.5022663 5.5138152 5.5253641 5.536913 5.5484619 5.5600108 5.5715597 5.5831087 5.5946576 5.6062065 5.6177554 5.6293043 5.6408532 5.6524022 5.6639511 5.6755 5.6870489 5.6985978 5.7101467 5.7216956 5.7332446 5.7447935 5.7563424 5.7678913 5.7794402 5.7909891 5.802538 5.814087 5.8256359 5.8371848 5.8487337 5.8602826 5.8718315 5.8833805 5.8949294 5.9064783 5.9180272 5.9295761 5.941125 5.9526739 5.9642229 5.9757718 5.9873207 5.9988696 6.0104185 6.0219674 6.0335163 6.0450653 6.0566142 6.0681631 6.079712 6.0912609 6.1028098 6.1143588 6.1259077 6.1374566 6.1490055 6.1605544 6.1721033 6.1836522 6.1952012 6.2067501 6.218299 6.2298479 6.2413968 6.2529457 6.2644947 6.2760436 6.2875925 6.2991414 6.3106903 6.3222392 6.3337881 6.3453371 6.356886 6.3684349 6.3799838 6.3915327 6.4030816 6.4146305 6.4261795 6.4377284 6.4492773 6.4608262 6.4723751 6.483924 6.495473 6.5070219 6.5185708 6.5301197 6.5416686 6.5532175 6.5647664 6.5763154 6.5878643 6.5994132 6.6109621 6.622511 6.6340599 6.6456089 6.6571578 6.6687067 6.6802556 6.6918045 6.7033534 6.7149023 6.7264513 6.7380002 6.7495491 6.761098 6.7726469 6.7841958 6.7957447 6.8072937 6.8188426 6.8303915 6.8419404 6.8534893 6.8650382 6.8765872 6.8881361 6.899685 6.9112339 6.9227828 6.9343317 6.9458806 6.9574296 6.9689785 6.9805274 6.9920763 7.0036252 7.0151741 7.0267231 7.038272 7.0498209 7.0613698 7.0729187 7.0844676 7.0960165 7.1075655 7.1191144 7.1306633 7.1422122 7.1537611 7.16531 7.1768589 7.1884079 7.1999568 7.2115057 7.2230546 7.2346035 7.2461524 7.2577014 7.2692503 7.2807992 7.2923481 7.303897 7.3154459 7.3269948 7.3385438 7.3500927 7.3616416 7.3731905 7.3847394 7.3962883 7.4078372 7.4193862 7.4309351 7.442484 7.4540329 7.4655818 7.4771307 7.4886797 7.5002286 7.5117775 7.5233264 7.5348753 7.5464242 7.5579731 7.5695221 7.581071 7.5926199 7.6041688 7.6157177 7.6272666 7.6388156 7.6503645 7.6619134 7.6734623 7.6850112 7.6965601 7.708109 7.719658 7.7312069 7.7427558 7.7543047 7.7658536 7.7774025 7.7889514 7.8005004 7.8120493 7.8235982 7.8351471 7.846696 7.8582449 7.8697939 7.8813428 7.8928917 7.9044406 7.9159895 7.9275384 7.9390873 7.9506363 7.9621852 7.9737341 7.985283 7.9968319 8.0083808 8.0199298 8.0314787 8.0430276 8.0545765 8.0661254 8.0776743 8.0892232 8.1007722 8.1123211 8.12387 8.1354189 8.1469678 8.1585167 8.1700656 8.1816146 8.1931635 8.2047124 8.2162613 8.2278102 8.2393591 8.2509081 8.262457 8.2740059 8.2855548 8.2971037 8.3086526 8.3202015 8.3317505 8.3432994 8.3548483 8.3663972 8.3779461 8.389495 8.401044 8.4125929 8.4241418 8.4356907 8.4472396 8.4587885 8.4703374 8.4818864 8.4934353 8.5049842 8.5165331 8.528082 8.5396309 8.5511798 8.5627288 8.5742777 8.5858266 8.5973755 8.6089244 8.6204733 8.6320223 8.6435712 8.6551201 8.666669 8.6782179 8.6897668 8.7013157 8.7128647 8.7244136 8.7359625 8.7475114 8.7590603 8.7706092 8.7821581 8.7937071 8.805256 8.8168049 8.8283538 8.8399027 8.8514516 8.8630006 8.8745495 8.8860984 8.8976473 8.9091962 8.9207451 8.932294 8.943843 8.9553919 8.9669408 8.9784897 8.9900386 9.0015875 9.0131365 9.0246854 9.0362343 9.0477832 9.0593321 9.070881 9.0824299 9.0939789 9.1055278 9.1170767 9.1286256 9.1401745 9.1517234 9.1632723 
-2.3025851 -2.0794415 -1.89712 -1.7429693 -1.6094379 -1.4916549 -1.3862944 -1.2909842 -1.2039728 -1.1239301 -1.0498221 -0.98082925 -0.91629073 -0.85566611 -0.7985077 -0.74444047 -0.69314718 -0.64435702 -0.597837 -0.55338524 -0.51082562 -0.47000363 -0.43078292 -0.39304259 -0.35667494 -0.32158362 -0.28768207 -0.25489225 -0.22314355 -0.19237189 -0.16251893 -0.13353139 -0.10536052 -0.077961541 -0.051293294 -0.025317808 4.4408921e-16 0.024692613 0.048790164 0.072320662 0.09531018 
-7.37193102e+01 1.37154425e+01 -2.88246102e+01 1.26293985e+01 -2.99144054e+01 1.22389252e+01 -3.25669121e+01 -3.06699794e+01 1.18632543e+01 -3.24774423e+01 -3.12439581e+01 1.15520859e+01 -3.25687684e+01 -3.17027314e+01 1.13027345e+01 -3.26928117e+01 -3.20808077e+01 1.10928508e+01 -3.28117786e+01 -6.90775528e+02 -3.48187852e+01 -3.29111905e+01 -6.11029356e+00 -1.87532974e+01 -3.07500144e+01 -3.08636419e+01 -3.09564978e+01 -3.10350120e+01 -3.11030256e+01 -3.11630173e+01 -3.12166803e+01 -3.12652227e+01 -3.13095365e+01 -3.13502995e+01 -3.13880385e+01 -3.14231711e+01 -3.14560341e+01 -3.14869030e+01 -3.15160059e+01 -3.15435339e+01 -3.15696488e+01 -3.15944886e+01 -3.16181721e+01 -3.16408021e+01 -3.16624684e+01 -3.16832498e+01 -3.17032158e+01 -3.17224279e+01 -3.17409411e+01 -3.17588045e+01 -3.17760622e+01 -3.17927540e+01 -3.18089158e+01 -3.18245802e+01 -3.18397771e+01 -3.18545336e+01 -3.18688744e+01 -3.18828225e+01 -3.18963987e+01 -3.19096225e+01 -3.19225117e+01 -3.19350828e+01 -3.19473512e+01 -3.19593312e+01 -3.19710360e+01 
-5.91479151e+01 1.37154426e+01 -2.83796158e+01 1.26293985e+01 -2.94694109e+01 1.22389252e+01 -3.21219170e+01 -3.02249850e+01 1.18632543e+01 -3.20324483e+01 -3.07989637e+01 1.15520859e+01 -3.21237750e+01 -3.12577371e+01 1.13027345e+01 -3.22478190e+01 -3.16358135e+01 1.10928508e+01 -3.23667867e+01 -6.90775528e+02 -3.43737447e+01 -3.24661996e+01 -5.91206266e+00 -1.84132732e+01 -3.07555603e+01 -3.08692109e+01 -3.09620853e+01 -3.10406149e+01 -3.11086415e+01 -3.11686445e+01 -3.12223174e+01 -3.12708686e+01 -3.13151904e+01 -3.13559606e+01 -3.13937062e+01 -3.14288450e+01 -3.14617137e+01 -3.14925878e+01 -3.15216956e+01 -3.15492282e+01 -3.15753475e+01 -3.16001914e+01 -3.16238787e+01 -3.16465124e+01 -3.16681823e+01 -3.16889670e+01 -3.17089362e+01 -3.17281514e+01 -3.17466676e+01 -3.17645338e+01 -3.17817942e+01 -3.17984886e+01 -3.18146529e+01 -3.18303198e+01 -3.18455191e+01 -3.18602778e+01 -3.18746209e+01 -3.18885711e+01 -3.19021495e+01 -3.19153753e+01 -3.19282664e+01 -3.19408395e+01 -3.19531098e+01 -3.19650916e+01 -3.19767982e+01 
-5.85799321e+01 1.37154426e+01 -2.79397261e+01 1.26293985e+01 -2.90295212e+01 1.22389252e+01 -3.16820267e+01 -2.97850953e+01 1.18632543e+01 -3.15925590e+01 -3.03590741e+01 1.15520859e+01 -3.16838866e+01 -3.08178476e+01 1.13027345e+01 -3.18079312e+01 -3.11959242e+01 1.10928508e+01 -3.19268998e+01 -6.90775528e+02 -3.39338055e+01 -3.20263137e+01 -5.71610795e+00 -1.80771532e+01 -3.07611042e+01 -3.08747782e+01 -3.09676712e+01 -3.10462162e+01 -3.11142560e+01 -3.11742703e+01 -3.12279533e+01 -3.12765134e+01 -3.13208433e+01 -3.13616208e+01 -3.13993731e+01 -3.14345180e+01 -3.14673924e+01 -3.14982718e+01 -3.15273846e+01 -3.15549219e+01 -3.15810455e+01 -3.16058935e+01 -3.16295848e+01 -3.16522222e+01 -3.16738956e+01 -3.16946837e+01 -3.17146561e+01 -3.17338744e+01 -3.17523935e+01 -3.17702626e+01 -3.17875258e+01 -3.18042228e+01 -3.18203897e+01 -3.18360590e+01 -3.18512607e+01 -3.18660218e+01 -3.18803671e+01 -3.18943195e+01 -3.19078999e+01 -3.19211278e+01 -3.19340210e+01 -3.19465960e+01 -3.19588682e+01 -3.19708518e+01 -3.19825603e+01 
-5.80391365e+01 1.37154426e+01 -2.75048824e+01 1.26293985e+01 -2.85946775e+01 1.22389252e+01 -3.12471823e+01 -2.93502516e+01 1.18632543e+01 -3.11577157e+01 -2.99242304e+01 1.15520859e+01 -3.12490441e+01 -3.03830041e+01 1.13027345e+01 -3.13730895e+01 -3.07610808e+01 1.10928508e+01 -3.14920590e+01 -6.90775528e+02 -3.34989087e+01 -3.15914740e+01 -5.52240328e+00 -1.77448927e+01 -3.07666461e+01 -3.08803437e+01 -3.09732555e+01 -3.10518161e+01 -3.11198691e+01 -3.11798950e+01 -3.12335880e+01 -3.12821571e+01 -3.13264951e+01 -3.13672800e+01 -3.14050390e+01 -3.14401901e+01 -3.14730703e+01 -3.15039550e+01 -3.15330728e+01 -3.15606148e+01 -3.15867428e+01 -3.16115950e+01 -3.16352902e+01 -3.16579314e+01 -3.16796083e+01 -3.17003999e+01 -3.17203755e+01 -3.17395970e+01 -3.17581191e+01 -3.17759910e+01 -3.17932570e+01 -3.18099566e+01 -3.18261261e+01 -3.18417980e+01 -3.18570020e+01 -3.18717654e+01 -3.18861130e+01 -3.19000676e+01 -3.19136502e+01 -3.19268801e+01 -3.19397753e+01 -3.19523523e+01 -3.19646264e+01 -3.19766119e+01 -3.19883222e+01 
-5.75383779e+01 1.37154426e+01 -2.70750263e+01 1.26293985e+01 -2.81648214e+01 1.22389252e+01 -3.08173254e+01 -2.89203955e+01 1.18632543e+01 -3.07278601e+01 -2.94943744e+01 1.15520859e+01 -3.08191893e+01 -2.99531482e+01 1.13027345e+01 -3.09432356e+01 -3.03312250e+01 1.10928508e+01 -3.10622060e+01 -6.90775528e+02 -3.30689958e+01 -3.11616223e+01 -5.33092281e+00 -1.74164474e+01 -3.07721861e+01 -3.08859073e+01 -3.09788382e+01 -3.10574145e+01 -3.11254809e+01 -3.11855183e+01 -3.12392216e+01 -3.12877998e+01 -3.13321459e+01 -3.13729382e+01 -3.14107041e+01 -3.14458614e+01 -3.14787473e+01 -3.15096375e+01 -3.15387603e+01 -3.15663070e+01 -3.15924395e+01 -3.16172959e+01 -3.16409951e+01 -3.16636400e+01 -3.16853206e+01 -3.17061155e+01 -3.17260945e+01 -3.17453190e+01 -3.17638442e+01 -3.17817190e+01 -3.17989877e+01 -3.18156901e+01 -3.18318622e+01 -3.18475365e+01 -3.18627430e+01 -3.18775088e+01 -3.18918586e+01 -3.19058154e+01 -3.19194002e+01 -3.19326322e+01 -3.19455294e+01 -3.19581084e+01 -3.19703844e+01 -3.19823718e+01 -3.19940839e+01 
-5.70141295e+01 1.37154426e+01 -2.66501003e+01 1.26293985e+01 -2.77398954e+01 1.22389252e+01 -3.03923987e+01 -2.84954696e+01 1.18632543e+01 -3.03029347e+01 -2.90694485e+01 1.15520859e+01 -3.03942647e+01 -2.95282224e+01 1.13027345e+01 -3.05183119e+01 -2.99062994e+01 1.10928508e+01 -3.06372834e+01 -6.90775528e+02 -3.26440089e+01 -3.07367009e+01 -5.14164102e+00 -1.70917735e+01 -3.07777240e+01 -3.08914692e+01 -3.09844192e+01 -3.10630114e+01 -3.11310913e+01 -3.11911404e+01 -3.12448539e+01 -3.12934413e+01 -3.13377957e+01 -3.13785955e+01 -3.14163682e+01 -3.14515318e+01 -3.14844236e+01 -3.15153192e+01 -3.15444470e+01 -3.15719985e+01 -3.15981355e+01 -3.16229961e+01 -3.16466993e+01 -3.16693481e+01 -3.16910322e+01 -3.17118307e+01 -3.17318129e+01 -3.17510407e+01 -3.17695688e+01 -3.17874466e+01 -3.18047181e+01 -3.18214232e+01 -3.18375979e+01 -3.18532748e+01 -3.18684837e+01 -3.18832518e+01 -3.18976040e+01 -3.19115630e+01 -3.19251499e+01 -3.19383841e+01 -3.19512833e+01 -3.19638643e+01 -3.19761423e+01 -3.19881316e+01 -3.19998455e+01 
-5.65906833e+01 1.37154426e+01 -2.62300475e+01 1.26293985e+01 -2.73198426e+01 1.22389252e+01 -2.99723450e+01 -2.80754168e+01 1.18632543e+01 -2.98828824e+01 -2.86493958e+01 1.15520859e+01 -2.99742135e+01 -2.91081698e+01 1.13027345e+01 -3.00982616e+01 -2.94862470e+01 1.10928508e+01 -3.02172341e+01 -6.90775528e+02 -3.22238909e+01 -3.03166530e+01 -4.95453265e+00 -1.67708277e+01 -3.07832599e+01 -3.08970293e+01 -3.09899986e+01 -3.10686068e+01 -3.11367003e+01 -3.11967612e+01 -3.12504851e+01 -3.12990817e+01 -3.13434444e+01 -3.13842517e+01 -3.14220313e+01 -3.14572013e+01 -3.14900990e+01 -3.15210000e+01 -3.15501330e+01 -3.15776893e+01 -3.16038308e+01 -3.16286957e+01 -3.16524029e+01 -3.16750555e+01 -3.16967434e+01 -3.17175453e+01 -3.17375309e+01 -3.17567618e+01 -3.17752930e+01 -3.17931738e+01 -3.18104481e+01 -3.18271559e+01 -3.18433332e+01 -3.18590127e+01 -3.18742241e+01 -3.18889946e+01 -3.19033491e+01 -3.19173104e+01 -3.19308994e+01 -3.19441357e+01 -3.19570370e+01 -3.19696200e+01 -3.19819000e+01 -3.19938912e+01 -3.20056070e+01 
-5.60823552e+01 1.37154426e+01 -2.58148116e+01 1.26293985e+01 -2.69046067e+01 1.22389252e+01 -2.95571081e+01 -2.76601809e+01 1.18632543e+01 -2.94676470e+01 -2.82341600e+01 1.15520859e+01 -2.95589792e+01 -2.86929341e+01 1.13027345e+01 -2.96830283e+01 -2.90710116e+01 1.10928508e+01 -2.98020020e+01 -6.90775528e+02 -3.18085853e+01 -2.99014224e+01 -4.76957274e+00 -1.64535671e+01 -3.07887937e+01 -3.09025875e+01 -3.09955764e+01 -3.10742007e+01 -3.11423079e+01 -3.12023807e+01 -3.12561150e+01 -3.13047209e+01 -3.13490920e+01 -3.13899070e+01 -3.14276935e+01 -3.14628699e+01 -3.14957735e+01 -3.15266801e+01 -3.15558183e+01 -3.15833794e+01 -3.16095254e+01 -3.16343947e+01 -3.16581060e+01 -3.16807624e+01 -3.17024539e+01 -3.17232594e+01 -3.17432483e+01 -3.17624825e+01 -3.17810168e+01 -3.17989005e+01 -3.18161777e+01 -3.18328883e+01 -3.18490682e+01 -3.18647503e+01 -3.18799641e+01 -3.18947370e+01 -3.19090939e+01 -3.19230574e+01 -3.19366487e+01 -3.19498871e+01 -3.19627905e+01 -3.19753755e+01 -3.19876574e+01 -3.19996506e+01 -3.20113683e+01 
-5.55976972e+01 1.37154426e+01 -2.54043370e+01 1.26293985e+01 -2.64941320e+01 1.22389252e+01 -2.91466325e+01 -2.72497062e+01 1.18632543e+01 -2.90571730e+01 -2.78236854e+01 1.15520859e+01 -2.91485062e+01 -2.82824597e+01 1.13027345e+01 -2.92725564e+01 -2.86605373e+01 1.10928508e+01 -2.93915314e+01 -6.90775528e+02 -3.13980362e+01 -2.94909533e+01 -4.58673663e+00 -1.61399494e+01 -3.07943254e+01 -3.09081439e+01 -3.10011524e+01 -3.10797931e+01 -3.11479141e+01 -3.12079988e+01 -3.12617437e+01 -3.13103590e+01 -3.13547385e+01 -3.13955612e+01 -3.14333548e+01 -3.14685377e+01 -3.15014472e+01 -3.15323594e+01 -3.15615027e+01 -3.15890687e+01 -3.16152194e+01 -3.16400929e+01 -3.16638084e+01 -3.16864687e+01 -3.17081640e+01 -3.17289729e+01 -3.17489653e+01 -3.17682027e+01 -3.17867401e+01 -3.18046268e+01 -3.18219069e+01 -3.18386202e+01 -3.18548029e+01 -3.18704875e+01 -3.18857039e+01 -3.19004792e+01 -3.19148384e+01 -3.19288042e+01 -3.19423977e+01 -3.19556383e+01 -3.19685438e+01 -3.19811308e+01 -3.19934147e+01 -3.20054098e+01 -3.20171294e+01 
-5.51944347e+01 1.37154426e+01 -2.49985685e+01 1.26293985e+01 -2.60883635e+01 1.22389252e+01 -2.87408629e+01 -2.68439378e+01 1.18632543e+01 -2.86514052e+01 -2.74179170e+01 1.15520859e+01 -2.87427396e+01 -2.78766915e+01 1.13027345e+01 -2.88667910e+01 -2.82547694e+01 1.10928508e+01 -2.89857672e+01 -6.90775528e+02 -3.09921883e+01 -2.90851908e+01 -4.40599993e+00 -1.58299328e+01 -3.07998551e+01 -3.09136985e+01 -3.10067268e+01 -3.10853839e+01 -3.11535188e+01 -3.12136157e+01 -3.12673712e+01 -3.13159960e+01 -3.13603840e+01 -3.14012144e+01 -3.14390150e+01 -3.14742045e+01 -3.15071201e+01 -3.15380378e+01 -3.15671864e+01 -3.15947573e+01 -3.16209126e+01 -3.16457906e+01 -3.16695101e+01 -3.16921744e+01 -3.17138734e+01 -3.17346860e+01 -3.17546817e+01 -3.17739224e+01 -3.17924630e+01 -3.18103527e+01 -3.18276357e+01 -3.18443518e+01 -3.18605371e+01 -3.18762244e+01 -3.18914433e+01 -3.19062210e+01 -3.19205826e+01 -3.19345507e+01 -3.19481465e+01 -3.19613892e+01 -3.19742968e+01 -3.19868859e+01 -3.19991719e+01 -3.20111689e+01 -3.20228904e+01 
