#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
60	-7.22	0.0000e+00	0.0000e+00	0.0000e+00
60	-7.17	0.0000e+00	0.0000e+00	0.0000e+00
60	-7.12	0.0000e+00	0.0000e+00	0.0000e+00
60	-7.07	0.0000e+00	0.0000e+00	0.0000e+00
60	-7.02	3.6587e+01	0.0000e+00	0.0000e+00
60	-6.97	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.92	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.87	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.82	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.77	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.72	1.8337e+01	0.0000e+00	0.0000e+00
60	-6.67	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.62	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.57	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.52	1.7355e+01	0.0000e+00	0.0000e+00
60	-6.47	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.42	2.2976e+00	0.0000e+00	0.0000e+00
60	-6.37	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.32	3.6501e+00	0.0000e+00	0.0000e+00
60	-6.27	0.0000e+00	1.6266e+00	0.0000e+00
60	-6.22	0.0000e+00	0.0000e+00	0.0000e+00
60	-6.17	3.8761e+00	0.0000e+00	0.0000e+00
60	-6.12	4.6061e+00	1.1515e+00	0.0000e+00
60	-6.07	0.0000e+00	0.0000e+00	1.0263e+00
60	-6.02	6.4028e+00	0.0000e+00	0.0000e+00
60	-5.97	3.2609e+00	0.0000e+00	0.0000e+00
60	-5.92	0.0000e+00	0.0000e+00	0.0000e+00
60	-5.87	1.9426e+00	0.0000e+00	6.4755e-01
60	-5.82	2.8856e+00	0.0000e+00	0.0000e+00
60	-5.77	2.5718e+00	0.0000e+00	0.0000e+00
60	-5.72	5.0427e+00	0.0000e+00	0.0000e+00
60	-5.67	4.4943e+00	0.0000e+00	0.0000e+00
60	-5.62	2.9131e+00	0.0000e+00	0.0000e+00
