#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
80	-7.10	0.0000e+00	0.0000e+00	0.0000e+00
80	-7.05	0.0000e+00	0.0000e+00	0.0000e+00
80	-7.00	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.95	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.90	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.85	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.80	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.75	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.70	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.65	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.60	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.55	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.50	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.45	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.40	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.35	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.30	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.25	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.20	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.15	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.10	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.05	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.00	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.95	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.90	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.85	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.80	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.75	4.8500e-02	0.0000e+00	0.0000e+00
80	-5.70	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.65	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.60	0.0000e+00	0.0000e+00	0.0000e+00
80	-5.55	0.0000e+00	2.5705e+01	0.0000e+00
80	-5.50	0.0000e+00	6.5730e+01	0.0000e+00
80	-5.45	0.0000e+00	9.1154e+01	0.0000e+00
80	-5.40	0.0000e+00	6.7831e+01	0.0000e+00
80	-5.35	0.0000e+00	7.7504e+01	0.0000e+00
80	-5.30	1.7209e-02	1.0076e+02	0.0000e+00
80	-5.25	0.0000e+00	9.5857e+01	0.0000e+00
80	-5.20	0.0000e+00	7.5181e+01	0.0000e+00
80	-5.15	0.0000e+00	9.7450e+01	0.0000e+00
80	-5.10	1.0858e-02	8.4160e+01	0.0000e+00
80	-5.05	9.6771e-03	5.8063e+01	0.0000e+00
80	-5.00	0.0000e+00	8.4091e+01	8.6247e-03
80	-4.95	0.0000e+00	7.4378e+01	0.0000e+00
80	-4.90	6.8509e-03	5.4814e+01	6.8509e-03
80	-4.85	6.1058e-03	7.3264e+01	0.0000e+00
80	-4.80	0.0000e+00	4.6256e+01	0.0000e+00
80	-4.75	4.8500e-03	4.7288e+01	0.0000e+00
80	-4.70	0.0000e+00	4.9710e+01	8.6452e-03
80	-4.65	7.7051e-03	4.5926e+01	0.0000e+00
80	-4.60	0.0000e+00	4.7188e+01	3.4336e-03
80	-4.55	3.0602e-03	3.2701e+01	6.1203e-03
80	-4.50	0.0000e+00	4.1991e+01	0.0000e+00
80	-4.45	0.0000e+00	3.6612e+01	7.2923e-03
80	-4.40	4.3329e-03	3.4754e+01	2.1664e-03
80	-4.35	1.9308e-03	2.9928e+01	3.8617e-03
80	-4.30	1.7209e-03	3.0630e+01	6.8834e-03
80	-4.25	4.6012e-03	2.1297e+01	4.6012e-03
80	-4.20	1.3669e-03	2.5016e+01	4.1008e-03
80	-4.15	1.2183e-03	2.0354e+01	2.4366e-03
80	-4.10	1.0858e-03	2.0312e+01	5.4290e-03
80	-4.05	1.9354e-03	1.7260e+01	4.8386e-03
80	-4.00	3.4499e-03	1.1859e+01	2.5874e-03
80	-3.95	6.1494e-03	1.1280e+01	1.5374e-03
80	-3.90	3.4254e-03	1.2386e+01	1.3702e-03
80	-3.85	4.2741e-03	1.0202e+01	7.3270e-03
80	-3.80	2.1767e-03	1.0810e+01	5.9860e-03
80	-3.75	3.8800e-03	1.0524e+01	5.8201e-03
80	-3.70	3.0258e-03	9.5997e+00	4.7549e-03
80	-3.65	2.6968e-03	9.8501e+00	2.6968e-03
80	-3.60	4.8070e-03	7.3822e+00	6.5238e-03
80	-3.55	3.3662e-03	7.2214e+00	5.2023e-03
80	-3.50	3.5456e-03	5.7763e+00	4.6366e-03
80	-3.45	4.1323e-03	5.8096e+00	4.6185e-03
80	-3.40	3.2497e-03	5.5186e+00	5.1994e-03
80	-3.35	2.1239e-03	5.1241e+00	5.5994e-03
80	-3.30	2.5813e-03	4.3025e+00	6.3672e-03
80	-3.25	2.7607e-03	4.1949e+00	3.9877e-03
80	-3.20	2.8706e-03	3.7741e+00	5.7411e-03
80	-3.15	3.7767e-03	3.1933e+00	3.5330e-03
80	-3.10	2.4973e-03	3.3693e+00	5.6461e-03
80	-3.05	1.6451e-03	2.6894e+00	4.3547e-03
80	-3.00	3.9674e-03	2.4333e+00	4.9161e-03
80	-2.95	3.2285e-03	2.6582e+00	5.5345e-03
80	-2.90	2.7403e-03	2.1722e+00	4.7956e-03
80	-2.85	2.9308e-03	1.7114e+00	5.7395e-03
80	-2.80	2.7209e-03	1.8233e+00	5.6051e-03
80	-2.75	3.2010e-03	1.3944e+00	4.8985e-03
80	-2.70	2.7665e-03	1.3618e+00	4.2794e-03
80	-2.65	3.1205e-03	1.3414e+00	4.9312e-03
80	-2.60	2.6782e-03	1.0415e+00	4.8413e-03
80	-2.55	3.3968e-03	9.9991e-01	5.3553e-03
80	-2.50	2.8638e-03	9.7687e-01	5.8639e-03
80	-2.45	3.0385e-03	7.7231e-01	5.2262e-03
80	-2.40	2.9897e-03	6.5262e-01	6.0444e-03
80	-2.35	2.9156e-03	6.2250e-01	5.6187e-03
80	-2.30	2.7534e-03	5.6431e-01	5.5756e-03
80	-2.25	3.2208e-03	5.4398e-01	5.4600e-03
80	-2.20	3.0619e-03	4.8067e-01	5.3447e-03
80	-2.15	2.8020e-03	4.1728e-01	5.1046e-03
80	-2.10	2.7688e-03	3.3082e-01	5.6135e-03
80	-2.05	3.0193e-03	3.1662e-01	6.0192e-03
80	-2.00	3.1567e-03	2.9554e-01	6.3306e-03
80	-1.95	2.9825e-03	2.5396e-01	5.8420e-03
80	-1.90	2.8911e-03	2.4758e-01	6.5768e-03
80	-1.85	2.7537e-03	2.0012e-01	6.3134e-03
80	-1.80	2.7645e-03	1.8763e-01	6.4595e-03
80	-1.75	2.8130e-03	1.5020e-01	6.2420e-03
80	-1.70	3.1425e-03	1.6104e-01	6.5055e-03
80	-1.65	3.2669e-03	1.2483e-01	6.7111e-03
80	-1.60	2.9597e-03	1.2064e-01	6.1942e-03
80	-1.55	3.1826e-03	9.5468e-02	6.2917e-03
80	-1.50	2.9238e-03	1.0926e-01	6.0821e-03
80	-1.45	2.8537e-03	8.5576e-02	6.1863e-03
80	-1.40	3.0330e-03	6.1128e-02	5.9317e-03
80	-1.35	2.9735e-03	5.6380e-02	6.1690e-03
80	-1.30	2.7431e-03	5.2686e-02	6.1865e-03
80	-1.25	2.8819e-03	5.4330e-02	6.0996e-03
80	-1.20	2.8924e-03	4.3214e-02	5.9639e-03
80	-1.15	2.7570e-03	4.5521e-02	6.0731e-03
80	-1.10	2.8133e-03	3.6731e-02	6.0620e-03
80	-1.05	2.7260e-03	3.4096e-02	5.8847e-03
80	-1.00	2.5866e-03	3.1786e-02	5.8493e-03
80	-0.95	2.5120e-03	2.7164e-02	5.6975e-03
80	-0.90	2.5067e-03	2.2936e-02	5.6074e-03
80	-0.85	2.4332e-03	2.1975e-02	5.4959e-03
80	-0.80	2.4352e-03	1.6256e-02	5.5550e-03
80	-0.75	2.4493e-03	1.8108e-02	5.5698e-03
80	-0.70	2.4440e-03	1.4547e-02	5.4625e-03
80	-0.65	2.4602e-03	1.3599e-02	5.3712e-03
80	-0.60	2.4344e-03	1.1900e-02	5.3543e-03
80	-0.55	2.4414e-03	1.0306e-02	5.1824e-03
80	-0.50	2.3292e-03	9.2496e-03	5.1678e-03
80	-0.45	2.3221e-03	7.8733e-03	5.2065e-03
80	-0.40	2.3545e-03	7.6497e-03	5.1364e-03
80	-0.35	2.3958e-03	6.9879e-03	5.0690e-03
80	-0.30	2.3269e-03	6.0521e-03	5.0428e-03
80	-0.25	2.3030e-03	4.9361e-03	4.9519e-03
80	-0.20	2.2784e-03	5.0008e-03	4.9695e-03
80	-0.15	2.3008e-03	4.7287e-03	4.9896e-03
80	-0.10	2.2639e-03	4.1218e-03	4.9399e-03
80	-0.05	2.3091e-03	3.6576e-03	4.9155e-03
80	0.00	2.2422e-03	2.9841e-03	4.8935e-03
80	0.05	2.2377e-03	2.8011e-03	4.8557e-03
80	0.10	2.2367e-03	2.6877e-03	4.8642e-03
80	0.15	2.2194e-03	2.3794e-03	4.8636e-03
80	0.20	2.2172e-03	1.8984e-03	4.8591e-03
80	0.25	2.2154e-03	1.7659e-03	4.8206e-03
80	0.30	2.2326e-03	1.4941e-03	4.8014e-03
80	0.35	2.1943e-03	1.4242e-03	4.8059e-03
80	0.40	2.1862e-03	1.1084e-03	4.7885e-03
80	0.45	2.1946e-03	1.1507e-03	4.7737e-03
80	0.50	2.1964e-03	8.4923e-04	4.7657e-03
80	0.55	2.1742e-03	7.9231e-04	4.7534e-03
80	0.60	2.1918e-03	8.2151e-04	4.7238e-03
80	0.65	2.1759e-03	6.8039e-04	4.7136e-03
80	0.70	2.1703e-03	5.5431e-04	4.6860e-03
80	0.75	2.1476e-03	5.1312e-04	4.6729e-03
80	0.80	2.1482e-03	4.1715e-04	4.6607e-03
80	0.85	2.1310e-03	4.2877e-04	4.6251e-03
80	0.90	2.1234e-03	3.6820e-04	4.6067e-03
80	0.95	2.0978e-03	2.4623e-04	4.5632e-03
