#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
80	1.00	2.0856e-03	2.2862e-04	4.5209e-03
80	1.05	2.0652e-03	2.7047e-04	4.4630e-03
80	1.10	2.0315e-03	1.9125e-04	4.4036e-03
80	1.15	2.0164e-03	1.7789e-04	4.3216e-03
80	1.20	1.9908e-03	1.6170e-04	4.2328e-03
80	1.25	1.9404e-03	1.3850e-04	4.1297e-03
80	1.30	1.8882e-03	1.1285e-04	3.9962e-03
80	1.35	1.8322e-03	1.0195e-04	3.8605e-03
80	1.40	1.7661e-03	8.8614e-05	3.6717e-03
80	1.45	1.6839e-03	6.9858e-05	3.4453e-03
80	1.50	1.5853e-03	6.9366e-05	3.1906e-03
80	1.55	1.4693e-03	5.7714e-05	2.8817e-03
80	1.60	1.3289e-03	5.1293e-05	2.5419e-03
80	1.65	1.1662e-03	3.9582e-05	2.1448e-03
80	1.70	9.7497e-04	3.1836e-05	1.7141e-03
80	1.75	7.5253e-04	2.5690e-05	1.2524e-03
80	1.80	5.1110e-04	2.7339e-05	7.7935e-04
80	1.85	2.5345e-04	1.4632e-05	3.3692e-04
80	1.90	2.9767e-05	6.5147e-06	3.3308e-05
