#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
90	-7.05	0.0000e+00	0.0000e+00	0.0000e+00
90	-7.00	2.5794e+01	0.0000e+00	0.0000e+00
90	-6.95	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.90	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.85	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.80	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.75	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.70	8.6184e+00	0.0000e+00	0.0000e+00
90	-6.65	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.60	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.55	6.1013e+00	0.0000e+00	0.0000e+00
90	-6.50	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.45	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.40	8.6388e+00	0.0000e+00	0.0000e+00
90	-6.35	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.30	6.8621e+00	0.0000e+00	0.0000e+00
90	-6.25	4.5869e+00	0.0000e+00	0.0000e+00
90	-6.20	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.15	4.8580e+00	0.0000e+00	0.0000e+00
90	-6.10	2.1648e+00	0.0000e+00	0.0000e+00
90	-6.05	6.7529e+00	0.0000e+00	9.6471e-01
90	-6.00	2.5794e+00	0.0000e+00	0.0000e+00
90	-5.95	1.0728e+01	0.0000e+00	0.0000e+00
90	-5.90	2.7318e+00	0.0000e+00	6.8296e-01
90	-5.85	5.4782e+00	0.0000e+00	0.0000e+00
90	-5.80	1.0850e+00	0.0000e+00	0.0000e+00
90	-5.75	3.8680e+00	0.0000e+00	0.0000e+00
90	-5.70	1.7237e+00	0.0000e+00	0.0000e+00
90	-5.65	4.6087e+00	0.0000e+00	0.0000e+00
90	-5.60	5.4766e+00	0.0000e+00	0.0000e+00
90	-5.55	5.7963e+00	0.0000e+00	0.0000e+00
90	-5.50	4.3503e+00	0.0000e+00	0.0000e+00
90	-5.45	4.1195e+00	0.0000e+00	2.4232e-01
90	-5.40	4.3194e+00	0.0000e+00	2.1597e-01
90	-5.35	3.8497e+00	0.0000e+00	3.8497e-01
90	-5.30	3.9457e+00	0.0000e+00	1.7155e-01
90	-5.25	3.3637e+00	0.0000e+00	3.0579e-01
90	-5.20	4.6331e+00	0.0000e+00	0.0000e+00
90	-5.15	2.4290e+00	0.0000e+00	8.5014e-01
90	-5.10	3.6802e+00	0.0000e+00	1.0824e-01
90	-5.05	3.5694e+00	0.0000e+00	6.7529e-01
90	-5.00	3.1812e+00	0.0000e+00	1.2037e+00
90	-4.95	3.8315e+00	0.0000e+00	3.8315e-01
90	-4.90	2.9367e+00	0.0000e+00	1.2293e+00
90	-4.85	3.9565e+00	6.0869e-02	1.3391e+00
90	-4.80	4.0687e+00	0.0000e+00	1.1935e+00
90	-4.75	4.4482e+00	4.8350e-02	1.9340e+00
90	-4.70	3.4043e+00	0.0000e+00	2.0684e+00
