#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
100	-7.00	5.2067e+01	0.0000e+00	0.0000e+00
100	-6.95	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.90	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.85	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.80	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.75	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.70	1.3048e+01	0.0000e+00	0.0000e+00
100	-6.65	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.60	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.55	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.50	8.2325e+00	0.0000e+00	0.0000e+00
100	-6.45	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.40	4.3595e+00	0.0000e+00	0.0000e+00
100	-6.35	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.30	5.1943e+00	0.0000e+00	0.0000e+00
100	-6.25	0.0000e+00	0.0000e+00	0.0000e+00
100	-6.20	5.5013e+00	0.0000e+00	0.0000e+00
100	-6.15	3.6773e+00	0.0000e+00	0.0000e+00
100	-6.10	3.2774e+00	0.0000e+00	0.0000e+00
100	-6.05	4.8683e+00	0.0000e+00	0.0000e+00
100	-6.00	1.7356e+00	0.0000e+00	0.0000e+00
100	-5.95	5.4139e+00	0.0000e+00	0.0000e+00
100	-5.90	3.4465e+00	0.0000e+00	0.0000e+00
100	-5.85	1.8430e+00	0.0000e+00	0.0000e+00
100	-5.80	6.0228e+00	0.0000e+00	0.0000e+00
100	-5.75	3.9039e+00	0.0000e+00	0.0000e+00
100	-5.70	4.7841e+00	0.0000e+00	0.0000e+00
100	-5.65	4.2638e+00	0.0000e+00	0.0000e+00
100	-5.60	5.1820e+00	0.0000e+00	0.0000e+00
100	-5.55	3.6948e+00	0.0000e+00	3.0790e-01
100	-5.50	4.6651e+00	0.0000e+00	0.0000e+00
