#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
85	-7.07	0.0000e+00	0.0000e+00	0.0000e+00
85	-7.02	9.0958e+00	0.0000e+00	0.0000e+00
85	-6.97	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.92	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.87	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.82	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.77	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.72	1.8235e+01	0.0000e+00	0.0000e+00
85	-6.67	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.62	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.57	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.52	1.1505e+01	0.0000e+00	0.0000e+00
85	-6.47	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.42	9.1390e+00	0.0000e+00	0.0000e+00
85	-6.37	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.32	1.8148e+00	0.0000e+00	0.0000e+00
85	-6.27	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.22	5.7663e+00	0.0000e+00	0.0000e+00
85	-6.17	1.0278e+01	0.0000e+00	0.0000e+00
85	-6.12	1.1451e+00	0.0000e+00	0.0000e+00
85	-6.07	7.1439e+00	0.0000e+00	0.0000e+00
85	-6.02	5.4575e+00	0.0000e+00	0.0000e+00
85	-5.97	3.2426e+00	8.1066e-01	0.0000e+00
85	-5.92	2.1675e+00	0.0000e+00	0.0000e+00
85	-5.87	3.8636e+00	0.0000e+00	0.0000e+00
85	-5.82	4.5912e+00	5.7390e-01	0.0000e+00
85	-5.77	3.0690e+00	0.0000e+00	0.0000e+00
85	-5.72	6.8380e+00	4.5587e-01	0.0000e+00
85	-5.67	2.8440e+00	4.0629e-01	0.0000e+00
85	-5.62	4.3453e+00	0.0000e+00	3.6211e-01
85	-5.57	2.5818e+00	0.0000e+00	0.0000e+00
85	-5.52	1.7258e+00	0.0000e+00	0.0000e+00
85	-5.47	4.3580e+00	0.0000e+00	0.0000e+00
85	-5.42	3.8841e+00	0.0000e+00	2.2848e-01
85	-5.37	2.2399e+00	0.0000e+00	0.0000e+00
85	-5.32	3.4482e+00	0.0000e+00	3.6297e-01
85	-5.27	4.0437e+00	0.0000e+00	3.2350e-01
85	-5.22	2.8832e+00	0.0000e+00	1.4416e-01
85	-5.17	2.9551e+00	0.0000e+00	3.8544e-01
85	-5.12	3.2062e+00	1.1451e-01	4.5804e-01
85	-5.07	3.6740e+00	0.0000e+00	6.1234e-01
85	-5.02	3.1835e+00	9.0958e-02	8.1862e-01
85	-4.97	2.8373e+00	0.0000e+00	4.8640e-01
85	-4.92	3.3958e+00	7.2250e-02	5.7800e-01
85	-4.87	4.0568e+00	0.0000e+00	1.4810e+00
85	-4.82	2.5252e+00	0.0000e+00	9.7564e-01
85	-4.77	3.8873e+00	0.0000e+00	1.2787e+00
85	-4.72	3.7837e+00	0.0000e+00	1.7323e+00
85	-4.67	3.7379e+00	4.0629e-02	2.1940e+00
85	-4.62	3.2952e+00	0.0000e+00	2.7158e+00
85	-4.57	2.7109e+00	3.2273e-02	3.6791e+00
85	-4.52	3.7392e+00	0.0000e+00	3.8255e+00
85	-4.47	3.3326e+00	2.5635e-02	4.3836e+00
85	-4.42	4.1582e+00	0.0000e+00	5.2092e+00
85	-4.37	3.3802e+00	0.0000e+00	5.3758e+00
85	-4.32	3.7023e+00	0.0000e+00	6.6605e+00
85	-4.27	3.5099e+00	1.6175e-02	7.4889e+00
85	-4.22	3.2724e+00	2.8832e-02	9.6586e+00
85	-4.17	3.4561e+00	0.0000e+00	9.6489e+00
85	-4.12	3.5040e+00	0.0000e+00	1.1600e+01
85	-4.07	3.3474e+00	0.0000e+00	1.3196e+01
85	-4.02	3.4473e+00	0.0000e+00	1.4089e+01
85	-3.97	3.7290e+00	0.0000e+00	1.6691e+01
85	-3.92	3.4319e+00	7.2250e-03	1.8070e+01
85	-3.87	3.7284e+00	0.0000e+00	2.0709e+01
85	-3.82	3.3631e+00	5.7390e-03	2.2101e+01
85	-3.77	3.4526e+00	0.0000e+00	2.3830e+01
85	-3.72	3.5330e+00	4.5587e-03	2.5825e+01
85	-3.67	3.6404e+00	0.0000e+00	2.7222e+01
85	-3.62	3.5559e+00	3.6211e-03	2.8433e+01
85	-3.57	3.4887e+00	0.0000e+00	3.0227e+01
85	-3.52	3.5868e+00	5.7527e-03	3.1956e+01
85	-3.47	3.6197e+00	5.1271e-03	3.2688e+01
85	-3.42	3.4294e+00	6.8543e-03	3.2651e+01
85	-3.37	3.6490e+00	1.4254e-02	3.2894e+01
85	-3.32	3.6261e+00	7.2594e-03	3.1702e+01
85	-3.27	3.6636e+00	6.4699e-03	3.1984e+01
85	-3.22	3.5953e+00	7.2079e-03	3.0139e+01
85	-3.17	3.5628e+00	1.6703e-02	2.8649e+01
85	-3.12	3.5429e+00	1.7176e-02	2.7128e+01
85	-3.07	3.5291e+00	2.5514e-02	2.4804e+01
85	-3.02	3.4509e+00	2.7287e-02	2.2910e+01
85	-2.97	3.4607e+00	4.8640e-02	2.0616e+01
85	-2.92	3.5446e+00	5.9245e-02	1.8792e+01
85	-2.87	3.5146e+00	6.3749e-02	1.6765e+01
85	-2.82	3.5117e+00	7.1738e-02	1.5309e+01
85	-2.77	3.5574e+00	1.0741e-01	1.3767e+01
85	-2.72	3.5799e+00	1.4861e-01	1.2562e+01
85	-2.67	3.5213e+00	1.8364e-01	1.1387e+01
85	-2.62	3.5526e+00	2.0314e-01	1.0487e+01
85	-2.57	3.5642e+00	2.5334e-01	9.7322e+00
85	-2.52	3.4680e+00	2.9828e-01	9.3067e+00
85	-2.47	3.4646e+00	3.4890e-01	8.7932e+00
85	-2.42	3.4977e+00	3.7653e-01	8.6544e+00
85	-2.37	3.4784e+00	4.3373e-01	8.5579e+00
85	-2.32	3.4533e+00	4.9636e-01	8.5913e+00
85	-2.27	3.4425e+00	5.6175e-01	8.7014e+00
85	-2.22	3.4666e+00	6.2175e-01	8.9009e+00
85	-2.17	3.4334e+00	7.0112e-01	9.1588e+00
85	-2.12	3.4200e+00	7.5610e-01	9.3747e+00
85	-2.07	3.4159e+00	8.3655e-01	9.7568e+00
85	-2.02	3.3914e+00	9.1840e-01	1.0038e+01
85	-1.97	3.4006e+00	1.0089e+00	1.0341e+01
85	-1.92	3.3615e+00	1.1228e+00	1.0717e+01
85	-1.87	3.3183e+00	1.2237e+00	1.1032e+01
85	-1.82	3.2937e+00	1.3156e+00	1.1266e+01
85	-1.77	3.2916e+00	1.4359e+00	1.1486e+01
85	-1.72	3.2299e+00	1.5400e+00	1.1715e+01
85	-1.67	3.1862e+00	1.6194e+00	1.1831e+01
85	-1.62	3.1659e+00	1.7298e+00	1.1947e+01
85	-1.57	3.1163e+00	1.8096e+00	1.1985e+01
85	-1.52	3.0536e+00	1.8993e+00	1.1933e+01
85	-1.47	2.9967e+00	1.9909e+00	1.1886e+01
85	-1.42	2.9463e+00	2.0531e+00	1.1759e+01
85	-1.37	2.8727e+00	2.1303e+00	1.1541e+01
85	-1.32	2.7947e+00	2.1757e+00	1.1305e+01
85	-1.27	2.7193e+00	2.2034e+00	1.0970e+01
85	-1.22	2.6275e+00	2.2372e+00	1.0608e+01
85	-1.17	2.5433e+00	2.2464e+00	1.0195e+01
85	-1.12	2.4530e+00	2.2214e+00	9.7363e+00
85	-1.07	2.3414e+00	2.2134e+00	9.2468e+00
85	-1.02	2.2340e+00	2.1872e+00	8.7470e+00
85	-0.97	2.1282e+00	2.1358e+00	8.2298e+00
85	-0.92	2.0055e+00	2.0744e+00	7.6848e+00
85	-0.87	1.8890e+00	2.0115e+00	7.1492e+00
85	-0.82	1.7733e+00	1.9319e+00	6.6007e+00
85	-0.77	1.6486e+00	1.8422e+00	6.0702e+00
85	-0.72	1.5299e+00	1.7541e+00	5.5488e+00
85	-0.67	1.4085e+00	1.6568e+00	5.0468e+00
85	-0.62	1.2930e+00	1.5592e+00	4.5604e+00
85	-0.57	1.1807e+00	1.4520e+00	4.1080e+00
85	-0.52	1.0728e+00	1.3503e+00	3.6834e+00
85	-0.47	9.7135e-01	1.2509e+00	3.2866e+00
85	-0.42	8.7222e-01	1.1487e+00	2.9144e+00
85	-0.37	7.8045e-01	1.0499e+00	2.5730e+00
85	-0.32	6.9259e-01	9.5690e-01	2.2628e+00
85	-0.27	6.1373e-01	8.6747e-01	1.9786e+00
85	-0.22	5.4002e-01	7.8178e-01	1.7262e+00
85	-0.17	4.7184e-01	7.0226e-01	1.4916e+00
85	-0.12	4.1118e-01	6.2498e-01	1.2860e+00
85	-0.07	3.5583e-01	5.5480e-01	1.1018e+00
85	-0.02	3.0671e-01	4.8544e-01	9.4038e-01
85	0.03	2.6175e-01	4.2119e-01	7.9803e-01
85	0.08	2.2356e-01	3.5631e-01	6.7188e-01
85	0.13	1.8903e-01	2.9849e-01	5.6525e-01
85	0.18	1.5811e-01	2.5451e-01	4.7095e-01
85	0.23	1.3216e-01	2.1645e-01	3.9136e-01
85	0.28	1.0980e-01	1.8341e-01	3.2204e-01
85	0.33	9.0216e-02	1.5410e-01	2.6434e-01
85	0.38	7.3953e-02	1.2821e-01	2.1490e-01
85	0.43	5.9884e-02	1.0628e-01	1.7319e-01
85	0.48	4.8030e-02	8.6851e-02	1.3877e-01
85	0.53	3.8374e-02	7.0811e-02	1.1068e-01
85	0.58	3.0540e-02	5.6989e-02	8.7332e-02
85	0.63	2.3751e-02	4.5644e-02	6.8082e-02
85	0.68	1.8447e-02	3.5987e-02	5.3171e-02
85	0.73	1.4139e-02	2.8059e-02	4.1125e-02
85	0.78	1.0799e-02	2.1674e-02	3.1619e-02
85	0.83	8.0901e-03	1.6446e-02	2.4260e-02
85	0.88	6.1125e-03	1.2362e-02	1.8573e-02
85	0.93	4.5659e-03	9.1087e-03	1.4341e-02
85	0.98	3.3941e-03	6.6889e-03	1.1042e-02
85	1.03	2.4599e-03	4.7653e-03	8.4881e-03
85	1.08	1.8143e-03	3.3129e-03	6.5091e-03
85	1.13	1.3765e-03	2.3226e-03	4.8302e-03
85	1.18	1.0029e-03	1.5631e-03	3.5840e-03
85	1.23	7.4755e-04	1.0262e-03	2.6057e-03
85	1.28	5.5124e-04	6.5768e-04	1.8707e-03
85	1.33	4.1905e-04	4.1649e-04	1.3128e-03
85	1.38	3.1695e-04	2.5981e-04	9.2262e-04
85	1.43	2.2946e-04	1.5175e-04	6.0786e-04
85	1.48	1.6709e-04	8.8418e-05	4.0059e-04
85	1.53	1.2441e-04	4.7733e-05	2.4623e-04
85	1.58	7.9784e-05	2.6343e-05	1.4101e-04
85	1.63	4.7466e-05	1.2829e-05	7.1290e-05
85	1.68	2.3393e-05	5.8801e-06	2.8910e-05
85	1.73	8.1198e-06	2.3292e-06	7.9904e-06
85	1.78	1.8308e-06	1.2830e-06	1.2253e-06
85	1.83	1.1563e-07	8.4797e-07	1.0278e-07
85	1.88	2.2902e-08	6.0690e-07	0.0000e+00
85	1.93	0.0000e+00	1.2247e-07	0.0000e+00
