#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
90	-7.05	0.0000e+00	0.0000e+00	0.0000e+00
90	-7.00	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.95	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.90	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.85	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.80	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.75	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.70	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.65	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.60	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.55	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.50	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.45	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.40	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.35	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.30	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.25	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.20	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.15	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.10	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.05	0.0000e+00	0.0000e+00	0.0000e+00
90	-6.00	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.95	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.90	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.85	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.80	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.75	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.70	4.3109e-02	0.0000e+00	0.0000e+00
90	-5.65	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.60	0.0000e+00	0.0000e+00	0.0000e+00
90	-5.55	0.0000e+00	6.8668e+01	0.0000e+00
90	-5.50	0.0000e+00	5.4400e+01	0.0000e+00
90	-5.45	0.0000e+00	5.4545e+01	0.0000e+00
90	-5.40	0.0000e+00	8.6423e+01	0.0000e+00
90	-5.35	0.0000e+00	9.6281e+01	0.0000e+00
90	-5.30	0.0000e+00	1.0297e+02	0.0000e+00
90	-5.25	0.0000e+00	1.0325e+02	0.0000e+00
90	-5.20	0.0000e+00	6.8162e+01	0.0000e+00
90	-5.15	0.0000e+00	8.0760e+01	0.0000e+00
90	-5.10	1.0829e-02	9.4793e+01	0.0000e+00
90	-5.05	0.0000e+00	1.0953e+02	0.0000e+00
90	-5.00	0.0000e+00	6.0571e+01	0.0000e+00
90	-4.95	0.0000e+00	7.0911e+01	0.0000e+00
90	-4.90	0.0000e+00	7.6864e+01	0.0000e+00
90	-4.85	0.0000e+00	5.9371e+01	6.0894e-03
90	-4.80	0.0000e+00	5.4407e+01	0.0000e+00
90	-4.75	4.8370e-03	5.6834e+01	4.8370e-03
90	-4.70	4.3109e-03	4.6347e+01	4.3109e-03
90	-4.65	3.8421e-03	3.8337e+01	0.0000e+00
90	-4.60	3.4243e-03	4.9649e+01	6.8486e-03
90	-4.55	0.0000e+00	2.7656e+01	3.0519e-03
90	-4.50	5.4400e-03	4.9374e+01	2.7200e-03
90	-4.45	0.0000e+00	3.8341e+01	1.2121e-02
90	-4.40	2.1606e-03	3.3325e+01	8.6423e-03
90	-4.35	5.7769e-03	2.7652e+01	3.8513e-03
90	-4.30	0.0000e+00	2.1053e+01	0.0000e+00
90	-4.25	4.5887e-03	2.6142e+01	1.5296e-03
90	-4.20	4.0897e-03	2.5465e+01	4.0897e-03
90	-4.15	0.0000e+00	2.1561e+01	1.2150e-03
90	-4.10	2.1657e-03	2.2212e+01	5.4143e-03
90	-4.05	9.6510e-04	1.7372e+01	6.7557e-03
90	-4.00	1.7203e-03	1.3332e+01	1.7203e-03
90	-3.95	2.2998e-03	1.5332e+01	3.0664e-03
90	-3.90	2.0497e-03	1.0969e+01	6.8324e-03
90	-3.85	1.2179e-03	1.3072e+01	4.8715e-03
90	-3.80	3.7990e-03	1.0493e+01	2.7136e-03
90	-3.75	3.8696e-03	1.2012e+01	2.4185e-03
90	-3.70	3.0177e-03	7.8675e+00	3.4488e-03
90	-3.65	2.6895e-03	7.1079e+00	6.1474e-03
90	-3.60	2.7394e-03	6.4093e+00	6.1637e-03
90	-3.55	3.0519e-03	6.9111e+00	5.7986e-03
90	-3.50	2.1760e-03	6.6126e+00	2.9920e-03
90	-3.45	1.9394e-03	6.1025e+00	4.8484e-03
