#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
95	-7.02	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.97	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.92	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.87	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.82	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.77	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.72	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.67	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.62	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.57	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.52	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.47	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.42	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.37	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.32	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.27	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.22	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.17	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.12	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.07	0.0000e+00	0.0000e+00	0.0000e+00
95	-6.02	0.0000e+00	0.0000e+00	0.0000e+00
95	-5.97	0.0000e+00	0.0000e+00	0.0000e+00
95	-5.92	0.0000e+00	0.0000e+00	0.0000e+00
95	-5.87	0.0000e+00	0.0000e+00	0.0000e+00
95	-5.82	0.0000e+00	0.0000e+00	0.0000e+00
95	-5.77	0.0000e+00	0.0000e+00	0.0000e+00
95	-5.72	0.0000e+00	0.0000e+00	0.0000e+00
95	-5.67	0.0000e+00	0.0000e+00	0.0000e+00
95	-5.62	0.0000e+00	0.0000e+00	0.0000e+00
95	-5.57	0.0000e+00	0.0000e+00	0.0000e+00
95	-5.52	0.0000e+00	1.4456e+01	0.0000e+00
95	-5.47	0.0000e+00	3.8653e+01	0.0000e+00
95	-5.42	0.0000e+00	8.3643e+01	0.0000e+00
95	-5.37	0.0000e+00	6.9512e+01	0.0000e+00
95	-5.32	0.0000e+00	8.7237e+01	0.0000e+00
95	-5.27	1.6259e-02	5.9833e+01	0.0000e+00
95	-5.22	0.0000e+00	9.4190e+01	0.0000e+00
95	-5.17	1.2915e-02	7.3744e+01	0.0000e+00
95	-5.12	0.0000e+00	7.9203e+01	0.0000e+00
95	-5.07	0.0000e+00	6.6671e+01	1.0259e-02
95	-5.02	0.0000e+00	6.7750e+01	9.1430e-03
95	-4.97	8.1487e-03	8.1259e+01	0.0000e+00
95	-4.92	0.0000e+00	8.5880e+01	0.0000e+00
95	-4.87	6.4728e-03	4.5309e+01	1.2946e-02
95	-4.82	0.0000e+00	5.6246e+01	1.1538e-02
95	-4.77	0.0000e+00	4.6274e+01	0.0000e+00
95	-4.72	0.0000e+00	6.1784e+01	4.5824e-03
95	-4.67	4.0840e-03	4.9009e+01	0.0000e+00
95	-4.62	0.0000e+00	4.3693e+01	3.6399e-03
95	-4.57	0.0000e+00	3.4926e+01	3.2441e-03
95	-4.52	2.8913e-03	3.7543e+01	2.8913e-03
95	-4.47	5.1537e-03	3.3623e+01	5.1537e-03
95	-4.42	1.3780e-02	2.5371e+01	4.5933e-03
95	-4.37	2.0469e-03	3.5636e+01	8.1875e-03
95	-4.32	0.0000e+00	3.1036e+01	5.4728e-03
95	-4.27	1.6259e-03	2.7816e+01	4.8777e-03
95	-4.22	2.8981e-03	2.0244e+01	2.8981e-03
95	-4.17	1.2915e-03	2.2552e+01	6.4574e-03
95	-4.12	4.6042e-03	1.5467e+01	1.1510e-03
95	-4.07	3.0776e-03	2.3566e+01	4.1035e-03
95	-4.02	2.7429e-03	1.6476e+01	1.8286e-03
95	-3.97	1.6297e-03	1.4644e+01	4.0744e-03
95	-3.92	4.3575e-03	1.3261e+01	3.6313e-03
95	-3.87	5.8255e-03	1.3715e+01	1.9418e-03
95	-3.82	2.8844e-03	9.4004e+00	4.0382e-03
95	-3.77	2.0566e-03	9.8249e+00	5.6557e-03
95	-3.72	3.6659e-03	1.0041e+01	4.1241e-03
95	-3.67	2.4504e-03	8.8624e+00	3.2672e-03
95	-3.62	1.8200e-03	8.1898e+00	2.9119e-03
95	-3.57	2.2709e-03	5.8766e+00	4.8661e-03
95	-3.52	3.1804e-03	5.9931e+00	4.0478e-03
95	-3.47	4.3807e-03	5.6008e+00	5.4114e-03
95	-3.42	1.6076e-03	4.7485e+00	4.5933e-03
95	-3.37	1.8422e-03	5.4502e+00	4.2984e-03
95	-3.32	4.9255e-03	5.4455e+00	4.9255e-03
95	-3.27	2.1137e-03	4.2628e+00	4.7151e-03
95	-3.22	4.7819e-03	3.8115e+00	4.3472e-03
95	-3.17	3.7453e-03	3.3274e+00	3.4870e-03
95	-3.12	3.6833e-03	2.8157e+00	3.5682e-03
95	-3.07	3.2828e-03	2.7112e+00	4.3086e-03
95	-3.02	4.9372e-03	2.3723e+00	3.5658e-03
95	-2.97	5.0522e-03	2.0257e+00	4.8078e-03
95	-2.92	1.8883e-03	2.2925e+00	3.9944e-03
95	-2.87	2.8480e-03	1.6491e+00	4.5957e-03
95	-2.82	2.4806e-03	1.7551e+00	4.3267e-03
95	-2.77	2.6736e-03	1.6421e+00	4.1132e-03
95	-2.72	3.0702e-03	1.5007e+00	4.2616e-03
95	-2.67	2.4096e-03	1.2209e+00	4.0432e-03
95	-2.62	2.7299e-03	1.2117e+00	3.7127e-03
95	-2.57	3.0170e-03	1.0985e+00	4.4119e-03
95	-2.52	2.3419e-03	9.1399e-01	4.5104e-03
95	-2.47	2.2419e-03	8.6526e-01	4.2776e-03
95	-2.42	2.3196e-03	7.4707e-01	4.2947e-03
95	-2.37	2.5995e-03	7.4746e-01	4.5236e-03
95	-2.32	2.4810e-03	6.5369e-01	4.6154e-03
95	-2.27	2.0649e-03	6.6982e-01	5.1053e-03
95	-2.22	2.1881e-03	4.7530e-01	4.8109e-03
95	-2.17	2.5184e-03	4.1660e-01	5.0885e-03
95	-2.12	2.1409e-03	3.4736e-01	4.4891e-03
95	-2.07	2.3287e-03	3.1837e-01	4.6369e-03
95	-2.02	2.5418e-03	3.2738e-01	4.9921e-03
95	-1.97	2.3387e-03	2.8342e-01	4.7100e-03
95	-1.92	2.3603e-03	2.3392e-01	5.0402e-03
95	-1.87	2.3690e-03	2.7251e-01	5.2235e-03
95	-1.82	2.3306e-03	1.8070e-01	4.9035e-03
95	-1.77	2.1954e-03	1.8597e-01	4.8793e-03
95	-1.72	2.1995e-03	1.4794e-01	5.4210e-03
95	-1.67	2.3647e-03	1.3359e-01	5.0928e-03
95	-1.62	2.3405e-03	1.3227e-01	5.1104e-03
95	-1.57	2.3228e-03	1.0706e-01	5.2067e-03
95	-1.52	2.2060e-03	9.3978e-02	5.1320e-03
95	-1.47	2.1362e-03	9.0175e-02	5.2130e-03
95	-1.42	2.8180e-03	7.8108e-02	5.0135e-03
95	-1.37	2.3027e-03	7.7435e-02	5.1110e-03
95	-1.32	2.3405e-03	5.6868e-02	5.2028e-03
95	-1.27	2.4307e-03	4.6570e-02	5.0809e-03
95	-1.22	2.2055e-03	4.0961e-02	5.1239e-03
95	-1.17	2.2653e-03	4.3385e-02	5.1156e-03
95	-1.12	2.2710e-03	3.9424e-02	4.9829e-03
95	-1.07	2.2005e-03	3.4482e-02	4.9375e-03
95	-1.02	2.1998e-03	3.0332e-02	4.9647e-03
95	-0.97	2.1464e-03	2.7350e-02	4.9732e-03
95	-0.92	2.1722e-03	2.4359e-02	4.8231e-03
95	-0.87	2.0661e-03	2.1125e-02	4.8980e-03
95	-0.82	2.1195e-03	2.0035e-02	4.6641e-03
95	-0.77	2.1270e-03	1.6320e-02	4.6963e-03
95	-0.72	2.1079e-03	1.5844e-02	4.5879e-03
95	-0.67	2.1311e-03	1.3628e-02	4.5615e-03
95	-0.62	2.0838e-03	1.4549e-02	4.5786e-03
95	-0.57	2.0480e-03	1.0795e-02	4.5028e-03
95	-0.52	2.0835e-03	1.1101e-02	4.5477e-03
95	-0.47	1.9880e-03	9.6931e-03	4.3593e-03
95	-0.42	1.9563e-03	9.5985e-03	4.3735e-03
95	-0.37	2.0250e-03	6.9567e-03	4.3281e-03
