#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
75	-7.12	0.0000e+00	0.0000e+00	0.0000e+00
75	-7.07	0.0000e+00	0.0000e+00	0.0000e+00
75	-7.02	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.97	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.92	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.87	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.82	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.77	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.72	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.67	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.62	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.57	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.52	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.47	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.42	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.37	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.32	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.27	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.22	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.17	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.12	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.07	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.02	0.0000e+00	0.0000e+00	0.0000e+00
75	-5.97	8.1993e-02	0.0000e+00	0.0000e+00
75	-5.92	0.0000e+00	0.0000e+00	0.0000e+00
75	-5.87	0.0000e+00	0.0000e+00	0.0000e+00
75	-5.82	0.0000e+00	0.0000e+00	0.0000e+00
75	-5.77	0.0000e+00	0.0000e+00	0.0000e+00
75	-5.72	0.0000e+00	0.0000e+00	0.0000e+00
75	-5.67	0.0000e+00	0.0000e+00	0.0000e+00
75	-5.62	0.0000e+00	0.0000e+00	0.0000e+00
75	-5.57	0.0000e+00	0.0000e+00	0.0000e+00
75	-5.52	0.0000e+00	3.4736e+01	0.0000e+00
75	-5.47	0.0000e+00	2.7380e+01	0.0000e+00
75	-5.42	0.0000e+00	7.5103e+01	0.0000e+00
75	-5.37	0.0000e+00	6.6936e+01	0.0000e+00
75	-5.32	0.0000e+00	6.8834e+01	0.0000e+00
75	-5.27	0.0000e+00	7.7708e+01	0.0000e+00
75	-5.22	0.0000e+00	9.4774e+01	0.0000e+00
75	-5.17	0.0000e+00	6.4975e+01	0.0000e+00
75	-5.12	0.0000e+00	1.0424e+02	0.0000e+00
75	-5.07	0.0000e+00	7.4836e+01	0.0000e+00
75	-5.02	9.1997e-03	1.0297e+02	0.0000e+00
75	-4.97	0.0000e+00	6.9677e+01	0.0000e+00
75	-4.92	1.4615e-02	5.8468e+01	0.0000e+00
75	-4.87	0.0000e+00	6.6751e+01	6.5129e-03
