#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
100	0.25	1.7843e-03	1.7710e-03	3.8915e-03
100	0.30	1.7955e-03	1.2561e-03	3.8784e-03
100	0.35	1.8101e-03	1.5796e-03	3.8882e-03
100	0.40	1.7849e-03	1.2350e-03	3.8521e-03
100	0.45	1.7686e-03	1.1095e-03	3.8624e-03
100	0.50	1.7554e-03	1.0199e-03	3.8403e-03
100	0.55	1.7600e-03	9.3994e-04	3.8326e-03
100	0.60	1.7554e-03	7.4386e-04	3.8273e-03
100	0.65	1.7569e-03	6.6789e-04	3.8373e-03
100	0.70	1.7396e-03	5.8714e-04	3.8097e-03
100	0.75	1.7303e-03	5.2819e-04	3.7862e-03
100	0.80	1.7314e-03	4.7740e-04	3.7761e-03
100	0.85	1.7234e-03	3.9720e-04	3.7614e-03
100	0.90	1.7165e-03	3.2547e-04	3.7319e-03
100	0.95	1.7081e-03	3.4297e-04	3.7250e-03
100	1.00	1.6975e-03	3.0889e-04	3.6840e-03
100	1.05	1.6861e-03	2.5640e-04	3.6593e-03
100	1.10	1.6629e-03	1.9123e-04	3.6189e-03
100	1.15	1.6513e-03	2.2060e-04	3.5754e-03
100	1.20	1.6379e-03	1.4610e-04	3.5344e-03
100	1.25	1.6123e-03	1.2677e-04	3.4754e-03
100	1.30	1.5859e-03	1.2539e-04	3.4017e-03
100	1.35	1.5566e-03	1.1453e-04	3.3120e-03
100	1.40	1.5211e-03	1.0061e-04	3.2036e-03
100	1.45	1.4711e-03	9.1602e-05	3.0778e-03
100	1.50	1.4131e-03	8.3802e-05	2.9258e-03
100	1.55	1.3429e-03	6.1222e-05	2.7518e-03
100	1.60	1.2656e-03	6.2740e-05	2.5479e-03
100	1.65	1.1706e-03	5.3012e-05	2.2998e-03
100	1.70	1.0594e-03	4.2276e-05	2.0222e-03
100	1.75	9.2846e-04	3.8514e-05	1.7171e-03
100	1.80	7.7870e-04	2.5812e-05	1.3662e-03
100	1.85	6.0639e-04	2.1471e-05	9.9474e-04
100	1.90	4.1302e-04	1.9136e-05	6.2150e-04
100	1.95	2.0437e-04	1.6080e-05	2.6785e-04
100	2.00	2.3889e-05	4.5601e-06	2.5897e-05
