#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
55	-7.26	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.21	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.16	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.11	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.06	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.01	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.96	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.91	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.86	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.81	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.76	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.71	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.66	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.61	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.56	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.51	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.46	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.41	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.36	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.31	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.26	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.21	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.16	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.11	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.06	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.01	0.0000e+00	0.0000e+00	0.0000e+00
55	-5.96	0.0000e+00	0.0000e+00	0.0000e+00
55	-5.91	7.0543e-02	0.0000e+00	0.0000e+00
55	-5.86	0.0000e+00	0.0000e+00	0.0000e+00
55	-5.81	0.0000e+00	0.0000e+00	0.0000e+00
55	-5.76	4.9940e-02	0.0000e+00	0.0000e+00
55	-5.71	0.0000e+00	0.0000e+00	0.0000e+00
55	-5.66	0.0000e+00	9.9173e+00	0.0000e+00
55	-5.61	0.0000e+00	8.8388e+00	0.0000e+00
55	-5.56	0.0000e+00	3.9388e+01	0.0000e+00
55	-5.51	0.0000e+00	6.3188e+01	0.0000e+00
55	-5.46	0.0000e+00	8.2772e+01	0.0000e+00
55	-5.41	2.2308e-02	9.5878e+01	0.0000e+00
55	-5.36	0.0000e+00	1.1203e+02	0.0000e+00
55	-5.31	0.0000e+00	1.2074e+02	0.0000e+00
55	-5.26	0.0000e+00	1.0529e+02	0.0000e+00
55	-5.21	0.0000e+00	1.2563e+02	0.0000e+00
55	-5.16	0.0000e+00	1.2043e+02	0.0000e+00
55	-5.11	0.0000e+00	1.0903e+02	0.0000e+00
55	-5.06	9.9644e-03	9.2181e+01	0.0000e+00
55	-5.01	8.8808e-03	6.6624e+01	0.0000e+00
55	-4.96	0.0000e+00	6.3304e+01	0.0000e+00
55	-4.91	0.0000e+00	7.0543e+01	0.0000e+00
55	-4.86	6.2871e-03	7.4980e+01	0.0000e+00
55	-4.81	5.6034e-03	6.2282e+01	0.0000e+00
55	-4.76	0.0000e+00	6.1172e+01	0.0000e+00
55	-4.71	4.4509e-03	4.4331e+01	0.0000e+00
55	-4.66	7.9338e-03	5.5426e+01	0.0000e+00
55	-4.61	3.5355e-03	4.0269e+01	7.0710e-03
55	-4.56	3.1510e-03	3.5336e+01	1.2604e-02
55	-4.51	1.1233e-02	4.4392e+01	8.4251e-03
55	-4.46	2.5029e-03	4.0122e+01	5.0059e-03
55	-4.41	2.2308e-03	3.5190e+01	4.4615e-03
55	-4.36	3.9763e-03	3.5306e+01	1.9882e-03
55	-4.31	5.3159e-03	2.8684e+01	3.5439e-03
55	-4.26	6.3170e-03	2.6982e+01	3.1585e-03
55	-4.21	2.8150e-03	2.6083e+01	7.0376e-03
55	-4.16	1.2544e-03	2.1804e+01	3.7633e-03
55	-4.11	5.5901e-03	2.2139e+01	4.4721e-03
55	-4.06	3.9858e-03	1.8569e+01	3.9858e-03
55	-4.01	3.5523e-03	1.8704e+01	5.3285e-03
55	-3.96	2.3745e-03	1.5333e+01	7.9150e-03
55	-3.91	4.2326e-03	1.4856e+01	6.3488e-03
55	-3.86	4.4010e-03	1.3637e+01	7.5445e-03
55	-3.81	3.9224e-03	1.0926e+01	1.0086e-02
55	-3.76	3.4958e-03	1.2662e+01	5.9928e-03
55	-3.71	4.8960e-03	1.0747e+01	8.9019e-03
55	-3.66	3.5702e-03	9.4214e+00	8.7272e-03
55	-3.61	5.3033e-03	7.0590e+00	7.4246e-03
55	-3.56	4.4114e-03	7.6551e+00	5.3567e-03
55	-3.51	3.6509e-03	8.2414e+00	6.4592e-03
55	-3.46	5.0059e-03	6.3425e+00	6.2574e-03
55	-3.41	3.7923e-03	4.8662e+00	5.3538e-03
55	-3.36	5.3680e-03	4.5147e+00	7.5550e-03
55	-3.31	2.3035e-03	4.9996e+00	7.0878e-03
55	-3.26	4.4219e-03	4.5149e+00	9.0017e-03
55	-3.21	5.2078e-03	3.8058e+00	6.4745e-03
55	-3.16	4.1397e-03	4.5235e+00	6.5231e-03
55	-3.11	5.4783e-03	2.9774e+00	5.1429e-03
55	-3.06	4.2847e-03	2.4398e+00	6.8754e-03
55	-3.01	3.2859e-03	2.4516e+00	7.7263e-03
55	-2.96	4.2741e-03	2.2087e+00	5.5405e-03
55	-2.91	4.5853e-03	2.1284e+00	8.4651e-03
55	-2.86	4.8411e-03	1.7343e+00	6.7901e-03
55	-2.81	3.9224e-03	1.6827e+00	7.1724e-03
55	-2.76	4.5945e-03	1.3092e+00	6.5921e-03
55	-2.71	3.8278e-03	1.2653e+00	6.7209e-03
55	-2.66	3.9272e-03	1.1038e+00	7.0611e-03
55	-2.61	4.1012e-03	8.7200e-01	7.1417e-03
55	-2.56	4.3484e-03	9.7036e-01	6.8062e-03
55	-2.51	4.5776e-03	8.7820e-01	7.3017e-03
55	-2.46	4.1549e-03	7.7654e-01	7.0833e-03
55	-2.41	4.4838e-03	7.0447e-01	7.6738e-03
55	-2.36	3.8570e-03	5.9625e-01	7.5152e-03
55	-2.31	4.5716e-03	5.1681e-01	7.0524e-03
55	-2.26	3.9165e-03	4.4232e-01	7.3435e-03
55	-2.21	3.5469e-03	4.2932e-01	6.7842e-03
55	-2.16	3.4623e-03	4.0363e-01	7.2758e-03
55	-2.11	3.4212e-03	3.3173e-01	7.7479e-03
55	-2.06	3.7665e-03	3.2201e-01	7.0548e-03
55	-2.01	3.6056e-03	2.4825e-01	7.1668e-03
55	-1.96	3.4272e-03	2.5049e-01	7.1552e-03
55	-1.91	4.1409e-03	2.3900e-01	7.2871e-03
55	-1.86	3.6717e-03	2.0194e-01	7.4942e-03
55	-1.81	3.7038e-03	1.6812e-01	7.3124e-03
55	-1.76	3.8754e-03	1.7348e-01	7.5710e-03
55	-1.71	3.7076e-03	1.3804e-01	7.5532e-03
55	-1.66	3.6813e-03	1.2213e-01	7.4221e-03
55	-1.61	3.6911e-03	1.2291e-01	7.2796e-03
55	-1.56	3.7308e-03	1.0187e-01	7.4994e-03
55	-1.51	3.6986e-03	9.0870e-02	7.5741e-03
55	-1.46	3.8370e-03	9.1097e-02	7.4237e-03
55	-1.41	3.9953e-03	7.6133e-02	7.5734e-03
55	-1.36	3.8829e-03	7.0216e-02	7.2170e-03
55	-1.31	3.5882e-03	6.4846e-02	7.6212e-03
55	-1.26	3.6955e-03	5.2960e-02	7.4730e-03
55	-1.21	3.7088e-03	4.5599e-02	7.5851e-03
55	-1.16	3.7834e-03	4.4207e-02	7.5630e-03
55	-1.11	3.6638e-03	3.4075e-02	7.4829e-03
55	-1.06	3.7466e-03	3.0857e-02	7.3378e-03
55	-1.01	3.6633e-03	3.0322e-02	7.4128e-03
55	-0.96	3.5182e-03	2.7239e-02	7.4757e-03
55	-0.91	3.5511e-03	2.1128e-02	7.1326e-03
55	-0.86	3.6490e-03	1.9681e-02	7.4785e-03
55	-0.81	3.4153e-03	1.5266e-02	7.4015e-03
55	-0.76	3.4259e-03	1.5075e-02	7.3467e-03
55	-0.71	3.3471e-03	1.3706e-02	7.3690e-03
55	-0.66	3.3493e-03	1.3702e-02	7.3074e-03
55	-0.61	3.3110e-03	1.2563e-02	7.2686e-03
55	-0.56	3.4047e-03	1.2018e-02	7.2297e-03
55	-0.51	3.2967e-03	9.9719e-03	7.2517e-03
55	-0.46	3.3227e-03	8.3558e-03	7.1990e-03
55	-0.41	3.2997e-03	7.9770e-03	7.0782e-03
55	-0.36	3.3196e-03	6.9596e-03	7.1204e-03
55	-0.31	3.3327e-03	6.6978e-03	7.1773e-03
55	-0.26	3.2803e-03	5.5647e-03	7.0987e-03
55	-0.21	3.2778e-03	4.1928e-03	7.1074e-03
