#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
55	-7.26	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.21	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.16	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.11	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.06	0.0000e+00	0.0000e+00	0.0000e+00
55	-7.01	5.3286e+01	0.0000e+00	0.0000e+00
55	-6.96	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.91	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.86	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.81	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.76	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.71	1.7804e+01	0.0000e+00	0.0000e+00
55	-6.66	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.61	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.56	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.51	8.4252e+00	0.0000e+00	0.0000e+00
55	-6.46	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.41	1.5616e+01	0.0000e+00	0.0000e+00
55	-6.36	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.31	5.3160e+00	0.0000e+00	0.0000e+00
55	-6.26	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.21	0.0000e+00	0.0000e+00	0.0000e+00
55	-6.16	6.2724e+00	0.0000e+00	0.0000e+00
55	-6.11	6.7083e+00	0.0000e+00	0.0000e+00
55	-6.06	2.9894e+00	0.0000e+00	0.0000e+00
55	-6.01	3.5524e+00	0.0000e+00	0.0000e+00
55	-5.96	3.1661e+00	0.0000e+00	0.0000e+00
55	-5.91	4.2327e+00	0.0000e+00	0.0000e+00
55	-5.86	4.4011e+00	0.0000e+00	0.0000e+00
55	-5.81	2.2414e+00	0.0000e+00	5.6035e-01
55	-5.76	2.9965e+00	0.0000e+00	0.0000e+00
55	-5.71	3.5608e+00	0.0000e+00	0.0000e+00
55	-5.66	4.7604e+00	0.0000e+00	0.0000e+00
55	-5.61	2.4749e+00	0.0000e+00	0.0000e+00
55	-5.56	4.4115e+00	0.0000e+00	0.0000e+00
55	-5.51	3.9318e+00	0.0000e+00	0.0000e+00
55	-5.46	5.5066e+00	0.0000e+00	0.0000e+00
55	-5.41	3.3462e+00	0.0000e+00	4.4616e-01
55	-5.36	2.5847e+00	0.0000e+00	1.9882e-01
55	-5.31	2.4808e+00	0.0000e+00	1.7720e-01
55	-5.26	3.4744e+00	0.0000e+00	6.3171e-01
55	-5.21	3.8004e+00	0.0000e+00	2.8151e-01
55	-5.16	2.3835e+00	1.2545e-01	5.0179e-01
55	-5.11	3.2423e+00	0.0000e+00	4.4722e-01
55	-5.06	3.1887e+00	0.0000e+00	2.9894e-01
55	-5.01	4.3517e+00	0.0000e+00	5.3286e-01
55	-4.96	3.0869e+00	0.0000e+00	4.7491e-01
55	-4.91	2.9629e+00	0.0000e+00	6.3490e-01
55	-4.86	3.1436e+00	6.2873e-02	7.5447e-01
55	-4.81	3.4742e+00	0.0000e+00	6.7242e-01
55	-4.76	3.5458e+00	0.0000e+00	1.0987e+00
55	-4.71	3.6053e+00	0.0000e+00	1.3798e+00
55	-4.66	3.2926e+00	3.9670e-02	1.5471e+00
55	-4.61	3.1467e+00	0.0000e+00	1.8385e+00
55	-4.56	2.8990e+00	0.0000e+00	2.2373e+00
55	-4.51	3.2297e+00	5.6168e-02	3.0050e+00
55	-4.46	3.7545e+00	0.0000e+00	3.4291e+00
55	-4.41	3.2570e+00	0.0000e+00	4.0824e+00
55	-4.36	3.4794e+00	0.0000e+00	4.6922e+00
55	-4.31	3.4554e+00	0.0000e+00	6.0602e+00
55	-4.26	3.3165e+00	0.0000e+00	6.4435e+00
55	-4.21	3.5329e+00	0.0000e+00	7.2488e+00
55	-4.16	3.6129e+00	0.0000e+00	9.1576e+00
55	-4.11	3.0746e+00	0.0000e+00	9.6711e+00
55	-4.06	3.3282e+00	0.0000e+00	1.0961e+01
55	-4.01	3.1527e+00	0.0000e+00	1.2469e+01
55	-3.96	3.1898e+00	1.5830e-02	1.4049e+01
55	-3.91	3.3579e+00	0.0000e+00	1.5915e+01
55	-3.86	3.6215e+00	0.0000e+00	1.7409e+01
55	-3.81	3.2556e+00	0.0000e+00	1.8968e+01
55	-3.76	3.5059e+00	0.0000e+00	2.1120e+01
55	-3.71	3.3828e+00	0.0000e+00	2.2780e+01
55	-3.66	3.3124e+00	3.9670e-03	2.4853e+01
55	-3.61	3.2633e+00	1.0607e-02	2.6149e+01
55	-3.56	3.2960e+00	0.0000e+00	2.6860e+01
55	-3.51	3.4515e+00	8.4252e-03	2.8146e+01
55	-3.46	3.3065e+00	0.0000e+00	2.8837e+01
55	-3.41	3.2190e+00	2.2308e-03	2.9079e+01
55	-3.36	3.3819e+00	1.9882e-03	2.9306e+01
55	-3.31	3.3118e+00	1.7720e-03	2.8637e+01
55	-3.26	3.3276e+00	6.3171e-03	2.7656e+01
55	-3.21	3.2683e+00	5.6302e-03	2.6825e+01
55	-3.16	3.3356e+00	1.0036e-02	2.4806e+01
55	-3.11	3.2848e+00	1.2299e-02	2.3166e+01
55	-3.06	3.3959e+00	1.6940e-02	2.0943e+01
55	-3.01	3.3961e+00	2.3091e-02	1.9030e+01
55	-2.96	3.3307e+00	3.1661e-02	1.7001e+01
55	-2.91	3.3748e+00	4.0210e-02	1.5118e+01
55	-2.86	3.3404e+00	5.4699e-02	1.3755e+01
55	-2.81	3.2114e+00	5.0432e-02	1.2179e+01
55	-2.76	3.2657e+00	6.4924e-02	1.0901e+01
55	-2.71	3.2190e+00	9.3472e-02	9.8461e+00
55	-2.66	3.2462e+00	1.1306e-01	9.0443e+00
55	-2.61	3.3259e+00	1.5486e-01	8.3259e+00
55	-2.56	3.3168e+00	1.8717e-01	7.9401e+00
55	-2.51	3.2547e+00	2.5051e-01	7.5476e+00
55	-2.46	3.3057e+00	2.9560e-01	7.3961e+00
55	-2.41	3.3078e+00	3.4198e-01	7.3050e+00
55	-2.36	3.2603e+00	4.0559e-01	7.4079e+00
55	-2.31	3.2798e+00	4.7064e-01	7.4716e+00
55	-2.26	3.2903e+00	5.4012e-01	7.7323e+00
55	-2.21	3.2485e+00	5.9440e-01	7.9039e+00
55	-2.16	3.2370e+00	6.7829e-01	8.2115e+00
55	-2.11	3.2389e+00	7.6340e-01	8.5565e+00
55	-2.06	3.2303e+00	8.3225e-01	8.9551e+00
55	-2.01	3.1691e+00	9.4094e-01	9.3095e+00
55	-1.96	3.1683e+00	1.0264e+00	9.6341e+00
55	-1.91	3.1469e+00	1.1020e+00	9.9530e+00
55	-1.86	3.1649e+00	1.1989e+00	1.0246e+01
55	-1.81	3.0987e+00	1.3208e+00	1.0522e+01
55	-1.76	3.0928e+00	1.4100e+00	1.0790e+01
55	-1.71	3.0253e+00	1.5060e+00	1.1019e+01
55	-1.66	2.9921e+00	1.5938e+00	1.1148e+01
55	-1.61	2.9601e+00	1.6925e+00	1.1271e+01
55	-1.56	2.9096e+00	1.7900e+00	1.1281e+01
55	-1.51	2.8624e+00	1.8590e+00	1.1262e+01
55	-1.46	2.8134e+00	1.9481e+00	1.1178e+01
55	-1.41	2.7538e+00	1.9997e+00	1.1018e+01
55	-1.36	2.6853e+00	2.0663e+00	1.0821e+01
55	-1.31	2.6080e+00	2.1067e+00	1.0548e+01
55	-1.26	2.5341e+00	2.1387e+00	1.0253e+01
55	-1.21	2.4599e+00	2.1579e+00	9.8941e+00
55	-1.16	2.3702e+00	2.1642e+00	9.5159e+00
55	-1.11	2.2702e+00	2.1650e+00	9.0727e+00
55	-1.06	2.1798e+00	2.1318e+00	8.5882e+00
55	-1.01	2.0640e+00	2.1047e+00	8.0954e+00
55	-0.96	1.9629e+00	2.0600e+00	7.5876e+00
55	-0.91	1.8466e+00	1.9985e+00	7.0922e+00
55	-0.86	1.7369e+00	1.9236e+00	6.5615e+00
55	-0.81	1.6231e+00	1.8498e+00	6.0552e+00
55	-0.76	1.5014e+00	1.7661e+00	5.5467e+00
55	-0.71	1.3865e+00	1.6803e+00	5.0516e+00
55	-0.66	1.2766e+00	1.5854e+00	4.5769e+00
55	-0.61	1.1645e+00	1.4908e+00	4.1025e+00
55	-0.56	1.0539e+00	1.3900e+00	3.6791e+00
55	-0.51	9.5423e-01	1.2840e+00	3.2702e+00
55	-0.46	8.5679e-01	1.1885e+00	2.8877e+00
55	-0.41	7.5971e-01	1.0922e+00	2.5362e+00
55	-0.36	6.7362e-01	9.9692e-01	2.2143e+00
55	-0.31	5.9401e-01	8.9903e-01	1.9274e+00
55	-0.26	5.1686e-01	8.0832e-01	1.6615e+00
55	-0.21	4.5067e-01	7.2051e-01	1.4265e+00
