#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
50	-7.30	0.0000e+00	0.0000e+00	0.0000e+00
50	-7.25	0.0000e+00	0.0000e+00	0.0000e+00
50	-7.20	0.0000e+00	0.0000e+00	0.0000e+00
50	-7.15	0.0000e+00	0.0000e+00	0.0000e+00
50	-7.10	0.0000e+00	0.0000e+00	0.0000e+00
50	-7.05	0.0000e+00	0.0000e+00	0.0000e+00
50	-7.00	3.4850e+01	0.0000e+00	0.0000e+00
50	-6.95	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.90	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.85	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.80	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.75	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.70	2.1833e+01	0.0000e+00	0.0000e+00
50	-6.65	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.60	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.55	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.50	1.3776e+01	0.0000e+00	0.0000e+00
50	-6.45	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.40	2.1885e+00	0.0000e+00	0.0000e+00
50	-6.35	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.30	1.7384e+00	0.0000e+00	0.0000e+00
50	-6.25	0.0000e+00	0.0000e+00	0.0000e+00
50	-6.20	4.1425e+00	0.0000e+00	0.0000e+00
50	-6.15	3.6920e+00	0.0000e+00	0.0000e+00
50	-6.10	3.2905e+00	0.0000e+00	0.0000e+00
50	-6.05	3.9103e+00	0.0000e+00	0.0000e+00
50	-6.00	1.7425e+00	0.0000e+00	0.0000e+00
50	-5.95	6.9886e+00	0.0000e+00	0.0000e+00
50	-5.90	3.4603e+00	0.0000e+00	0.0000e+00
50	-5.85	2.4672e+00	0.0000e+00	0.0000e+00
50	-5.80	2.7486e+00	0.0000e+00	0.0000e+00
50	-5.75	2.9397e+00	0.0000e+00	0.0000e+00
50	-5.70	3.0566e+00	0.0000e+00	0.0000e+00
50	-5.65	2.3351e+00	0.0000e+00	0.0000e+00
50	-5.60	3.1217e+00	0.0000e+00	0.0000e+00
50	-5.55	2.7822e+00	0.0000e+00	0.0000e+00
50	-5.50	1.9286e+00	0.0000e+00	0.0000e+00
50	-5.45	5.1566e+00	0.0000e+00	0.0000e+00
50	-5.40	3.7204e+00	0.0000e+00	0.0000e+00
50	-5.35	3.3158e+00	0.0000e+00	0.0000e+00
50	-5.30	3.4768e+00	0.0000e+00	0.0000e+00
50	-5.25	3.5635e+00	0.0000e+00	1.5493e-01
50	-5.20	3.4521e+00	1.3808e-01	4.1425e-01
50	-5.15	2.5844e+00	0.0000e+00	0.0000e+00
50	-5.10	3.4002e+00	0.0000e+00	3.2905e-01
50	-5.05	2.7372e+00	0.0000e+00	4.8878e-01
50	-5.00	2.2653e+00	8.7125e-02	2.6138e-01
50	-4.95	3.4166e+00	7.7651e-02	4.6590e-01
50	-4.90	3.8755e+00	0.0000e+00	9.6889e-01
50	-4.85	3.7008e+00	0.0000e+00	9.2520e-01
50	-4.80	2.7486e+00	5.4972e-02	1.2094e+00
50	-4.75	3.4786e+00	4.8994e-02	9.7988e-01
50	-4.70	3.7116e+00	0.0000e+00	1.0917e+00
50	-4.65	3.3469e+00	0.0000e+00	1.7902e+00
50	-4.60	3.6420e+00	0.0000e+00	2.0117e+00
50	-4.55	3.3077e+00	0.0000e+00	2.2876e+00
50	-4.50	3.4164e+00	0.0000e+00	2.9756e+00
50	-4.45	2.8484e+00	0.0000e+00	3.6833e+00
50	-4.40	3.3046e+00	0.0000e+00	4.3989e+00
50	-4.35	3.0233e+00	0.0000e+00	4.4666e+00
50	-4.30	3.3029e+00	1.7384e-02	5.1456e+00
50	-4.25	3.2846e+00	0.0000e+00	6.0424e+00
50	-4.20	3.4521e+00	0.0000e+00	7.3185e+00
50	-4.15	3.1875e+00	0.0000e+00	7.8148e+00
50	-4.10	3.3015e+00	0.0000e+00	9.7180e+00
50	-4.05	3.3628e+00	0.0000e+00	9.8147e+00
50	-4.00	3.2846e+00	0.0000e+00	1.1840e+01
50	-3.95	3.1449e+00	7.7651e-03	1.4187e+01
50	-3.90	3.4395e+00	1.3841e-02	1.5890e+01
50	-3.85	3.3739e+00	6.1680e-03	1.7203e+01
50	-3.80	3.3808e+00	5.4972e-03	1.8949e+01
50	-3.75	3.4639e+00	4.8994e-03	1.9887e+01
