#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
65	-3.39	2.7532e-03	5.2392e+00	4.8711e-03
65	-3.34	3.5864e-03	4.7838e+00	6.4177e-03
65	-3.29	3.3646e-03	4.6330e+00	6.7292e-03
65	-3.24	2.8488e-03	3.5346e+00	5.5476e-03
65	-3.19	3.7416e-03	3.9429e+00	6.5478e-03
65	-3.14	2.2628e-03	3.6658e+00	4.4066e-03
65	-3.09	3.3967e-03	2.8073e+00	6.3687e-03
65	-3.04	3.0273e-03	2.8060e+00	5.5815e-03
65	-2.99	2.5294e-03	2.3208e+00	6.5765e-03
65	-2.94	3.6070e-03	2.3877e+00	5.2602e-03
65	-2.89	3.2147e-03	2.1306e+00	6.0276e-03
65	-2.84	2.9845e-03	1.6572e+00	5.8496e-03
65	-2.79	3.8303e-03	1.6397e+00	6.5966e-03
65	-2.74	4.0301e-03	1.2614e+00	7.0646e-03
65	-2.69	2.9157e-03	1.4828e+00	6.1273e-03
65	-2.64	4.3311e-03	1.1031e+00	6.1389e-03
65	-2.59	3.0881e-03	1.1416e+00	5.5048e-03
65	-2.54	3.3506e-03	9.2580e-01	6.5516e-03
65	-2.49	3.3861e-03	7.6140e-01	5.8924e-03
65	-2.44	4.0159e-03	7.1206e-01	6.2972e-03
65	-2.39	3.9181e-03	6.5345e-01	6.6290e-03
65	-2.34	3.8317e-03	7.6103e-01	6.4366e-03
65	-2.29	3.6337e-03	5.2770e-01	6.4936e-03
65	-2.24	3.5684e-03	4.6667e-01	7.1519e-03
65	-2.19	3.9020e-03	4.1969e-01	6.5879e-03
65	-2.14	3.5134e-03	3.6278e-01	6.7766e-03
65	-2.09	3.7363e-03	3.2829e-01	6.5810e-03
65	-2.04	3.5097e-03	3.2769e-01	7.1614e-03
65	-1.99	4.1230e-03	2.8368e-01	6.5681e-03
65	-1.94	3.5168e-03	2.1894e-01	6.8908e-03
65	-1.89	3.4156e-03	2.5140e-01	7.1929e-03
65	-1.84	3.5157e-03	1.9937e-01	7.0494e-03
65	-1.79	3.6388e-03	1.7823e-01	7.3148e-03
65	-1.74	3.5418e-03	1.6054e-01	7.4060e-03
65	-1.69	3.5919e-03	1.3486e-01	7.3697e-03
65	-1.64	3.4385e-03	1.3131e-01	7.2913e-03
65	-1.59	3.5379e-03	9.4160e-02	7.3208e-03
65	-1.54	3.3446e-03	1.1315e-01	7.5627e-03
65	-1.49	3.4048e-03	7.6476e-02	7.1136e-03
65	-1.44	3.4100e-03	6.1052e-02	7.3998e-03
65	-1.39	3.3780e-03	6.8503e-02	7.3829e-03
65	-1.34	3.4674e-03	5.6859e-02	7.1614e-03
65	-1.29	3.3528e-03	5.7659e-02	7.2995e-03
65	-1.24	3.2611e-03	4.8147e-02	7.1429e-03
65	-1.19	3.1536e-03	5.0160e-02	7.0302e-03
65	-1.14	3.1418e-03	4.1689e-02	7.0708e-03
65	-1.09	3.1631e-03	3.9329e-02	6.9546e-03
65	-1.04	3.2080e-03	3.0585e-02	6.8889e-03
65	-0.99	3.2394e-03	2.9438e-02	6.8581e-03
65	-0.94	3.0111e-03	2.8429e-02	6.6804e-03
65	-0.89	3.0540e-03	2.1302e-02	6.6853e-03
65	-0.84	3.0490e-03	1.9028e-02	6.6501e-03
65	-0.79	3.1377e-03	1.9195e-02	6.5897e-03
65	-0.74	3.0273e-03	1.4938e-02	6.4781e-03
65	-0.69	3.0112e-03	1.3328e-02	6.5313e-03
65	-0.64	2.9448e-03	1.1161e-02	6.4206e-03
65	-0.59	2.8058e-03	1.1670e-02	6.3249e-03
65	-0.54	2.8498e-03	9.7612e-03	6.4011e-03
65	-0.49	2.8894e-03	1.0841e-02	6.3803e-03
65	-0.44	2.8701e-03	8.0742e-03	6.2271e-03
65	-0.39	2.8333e-03	6.9250e-03	6.2410e-03
65	-0.34	2.7953e-03	6.4402e-03	6.1920e-03
65	-0.29	2.8562e-03	5.9731e-03	6.1360e-03
65	-0.24	2.8597e-03	5.9836e-03	6.1407e-03
65	-0.19	2.8198e-03	5.9337e-03	6.0742e-03
65	-0.14	2.8087e-03	3.7500e-03	6.0495e-03
65	-0.09	2.7846e-03	4.0359e-03	6.0380e-03
65	-0.04	2.7885e-03	3.2240e-03	6.0410e-03
65	0.01	2.7718e-03	2.8212e-03	5.9979e-03
65	0.06	2.7139e-03	2.6876e-03	5.9426e-03
65	0.11	2.7298e-03	2.0802e-03	5.9619e-03
65	0.16	2.7305e-03	1.8273e-03	5.9176e-03
65	0.21	2.7015e-03	1.8459e-03	5.8872e-03
65	0.26	2.7006e-03	1.6393e-03	5.9185e-03
65	0.31	2.7238e-03	1.5098e-03	5.8675e-03
65	0.36	2.7275e-03	1.1976e-03	5.8816e-03
65	0.41	2.6930e-03	1.0630e-03	5.8694e-03
65	0.46	2.6852e-03	9.4289e-04	5.8267e-03
65	0.51	2.6739e-03	8.2243e-04	5.8335e-03
65	0.56	2.6907e-03	7.1173e-04	5.8131e-03
65	0.61	2.6616e-03	6.7024e-04	5.7919e-03
65	0.66	2.6423e-03	6.6382e-04	5.7338e-03
65	0.71	2.6366e-03	5.5805e-04	5.7509e-03
65	0.76	2.6260e-03	4.3500e-04	5.6991e-03
65	0.81	2.6088e-03	5.3358e-04	5.6663e-03
65	0.86	2.5828e-03	3.7143e-04	5.6160e-03
65	0.91	2.5692e-03	3.1385e-04	5.5631e-03
65	0.96	2.5460e-03	3.0299e-04	5.4921e-03
65	1.01	2.5086e-03	2.0931e-04	5.4388e-03
65	1.06	2.4819e-03	2.7717e-04	5.3417e-03
65	1.11	2.4405e-03	2.0057e-04	5.2164e-03
65	1.16	2.3869e-03	1.8602e-04	5.0951e-03
65	1.21	2.3220e-03	1.5130e-04	4.9361e-03
65	1.26	2.2578e-03	1.1526e-04	4.7540e-03
65	1.31	2.1701e-03	1.1515e-04	4.5250e-03
65	1.36	2.0716e-03	9.7921e-05	4.2516e-03
65	1.41	1.9471e-03	8.0283e-05	3.9252e-03
65	1.46	1.8022e-03	6.8005e-05	3.5437e-03
65	1.51	1.6315e-03	6.4673e-05	3.1190e-03
65	1.56	1.4290e-03	4.6939e-05	2.6308e-03
65	1.61	1.2000e-03	3.9710e-05	2.0993e-03
65	1.66	9.3023e-04	3.3485e-05	1.5363e-03
65	1.71	6.3228e-04	2.9861e-05	9.6047e-04
65	1.76	3.1523e-04	1.9261e-05	4.1436e-04
65	1.81	3.7483e-05	8.3518e-06	4.1008e-05
