#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
85	-7.07	0.0000e+00	0.0000e+00	0.0000e+00
85	-7.02	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.97	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.92	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.87	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.82	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.77	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.72	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.67	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.62	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.57	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.52	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.47	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.42	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.37	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.32	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.27	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.22	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.17	1.2865e-01	0.0000e+00	0.0000e+00
85	-6.12	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.07	0.0000e+00	0.0000e+00	0.0000e+00
85	-6.02	0.0000e+00	0.0000e+00	0.0000e+00
85	-5.97	0.0000e+00	0.0000e+00	0.0000e+00
85	-5.92	0.0000e+00	0.0000e+00	0.0000e+00
85	-5.87	0.0000e+00	0.0000e+00	0.0000e+00
85	-5.82	0.0000e+00	0.0000e+00	0.0000e+00
85	-5.77	0.0000e+00	0.0000e+00	0.0000e+00
85	-5.72	0.0000e+00	0.0000e+00	0.0000e+00
85	-5.67	0.0000e+00	0.0000e+00	0.0000e+00
85	-5.62	0.0000e+00	0.0000e+00	0.0000e+00
85	-5.57	0.0000e+00	0.0000e+00	0.0000e+00
85	-5.52	0.0000e+00	3.6000e+01	0.0000e+00
85	-5.47	0.0000e+00	7.7005e+01	0.0000e+00
85	-5.42	0.0000e+00	9.7226e+01	0.0000e+00
85	-5.37	0.0000e+00	9.1750e+01	0.0000e+00
85	-5.32	0.0000e+00	5.9058e+01	0.0000e+00
85	-5.27	0.0000e+00	5.4790e+01	0.0000e+00
85	-5.22	1.4434e-02	7.8681e+01	0.0000e+00
85	-5.17	1.2865e-02	9.1326e+01	0.0000e+00
85	-5.12	1.1466e-02	8.4272e+01	0.0000e+00
85	-5.07	0.0000e+00	6.8986e+01	0.0000e+00
85	-5.02	0.0000e+00	9.1074e+01	0.0000e+00
85	-4.97	8.1170e-03	6.8994e+01	0.0000e+00
85	-4.92	0.0000e+00	6.7568e+01	0.0000e+00
85	-4.87	6.4476e-03	6.5146e+01	0.0000e+00
85	-4.82	0.0000e+00	7.4703e+01	5.7464e-03
85	-4.77	0.0000e+00	4.7430e+01	0.0000e+00
85	-4.72	0.0000e+00	5.9289e+01	4.5645e-03
85	-4.67	0.0000e+00	4.2715e+01	0.0000e+00
85	-4.62	0.0000e+00	4.9854e+01	0.0000e+00
85	-4.57	0.0000e+00	4.4839e+01	6.4629e-03
85	-4.52	2.8800e-03	4.1397e+01	5.7600e-03
85	-4.47	0.0000e+00	2.8974e+01	5.1336e-03
85	-4.42	0.0000e+00	3.2355e+01	0.0000e+00
85	-4.37	2.0389e-03	3.1181e+01	6.1167e-03
85	-4.32	3.6343e-03	2.6847e+01	7.2687e-03
85	-4.27	1.6196e-03	2.9290e+01	1.6196e-03
85	-4.22	2.8869e-03	3.0399e+01	1.4434e-03
85	-4.17	0.0000e+00	2.0473e+01	3.8594e-03
85	-4.12	3.4397e-03	1.9016e+01	2.2931e-03
85	-4.07	4.0875e-03	1.7850e+01	5.1093e-03
85	-4.02	1.8215e-03	1.5408e+01	3.6430e-03
85	-3.97	3.2468e-03	1.5469e+01	8.1170e-03
85	-3.92	5.7874e-03	1.2800e+01	4.3406e-03
85	-3.87	2.5790e-03	9.3148e+00	5.8028e-03
85	-3.82	2.8732e-03	1.0708e+01	4.0225e-03
85	-3.77	2.0486e-03	8.4494e+00	5.6336e-03
85	-3.72	1.8258e-03	8.2079e+00	4.5645e-03
85	-3.67	2.4409e-03	8.7575e+00	3.2545e-03
85	-3.62	2.9006e-03	8.7833e+00	5.4386e-03
85	-3.57	1.9389e-03	8.4069e+00	4.5240e-03
85	-3.52	3.4560e-03	6.2640e+00	6.0480e-03
85	-3.47	1.5401e-03	5.7972e+00	5.3903e-03
85	-3.42	1.8301e-03	5.5177e+00	3.2028e-03
85	-3.37	1.6311e-03	4.5459e+00	7.3400e-03
85	-3.32	3.0892e-03	4.6111e+00	3.6343e-03
85	-3.27	1.4576e-03	3.5428e+00	5.8304e-03
85	-3.22	2.5982e-03	3.8307e+00	3.4642e-03
85	-3.17	3.0875e-03	3.0454e+00	5.1458e-03
85	-3.12	3.0957e-03	3.4226e+00	3.7836e-03
85	-3.07	2.4525e-03	3.1382e+00	4.5984e-03
85	-3.02	3.0054e-03	2.4614e+00	4.0073e-03
85	-2.97	2.2728e-03	2.3829e+00	3.9773e-03
85	-2.92	3.0384e-03	2.1515e+00	3.8342e-03
85	-2.87	2.6435e-03	2.0780e+00	5.0291e-03
85	-2.82	1.8388e-03	1.8283e+00	3.9075e-03
85	-2.77	2.2535e-03	1.5771e+00	5.0190e-03
85	-2.72	2.3736e-03	1.5691e+00	4.6558e-03
85	-2.67	2.7663e-03	1.1441e+00	5.4106e-03
85	-2.62	2.5380e-03	1.1585e+00	5.1848e-03
85	-2.57	1.9389e-03	1.0465e+00	4.3624e-03
85	-2.52	2.7648e-03	1.0671e+00	4.2624e-03
85	-2.47	3.0032e-03	7.9340e-01	5.2106e-03
85	-2.42	2.7681e-03	8.0202e-01	5.0558e-03
85	-2.37	2.5078e-03	7.2562e-01	4.9137e-03
85	-2.32	2.7439e-03	5.6596e-01	4.3794e-03
85	-2.27	2.6075e-03	5.7327e-01	5.1664e-03
85	-2.22	2.4394e-03	4.8742e-01	4.7200e-03
85	-2.17	2.5343e-03	3.8802e-01	4.9915e-03
85	-2.12	3.2104e-03	4.5973e-01	5.1710e-03
85	-2.07	2.7488e-03	3.5514e-01	5.0787e-03
85	-2.02	2.6503e-03	2.9559e-01	5.3369e-03
85	-1.97	2.8247e-03	2.4767e-01	5.1056e-03
85	-1.92	2.5971e-03	2.5269e-01	5.0061e-03
85	-1.87	3.2367e-03	2.1508e-01	5.4031e-03
85	-1.82	2.6893e-03	1.7662e-01	5.0971e-03
85	-1.77	2.7963e-03	1.9229e-01	5.2598e-03
85	-1.72	2.5835e-03	1.5243e-01	5.2081e-03
85	-1.67	2.5670e-03	1.3469e-01	5.4147e-03
85	-1.62	2.5271e-03	1.2148e-01	5.3298e-03
85	-1.57	2.7144e-03	1.1286e-01	5.3836e-03
85	-1.52	2.6784e-03	9.6368e-02	5.3136e-03
85	-1.47	2.6592e-03	9.8920e-02	5.3416e-03
85	-1.42	2.5942e-03	8.1588e-02	5.4149e-03
85	-1.37	2.5507e-03	6.6003e-02	5.2155e-03
85	-1.32	2.5295e-03	5.3577e-02	5.0699e-03
85	-1.27	2.5119e-03	3.9810e-02	5.1874e-03
85	-1.22	2.5606e-03	5.0088e-02	5.2786e-03
85	-1.17	2.5858e-03	4.6444e-02	5.3208e-03
85	-1.12	2.4204e-03	3.9650e-02	5.1905e-03
85	-1.07	2.4269e-03	3.5027e-02	5.1482e-03
85	-1.02	2.4399e-03	3.3064e-02	5.1311e-03
85	-0.97	2.3961e-03	2.4524e-02	5.0577e-03
